EXpect,expect,s,ProjectAhead,0
do,do,s,Intensity,0
Signior,signior,c,PersonProperty,0
?,?,nnn,Question,0
For,for,s,DirectAddress,0
your,your,s,DirectAddress,1
preferments,preferments,c,Positivity,0
",",",",s,,0
when,when,s,,0
thou,thou,s,DirectAddress,0
have,have,s,,0
got,got,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
chapman,chapman,s,PersonProperty,0
for,for,s,,0
this,this,s,,0
tub,tub,s,SenseObject,0
thou,thou,s,DirectAddress,0
liv'st,liv'st,n,UNRECOGNIZED,0
in,in,c,,0
",",",",s,,0
let,let,s,Request,0
me,me,s,Request,1
know,know,s,Request,2
it,it,nnn,,0
Boy,boy,s,PersonProperty,0
this,this,s,,0
a,a,s,,0
Spanish,spanish,s,PersonProperty,0
Prince,prince,c,PersonProperty,0
.,.,nnn,,0
A,a,s,,0
Prince,prince,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
Oranges,oranges,c,SenseObject,0
",",",",s,,0
he,he,s,PersonPronoun,0
a,a,s,,0
Spanish,spanish,s,PersonProperty,0
Prince,prince,c,PersonProperty,0
?,?,nnn,Question,0
They,they,s,,0
wonnot,wonnot,s,UNRECOGNIZED,0
travel,travel,s,Motions,0
thither,thither,s,SpaceRelation,0
to,to,s,,0
disprove,disprove,s,Resistance,0
me,me,c,FirstPer,0
",",",",s,,0
to,to,s,Disclosure,0
tell,tell,s,Disclosure,1
the,the,s,Disclosure,2
truth,truth,c,Disclosure,3
",",",",s,Disclosure,4
I,i,s,FirstPer,0
suspect,suspect,s,Negativity,0
my,my,n,FirstPer,0
two,two,s,Numbers,0
Grooms,grooms,s,PersonProperty,0
have,have,s,,0
betrayed,betrayed,s,Anger,0
me,me,c,Anger,1
;,;,s,,0
I,i,s,Metadiscourse,0
come,come,s,Metadiscourse,1
hither,hither,s,SpaceRelation,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
a,a,s,,0
suitor,suitor,s,PersonProperty,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Duchess,duchess,nnn,PersonProperty,0
In,in,s,,0
these,these,s,Immediacy,0
clothes,clothes,c,SenseObject,0
?,?,nnn,Question,0
You,you,s,DirectAddress,0
do,do,s,DirectAddress,1
not,not,s,DirectAddress,2
know,know,s,Confidence,0
my,my,s,FirstPer,0
plot,plot,c,LangRef,0
",",",",s,,0
these,these,s,Immediacy,0
Gentlemen,gentlemen,s,Positivity,0
my,my,s,FirstPer,0
servants,servants,s,PersonProperty,0
should,should,s,Insist,0
cunningly,cunningly,s,SubjectivePercept,0
have,have,n,,0
preferred,preferred,s,Positivity,0
me,me,s,FirstPer,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
the,the,s,,0
Duchess,duchess,s,PersonProperty,0
Fool,fool,nnn,Negativity,0
Her,her,s,PersonPronoun,0
Fool,fool,c,Negativity,0
?,?,s,Question,0
it,it,s,Intensity,0
is,is,s,Intensity,1
very,very,s,Intensity,2
likely,likely,c,Confidence,0
.,.,nnn,Exceptions,0
But,but,s,Exceptions,1
for,for,s,Exceptions,2
a,a,s,Exceptions,3
time,time,c,,0
",",",",s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
mystery,mystery,s,Uncertainty,0
in,in,s,Specifiers,0
that,that,n,Specifiers,1
By,by,s,,0
this,this,s,ReasonForward,0
means,means,s,ReasonForward,1
I,i,s,FirstPer,0
resolved,resolved,s,Promise,0
to,to,s,Promise,1
try,try,s,ProjectAhead,0
her,her,s,ProjectAhead,1
nature,nature,n,AbstractConcepts,0
And,and,s,,0
disposition,disposition,s,AbstractConcepts,0
ere,ere,s,ProjectBack,0
I,i,s,FirstPer,0
married,married,s,Biographical_Time,0
her,her,c,PersonPronoun,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
I,i,s,ReasonForward,2
can,can,s,Contingency,0
have,have,s,Contingency,1
at,at,s,Immediacy,0
this,this,s,Immediacy,1
present,present,s,,0
four,four,s,Numbers,0
Kings,kings,s,PersonProperty,0
daughters,daughters,c,PersonProperty,0
",",",",s,,0
the,the,s,,0
eldest,eldest,s,Comparison,0
of,of,s,,0
',',c,,0
em,em,s,SpaceRelation,0
is,is,s,Exceptions,0
but,but,n,Exceptions,1
seven,seven,s,TimeDuration,0
years,years,s,TimeDuration,1
old,old,c,TimeDuration,2
",",",",s,Aside,0
which,which,s,Aside,1
shows,shows,s,ReportingEvents,0
the,the,s,PersonProperty,0
parents,parents,s,PersonProperty,1
dote,dote,s,Positivity,0
upon,upon,s,Positivity,1
me,me,c,FirstPer,0
",",",",s,,0
and,and,s,,0
wod,wod,s,UNRECOGNIZED,0
make,make,s,ReportingEvents,0
sure,sure,s,ReportingEvents,1
of,of,n,ReportingEvents,2
me,me,s,FirstPer,0
betimes,betimes,nn,SubjectiveTime,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
believe,believe,s,PrivateThinking,0
your,your,s,DirectAddress,0
grace,grace,c,StandardsPos,0
.,.,nnn,,0
Grace,grace,c,StandardsPos,0
",",",",s,,0
umph,umph,c,UNRECOGNIZED,0
",",",",s,,0
thou,thou,s,DirectAddress,0
must,must,s,Insist,0
be,be,s,ReportingStates,0
advanced,advanced,c,ReportingStates,0
",",",",s,ReportingStates,1
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
see,see,c,,0
",",",",s,,0
what,what,s,,0
office,office,c,SenseObject,0
",",",",s,,0
oh,oh,c,OralCues,0
",",",",s,OralCues,1
thou,thou,s,DirectAddress,0
shall,shall,n,ProjectAhead,0
have,have,s,SubjectivePercept,0
a,a,s,SubjectivePercept,1
place,place,s,SubjectivePercept,2
at,at,s,,0
my,my,s,FirstPer,0
return,return,s,RecurringEvents,0
in,in,s,,0
the,the,s,,0
Galleys,galleys,c,SenseObject,0
",",",",s,,0
do,do,s,Intensity,0
hear,hear,c,SpaceRelation,0
",",",",s,,0
a,a,s,,0
yerking,yerking,s,Motions,0
preferment,preferment,nnn,Positivity,0
And,and,s,,0
what,what,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
be,be,c,ReportingStates,0
?,?,nnn,Question,0
Thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
--,--,s,,0
a,a,s,,0
Picaro,picaro,c,PersonProperty,0
",",",",s,,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
language,language,s,LangRef,0
a,a,s,,0
Page,page,c,SenseObject,0
",",",",s,,0
my,my,s,FirstPer,0
chief,chief,s,CommonAuthorities,0
Picaro,picaro,c,PersonProperty,0
;,;,s,,0
by,by,n,Motions,0
degrees,degrees,s,Motions,1
you,you,s,DirectAddress,0
may,may,s,DirectAddress,1
send,send,s,ProjectAhead,0
for,for,s,ProjectAhead,1
all,all,s,DirectAddress,0
your,your,s,DirectAddress,1
generation,generation,c,AbstractConcepts,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
see,see,s,,0
them,them,s,,0
mounted,mounted,nnn,Motions,0
Where,where,s,Question,0
Is,is,s,Question,1
Pimponio,pimponio,c,UNRECOGNIZED,0
.,.,nnn,,0
A,a,s,,0
pox,pox,s,StandardsNeg,0
Pimpe,pimpe,s,UNRECOGNIZED,0
you,you,c,DirectAddress,0
",",",",s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
alive,alive,s,Positivity,0
again,again,c,RecurringEvents,0
",",",",s,,0
now,now,s,Immediacy,0
am,am,s,Question,0
I,i,s,Question,1
a,a,s,Negativity,0
dead,dead,s,Negativity,1
man,man,c,PersonProperty,0
.,.,nnn,ReportingStates,0
There,there,s,ReportingStates,1
is,is,s,ReportingStates,2
a,a,s,ReportingStates,3
certain,certain,s,Confidence,0
moveable,moveable,s,AbstractConcepts,0
ecclip'd,ecclip'd,s,UNRECOGNIZED,0
a,a,s,,0
Port-mantue,port-mantue,c,UNRECOGNIZED,0
.,.,nnn,,0
Wod,wod,s,UNRECOGNIZED,0
your,your,s,DirectAddress,0
tongue,tongue,s,SenseObject,0
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
clipped,clipped,c,ReportingStates,0
.,.,nnn,ReportingStates,1
Wherein,wherein,s,CommonAuthorities,0
there,there,s,ReportingStates,0
are,are,s,ReportingStates,1
some,some,s,Uncertainty,0
golden,golden,s,SenseProperty,0
friends,friends,s,Positivity,0
of,of,s,Positivity,1
ours,ours,c,Inclusive,0
.,.,nnn,,0
All,all,s,DirectAddress,0
your,your,s,DirectAddress,1
friends,friends,s,StandardsPos,0
are,are,s,Positive_Attribution,0
well,well,c,Positive_Attribution,1
.,.,nnn,DirectAddress,0
Let,let,s,DirectAddress,1
me,me,s,DirectAddress,2
see,see,s,DirectAddress,3
their,their,s,PersonPronoun,0
complexions,complexions,c,AbstractConcepts,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
are,are,s,Question,0
they,they,c,Question,1
?,?,s,Question,0
look,look,s,ReportingEvents,0
for,for,s,ReportingEvents,1
the,the,s,,0
Signior,signior,s,PersonProperty,0
your,your,n,DirectAddress,0
master,master,s,ReportingEvents,0
a,a,s,ReportingEvents,1
month,month,s,TimeDuration,0
hence,hence,nnn,ReasonForward,0
His,his,s,PersonPronoun,0
master,master,c,PersonProperty,0
",",",",s,,0
de'e,de'e,s,UNRECOGNIZED,0
observe,observe,c,ReportingEvents,0
?,?,nnn,Question,0
Does,does,s,Question,0
he,he,s,Question,1
not,not,s,DenyDisclaim,0
carry,carry,s,ReportingEvents,0
it,it,s,ReportingEvents,1
hansomely,hansomely,c,UNRECOGNIZED,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
knows,knows,s,Neutral_Attribution,1
not,not,s,DenyDisclaim,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
discovered,discovered,s,Curiosity,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
to,to,n,DirectAddress,0
you,you,nnn,DirectAddress,1
With,with,s,DirectAddress,0
your,your,s,DirectAddress,1
pardon,pardon,s,Positivity,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
this,this,s,,0
Signior,signior,s,PersonProperty,0
a,a,s,,0
Prince,prince,s,PersonProperty,0
disguisd,disguisd,c,UNRECOGNIZED,0
*,*,nnn,,0
A,a,s,,0
Prince,prince,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
Puppets,puppets,c,SenseObject,0
",",",",s,,0
who,who,s,,0
Pimponio,pimponio,c,UNRECOGNIZED,0
?,?,nnn,Question,0
And,and,s,,0
you,you,s,DirectAddress,0
one,one,s,Specifiers,0
of,of,s,Specifiers,1
his,his,s,Specifiers,2
servants,servants,c,PersonProperty,0
",",",",s,,0
to,to,s,PersonProperty,0
whom,whom,s,PersonProperty,1
with,with,n,DirectAddress,0
Your,your,s,DirectAddress,1
other,other,s,Specifiers,0
fellow,fellow,s,PersonProperty,0
called,called,s,ReportingEvents,0
Signior,signior,s,PersonProperty,0
Aurelio,aurelio,c,UNRECOGNIZED,0
",",",",n,,0
His,his,s,PersonPronoun,0
person,person,s,PersonProperty,0
stands,stands,s,,0
discovered,discovered,c,ReportingStates,0
",",",",s,ReportingStates,1
he,he,s,PersonPronoun,0
came,came,s,ReportingEvents,0
hither,hither,n,SpaceRelation,0
To,to,s,,0
court,court,s,AbstractConcepts,0
our,our,s,Inclusive,0
Duchess,duchess,c,PersonProperty,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
promisd,promisd,s,UNRECOGNIZED,0
us,us,n,Inclusive,0
At,at,s,,0
his,his,s,PersonPronoun,0
return,return,s,SceneShift,0
to,to,s,SceneShift,1
Spain,spain,s,,0
to,to,s,,0
make,make,s,Inclusive,0
us,us,s,Inclusive,1
Grandees,grandees,c,PersonProperty,0
.,.,nn,Question,0
Has,has,s,Question,1
he,he,s,PersonPronoun,0
betrayed,betrayed,s,Anger,0
himself,himself,c,PersonPronoun,0
",",",",s,,0
nay,nay,s,OralCues,0
then,then,s,,0
my,my,s,Responsibility,0
duty,duty,n,Responsibility,1
If,if,s,Contingency,0
please,please,s,Positivity,0
your,your,s,DirectAddress,0
excellence,excellence,c,StandardsPos,0
.,.,nn,,0
Away,away,c,,0
",",",",s,,0
away,away,c,,0
.,.,nnn,,0
A,a,s,,0
Prince,prince,s,PersonProperty,0
cannot,cannot,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
hid,hid,s,ReportingEvents,0
tho,tho,s,LangRef,0
under,under,s,,0
mountains,mountains,c,SenseObject,0
",",",",n,Resistance,0
But,but,s,Resistance,1
my,my,s,Positivity,0
dear,dear,s,Positivity,1
Prince,prince,c,PersonProperty,0
",",",",s,,0
the,the,s,SenseObject,0
bags,bags,s,SenseObject,1
must,must,s,Insist,0
go,go,s,ReportingEvents,0
with,with,s,ReportingEvents,1
me,me,n,FirstPer,0
While,while,s,TimeDuration,0
you,you,s,DirectAddress,0
keep,keep,s,TimeDuration,0
state,state,s,,0
ith,ith,s,UNRECOGNIZED,0
Inn,inn,c,SenseObject,0
.,.,nn,Question,0
Who,who,s,Question,1
shall,shall,s,ProjectAhead,0
maintain,maintain,c,TimeDuration,0
.,.,nnn,,0
If,if,s,Contingency,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
think,think,s,PrivateThinking,0
thou,thou,s,DirectAddress,0
would,would,s,ProjectBack,0
carry,carry,s,ReportingEvents,0
it,it,s,ReportingEvents,1
hansomly,hansomly,c,UNRECOGNIZED,0
*,*,n,,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
excuse,excuse,s,StandardsPos,0
thee,thee,s,DirectAddress,0
to,to,s,,0
thy,thy,s,DirectAddress,0
master,master,c,PersonProperty,0
",",",",s,,0
here,here,n,SpaceRelation,0
When,when,s,,0
thou,thou,s,DirectAddress,0
have,have,s,,0
domineerd,domineerd,s,UNRECOGNIZED,0
away,away,s,,0
this,this,s,,0
bag,bag,n,SenseObject,0
Thou,thou,s,DirectAddress,0
may,may,s,Contingency,0
hear,hear,s,SpaceRelation,0
more,more,c,Comparison,0
;,;,s,,0
keep,keep,s,TimeDuration,0
thine,thine,s,UNRECOGNIZED,0
own,own,s,ReportingEvents,0
counsel,counsel,c,PersonProperty,0
",",",",s,,0
and,and,n,,0
Thy,thy,s,DirectAddress,0
master,master,s,PersonProperty,0
shannot,shannot,s,UNRECOGNIZED,0
own,own,s,ReportingEvents,0
thee,thee,c,DirectAddress,0
",",",",s,,0
if,if,s,Contingency,0
thou,thou,s,DirectAddress,0
have,have,n,,0
Any,any,s,,0
fagary,fagary,c,UNRECOGNIZED,0
",",",",s,,0
drink,drink,c,Motions,0
",",",",s,,0
and,and,s,,0
indulge,indulge,s,SubjectivePercept,0
thy,thy,s,DirectAddress,0
Genius,genius,c,StandardsPos,0
;,;,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
see,see,s,,0
thee,thee,s,DirectAddress,0
again,again,s,RecurringEvents,0
before,before,s,Sequence,0
thy,thy,s,DirectAddress,0
reign,reign,s,CommonAuthorities,0
be,be,s,ReportingStates,0
out,out,c,,0
",",",",n,,0
No,no,s,DenyDisclaim,0
words,words,s,DenyDisclaim,1
but,but,s,Resistance,0
be,be,s,ReportingStates,0
a,a,s,ReportingStates,1
prince,prince,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
scorn,scorn,s,Negative_Relation,0
to,to,s,Negative_Relation,1
know,know,s,Confidence,0
us,us,n,Inclusive,0
And,and,s,ReasonForward,0
so,so,s,ReasonForward,1
I,i,s,FirstPer,0
take,take,s,Negativity,0
leave,leave,s,Negativity,1
of,of,s,Negativity,2
your,your,s,DirectAddress,0
excellence,excellence,c,StandardsPos,0
.,.,nn,,0
I,i,s,FirstPer,0
shannot,shannot,s,UNRECOGNIZED,0
know,know,s,Confidence,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
",",",",s,,0
am,am,s,FirstPer,0
not,not,s,DenyDisclaim,0
I,i,s,FirstPer,0
a,a,s,,0
Prince,prince,n,PersonProperty,0
Indeed,indeed,c,Intensity,0
",",",",s,,0
that,that,s,,0
have,have,s,Precedent_Defending,0
been,been,s,Precedent_Defending,1
long,long,s,Precedent_Defending,2
conceald,conceald,c,UNRECOGNIZED,0
?,?,s,Question,0
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,SenseObject,0
bag,bag,n,SenseObject,1
And,and,s,,0
full,full,s,Specifiers,0
of,of,s,Specifiers,1
golden,golden,s,SenseProperty,0
friends,friends,c,StandardsPos,0
",",",",s,,0
umph,umph,c,UNRECOGNIZED,0
",",",",s,Resistance,0
however,however,s,Resistance,1
I,i,s,FirstPer,0
will,will,n,PredictedFuture,0
Spend,spend,s,ReportingEvents,0
it,it,s,,0
like,like,s,Resemblances,0
an,an,s,Resemblances,1
Emperor,emperor,c,PersonProperty,0
",",",",s,,0
these,these,s,DenyDisclaim,0
are,are,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
robes,robes,n,SenseObject,0
Fit,fit,s,StandardsPos,0
for,for,s,StandardsPos,1
a,a,s,StandardsPos,2
Prince,prince,s,PersonProperty,0
I,i,s,FirstPer,0
take,take,s,Responsibility,0
it,it,c,Responsibility,1
",",",",s,,0
Grutti,grutti,c,UNRECOGNIZED,0
",",",",s,,0
boy,boy,n,PersonProperty,0
I,i,s,FirstPer,0
entertain,entertain,s,Positivity,0
you,you,s,DirectAddress,0
both,both,s,,0
my,my,s,FirstPer,0
Groom,groom,s,PersonProperty,0
and,and,s,,0
Page,page,c,SenseObject,0
",",",",s,,0
and,and,n,,0
Say,say,s,DialogCues,0
unto,unto,s,DialogCues,1
you,you,c,DirectAddress,0
",",",",s,,0
Snakes,snakes,s,SenseObject,0
go,go,s,ReportingEvents,0
cast,cast,s,ReportingEvents,0
your,your,s,DirectAddress,0
coats,coats,c,SenseObject,0
*,*,n,,0
Here,here,s,Immediacy,0
Is,is,s,Immediacy,1
earnest,earnest,s,SubjectivePercept,0
for,for,s,,0
new,new,s,,0
skins,skins,c,Motions,0
",",",",s,,0
when,when,s,Curiosity,0
things,things,s,Curiosity,1
are,are,s,Curiosity,2
ripe,ripe,n,Positivity,0
We,we,s,,0
will,will,s,PredictedFuture,0
to,to,s,PredictedFuture,1
Court,court,c,AbstractConcepts,0
.,.,nn,Question,0
What,what,s,Question,1
thinks,thinks,s,PrivateThinking,0
your,your,s,DirectAddress,0
grace,grace,s,StandardsPos,0
of,of,s,StandardsPos,1
going,going,s,SceneShift,0
to,to,s,SceneShift,1
bed,bed,nnn,SceneShift,2
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
too,too,s,SelfDisclosure,2
sober,sober,c,StandardsPos,0
",",",",s,,0
let,let,s,ReportingEvents,0
the,the,s,ReportingEvents,1
whole,whole,s,,0
house,house,s,SenseObject,0
be,be,s,ReportingStates,0
drunk,drunk,s,PersonProperty,0
first,first,c,Sequence,0
*,*,s,,0
',',c,,0
twill,twill,s,SenseObject,0
please,please,s,Positivity,0
us,us,s,Inclusive,0
well,well,s,SenseObject,0
to,to,n,ProjectAhead,0
see,see,s,ProjectAhead,1
the,the,s,SenseObject,0
servants,servants,s,SenseObject,1
gamboll,gamboll,c,UNRECOGNIZED,0
",",",",s,,0
we,we,s,,0
purpos,purpos,n,UNRECOGNIZED,0
To,to,s,GenericEvents,0
be,be,s,GenericEvents,1
drunk,drunk,s,PersonProperty,0
our,our,s,Inclusive,0
selves,selves,s,SubjectivePercept,0
in,in,s,,0
state,state,s,,0
too,too,c,,0
:,:,n,,0
Let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
have,have,s,,0
fifty,fifty,s,Numbers,0
strumpets,strumpets,c,Negativity,0
.,.,nn,,0
Fifty,fifty,s,Numbers,0
trumpets,trumpets,c,SenseObject,0
.,.,nnn,,0
Strumpets,strumpets,s,Negativity,0
I,i,s,FirstPer,0
say,say,c,Citations,0
",",",",s,,0
they,they,s,,0
will,will,s,PredictedFuture,0
make,make,s,ReportingEvents,0
the,the,s,,0
greater,greater,s,Comparison,0
noise,noise,c,SenseProperty,0
.,.,nnn,,0
Your,your,s,DirectAddress,0
grace,grace,s,StandardsPos,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
a,a,s,PredictedFuture,2
Hercules,hercules,c,AbstractConcepts,0
.,.,nnn,,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,,0
and,and,s,,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
Captain,captain,s,PersonProperty,0
of,of,s,,0
the,the,s,,0
Pigmies,pigmies,s,SenseProperty,0
under,under,s,,0
me,me,c,FirstPer,0
",",",",s,,0
this,this,s,,0
roome's,roome's,s,UNRECOGNIZED,0
too,too,n,Negativity,0
narrow,narrow,c,Negativity,1
",",",",s,,0
beat,beat,s,Resistance,0
down,down,s,Resistance,1
the,the,s,Resistance,2
walls,walls,s,SenseObject,0
on,on,s,,0
both,both,s,,0
sides,sides,c,AbstractConcepts,0
",",",",s,,0
advance,advance,s,ReportingEvents,0
your,your,s,DirectAddress,0
lights,lights,s,SenseObject,0
and,and,s,,0
call,call,s,ReportingEvents,0
the,the,n,,0
Country,country,s,AbstractConcepts,0
in,in,c,,0
",",",",s,,0
if,if,s,Contingency,0
there,there,s,Contingency,1
be,be,s,Contingency,2
a,a,s,,0
Tailor,tailor,s,PersonProperty,0
amongst,amongst,s,SpaceRelation,0
',',c,,0
em,em,s,SpaceRelation,0
he,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
first,first,s,RecurringEvents,0
take,take,s,RecurringEvents,1
measure,measure,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
my,my,n,FirstPer,0
highness,highness,c,CommonAuthorities,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
I,i,s,ReasonForward,2
must,must,s,Insist,0
not,not,s,Insist,1
longer,longer,s,Comparison,0
walk,walk,s,Motions,0
in,in,s,,0
Quirpo,quirpo,nnn,UNRECOGNIZED,0
We,we,s,,0
attend,attend,s,SpaceRelation,0
your,your,s,SpaceRelation,1
excellence,excellence,c,StandardsPos,0
.,.,nnn,,0
I,i,s,Sad,0
Am,am,s,Sad,1
lost,lost,s,Sad,2
in,in,s,,0
the,the,s,,0
wonder,wonder,s,Curiosity,0
Iulio,iulio,c,UNRECOGNIZED,0
.,.,nnn,,0
A,a,s,SubjectivePercept,0
strange,strange,s,SubjectivePercept,1
turn,turn,n,Transformation,0
From,from,s,Transformation,1
that,that,s,Contingency,0
could,could,s,Contingency,1
temper,temper,s,AbstractConcepts,0
we,we,s,,0
imagined,imagined,n,PrivateThinking,0
In,in,s,Specifiers,0
her,her,s,Specifiers,1
Highness,highness,c,CommonAuthorities,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
heard,heard,s,Updates,0
of,of,s,,0
charms,charms,s,Positivity,0
and,and,s,,0
philters,philters,c,SubjectivePercept,0
.,.,nnn,,0
If,if,s,Contingency,0
travel,travel,s,Motions,0
have,have,s,Updates,0
these,these,s,Updates,1
glorious,glorious,s,Positivity,0
effects,effects,n,Consequence,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
abroad,abroad,s,SceneShift,0
too,too,c,Metadiscourse,0
.,.,nn,Metadiscourse,1
He,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
a,a,s,,0
hansome,hansome,s,,0
person,person,c,PersonProperty,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
discourses,discourses,s,AbstractConcepts,0
grant,grant,s,CommonAuthorities,0
it,it,c,,0
.,.,nnn,,0
Is,is,s,Positive_Attribution,0
master,master,s,Positive_Attribution,1
of,of,s,,0
a,a,s,CommonAuthorities,0
noble,noble,s,CommonAuthorities,1
soul,soul,c,Disclosure,0
.,.,nnn,,0
Soul,soul,c,Disclosure,0
",",",",s,,0
nay,nay,s,OralCues,0
let,let,s,ReportingEvents,0
that,that,s,Exceptions,0
alone,alone,c,Exceptions,1
",",",",s,,0
Ladies,ladies,s,PersonProperty,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
look,look,n,Positivity,0
After,after,s,Positivity,1
the,the,s,SubjectivePercept,0
soul,soul,s,SubjectivePercept,1
so,so,s,Intensity,0
much,much,c,Intensity,1
",",",",s,,0
the,the,s,SenseObject,0
body,body,s,SenseObject,1
will,will,s,PredictedFuture,0
serve,serve,s,ReportingEvents,0
their,their,n,Neutral_Attribution,0
Turn,turn,c,Neutral_Attribution,1
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
it,it,s,Contingency,0
be,be,s,Contingency,1
nimble,nimble,c,Positivity,0
",",",",s,,0
and,and,s,,0
at,at,s,,0
their,their,s,PersonPronoun,0
devotion,devotion,c,StandardsPos,0
",",",",n,,0
If,if,s,Contingency,0
you,you,s,DirectAddress,0
observe,observe,c,ReportingEvents,0
",",",",s,,0
he,he,s,Updates,0
is,is,s,Updates,1
graced,graced,s,Positive_Attribution,0
by,by,s,Generalization,0
all,all,s,Generalization,1
the,the,s,PersonProperty,0
Ladies,ladies,n,PersonProperty,1
As,as,s,Resemblances,0
if,if,s,Resemblances,1
he,he,s,PersonPronoun,0
were,were,s,ProjectBack,0
their,their,s,ProjectBack,1
general,general,s,AbstractConcepts,0
minion,minion,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
do,do,s,Negative_Relation,0
not,not,s,Negative_Relation,1
like,like,s,Negative_Relation,2
his,his,s,PersonPronoun,0
sisters,sisters,s,PersonProperty,0
eyes,eyes,s,SpaceRelation,0
upon,upon,s,SpaceRelation,1
him,him,c,PersonPronoun,0
",",",",n,,0
They,they,s,,0
whirle,whirle,s,UNRECOGNIZED,0
too,too,s,Negativity,0
much,much,s,Negativity,1
and,and,s,,0
seemed,seemed,s,PrivateThinking,0
to,to,s,PrivateThinking,1
shoot,shoot,s,ReportingEvents,0
an,an,s,,0
envy,envy,n,Negative_Relation,0
Upon,upon,s,,0
the,the,s,,0
Duchess,duchess,s,PersonProperty,0
favors,favors,c,Positivity,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
confident,confident,n,StandardsPos,0
Thou,thou,s,DirectAddress,0
have,have,s,,0
no,no,s,DenyDisclaim,0
murmer,murmer,s,UNRECOGNIZED,0
in,in,s,,0
thy,thy,s,DirectAddress,0
thoughts,thoughts,s,PrivateThinking,0
against,against,s,Resistance,0
him,him,c,Resistance,1
.,.,nn,,0
I,i,s,FirstPer,0
but,but,s,Resistance,0
express,express,s,Citations,0
my,my,s,FirstPer,0
wonder,wonder,c,Curiosity,0
",",",",n,,0
In,in,s,Specifiers,0
that,that,s,Specifiers,1
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
the,the,s,Specifiers,0
whole,whole,s,Specifiers,1
Court,court,s,AbstractConcepts,0
had,had,s,ProjectBack,0
a,a,s,,0
share,share,c,ReportingEvents,0
:,:,n,,0
He,he,s,Neutral_Attribution,0
knows,knows,s,Neutral_Attribution,1
I,i,s,FirstPer,0
love,love,s,Positivity,0
him,him,c,PersonPronoun,0
",",",",s,,0
twill,twill,s,SenseObject,0
become,become,s,Transformation,0
his,his,s,PersonPronoun,0
fear,fear,n,Fear,0
How,how,s,Curiosity,0
to,to,s,Curiosity,1
secure,secure,s,StandardsPos,0
Ursini,ursini,c,UNRECOGNIZED,0
.,.,nn,,0
He,he,s,PersonPronoun,0
preferred,preferred,s,Positivity,0
