FOrsaken,forsaken,s,Negativity,0
Strong,strong,c,Intensity,0
!,!,s,,0
wanton,wanton,c,StandardsNeg,0
!,!,s,,0
lusty,lusty,c,UNRECOGNIZED,0
!,!,n,,0
rampant,rampant,c,Negativity,0
!,!,s,,0
hah,hah,c,OralCues,0
",",",",s,,0
ah,ah,c,OralCues,0
",",",",s,OralCues,1
ah,ah,c,OralCues,0
!,!,s,,0
She,she,s,Updates,0
Is,is,s,Updates,1
thine,thine,s,UNRECOGNIZED,0
Boy,boy,c,PersonProperty,0
*,*,s,,0
odd,odd,s,SubjectivePercept,0
she,she,s,Updates,0
is,is,s,Updates,1
thine,thine,c,UNRECOGNIZED,0
",",",",s,,0
plump,plump,c,SenseProperty,0
",",",",s,,0
soft,soft,c,SenseProperty,0
",",",",s,,0
smooth,smooth,c,SenseProperty,0
",",",",n,,0
wanton,wanton,c,StandardsNeg,0
!,!,s,,0
hah,hah,c,OralCues,0
",",",",s,,0
ah,ah,c,OralCues,0
",",",",s,OralCues,1
ah,ah,c,OralCues,0
!,!,s,,0
Ah,ah,s,OralCues,0
Rogue,rogue,c,Negativity,0
",",",",s,,0
ah,ah,s,OralCues,0
Rogue,rogue,c,Negativity,0
!,!,s,,0
here,here,s,Immediacy,0
is,is,s,Immediacy,1
shouldiers,shouldiers,c,UNRECOGNIZED,0
",",",",s,,0
here,here,s,Immediacy,0
is,is,s,Immediacy,1
shape,shape,c,AbstractConcepts,0
!,!,n,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
Foot,foot,s,SenseObject,0
and,and,s,,0
Leg,leg,c,SenseObject,0
",",",",s,,0
here,here,s,DirectAddress,0
is,is,s,DirectAddress,1
a,a,s,DirectAddress,2
Leg,leg,c,SenseObject,0
",",",",s,,0
here,here,s,DirectAddress,0
is,is,s,DirectAddress,1
a,a,s,DirectAddress,2
Leg,leg,s,SenseObject,0
--,--,s,,0
Quaa-a-a-a,quaa-a-a-a,nnn,UNRECOGNIZED,0
What,what,s,,0
an,an,s,,0
old,old,s,SenseProperty,0
Goat's,goat's,s,,0
this,this,c,Immediacy,0
.,.,nnn,Immediacy,1
Child,child,c,PersonProperty,0
",",",",s,,0
Child,child,c,PersonProperty,0
",",",",s,,0
Child,child,c,PersonProperty,0
",",",",s,,0
who,who,s,Question,0
is,is,s,Question,1
that,that,c,,0
?,?,s,Question,0
A,a,s,Positivity,0
friend,friend,s,Positivity,1
of,of,s,Positivity,2
thine,thine,c,UNRECOGNIZED,0
!,!,s,,0
a,a,s,Positivity,0
friend,friend,s,Positivity,1
o'thine,o'thine,c,UNRECOGNIZED,0
?,?,s,Question,0
A,a,s,SubjectivePercept,0
pretty,pretty,n,SubjectivePercept,1
fellow,fellow,c,PersonProperty,0
",",",",s,,0
odd,odd,s,SubjectivePercept,0
a,a,s,Intensity,0
very,very,s,Intensity,1
pretty,pretty,s,SubjectivePercept,0
fellow,fellow,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
a,a,s,Intensity,0
strong,strong,s,Intensity,1
dog,dog,s,SenseObject,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
warrant,warrant,s,CommonAuthorities,0
him,him,c,PersonPronoun,0
",",",",s,,0
how,how,s,Question,0
do,do,s,Question,1
do,do,n,Intensity,0
dear,dear,s,Positivity,0
heart,heart,c,Positivity,1
?,?,s,Question,0
prithee,prithee,s,DirectAddress,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
kiss,kiss,s,Positivity,0
thee,thee,c,DirectAddress,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
swear,swear,s,Intensity,0
and,and,s,,0
vow,vow,s,Intensity,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
kiss,kiss,s,Positivity,0
thee,thee,c,DirectAddress,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",n,,0
ha,ha,c,OralCues,0
",",",",s,,0
he,he,c,PersonPronoun,0
",",",",s,,0
he,he,c,PersonPronoun,0
",",",",s,,0
he,he,c,PersonPronoun,0
",",",",s,,0
he,he,c,PersonPronoun,0
",",",",s,,0
a,a,s,,0
Toad,toad,c,SenseObject,0
",",",",s,,0
A,a,s,,0
Toad,toad,c,SenseObject,0
",",",",s,,0
ah,ah,s,OralCues,0
Toa-a-a-ad,toa-a-a-ad,s,UNRECOGNIZED,0
--,--,nnn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
your,your,s,DirectAddress,0
humble,humble,s,SubjectivePercept,0
Servant,servant,c,PersonProperty,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
the,the,s,PersonProperty,0
Lady,lady,c,PersonProperty,1
",",",",s,,0
Sir,sir,s,PersonProperty,0
Jolly,jolly,c,Positivity,0
",",",",s,,0
the,the,s,PersonProperty,0
Lady,lady,c,PersonProperty,1
",",",",s,,0
how,how,s,Question,0
does,does,s,Question,1
the,the,s,PersonProperty,0
Lady,lady,c,PersonProperty,1
",",",",s,,0
what,what,s,,0
says,says,s,Citations,0
the,the,s,Citations,1
Lady,lady,c,PersonProperty,0
",",",",s,,0
Sir,sir,n,PersonProperty,0
Jolly,jolly,nnn,Positivity,0
What,what,s,,0
says,says,s,Citations,0
the,the,s,Citations,1
Lady,lady,c,PersonProperty,0
!,!,s,,0
why,why,s,Question,0
she,she,s,Citations,0
says,says,s,Citations,1
--,--,s,,0
she,she,s,Citations,0
says,says,s,Citations,1
--,--,s,,0
odd,odd,s,SubjectivePercept,0
she,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
a,a,s,,0
delicate,delicate,s,SubjectivePercept,0
Lip,lip,c,SenseObject,0
",",",",n,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Lip,lip,c,SenseObject,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
red,red,c,SenseProperty,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
hard,hard,c,,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
plump,plump,c,SenseProperty,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
blub,blub,c,SenseProperty,0
*,*,s,,0
I,i,s,FirstPer,0
fancy,fancy,s,SubjectivePercept,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
eating,eating,s,ReportingEvents,0
Cherries,cherries,n,SenseObject,0
every,every,s,Generalization,0
time,time,s,Generalization,1
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
on,on,s,SpaceRelation,0
it,it,s,SpaceRelation,1
--,--,s,,0
and,and,s,,0
for,for,s,SubjectivePercept,0
her,her,s,SubjectivePercept,1
Neck,neck,s,SenseObject,0
and,and,s,,0
Breasts,breasts,s,SenseObject,0
and,and,s,,0
her,her,s,PersonPronoun,0
--,--,s,,0
odds,odds,s,Contingency,0
life,life,c,AbstractConcepts,0
;,;,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
say,say,s,Resistance,0
no,no,s,Resistance,1
more,more,c,Comparison,0
",",",",s,,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
word,word,s,LangRef,0
more,more,c,Comparison,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
know,know,c,Confidence,0
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
--,--,nnn,,0
I,i,s,Sad,0
am,am,s,Sad,1
sorry,sorry,s,Sad,2
for,for,s,Sad,3
that,that,s,Specifiers,0
with,with,s,Specifiers,1
all,all,s,Generalization,0
my,my,s,Generalization,1
Heart,heart,c,SenseObject,0
;,;,s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
know,know,c,DirectAddress,2
",",",",s,,0
say,say,s,Citations,0
you,you,c,DirectAddress,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
would,would,n,Request,0
you,you,s,Request,1
put,put,s,SubjectivePercept,0
off,off,s,SubjectivePercept,1
your,your,s,DirectAddress,0
mubled,mubled,s,UNRECOGNIZED,0
orts,orts,c,SenseObject,0
",",",",s,,0
your,your,s,DirectAddress,0
offall,offall,s,UNRECOGNIZED,0
upon,upon,s,Immediacy,0
me,me,s,Immediacy,1
--,--,nnn,,0
Hush,hush,c,Motions,0
",",",",s,,0
hush,hush,c,Motions,0
",",",",s,,0
hush,hush,c,Motions,0
!,!,s,,0
have,have,s,SubjectivePercept,0
a,a,s,SubjectivePercept,1
care,care,c,SubjectivePercept,2
",",",",s,,0
as,as,s,SubjectivePercept,0
I,i,s,SubjectivePercept,1
live,live,s,SubjectivePercept,2
and,and,s,SubjectivePercept,3
breathe,breathe,c,SubjectivePercept,4
",",",",s,,0
not,not,s,DenyDisclaim,0
I,i,c,FirstPer,0
;,;,s,,0
alack,alack,s,Negativity,0
and,and,s,,0
well,well,s,SenseObject,0
a,a,n,TimeDuration,0
day,day,s,TimeDuration,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
a,a,s,SelfDisclosure,2
poor,poor,s,Negativity,0
old,old,s,PersonProperty,0
fellow,fellow,s,PersonProperty,1
decayed,decayed,s,SenseProperty,0
and,and,s,,0
done,done,c,ReportingStates,0
:,:,s,,0
Alls,alls,s,,0
gone,gone,s,ReportingEvents,0
with,with,s,,0
me,me,s,FirstPer,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,Resistance,0
but,but,n,Resistance,1
my,my,s,FirstPer,0
good,good,s,StandardsPos,0
Nature,nature,c,StandardsPos,1
",",",",s,,0
odd,odd,s,SubjectivePercept,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
to,to,s,Positivity,1
know,know,s,Confidence,0
how,how,s,Confidence,1
matters,matters,s,Specifiers,0
go,go,c,ReportingEvents,0
",",",",s,Concessive,0
though,though,s,Concessive,1
now,now,s,RecurringEvents,0
and,and,s,RecurringEvents,1
then,then,s,RecurringEvents,2
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
a,a,n,SubjectivePercept,0
pretty,pretty,s,SubjectivePercept,1
Wench,wench,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
a,a,s,,0
young,young,s,SenseProperty,0
Fellow,fellow,s,PersonProperty,0
Towze,towze,s,UNRECOGNIZED,0
and,and,s,,0
Rowze,rowze,s,UNRECOGNIZED,0
and,and,s,,0
Frouze,frouze,s,UNRECOGNIZED,0
and,and,s,,0
Mowze,mowze,c,UNRECOGNIZED,0
;,;,s,,0
odd,odd,s,SubjectivePercept,0
I,i,n,FirstPer,0
love,love,s,Positivity,0
a,a,s,Positivity,1
young,young,s,SenseProperty,0
fellow,fellow,s,PersonProperty,0
dearly,dearly,c,Intensity,0
",",",",s,,0
faith,faith,s,StandardsPos,0
dearly,dearly,s,Intensity,0
--,--,nnn,,0
This,this,s,ReportingStates,0
is,is,s,ReportingStates,1
the,the,s,Intensity,0
most,most,s,Intensity,1
extraordinary,extraordinary,s,Intensity,0
rogue,rogue,c,Negativity,0
",",",",s,,0
I,i,s,FirstPer,0
ever,ever,s,Biographical_Time,0
met,met,s,ReportingEvents,0
withal,withal,c,Metadiscourse,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
Sir,sir,s,PersonProperty,0
Jolly,jolly,c,Positivity,0
",",",",s,,0
in,in,s,Sequence,0
the,the,s,Sequence,1
first,first,s,Sequence,2
place,place,c,Sequence,3
",",",",s,Sequence,4
you,you,s,Insist,0
must,must,s,Insist,1
know,know,c,Insist,2
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
sworn,sworn,s,CommonAuthorities,0
never,never,s,Biographical_Time,0
to,to,s,Biographical_Time,1
marry,marry,c,Positivity,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
have,have,s,DenyDisclaim,1
thee,thee,s,DirectAddress,0
man,man,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
a,a,s,SelfDisclosure,2
Bachelour,bachelour,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
been,been,s,ProjectBack,0
a,a,s,,0
whore,whore,s,Negativity,0
Master,master,n,PersonProperty,0
all,all,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
life,life,c,SelfDisclosure,2
",",",",s,,0
besides,besides,s,Specifiers,0
she,she,s,Updates,0
is,is,s,Updates,1
married,married,s,Biographical_Time,0
already,already,s,Updates,0
man,man,c,PersonProperty,0
",",",",s,,0
her,her,s,PersonPronoun,0
Husband's,husband's,s,PersonProperty,0
an,an,s,,0
old,old,s,SenseProperty,0
greasy,greasy,c,SenseProperty,0
",",",",n,,0
untoward,untoward,c,StandardsNeg,0
",",",",s,,0
ill,ill,s,Negativity,0
natured,natured,c,AbstractConcepts,0
",",",",s,,0
slovenly,slovenly,c,Negativity,0
",",",",s,,0
Tobacco,tobacco,s,SenseObject,0
taking,taking,s,ReportingEvents,0
Cuckold,cuckold,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
plaguey,plaguey,s,Negativity,0
^,^,c,UNRECOGNIZED,0
ealous,ealous,nnn,UNRECOGNIZED,0
Already,already,s,Updates,0
a,a,s,,0
Cuckold,cuckold,c,PersonProperty,0
",",",",s,,0
Sir,sir,s,PersonProperty,0
Jolly,jolly,c,Positivity,0
.,.,nnn,,0
No,no,s,DenyDisclaim,0
that,that,s,,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
my,my,s,Positivity,0
Boy,boy,c,Positivity,1
",",",",s,,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
make,make,s,Cause,0
him,him,s,Cause,1
one,one,c,Numbers,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
pimp,pimp,s,PersonProperty,0
for,for,s,,0
thee,thee,s,DirectAddress,0
dear,dear,n,Positivity,0
heart,heart,c,Positivity,1
",",",",s,,0
and,and,s,,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
I,i,s,FirstPer,0
hold,hold,s,Motions,0
the,the,s,Motions,1
door,door,c,Motions,2
",",",",s,,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
I,i,s,FirstPer,0
peep,peep,s,Motions,0
hah,hah,c,OralCues,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
I,i,s,FirstPer,0
you,you,s,DirectAddress,0
devil,devil,c,AbstractConcepts,0
",",",",s,,0
you,you,n,DirectAddress,0
little,little,s,SenseProperty,0
dog,dog,s,SenseObject,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
I,i,c,FirstPer,0
?,?,s,Question,0
--,--,nnn,,0
What,what,s,Curiosity,0
is,is,s,Curiosity,1
it,it,c,Curiosity,2
",",",",s,,0
I,i,s,SelfDisclosure,0
Would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
grant,grant,s,CommonAuthorities,0
to,to,s,,0
oblige,oblige,s,Responsibility,0
my,my,s,FirstPer,0
Patron,patron,c,PersonProperty,0
.,.,nnn,TimeShift,0
And,and,s,TimeShift,1
then,then,s,TimeShift,2
do,do,s,Intensity,0
hear,hear,c,SpaceRelation,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,,0
lodging,lodging,s,Motions,0
for,for,s,,0
thee,thee,s,DirectAddress,0
in,in,s,SubjectivePercept,0
my,my,s,SubjectivePercept,1
own,own,s,SubjectivePercept,2
house,house,c,SenseObject,0
;,;,s,,0
do,do,s,Intensity,0
hear,hear,s,SpaceRelation,0
old,old,n,SenseProperty,0
Soul,soul,c,Disclosure,0
",",",",s,,0
in,in,s,SubjectivePercept,0
my,my,s,SubjectivePercept,1
own,own,s,SubjectivePercept,2
house,house,c,SenseObject,0
:,:,s,,0
She,she,s,Neutral_Attribution,0
lives,lives,s,Neutral_Attribution,1
the,the,s,Sequence,0
very,very,s,Sequence,1
next,next,s,Sequence,2
door,door,s,SenseObject,0
man,man,c,PersonProperty,0
",",",",s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
but,but,s,Resistance,0
a,a,s,SenseObject,0
Wall,wall,s,SenseObject,1
to,to,n,,0
part,part,s,,0
her,her,s,PersonPronoun,0
Chamber,chamber,s,SenseObject,0
and,and,s,,0
thine,thine,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
for,for,s,,0
a,a,s,,0
peep,peep,s,SpaceRelation,0
hole,hole,c,SpaceRelation,1
",",",",s,,0
odds,odds,s,Contingency,0
fish,fish,s,SenseObject,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,,0
peep,peep,n,SpaceRelation,0
hole,hole,s,SpaceRelation,1
for,for,s,,0
thee,thee,c,DirectAddress,0
;,;,s,,0
sbud,sbud,s,UNRECOGNIZED,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
show,show,s,Metadiscourse,2
thee,thee,c,DirectAddress,0
",",",",s,,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
show,show,s,Metadiscourse,2
thee,thee,s,DirectAddress,0
--,--,nnn,,0
But,but,s,Resistance,0
when,when,c,Resistance,1
",",",",s,,0
Sir,sir,s,PersonProperty,0
Jolly,jolly,c,Positivity,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
in,in,s,SubjectiveTime,0
haste,haste,c,SubjectiveTime,1
",",",",s,,0
impatient,impatient,c,StandardsNeg,0
.,.,nnn,Question,0
Why,why,s,Question,1
this,this,s,Exceptions,0
very,very,s,Exceptions,1
night,night,s,,0
man,man,c,PersonProperty,0
;,;,s,,0
poor,poor,s,Negativity,0
Rogue's,rogue's,s,Negativity,0
in,in,s,SubjectiveTime,0
haste,haste,c,SubjectiveTime,1
",",",",s,,0
poor,poor,s,Negativity,0
Rogue,rogue,c,Negativity,0
;,;,s,Resistance,0
but,but,s,Resistance,1
hear,hear,s,SpaceRelation,0
you,you,s,DirectAddress,0
--,--,nnn,,0
The,the,s,,0
matter,matter,c,AbstractConcepts,0
?,?,nnn,Question,0
Shall,shall,s,ProjectAhead,0
Not,not,s,ProjectAhead,1
we,we,s,,0
dine,dine,s,SpaceRelation,0
together,together,c,Inclusive,0
?,?,nnn,Question,0
With,with,s,Positivity,0
all,all,s,Positivity,1
my,my,s,Positivity,2
heart,heart,c,Positivity,3
.,.,nnn,,0
The,the,s,,0
Maw,maw,s,SenseObject,0
begins,begins,s,Sequence,0
to,to,s,Sequence,1
empty,empty,c,SenseProperty,0
",",",",s,,0
get,get,s,DirectAddress,0
you,you,s,DirectAddress,1
before,before,s,Sequence,0
and,and,s,,0
bespeak,bespeak,s,Example,0
Dinner,dinner,s,SpaceRelation,0
at,at,s,SpaceRelation,1
the,the,s,,0
blew,blew,s,ReportingEvents,0
posts,posts,c,AbstractConcepts,0
;,;,n,,0
while,while,s,TimeDuration,0
I,i,s,FirstPer,0
stay,stay,s,TimeDuration,0
behind,behind,s,,0
and,and,s,,0
gather,gather,s,ReportingEvents,0
up,up,s,,0
a,a,s,SenseObject,0
dish,dish,s,SenseObject,1
of,of,s,,0
Whores,whores,s,Negativity,0
for,for,s,,0
a,a,s,,0
desert,desert,nnn,SenseObject,0
Be,be,s,Confidence,0
sure,sure,s,Confidence,1
that,that,s,,0
they,they,s,,0
be,be,s,ReportingStates,0
lewd,lewd,s,Negativity,0
drunken,drunken,s,ReportingEvents,0
stripping,stripping,s,ReportingEvents,0
Whores,whores,c,Negativity,0
",",",",s,,0
Sir,sir,s,PersonProperty,0
Jolly,jolly,c,Positivity,0
",",",",s,,0
that,that,s,PredictedFuture,0
will,will,s,PredictedFuture,1
not,not,s,DenyDisclaim,0
be,be,n,ReportingStates,0
affectedly,affectedly,s,SubjectivePercept,0
squeamish,squeamish,s,Negativity,0
and,and,s,,0
troublesome,troublesome,nnn,Negativity,0
I,i,s,FirstPer,0
warrant,warrant,s,CommonAuthorities,0
you,you,c,DirectAddress,0
.,.,nnn,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
a,a,s,Positivity,1
well,well,s,StandardsPos,0
disciplined,disciplined,s,StandardsPos,1
Whore,whore,c,Negativity,0
",",",",s,,0
that,that,s,,0
shows,shows,s,ReportingEvents,0
all,all,s,Generalization,0
the,the,s,Generalization,1
tricks,tricks,s,SubjectivePercept,0
of,of,s,,0
her,her,s,Citations,0
profession,profession,n,Citations,1
with,with,s,Specifiers,0
a,a,s,Specifiers,1
wink,wink,c,Motions,0
;,;,s,,0
like,like,s,Resemblances,0
an,an,s,Resemblances,1
old,old,s,PersonProperty,0
Soldier,soldier,s,PersonProperty,1
that,that,s,,0
understands,understands,s,PrivateThinking,0
all,all,s,Generalization,0
his,his,s,Generalization,1
exercise,exercise,s,GenericEvents,0
by,by,s,,0
beat,beat,s,Negativity,0
of,of,n,,0
Drum,drum,nnn,SenseObject,0
A,a,s,,0
Thief,thief,c,Negative_Relation,0
",",",",s,,0
say,say,s,Citations,0
thou,thou,s,DirectAddress,0
so,so,c,,0
!,!,s,,0
I,i,s,Insist,0
must,must,s,Insist,1
be,be,s,Insist,2
better,better,s,Comparison,0
acquainted,acquainted,s,,0
with,with,s,Specifiers,0
that,that,s,Specifiers,1
fellow,fellow,c,PersonProperty,0
;,;,s,,0
he,he,s,Neutral_Attribution,0
has,has,n,Neutral_Attribution,1
a,a,s,,0
notable,notable,s,Positivity,0
Nose,nose,c,SenseObject,0
;,;,s,,0
a,a,s,,0
hard,hard,s,,0
brawny,brawny,s,PersonProperty,0
Carle,carle,s,UNRECOGNIZED,0
--,--,s,,0
true,true,s,StandardsPos,0
and,and,s,,0
trusty,trusty,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
mettle,mettle,s,StandardsPos,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
warrant,warrant,n,CommonAuthorities,0
him,him,nnn,PersonPronoun,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
Sir,sir,s,PersonProperty,0
Jolly,jolly,c,Positivity,0
",",",",s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
fail,fail,s,StandardsNeg,0
us,us,c,Inclusive,0
?,?,s,Question,0
--,--,nnn,,0
Fail,fail,s,StandardsNeg,0
ye,ye,c,OralCues,0
!,!,s,,0
am,am,s,Question,0
I,i,s,Question,1
a,a,s,,0
Knight,knight,c,PersonProperty,0
?,?,s,Question,0
hark,hark,s,DirectAddress,0
ye,ye,s,DirectAddress,1
Boys,boys,c,PersonProperty,0
.,.,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
muster,muster,s,SubjectivePercept,0
this,this,s,Immediacy,0
evening,evening,c,Immediacy,1
",",",",s,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Regiment,regiment,n,PersonProperty,0
of,of,s,,0
Rampant,rampant,c,Negativity,0
.,.,s,,0
Roaring,roaring,c,Motions,0
",",",",s,,0
Roysterous,roysterous,s,UNRECOGNIZED,0
Whores,whores,c,Negativity,0
",",",",s,,0
that,that,s,,0
shall,shall,s,ProjectAhead,0
make,make,s,ReportingEvents,0
more,more,s,Comparison,0
noise,noise,s,SenseProperty,0
than,than,s,Comparison,0
if,if,s,Comparison,1
all,all,n,Generalization,0
the,the,s,Generalization,1
Cats,cats,s,SenseObject,0
in,in,s,,0
the,the,s,SenseObject,0
Hay,hay,s,SenseObject,1
market,market,s,AbstractConcepts,0
were,were,s,ProjectBack,0
in,in,s,Specifiers,0
Conjunction,conjunction,c,Specifiers,1
:,:,s,,0
Whores,whores,s,Negativity,0
ye,ye,s,OralCues,0
Rogues,rogues,c,Negativity,0
",",",",s,,0
that,that,s,,0
shall,shall,n,ProjectAhead,0
swear,swear,s,Intensity,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
drink,drink,s,Motions,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
talk,talk,s,ReportingEvents,0
Bawdy,bawdy,s,SubjectivePercept,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
fight,fight,s,Negative_Relation,0
with,with,s,Negative_Relation,1
you,you,c,DirectAddress,0
",",",",s,,0
scratch,scratch,n,Negativity,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
lie,lie,s,SpaceRelation,0
with,with,s,SpaceRelation,1
you,you,c,DirectAddress,0
",",",",s,,0
and,and,s,,0
go,go,s,Negativity,0
to,to,s,Negativity,1
the,the,s,Negativity,2
Devil,devil,s,Negativity,3
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
we,we,s,,0
be,be,s,ReportingStates,0
very,very,s,Intensity,0
merry,merry,c,Positivity,0
",",",",n,,0
hah,hah,c,OralCues,0
!,!,s,,0
--,--,nnn,,0
As,as,s,,0
merry,merry,s,Positivity,0
as,as,s,Positivity,1
Wine,wine,c,SenseObject,0
",",",",s,,0
Women,women,s,PersonProperty,0
and,and,s,,0
Wickedness,wickedness,s,Negativity,0
can,can,s,Contingency,0
make,make,s,Inclusive,0
us,us,c,Inclusive,1
.,.,nnn,,0
Odd,odd,s,Curiosity,0
that,that,s,Curiosity,1
is,is,s,Positive_Attribution,0
well,well,s,Positive_Attribution,1
said,said,s,RecurringEvents,0
again,again,c,RecurringEvents,1
",",",",s,Intensity,0
very,very,s,Intensity,1
well,well,s,SenseObject,0
said,said,c,Citations,0
",",",",s,,0
as,as,s,,0
merry,merry,s,Positivity,0
as,as,s,Positivity,1
Wine,wine,c,SenseObject,0
",",",",s,,0
Women,women,s,PersonProperty,0
and,and,n,,0
wickedness,wickedness,s,Negativity,0
can,can,s,Contingency,0
make,make,s,Inclusive,0
us,us,c,Inclusive,1
:,:,s,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
a,a,s,Positivity,1
fellow,fellow,s,PersonProperty,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
very,very,s,Intensity,0
wicked,wicked,s,Negativity,0
dearly,dearly,c,Intensity,0
;,;,s,,0
methinks,methinks,n,SelfDisclosure,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
spirit,spirit,s,SubjectivePercept,0
in,in,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
sort,sort,s,Uncertainty,0
of,of,s,Uncertainty,1
a,a,s,Uncertainty,2
tantara,tantara,c,SenseProperty,0
",",",",s,,0
rara,rara,c,,0
",",",",s,,0
tantara,tantara,c,SenseProperty,0
",",",",s,,0
ra,ra,s,UNRECOGNIZED,0
ra,ra,c,UNRECOGNIZED,0
",",",",s,,0
ah,ah,n,OralCues,0
ah,ah,s,OralCues,0
h,h,s,LangRef,0
h,h,s,LangRef,0
well,well,c,OralCues,0
",",",",s,OralCues,1
and,and,s,,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
ye,ye,c,OralCues,0
",",",",s,,0
when,when,s,,0
the,the,s,PersonProperty,0
Women,women,s,PersonProperty,1
come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
ye,ye,c,OralCues,0
",",",",s,,0
and,and,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
