AThens,athens,s,UNRECOGNIZED,0
well,well,c,StandardsPos,0
.,.,n,StandardsPos,1
The,the,s,PrivateThinking,0
Thought,thought,s,PrivateThinking,1
of,of,s,PrivateThinking,2
my,my,s,FirstPer,0
lost,lost,s,Negativity,0
Love,love,c,Negativity,1
.,.,s,,0
--,--,s,,0
--,--,nn,,0
Unkind,unkind,s,StandardsNeg,0
Philander,philander,c,Negativity,0
!,!,n,,0
Is,is,s,ReportingStates,0
this,this,s,,0
the,the,s,,0
Music,music,s,SenseProperty,0
of,of,s,SenseProperty,1
our,our,s,Inclusive,0
Bridal-Night,bridal-night,c,UNRECOGNIZED,0
?,?,nn,Question,0
Oh,oh,c,OralCues,0
",",",",s,OralCues,1
that,that,s,,0
I,i,s,FirstPer,0
durst,durst,s,SubjectivePercept,0
but,but,s,Resistance,0
tell,tell,s,,0
her,her,c,PersonPronoun,0
",",",",s,,0
that,that,s,,0
she,she,s,Neutral_Attribution,0
Lives,lives,c,Neutral_Attribution,1
!,!,n,,0
But,but,s,Resistance,0
that,that,s,Resistance,1
would,would,s,Contingency,0
be,be,s,Contingency,1
a,a,s,Contingency,2
too,too,s,,0
Tyrannick,tyrannick,s,UNRECOGNIZED,0
Cruelty,cruelty,c,Anger,0
.,.,nn,,0
Are,are,s,ReportingStates,0
these,these,s,Immediacy,0
your,your,s,DirectAddress,0
Vows,vows,c,Intensity,0
?,?,s,Question,0
Is,is,s,ReportingStates,0
this,this,s,,0
the,the,s,,0
Love,love,s,OralCues,0
you,you,s,OralCues,1
promised,promised,c,StandardsPos,0
?,?,n,Question,0
But,but,s,Resistance,0
my,my,s,FirstPer,0
Philander,philander,c,Negativity,0
",",",",s,,0
I,i,s,Autobio,0
can,can,s,Autobio,1
still,still,s,Autobio,2
forgive,forgive,s,Reassure,0
you,you,c,Reassure,1
:,:,n,,0
And,and,s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
deserve,deserve,s,StandardsPos,0
your,your,s,DirectAddress,0
Pardon,pardon,c,Positivity,0
;,;,s,Future_Question,0
will,will,s,Future_Question,1
you,you,s,DirectAddress,0
not,not,c,DenyDisclaim,0
?,?,n,Question,0
What,what,s,DenyDisclaim,0
cannot,cannot,s,DenyDisclaim,1
be,be,s,DenyDisclaim,2
recalled,recalled,c,ProjectBack,0
",",",",s,Future_Question,0
should,should,s,Future_Question,1
be,be,s,ReportingStates,0
forgotten,forgotten,c,Negativity,0
.,.,n,,0
Can,can,s,Contingency,0
Sighs,sighs,s,Motions,0
or,or,s,,0
Tears,tears,c,Sad,0
",",",",s,,0
or,or,s,,0
all,all,s,DirectAddress,0
your,your,s,DirectAddress,1
Cruelty,cruelty,n,Anger,0
To,to,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
",",",",s,SelfDisclosure,2
restore,restore,s,ReportingEvents,0
her,her,s,Biographical_Time,0
Life,life,c,Biographical_Time,1
?,?,nn,Question,0
Indeed,indeed,c,Intensity,0
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
merit,merit,s,StandardsPos,0
half,half,s,Numbers,0
this,this,s,,0
Sweetness,sweetness,c,SenseObject,0
:,:,n,,0
But,but,s,Resistance,0
I,i,s,Metadiscourse,0
will,will,s,Metadiscourse,1
study,study,s,Metadiscourse,2
to,to,s,,0
repay,repay,s,RecurringEvents,0
your,your,s,DirectAddress,0
Kindness,kindness,c,StandardsPos,0
.,.,n,,0
Panthea,panthea,c,UNRECOGNIZED,0
",",",",s,,0
now,now,s,Immediacy,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
remember,remember,s,ProjectBack,0
Thee,thee,c,DirectAddress,0
",",",",n,,0
And,and,s,,0
curse,curse,s,Negativity,0
the,the,s,Negativity,1
Fate,fate,c,SubjectivePercept,0
",",",",s,,0
that,that,s,Contingency,0
could,could,s,Contingency,1
have,have,s,Contingency,2
Power,power,s,StandardsPos,0
to,to,s,StandardsPos,1
part,part,s,,0
us,us,c,Inclusive,0
:,:,n,,0
But,but,s,Resistance,0
must,must,s,Insist,0
thy,thy,s,DirectAddress,0
Resurrection,resurrection,s,RecurringEvents,0
make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
Cruel,cruel,c,Anger,0
",",",",n,,0
Ungrateful,ungrateful,s,Negative_Relation,0
to,to,s,,0
such,such,s,Intensity,0
Glorious,glorious,s,Positivity,0
Excellence,excellence,c,StandardsPos,0
?,?,n,Question,0
Must,must,s,Insist,0
I,i,c,FirstPer,0
",",",",s,,0
like,like,s,Resemblances,0
an,an,s,Resemblances,1
Apostate,apostate,c,StandardsNeg,0
",",",",s,,0
break,break,s,ReportingEvents,0
my,my,s,FirstPer,0
Faith,faith,c,StandardsPos,0
",",",",n,,0
Rend,rend,s,Negativity,0
up,up,s,,0
the,the,s,,0
Nuptial-Seals,nuptial-seals,s,UNRECOGNIZED,0
of,of,s,,0
my,my,s,FirstPer,0
sworn,sworn,s,CommonAuthorities,0
Heart,heart,c,SenseObject,0
",",",",n,,0
And,and,s,,0
make,make,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Soul,soul,s,Disclosure,0
all,all,s,SubjectivePercept,0
one,one,s,SubjectivePercept,1
perfidious,perfidious,s,StandardsNeg,0
Blot,blot,c,SenseObject,0
.,.,nn,DirectReasoning,0
Observe,observe,s,DirectReasoning,1
that,that,s,DirectReasoning,2
gloomy,gloomy,s,Sad,0
Brow,brow,c,SenseObject,0
;,;,s,,0
I,i,s,Fear,0
fear,fear,s,Fear,1
in,in,s,Generalization,0
all,all,n,Generalization,1
That,that,s,,0
clouded,clouded,s,SenseProperty,0
Heaven,heaven,c,Positivity,0
",",",",s,,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
kind,kind,s,Positivity,0
Star,star,s,SenseObject,0
for,for,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
.,.,nn,Question,0
Had,had,s,Question,1
some,some,s,Uncertainty,0
propitious,propitious,s,Positivity,0
God,god,c,CommonAuthorities,0
",",",",s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
least,least,s,Comparison,0
Beam,beam,s,SenseObject,0
of,of,s,CommonAuthorities,0
Heaven,heaven,c,CommonAuthorities,1
",",",",n,,0
In,in,s,,0
a,a,s,,0
kind,kind,s,Positivity,0
Dream,dream,c,PrivateThinking,0
",",",",s,Resistance,0
but,but,s,Resistance,1
visited,visited,s,ReportingEvents,0
my,my,s,SelfDisclosure,0
Soul,soul,n,SelfDisclosure,1
Before,before,s,Sequence,0
this,this,s,Sequence,1
Marriage-Knot,marriage-knot,s,UNRECOGNIZED,0
was,was,s,ProjectBack,0
tied,tied,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
told,told,s,Citations,0
me,me,c,Citations,1
",",",",n,,0
Panthea,panthea,s,UNRECOGNIZED,0
lived,lived,c,ReportingStates,0
",",",",s,ReportingStates,1
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
have,have,s,SelfDisclosure,2
left,left,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Altar,altar,c,SenseObject,0
",",",",n,,0
Withdrawn,withdrawn,s,SubjectivePercept,0
my,my,s,FirstPer,0
guilty,guilty,s,Negative_Relation,0
Hand,hand,c,SenseObject,0
",",",",s,,0
and,and,s,,0
with,with,s,,0
disdain,disdain,n,Negative_Relation,0
Shrunk,shrunk,s,ReportingEvents,0
from,from,s,,0
th'embrace,th'embrace,s,UNRECOGNIZED,0
of,of,s,,0
the,the,s,,0
World,world,c,AbstractConcepts,0
",",",",s,,0
greatest,greatest,s,Comparison,0
Empress,empress,c,CommonAuthorities,0
",",",",n,,0
To,to,s,ProjectBack,0
have,have,s,ProjectBack,1
been,been,s,ProjectBack,2
just,just,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
thee,thee,c,DirectAddress,0
:,:,s,,0
But,but,s,Immediacy,0
now,now,s,Immediacy,1
my,my,s,SelfDisclosure,0
Heart,heart,n,SelfDisclosure,1
Is,is,s,ReportingStates,0
sealed,sealed,s,ReportingEvents,0
and,and,s,,0
gone,gone,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
thou,thou,s,DirectAddress,0
revivest,revivest,s,UNRECOGNIZED,0
too,too,s,Negativity,0
late,late,c,Negativity,1
.,.,n,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
is,is,s,ReportingStates,0
my,my,s,FirstPer,0
Crime,crime,s,StandardsNeg,0
my,my,s,FirstPer,0
Treason,treason,c,StandardsNeg,0
",",",",s,Resistance,0
but,but,s,Resistance,1
my,my,s,FirstPer,0
Fate,fate,c,SubjectivePercept,0
.,.,n,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
forgive,forgive,s,Reassure,0
a,a,s,,0
fearful,fearful,s,Fear,0
trembling,trembling,s,Motions,0
Lover,lover,c,Positivity,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
awful,awful,s,Negativity,0
Feet,feet,s,SenseObject,0
approach,approach,s,AbstractConcepts,0
his,his,s,PersonPronoun,0
Heaven,heaven,s,Positivity,0
so,so,s,SubjectiveTime,0
slowly,slowly,c,SubjectiveTime,1
.,.,n,,0
True,true,s,StandardsPos,0
Piety,piety,s,StandardsPos,0
fears,fears,s,Fear,0
where,where,s,Question,0
it,it,s,Question,1
does,does,s,ReportingEvents,0
adore,adore,c,Positivity,0
.,.,n,,0
In,in,s,,0
these,these,s,Immediacy,0
kind,kind,s,Positivity,0
Arms,arms,c,SenseObject,0
",",",",s,,0
and,and,s,,0
on,on,s,,0
this,this,s,,0
rising,rising,s,Motions,0
Breast,breast,c,PersonProperty,0
",",",",n,,0
The,the,s,SenseProperty,0
Touch,touch,s,SenseProperty,1
of,of,s,SenseProperty,2
this,this,s,,0
dear,dear,s,Positivity,0
Hand,hand,c,SenseObject,0
",",",",s,,0
and,and,s,,0
this,this,s,,0
soft,soft,c,SenseProperty,0
*,*,s,,0
Bosom,bosom,c,SenseProperty,0
",",",",n,,0
Would,would,s,ProjectBack,0
tempt,tempt,s,SubjectivePercept,0
an,an,s,,0
Angel,angel,c,SenseObject,0
;,;,s,,0
and,and,s,,0
can,can,s,Contingency,0
Flesh,flesh,s,AbstractConcepts,0
and,and,s,AbstractConcepts,1
Blood,blood,n,AbstractConcepts,2
Resist,resist,s,Resistance,0
the,the,s,,0
impetuous,impetuous,s,StandardsNeg,0
Joy,joy,c,Positivity,0
?,?,s,Question,0
My,my,s,FirstPer,0
dearest,dearest,s,Positivity,0
Life,life,c,AbstractConcepts,0
",",",",n,,0
Light,light,s,SenseProperty,0
of,of,s,,0
my,my,s,Autobio,0
World,world,c,Autobio,1
",",",",s,,0
and,and,s,,0
Treasure,treasure,s,Positivity,0
of,of,s,,0
my,my,s,SelfDisclosure,0
Soul,soul,c,SelfDisclosure,1
",",",",n,,0
Am,am,s,Question,0
I,i,s,Question,1
the,the,s,Anger,0
cruel,cruel,c,Anger,1
",",",",s,,0
false,false,c,StandardsNeg,0
",",",",s,,0
unkind,unkind,s,StandardsNeg,0
Philander,philander,c,Negativity,0
?,?,nn,Question,0
No,no,c,OralCues,0
",",",",s,OralCues,1
my,my,s,FirstPer,0
best,best,s,Comparison,0
Life,life,c,AbstractConcepts,0
",",",",s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
not,not,c,DenyDisclaim,0
;,;,s,,0
now,now,s,Immediacy,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
kind,kind,c,Positivity,0
.,.,n,,0
The,the,s,,0
Raptures,raptures,s,Positivity,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
one*dear,one*dear,s,UNRECOGNIZED,0
happy,happy,s,Positivity,0
Minute,minute,c,,0
",",",",n,,0
Would,would,s,ProjectBack,0
sweeten,sweeten,s,Positivity,0
a,a,s,Specifiers,0
whole,whole,s,Specifiers,1
Life,life,c,AbstractConcepts,0
.,.,s,,0
Farewell,farewell,s,SceneShift,0
my,my,s,FirstPer,0
Pains,pains,c,SenseProperty,0
:,:,n,,0
Nothing,nothing,s,Intensity,0
but,but,s,Intensity,1
Joy,joy,s,Positivity,0
can,can,s,Contingency,0
come,come,s,ReportingEvents,0
within,within,s,Specifiers,0
this,this,s,Specifiers,1
Circle,circle,c,AbstractConcepts,0
.,.,n,,0
Corinna,corinna,c,UNRECOGNIZED,0
",",",",s,,0
bid,bid,s,ReportingEvents,0
Lysandra,lysandra,s,UNRECOGNIZED,0
bring,bring,s,,0
the,the,s,,0
Banquet,banquet,n,Positivity,0
She,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
prepared,prepared,c,ReportingStates,0
.,.,nn,ReportingStates,1
Lysandra,lysandra,c,UNRECOGNIZED,0
!,!,nnn,,0
The,the,s,Intensity,0
mighty,mighty,s,Intensity,1
Cleopatra,cleopatra,c,UNRECOGNIZED,0
",",",",n,,0
In,in,s,Intensity,0
all,all,s,Intensity,1
her,her,s,Intensity,2
Riots,riots,c,Motions,0
",",",",s,Generalization,0
all,all,s,Generalization,1
her,her,s,PersonPronoun,0
haughty,haughty,s,Negativity,0
Love,love,c,Positivity,0
",",",",n,,0
Could,could,s,Contingency,0
never,never,s,DenyDisclaim,0
Treat,treat,s,ReportingEvents,0
her,her,s,ReportingEvents,1
Lord,lord,c,CommonAuthorities,0
",",",",s,,0
with,with,s,,0
half,half,s,Numbers,0
my,my,s,FirstPer,0
Pride,pride,c,StandardsPos,0
",",",",n,,0
Nor,nor,s,DenyDisclaim,0
half,half,s,Numbers,0
my,my,s,FirstPer,0
Kindness,kindness,c,StandardsPos,0
.,.,nn,Imperative,0
Stay,stay,c,Imperative,1
",",",",s,,0
Corinna,corinna,c,UNRECOGNIZED,0
",",",",s,,0
stay,stay,c,TimeDuration,0
.,.,n,,0
Must,must,s,Insist,0
my,my,s,FirstPer,0
Panthea,panthea,s,UNRECOGNIZED,0
then,then,s,,0
be,be,s,ReportingStates,0
a,a,s,ReportingStates,1
Spectator,spectator,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
introduce,introduce,s,ReportingEvents,0
me,me,s,FirstPer,0
to,to,s,PersonPronoun,0
her,her,s,PersonPronoun,1
Rivals,rivals,s,Resistance,0
Arms,arms,c,SenseObject,0
?,?,n,Question,0
Can,can,s,Contingency,0
I,i,s,FirstPer,0
outlive,outlive,s,Resistance,0
that,that,s,,0
Thought,thought,c,PrivateThinking,0
?,?,nn,Question,0
What,what,s,,0
means,means,s,AbstractConcepts,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
?,?,nnn,Question,0
Must,must,s,Insist,0
she,she,s,PersonPronoun,0
stand,stand,s,SpaceRelation,0
by,by,c,SpaceRelation,1
",",",",s,,0
and,and,s,,0
with,with,s,,0
accusing,accusing,s,Negative_Relation,0
Eyes,eyes,c,SenseObject,0
",",",",n,,0
See,see,s,,0
my,my,s,FirstPer,0
false,false,s,StandardsNeg,0
Hand,hand,s,SenseObject,0
the,the,s,,0
Bridal-Nectar,bridal-nectar,s,UNRECOGNIZED,0
hold,hold,c,,0
",",",",n,,0
See,see,s,,0
my,my,s,FirstPer,0
false,false,s,StandardsNeg,0
Lips,lips,s,SenseObject,0
salute,salute,s,Positivity,0
the,the,s,,0
Lifted-Gold,lifted-gold,c,UNRECOGNIZED,0
?,?,n,Question,0
Whilst,whilst,s,TimeDuration,0
my,my,s,FirstPer,0
warm,warm,s,SenseProperty,0
Cheeks,cheeks,s,SenseObject,0
with,with,s,,0
flushing,flushing,s,Motions,0
Pleasures,pleasures,s,Positivity,0
glow,glow,c,SenseObject,0
",",",",n,,0
And,and,s,,0
warmer,warmer,s,Comparison,0
Veins,veins,s,SenseObject,0
with,with,s,,0
pampered,pampered,s,ReportingEvents,0
Fierceness,fierceness,s,Resistance,0
flow,flow,n,Motions,0
Then,then,s,Sequence,0
see,see,s,Sequence,1
her,her,s,PersonPronoun,0
Traitor,traitor,s,StandardsNeg,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
Nuptial-Bed,nuptial-bed,c,UNRECOGNIZED,0
",",",",n,,0
On,on,s,,0
Perfumed,perfumed,s,SenseProperty,0
Down,down,c,,0
",",",",s,,0
and,and,s,,0
spreading,spreading,s,Transformation,0
Odours,odours,s,,0
laid,laid,c,ReportingStates,0
",",",",n,ReportingStates,1
Whilst,whilst,s,TimeDuration,0
her,her,s,PersonPronoun,0
sad,sad,s,Sad,0
Heart,heart,c,SenseObject,0
",",",",s,,0
with,with,s,,0
her,her,s,PersonPronoun,0
brim-swelling,brim-swelling,s,UNRECOGNIZED,0
Eyes,eyes,c,SenseObject,0
",",",",n,,0
Cries,cries,c,Motions,0
",",",",s,,0
False,false,s,StandardsNeg,0
Philander,philander,c,Negativity,0
!,!,s,,0
--,--,s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
breaks,breaks,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
dies,dies,c,,0
.,.,nn,Request,0
Will,will,s,Request,1
you,you,s,Request,2
relapse,relapse,s,Negativity,0
again,again,c,RecurringEvents,0
",",",",s,,0
and,and,s,,0
are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
going,going,n,ProjectAhead,0
To,to,s,ProjectAhead,1
be,be,s,ProjectAhead,2
the,the,s,Anger,0
cruel,cruel,s,Anger,1
and,and,s,,0
unkind,unkind,s,StandardsNeg,0
Philander,philander,c,Negativity,0
?,?,n,Question,0
Did,did,s,DirectAddress,0
you,you,s,DirectAddress,1
but,but,s,Resistance,0
fhew,fhew,s,UNRECOGNIZED,0
me,me,s,FirstPer,0
Heaven,heaven,c,Positivity,0
",",",",s,,0
to,to,s,,0
take,take,s,SelfDisclosure,0
it,it,s,SelfDisclosure,1
from,from,s,SelfDisclosure,2
me,me,c,SelfDisclosure,3
?,?,nn,Question,0
Defend,defend,s,Resistance,0
me,me,c,FirstPer,0
*,*,s,,0
ye,ye,s,OralCues,0
Bright,bright,s,Positivity,0
Guards,guards,s,Resistance,0
of,of,s,CommonAuthorities,0
Heaven,heaven,c,CommonAuthorities,1
:,:,s,,0
Methinks,methinks,c,SelfDisclosure,0
",",",",n,,0
I,i,s,FirstPer,0
see,see,s,,0
Panthea,panthea,s,UNRECOGNIZED,0
all,all,s,Generalization,0
in,in,s,Generalization,1
Tears,tears,c,Sad,0
",",",",s,,0
and,and,s,,0
pale,pale,c,SenseProperty,0
*,*,n,,0
As,as,s,,0
Death,death,c,Negativity,0
",",",",s,,0
opening,opening,s,Sequence,0
her,her,s,PersonPronoun,0
perjured,perjured,s,StandardsNeg,0
Murderers,murderers,s,Negativity,0
Curtains,curtains,c,SenseObject,0
.,.,n,ReasonForward,0
So,so,s,ReasonForward,1
Chastely,chastely,s,CommonAuthorities,0
Caesar,caesar,s,,0
looked,looked,c,ReportingStates,0
",",",",s,ReportingStates,1
so,so,s,,0
Brutus,brutus,s,UNRECOGNIZED,0
trembled,trembled,c,ReportingStates,0
.,.,nn,ReportingStates,1
Why,why,s,Question,0
this,this,s,,0
Despair,despair,c,Sad,0
",",",",s,,0
dear,dear,s,Positivity,0
Sir,sir,c,PersonProperty,0
?,?,s,Question,0
Those,those,s,,0
Sufferings,sufferings,n,Sad,0
Will,will,s,PredictedFuture,0
dye,dye,c,SenseObject,0
",",",",s,,0
when,when,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,ReportingStates,0
kind,kind,c,Positivity,0
:,:,s,,0
Indeed,indeed,c,Intensity,0
",",",",s,,0
they,they,s,,0
will,will,c,PredictedFuture,0
.,.,n,,0
My,my,s,FirstPer,0
gentle,gentle,s,Positivity,0
Looks,looks,s,ReportingEvents,0
shall,shall,s,ProjectAhead,0
soften,soften,s,Transformation,0
all,all,s,DirectAddress,0
your,your,s,DirectAddress,1
Fury,fury,c,Anger,0
.,.,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
love,love,s,OralCues,0
you,you,s,OralCues,1
into,into,s,,0
Peace,peace,c,StandardsPos,0
",",",",s,,0
as,as,s,,0
the,the,s,,0
kind,kind,s,Positivity,0
Sun,sun,n,SenseObject,0
Dispels,dispels,s,Resistance,0
the,the,s,Resistance,1
Clouds,clouds,c,SenseObject,0
",",",",s,,0
till,till,s,Motions,0
the,the,s,Motions,1
rough,rough,s,SenseProperty,0
Tempest,tempest,s,Negativity,0
dies,dies,c,,0
.,.,nn,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
Angel-form,angel-form,c,UNRECOGNIZED,0
",",",",s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
too,too,s,,0
Bright,bright,s,Positivity,0
for,for,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
:,:,n,,0
Thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
all,all,s,,0
Innocence,innocence,c,Disclosure,0
",",",",s,,0
a,a,s,,0
pure,pure,s,StandardsPos,0
Idea,idea,c,AbstractConcepts,0
",",",",n,Specifiers,0
Too,too,s,Specifiers,1
Good,good,s,StandardsPos,0
to,to,s,StandardsPos,1
mix,mix,s,SpaceRelation,0
with,with,s,SpaceRelation,1
foul,foul,s,Negativity,0
and,and,s,,0
drossie,drossie,s,UNRECOGNIZED,0
Mortals,mortals,c,PersonProperty,0
:,:,n,,0
I,i,s,Generalization,0
am,am,s,Generalization,1
all,all,s,Generalization,2
Monster,monster,c,Negativity,0
",",",",s,,0
Savage,savage,c,Negativity,0
",",",",s,,0
alI,ali,s,UNRECOGNIZED,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
ill,ill,c,Citations,0
.,.,n,Citations,1
My,my,s,FirstPer,0
Heart's,heart's,s,,0
all,all,s,,0
cankered,cankered,c,ReportingStates,0
",",",",s,ReportingStates,1
my,my,s,FirstPer,0
corrupted,corrupted,s,StandardsNeg,0
Veins,veins,n,SenseObject,0
Are,are,s,ReportingStates,0
only,only,s,SubjectivePercept,0
filled,filled,s,SenseProperty,0
with,with,s,SenseProperty,1
circulating,circulating,s,SpaceRelation,0
Poisons,poisons,c,StandardsNeg,0
.,.,n,,0
In,in,s,,0
my,my,s,FirstPer,0
Blaek,blaek,s,UNRECOGNIZED,0
Soul,soul,c,Disclosure,0
",",",",s,,0
Ten,ten,s,Numbers,0
thousand,thousand,s,Numbers,1
Furies,furies,s,Anger,0
dwell,dwell,c,SpaceRelation,0
",",",",n,,0
Whole,whole,s,,0
Mines,mines,s,SenseObject,0
of,of,s,,0
Sulphur,sulphur,c,SenseObject,0
",",",",s,,0
and,and,s,,0
whole,whole,s,,0
Lakes,lakes,s,SenseObject,0
of,of,s,,0
Hell,hell,c,Negativity,0
.,.,nn,,0
Oh,oh,s,OralCues,0
drive,drive,s,ReportingEvents,0
these,these,s,Immediacy,0
Visionary,visionary,s,StandardsPos,0
Horrors,horrors,s,Fear,0
hence,hence,c,ReasonForward,0
!,!,n,,0
Dear,dear,s,Positivity,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
indulge,indulge,s,SubjectivePercept,0
this,this,s,,0
unkind,unkind,s,StandardsNeg,0
Frenzy,frenzy,c,Intensity,0
.,.,nn,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
Madam,madam,c,PersonProperty,0
;,;,s,,0
from,from,s,,0
these,these,s,Immediacy,0
precious,precious,s,StandardsPos,0
Sweets,sweets,s,SenseObject,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
fly,fly,c,PredictedFuture,1
;,;,n,,0
Take,take,s,ReportingEvents,0
hence,hence,s,ReasonForward,0
this,this,s,,0
Fiend,fiend,c,Negative_Relation,0
",",",",s,,0
take,take,s,ReportingEvents,0
hence,hence,s,ReasonForward,0
these,these,s,Immediacy,0
Leprous,leprous,s,Negativity,0
Stems,stems,c,SenseObject,0
;,;,n,,0
My,my,s,FirstPer,0
blasting,blasting,s,Motions,0
Eyes,eyes,c,SenseObject,0
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
envenomed,envenomed,s,Transformation,0
Breath,breath,c,SenseObject,0
.,.,n,,0
Thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
too,too,s,,0
Excellent,excellent,c,StandardsPos,0
",",",",s,Specifiers,0
too,too,s,Specifiers,1
Divinely,divinely,s,Positivity,0
Fair,fair,c,StandardsPos,0
",",",",n,,0
To,to,s,,0
live,live,s,,0
within,within,s,,0
my,my,s,FirstPer,0
Pestilential,pestilential,s,StandardsNeg,0
Air,air,c,ReportingEvents,0
.,.,nn,,0
Were,were,s,ProjectBack,0
ever,ever,s,Biographical_Time,0
Nuptials,nuptials,c,GenericEvents,0
",",",",s,,0
angry,angry,s,Anger,0
Powers,powers,c,AbstractConcepts,0
",",",",s,,0
like,like,s,SubjectivePercept,0
mine,mine,c,FirstPer,0
?,?,n,Question,0
The,the,s,Specifiers,0
rest,rest,n,Specifiers,1
Of,of,s,Specifiers,2
my,my,s,FirstPer,0
more,more,s,Comparison,0
prosperous,prosperous,s,StandardsPos,0
Sex,sex,c,AbstractConcepts,0
",",",",s,,0
compared,compared,s,Comparison,0
with,with,s,Comparison,1
me,me,c,FirstPer,0
",",",",n,,0
Are,are,s,ReportingStates,0
Goddesses,goddesses,c,PersonProperty,0
",",",",s,,0
in,in,s,,0
glittering,glittering,s,SenseProperty,0
Chariots,chariots,s,SenseObject,0
ride,ride,c,,0
",",",",n,,0
And,and,s,,0
make,make,s,ReportingEvents,0
their,their,s,PersonPronoun,0
Lovers,lovers,s,Positivity,0
Vassals,vassals,s,PersonProperty,0
to,to,s,,0
their,their,s,PersonPronoun,0
Pride,pride,c,StandardsPos,0
:,:,n,,0
But,but,s,Resistance,0
I,i,s,FirstPer,0
(,(,c,,0
poor,poor,s,Negativity,0
I,i,c,FirstPer,0
),),s,,0
Court,court,s,AbstractConcepts,0
mine,mine,c,FirstPer,0
",",",",s,,0
and,and,s,,0
am,am,s,FirstPer,0
denied,denied,c,ReportingStates,0
.,.,nn,ReportingStates,1
OH,oh,c,OralCues,0
;,;,s,,0
Gobrias,gobrias,c,UNRECOGNIZED,0
!,!,s,,0
How,how,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
loath,loath,s,Negative_Relation,0
those,those,s,,0
hated,hated,s,Negativity,0
Walls,walls,c,SenseObject,0
?,?,n,Question,0
Under,under,s,,0
that,that,s,,0
Roof,roof,c,SenseObject,0
",",",",s,,0
that,that,s,,0
splendid,splendid,s,Positivity,0
Pile,pile,c,SenseObject,0
",",",",s,,0
is,is,s,ReportingStates,0
lodged,lodged,n,Narrative_Verbs,0
The,the,s,Narrative_Verbs,1
greatest,greatest,s,Comparison,0
Fiend,fiend,c,Negative_Relation,0
",",",",s,,0
that,that,s,,0
ever,ever,s,Biographical_Time,0
was,was,s,Biographical_Time,1
ordein'd,ordein'd,c,UNRECOGNIZED,0
:,:,n,,0
Heavens,heavens,s,Positivity,0
Instrument,instrument,s,AbstractConcepts,0
of,of,s,,0
Vengeance,vengeance,c,Anger,0
",",",",s,,0
that,that,s,,0
e're,e're,s,SubjectivePercept,0
took,took,n,ReportingEvents,0
Commission,commission,s,CommonAuthorities,0
from,from,s,,0
the,the,s,,0
Gods,gods,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
Pay,pay,s,ReportingEvents,0
from,from,s,,0
Hell,hell,c,Negativity,0
.,.,n,,0
Olizia,olizia,c,UNRECOGNIZED,0
!,!,s,,0
Damned,damned,s,Anger,0
Impostor,impostor,c,StandardsNeg,0
!,!,nn,,0
It,it,s,Intensity,0
Is,is,s,Intensity,1
very,very,s,Intensity,2
