NOw,now,s,Immediacy,0
name,name,c,DirectAddress,1
?,?,nn,Question,0
It,it,s,,0
Is,is,s,ReportingStates,0
Francis,francis,s,UNRECOGNIZED,0
I,i,s,SelfDisclosure,0
confess,confess,c,SelfDisclosure,1
.,.,nn,,0
Be,be,s,ReportingStates,0
but,but,s,Resistance,0
a,a,s,,0
name,name,n,LangRef,0
If,if,s,Contingency,0
this,this,s,,0
stain,stain,s,SenseObject,0
live,live,s,Biographical_Time,0
upon,upon,s,Biographical_Time,1
it,it,c,,0
",",",",s,,0
affronted,affronted,c,Negative_Relation,0
",",",",s,,0
by,by,n,DirectAddress,0
Your,your,s,DirectAddress,1
subject,subject,c,LangRef,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
the,the,s,CommonAuthorities,0
sacred,sacred,s,CommonAuthorities,1
name,name,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
King,king,c,PersonProperty,0
",",",",n,,0
A,a,s,LangRef,0
word,word,s,LangRef,1
to,to,s,,0
make,make,s,DirectAddress,0
your,your,s,DirectAddress,1
nation,nation,s,CommonAuthorities,0
bow,bow,s,SenseObject,0
and,and,s,,0
tremble,tremble,c,Motions,0
",",",",n,,0
Be,be,s,ReasonForward,0
thus,thus,s,ReasonForward,1
profain'd,profain'd,c,UNRECOGNIZED,0
",",",",s,,0
are,are,s,ReportingStates,0
laws,laws,s,AbstractConcepts,0
established,established,n,CommonAuthorities,0
To,to,s,,0
punish,punish,s,Negativity,0
the,the,s,,0
defacers,defacers,s,UNRECOGNIZED,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
image,image,c,SenseProperty,0
",",",",n,Resistance,0
But,but,s,Resistance,1
dully,dully,s,Negativity,0
set,set,s,Motions,0
by,by,s,Motions,1
the,the,s,,0
rude,rude,s,Negative_Relation,0
hand,hand,s,SenseObject,0
of,of,s,AbstractConcepts,0
others,others,n,AbstractConcepts,1
Upon,upon,s,DirectAddress,0
your,your,s,DirectAddress,1
coin,coin,c,SenseObject,0
",",",",s,,0
and,and,s,,0
shall,shall,s,ProjectAhead,0
the,the,s,,0
character,character,n,LangRef,0
That,that,s,,0
does,does,s,ReportingEvents,0
include,include,s,ReportingEvents,0
the,the,s,StandardsPos,0
blessing,blessing,s,StandardsPos,1
of,of,s,Specifiers,0
all,all,s,Specifiers,1
France,france,c,,0
",",",",n,,0
Your,your,s,DirectAddress,0
name,name,c,DirectAddress,1
",",",",s,,0
thus,thus,s,ReasonForward,0
written,written,s,Citations,0
by,by,s,Citations,1
your,your,s,DirectAddress,0
royal,royal,s,CommonAuthorities,0
hand,hand,n,SenseObject,0
Designed,designed,s,AbstractConcepts,0
for,for,s,AbstractConcepts,1
Justice,justice,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
your,your,s,DirectAddress,0
Kingdoms,kingdoms,s,CommonAuthorities,0
honor,honor,c,StandardsPos,0
",",",",n,,0
Not,not,s,DenyDisclaim,0
call,call,s,ReportingEvents,0
up,up,s,ReportingEvents,1
equal,equal,s,Comparison,0
anger,anger,s,Anger,0
to,to,s,ProjectAhead,0
reward,reward,s,ProjectAhead,1
it,it,c,,0
?,?,n,Question,0
Your,your,s,DirectAddress,0
Counselors,counselors,s,PersonProperty,0
of,of,s,,0
state,state,s,,0
contemned,contemned,c,Negativity,0
",",",",s,,0
and,and,s,,0
slighted,slighted,n,Negativity,0
As,as,s,Resemblances,0
in,in,s,Resemblances,1
this,this,s,,0
brain,brain,s,SenseObject,0
more,more,s,Comparison,0
circumscribed,circumscribed,s,SpaceRelation,0
all,all,s,,0
wisdom,wisdom,c,StandardsPos,0
",",",",n,,0
And,and,s,,0
policy,policy,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
Empire,empire,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
your,your,s,DirectAddress,0
power,power,c,AbstractConcepts,0
",",",",n,,0
Subordinate,subordinate,s,PersonProperty,0
and,and,s,,0
subject,subject,s,Contingency,0
to,to,s,Contingency,1
his,his,s,PersonPronoun,0
passion,passion,c,SubjectivePercept,0
.,.,nn,Imperative,0
Come,come,c,Imperative,1
",",",",s,,0
it,it,s,Specifiers,0
concerns,concerns,s,Specifiers,1
you,you,s,DirectAddress,0
not,not,c,DenyDisclaim,0
.,.,nn,Question,0
Is,is,s,Question,1
this,this,s,Question,2
the,the,s,Consequence,0
consequence,consequence,n,Consequence,1
Of,of,s,Consequence,2
an,an,s,,0
atonement,atonement,s,CommonAuthorities,0
made,made,s,ReportingEvents,0
so,so,s,,0
lately,lately,s,Updates,0
between,between,c,,0
*,*,n,,0
The,the,s,ProjectAhead,0
hopeful,hopeful,s,ProjectAhead,1
Mountmorencie,mountmorencie,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
his,his,s,CommonAuthorities,0
Lordship,lordship,n,CommonAuthorities,1
Urge,urge,s,Intensity,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,s,SubjectivePercept,0
with,with,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,Specifiers,2
precious,precious,s,StandardsPos,0
sanction,sanction,c,StandardsNeg,0
;,;,n,,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
dares,dares,s,SubjectivePercept,0
do,do,s,Intensity,0
this,this,c,Immediacy,0
",",",",s,Immediacy,1
wants,wants,s,PrivateThinking,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
heart,heart,c,SenseObject,0
",",",",n,Resistance,0
But,but,s,Resistance,1
opportunity,opportunity,c,StandardsPos,0
.,.,nn,,0
To,to,s,ProjectAhead,0
do,do,s,ProjectAhead,1
what,what,c,ProjectAhead,2
?,?,nn,Question,0
To,to,s,,0
tear,tear,s,Negativity,0
your,your,s,DirectAddress,0
crown,crown,s,SenseObject,0
off,off,c,AbstractConcepts,0
.,.,nn,AbstractConcepts,1
Come,come,s,ReportingEvents,0
your,your,s,DirectAddress,0
language,language,s,LangRef,0
does,does,s,ReportingEvents,0
taste,taste,s,SenseProperty,0
more,more,n,Comparison,0
Of,of,s,,0
rage,rage,s,Anger,0
and,and,s,,0
womanish,womanish,s,SenseProperty,0
flame,flame,s,SenseObject,0
than,than,s,Comparison,0
solid,solid,s,AbstractConcepts,0
reason,reason,n,StandardsPos,0
Against,against,s,Resistance,0
the,the,s,Resistance,1
Admiral,admiral,c,PersonProperty,0
",",",",s,,0
what,what,s,,0
commands,commands,s,CommonAuthorities,0
of,of,s,DirectAddress,0
yours,yours,n,DirectAddress,1
Not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
your,your,s,DirectAddress,0
expectation,expectation,c,ProjectAhead,0
*,*,s,,0
obeyed,obeyed,n,CommonAuthorities,0
By,by,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
is,is,s,ReportingStates,0
ground,ground,s,SenseObject,0
of,of,s,SenseObject,1
your,your,s,DirectAddress,0
so,so,s,DirectAddress,1
keen,keen,s,Positivity,0
displeasure,displeasure,c,Negativity,0
?,?,nn,Question,0
Commands,commands,s,CommonAuthorities,0
of,of,s,,0
mine,mine,c,FirstPer,0
?,?,s,Question,0
he,he,s,Updates,0
is,is,s,Updates,1
too,too,s,,0
great,great,c,Intensity,0
",",",",s,,0
and,and,s,,0
powerful,powerful,n,Positivity,0
To,to,s,,0
stoop,stoop,s,Negativity,0
to,to,s,Negativity,1
my,my,s,FirstPer,0
employment,employment,c,AbstractConcepts,0
",",",",s,,0
a,a,s,,0
Colossus,colossus,c,SenseProperty,0
",",",",n,,0
And,and,s,,0
can,can,s,Contingency,0
stride,stride,s,Motions,0
from,from,s,,0
one,one,s,Numbers,0
Province,province,s,CommonAuthorities,0
to,to,s,,0
another,another,n,Specifiers,0
By,by,s,,0
the,the,s,,0
assistance,assistance,s,StandardsPos,0
o^,o^,s,UNRECOGNIZED,0
those,those,s,,0
offices,offices,n,SenseObject,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
most,most,s,Comparison,0
confidently,confidently,s,Confidence,0
imposed,imposed,s,StandardsNeg,0
upon,upon,s,StandardsNeg,1
him,him,c,PersonPronoun,0
",",",",n,,0
It,it,s,,0
Is,is,s,Question,0
he,he,c,Question,1
",",",",s,,0
not,not,s,DenyDisclaim,0
you,you,s,DirectAddress,0
take,take,s,Sequence,0
up,up,s,Sequence,1
the,the,s,,0
peoples,peoples,s,PersonProperty,0
eyes,eyes,n,SenseObject,0
And,and,s,,0
admiration,admiration,c,StandardsPos,0
",",",",s,,0
while,while,s,TimeDuration,0
his,his,s,PersonPronoun,0
Princely,princely,s,StandardsPos,0
wise,wise,c,StandardsPos,0
.,.,nn,,0
Nay,nay,s,OralCues,0
then,then,s,Sequence,0
I,i,s,Sequence,1
reach,reach,s,ReportingEvents,0
the,the,s,ReportingEvents,1
spring,spring,s,SpaceRelation,0
of,of,s,SpaceRelation,1
your,your,s,DirectAddress,0
distaste,distaste,c,Negativity,0
",",",",n,,0
He,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
a,a,s,PersonProperty,0
wife,wife,c,PersonProperty,1
",",",",s,,0
--,--,nn,,0
Whom,whom,s,PersonPronoun,0
for,for,s,SubjectivePercept,0
her,her,s,SubjectivePercept,1
pride,pride,s,StandardsPos,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
not,not,c,DenyDisclaim,0
",",",",n,,0
And,and,s,,0
I,i,s,FirstPer,0
but,but,s,Resistance,0
in,in,s,Specifiers,0
her,her,s,Specifiers,1
husbands,husbands,s,PersonProperty,0
ruin,ruin,n,Negativity,0
Can,can,s,Contingency,0
triumph,triumph,s,Positivity,0
ore,ore,s,SenseObject,0
her,her,s,PersonPronoun,0
greatness,greatness,c,StandardsPos,0
.,.,nn,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
think,think,s,PrivateThinking,0
on,on,s,SpaceRelation,0
it,it,c,SpaceRelation,1
?,?,nn,Question,0
He,he,s,PersonPronoun,0
begins,begins,s,Sequence,0
to,to,s,Sequence,1
incline,incline,c,SpaceRelation,0
",",",",n,,0
Madam,madam,s,PersonProperty,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
the,the,s,DirectAddress,2
soul,soul,s,Disclosure,0
of,of,s,Inclusive,0
our,our,s,Inclusive,1
great,great,s,StandardsPos,0
work,work,c,StandardsPos,1
.,.,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
follow,follow,c,,0
",",",",s,,0
and,and,s,,0
employ,employ,s,ReportingEvents,0
my,my,s,FirstPer,0
powers,powers,s,AbstractConcepts,0
upon,upon,s,Immediacy,0
him,him,c,Immediacy,1
.,.,nn,,0
We,we,s,ReportingStates,0
are,are,s,ReportingStates,1
confident,confident,s,StandardsPos,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
prevail,prevail,s,ReportingEvents,0
at,at,s,SubjectiveTime,0
last,last,c,SubjectiveTime,1
",",",",n,,0
And,and,s,,0
for,for,s,,0
the,the,s,,0
pious,pious,s,StandardsPos,0
work,work,s,GenericEvents,0
oblige,oblige,s,Responsibility,0
the,the,s,SenseObject,0
King,king,s,SenseObject,1
to,to,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
us,us,s,Inclusive,0
your,your,s,DirectAddress,0
humblest,humblest,s,Comparison,0
creatures,creatures,c,SenseObject,0
.,.,nn,MoveBody,0
Press,press,s,MoveBody,1
no,no,s,DenyDisclaim,0
further,further,c,AbstractConcepts,0
.,.,nn,,0
Lets,lets,s,ReportingEvents,0
seek,seek,s,ProjectAhead,0
out,out,s,ProjectAhead,1
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
Constable,constable,c,PersonProperty,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
inflame,inflame,s,SenseProperty,0
him,him,c,PersonPronoun,0
.,.,nn,,0
To,to,s,,0
expostulate,expostulate,s,Resistance,0
with,with,s,,0
Chabot,chabot,c,UNRECOGNIZED,0
",",",",s,,0
something,something,s,Uncertainty,0
may,may,n,Contingency,0
Arise,arise,s,Contingency,1
from,from,s,SceneShift,0
thence,thence,c,SceneShift,1
",",",",s,,0
*,*,c,,0
to,to,s,,0
pull,pull,s,,0
more,more,s,Comparison,0
weight,weight,s,AbstractConcepts,0
upon,upon,s,Immediacy,0
him,him,c,Immediacy,1
.,.,nn,Question,0
How,how,s,Question,1
sorts,sorts,s,ReportingEvents,0
the,the,s,ReportingEvents,1
business,business,c,AbstractConcepts,0
?,?,s,Question,0
how,how,s,,0
took,took,s,ReportingEvents,0
the,the,s,ReportingEvents,1
King,king,n,PersonProperty,0
The,the,s,,0
tearing,tearing,s,Negativity,0
of,of,s,,0
his,his,s,PersonPronoun,0
bill,bill,c,AbstractConcepts,0
?,?,nn,Question,0
Exceeding,exceeding,s,Intensity,0
well,well,c,OralCues,0
",",",",n,OralCues,1
And,and,s,,0
seemed,seemed,s,PrivateThinking,0
to,to,s,PrivateThinking,1
smile,smile,s,Positivity,0
at,at,s,Positivity,1
all,all,s,Generalization,0
their,their,s,Generalization,1
grimme,grimme,s,SenseObject,0
complaints,complaints,c,Negative_Relation,0
",",",",n,,0
Against,against,s,,0
all,all,s,Generalization,0
that,that,s,Generalization,1
outrage,outrage,s,Anger,0
to,to,s,,0
his,his,s,PersonPronoun,0
highness,highness,s,CommonAuthorities,0
hand,hand,c,SenseObject,0
",",",",n,,0
And,and,s,,0
said,said,s,Citations,0
in,in,s,Specifiers,0
plain,plain,c,Specifiers,1
",",",",s,,0
he,he,s,Neutral_Attribution,0
signed,signed,s,Neutral_Attribution,1
it,it,s,,0
but,but,s,Resistance,0
to,to,s,Resistance,1
try,try,n,ProjectAhead,0
My,my,s,ProjectAhead,1
Lords,lords,s,CommonAuthorities,0
firm,firm,s,,0
Justice,justice,nn,StandardsPos,0
What,what,s,,0
a,a,s,,0
sweet,sweet,s,SenseProperty,0
King,king,s,PersonProperty,0
it,it,s,,0
is,is,c,ReportingStates,0
?,?,nn,Question,0
But,but,s,Resistance,0
how,how,s,Resistance,1
his,his,s,PersonPronoun,0
rival,rival,s,Resistance,0
the,the,s,,0
Lord,lord,s,CommonAuthorities,0
Constable,constable,n,PersonProperty,0
Is,is,s,ReportingStates,0
labored,labored,s,ReportingEvents,0
by,by,s,,0
the,the,s,,0
Chancellor,chancellor,c,CommonAuthorities,0
",",",",s,,0
and,and,s,Specifiers,0
others,others,s,Specifiers,1
to,to,s,,0
retort,retort,n,Repair_Citation,0
His,his,s,PersonPronoun,0
wrong,wrong,s,StandardsNeg,0
with,with,s,SpaceRelation,0
ten,ten,s,SpaceRelation,1
parts,parts,s,AbstractConcepts,0
more,more,s,Comparison,0
upon,upon,s,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",n,,0
Is,is,s,ReportingStates,0
monstrous,monstrous,c,Negativity,0
?,?,nn,Question,0
Need,need,s,Insist,0
he,he,s,PersonPronoun,0
their,their,s,PersonPronoun,0
spurs,spurs,c,SenseObject,0
?,?,nn,Question,0
I,i,s,FirstPer,0
Sir,sir,c,PersonProperty,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
he,he,s,ReasonForward,2
is,is,s,Fear,0
afraid,afraid,n,Fear,1
To,to,s,,0
bear,bear,s,ReportingEvents,0
himself,himself,s,ReportingEvents,1
too,too,s,,0
boldly,boldly,s,Confidence,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
braves,braves,n,StandardsPos,0
Upon,upon,s,,0
the,the,s,SenseObject,0
King,king,s,SenseObject,1
(,(,c,,0
being,being,s,ReportingStates,0
newly,newly,s,Updates,0
entered,entered,s,ReportingEvents,0
Mynion,mynion,c,UNRECOGNIZED,0
),),n,,0
Since,since,s,ReasonBackward,0
it,it,s,ReasonBackward,1
is,is,s,ReasonBackward,2
but,but,s,Resistance,0
patience,patience,s,StandardsPos,0
sometime,sometime,s,Uncertainty,0
they,they,s,PrivateThinking,0
think,think,c,PrivateThinking,1
;,;,n,,0
Because,because,s,ReasonBackward,0
the,the,s,ReasonBackward,1
favor,favor,s,Positivity,0
spending,spending,s,ReportingEvents,0
in,in,s,Specifiers,0
two,two,s,Specifiers,1
streams,streams,c,SenseObject,0
",",",",n,,0
One,one,s,Numbers,0
must,must,s,Insist,0
run,run,s,Negativity,0
low,low,s,Negativity,1
at,at,s,SubjectiveTime,0
length,length,c,SubjectiveTime,1
",",",",s,,0
till,till,s,AbstractConcepts,0
when,when,s,TimeShift,0
he,he,s,TimeShift,1
dare,dare,n,SubjectivePercept,0
Take,take,s,Responsibility,0
fire,fire,s,Responsibility,1
in,in,s,Specifiers,0
such,such,s,Specifiers,1
flame,flame,c,SenseObject,0
",",",",s,,0
as,as,s,,0
his,his,s,PersonPronoun,0
faction,faction,s,StandardsNeg,0
wishes,wishes,c,SubjectivePercept,0
",",",",n,Resistance,0
But,but,s,Resistance,1
with,with,s,,0
wise,wise,s,StandardsPos,0
fear,fear,s,Fear,0
contains,contains,s,SubjectivePercept,0
himself,himself,c,SubjectivePercept,1
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
so,so,n,ReasonForward,2
Like,like,s,Resemblances,0
a,a,s,Resemblances,1
green,green,s,SenseProperty,0
faggot,faggot,s,SubjectivePercept,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
kindling,kindling,s,SenseProperty,0
smoakes,smoakes,c,UNRECOGNIZED,0
",",",",n,ReasonForward,0
And,and,s,ReasonForward,1
where,where,s,ReasonForward,2
the,the,s,ReasonForward,3
Chancellor,chancellor,s,CommonAuthorities,0
his,his,s,PersonPronoun,0
chief,chief,s,CommonAuthorities,0
Cyclops,cyclops,s,SenseObject,0
finds,finds,n,ReportingEvents,0
The,the,s,SenseObject,0
fire,fire,s,SenseObject,1
within,within,s,,0
him,him,s,PersonPronoun,0
apt,apt,s,ProjectAhead,0
to,to,s,ProjectAhead,1
take,take,c,ReportingEvents,0
",",",",s,,0
he,he,s,PersonPronoun,0
blows,blows,c,Motions,0
",",",",n,,0
And,and,s,Sequence,0
then,then,s,Sequence,1
the,the,s,,0
faggot,faggot,s,SubjectivePercept,0
flames,flames,c,SenseObject,0
",",",",s,,0
as,as,s,,0
never,never,s,Sad,0
more,more,n,Sad,1
The,the,s,,0
bellows,bellows,s,SenseProperty,0
needed,needed,c,ReportingStates,0
",",",",s,ReportingStates,1
till,till,s,Motions,0
the,the,s,Motions,1
too,too,s,Negativity,0
soft,soft,s,Negativity,1
greenenesse,greenenesse,n,UNRECOGNIZED,0
Of,of,s,,0
his,his,s,PersonPronoun,0
state,state,s,,0
habit,habit,c,RecurringEvents,0
",",",",s,,0
shows,shows,s,ReportingEvents,0
his,his,s,PersonPronoun,0
sap,sap,s,SenseObject,0
still,still,s,Updates,0
flows,flows,c,Motions,0
",",",",n,,0
Above,above,s,SpaceRelation,0
the,the,s,SpaceRelation,1
solid,solid,s,AbstractConcepts,0
timber,timber,c,SenseObject,0
",",",",s,,0
with,with,s,Specifiers,0
which,which,c,Specifiers,1
",",",",s,,0
then,then,n,,0
His,his,s,PersonPronoun,0
blaze,blaze,s,SenseProperty,0
shrinkes,shrinkes,s,UNRECOGNIZED,0
head,head,c,SenseObject,0
",",",",s,,0
he,he,s,PersonPronoun,0
cooles,cooles,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
smoakes,smoakes,s,UNRECOGNIZED,0
again,again,c,RecurringEvents,0
.,.,nn,,0
Good,good,s,StandardsPos,0
man,man,s,StandardsPos,1
he,he,s,Biographical_Time,0
would,would,s,Biographical_Time,1
be,be,c,ReportingStates,0
",",",",s,,0
wod,wod,s,UNRECOGNIZED,0
the,the,s,Negativity,0
bad,bad,s,Negativity,1
not,not,s,DenyDisclaim,0
spoil,spoil,s,Negativity,0
him,him,c,Negativity,1
.,.,nn,,0
True,true,s,StandardsPos,0
sir,sir,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
they,they,s,,0
still,still,s,Updates,0
ply,ply,s,ReportingEvents,0
him,him,s,ReportingEvents,1
with,with,s,ReportingEvents,2
their,their,s,PersonPronoun,0
arts,arts,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
heard,heard,s,Updates,0
have,have,s,,0
wrought,wrought,s,ReportingEvents,0
him,him,c,PersonPronoun,0
",",",",s,,0
personally,personally,n,Disclosure,0
To,to,s,,0
question,question,s,AbstractConcepts,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
with,with,s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
bitterness,bitterness,n,SenseProperty,0
The,the,s,,0
galls,galls,s,Negativity,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
their,their,s,PersonPronoun,0
faction,faction,s,StandardsNeg,0
can,can,s,Contingency,0
power,power,s,AbstractConcepts,0
in,in,c,,0
",",",",n,,0
And,and,s,,0
such,such,s,Specifiers,0
an,an,s,Specifiers,1
expectation,expectation,s,ProjectAhead,0
hangs,hangs,s,SpaceRelation,0
upon,upon,s,SpaceRelation,1
it,it,c,,0
",",",",n,Concessive,0
Though,though,s,Concessive,1
all,all,s,Generalization,0
the,the,s,Generalization,1
Court,court,s,AbstractConcepts,0
as,as,s,,0
twere,twere,s,UNRECOGNIZED,0
with,with,s,AbstractConcepts,0
child,child,c,AbstractConcepts,1
",",",",s,,0
and,and,s,,0
longed,longed,n,ProjectAhead,0
To,to,s,ProjectAhead,1
make,make,s,ReportingEvents,0
a,a,s,,0
mirror,mirror,s,SenseObject,0
of,of,s,,0
my,my,s,FirstPer,0
Lords,lords,s,CommonAuthorities,0
clear,clear,s,,0
blood,blood,c,SenseObject,0
",",",",n,,0
And,and,s,,0
therein,therein,s,CommonAuthorities,0
see,see,s,,0
the,the,s,,0
full,full,s,,0
ebb,ebb,s,TimeDuration,0
of,of,s,TimeDuration,1
his,his,s,PersonPronoun,0
flood,flood,c,Motions,0
",",",",n,,0
And,and,s,,0
therefore,therefore,s,ReasonForward,0
if,if,s,Request,0
you,you,s,Request,1
please,please,s,Request,2
to,to,s,Positivity,0
counsel,counsel,s,Positivity,1
him,him,n,PersonPronoun,0
You,you,s,Insist,0
shall,shall,s,Insist,1
perform,perform,s,ReportingEvents,0
a,a,s,PersonProperty,0
fathers,fathers,s,PersonProperty,1
part,part,c,AbstractConcepts,0
.,.,nn,AbstractConcepts,1
Nay,nay,s,OralCues,0
since,since,n,TimeShift,0
He,he,s,TimeShift,1
Is,is,s,ReportingStates,0
gone,gone,s,ReportingEvents,0
so,so,s,Updates,0
far,far,c,Updates,1
",",",",s,,0
I,i,s,FirstPer,0
wod,wod,s,UNRECOGNIZED,0
not,not,s,DenyDisclaim,0
have,have,s,DenyDisclaim,1
him,him,s,PersonPronoun,0
fear,fear,n,Fear,0
But,but,s,Resistance,0
dare,dare,s,SubjectivePercept,0
them,them,c,,0
",",",",s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
i,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
meddle,meddle,s,Negative_Relation,0
int,int,c,AbstractConcepts,0
.,.,n,AbstractConcepts,1
Hoes,hoes,s,SenseObject,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
if,if,s,Contingency,0
he,he,s,Contingency,1
have,have,s,,0
wit,wit,s,StandardsPos,0
to,to,s,,0
like,like,s,SubjectivePercept,0
his,his,s,PersonPronoun,0
cause,cause,c,Cause,0
",",",",n,,0
His,his,s,SubjectivePercept,0
spirit,spirit,s,SubjectivePercept,1
wonot,wonot,s,UNRECOGNIZED,0
be,be,s,ReportingStates,0
ashamed,ashamed,s,Sad,0
to,to,s,ProjectAhead,0
die,die,s,ProjectAhead,1
int,int,c,AbstractConcepts,0
.,.,nn,AbstractConcepts,1
My,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
retire,retire,c,ReportingEvents,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
waylaid,waylaid,s,Negative_Relation,0
in,in,s,Negative_Relation,1
your,your,s,DirectAddress,0
walks,walks,c,Motions,0
",",",",n,,0
Your,your,s,DirectAddress,0
friends,friends,s,StandardsPos,0
are,are,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
fallen,fallen,s,Negativity,0
from,from,s,Negativity,1
you,you,c,DirectAddress,0
",",",",s,Generalization,0
all,all,s,Generalization,1
your,your,s,DirectAddress,0
servants,servants,n,PersonProperty,0
Suborned,suborned,s,StandardsNeg,0
by,by,s,Generalization,0
all,all,s,Generalization,1
advantage,advantage,s,StandardsPos,0
to,to,s,StandardsPos,1
report,report,n,LangRef,0
Each,each,s,Specifiers,0
word,word,s,LangRef,0
you,you,s,DirectAddress,0
whisper,whisper,s,Motions,0
out,out,c,,0
",",",",s,,0
and,and,s,,0
to,to,s,,0
serve,serve,s,ReportingEvents,0
you,you,n,DirectAddress,0
With,with,s,,0
hat,hat,s,SenseObject,0
and,and,s,,0
knee,knee,c,SenseObject,0
",",",",s,,0
while,while,s,TimeDuration,0
other,other,s,Specifiers,0
have,have,s,,0
their,their,s,PersonPronoun,0
hearts,hearts,c,SenseObject,0
.,.,nn,,0
Much,much,s,Intensity,0
profit,profit,s,AbstractConcepts,0
may,may,s,Contingency,0
my,my,s,FirstPer,0
foes,foes,s,Negative_Relation,0
make,make,s,Specifiers,0
of,of,s,Specifiers,1
such,such,s,Intensity,0
servants,servants,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
no,no,s,DenyDisclaim,0
enemy,enemy,s,Negativity,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
so,so,s,Intensity,0
well,well,c,Intensity,1
",",",",n,,0
To,to,s,,0
take,take,s,ReportingEvents,0
so,so,s,,0
ill,ill,s,Negativity,0
a,a,s,Negativity,1
bargain,bargain,s,AbstractConcepts,0
from,from,s,,0
his,his,s,SenseObject,0
hands,hands,c,SenseObject,1
.,.,nn,,0
Their,their,s,PersonPronoun,0
other,other,s,Specifiers,0
odds,odds,s,Contingency,0
yet,yet,s,Resistance,0
shun,shun,c,Negative_Relation,0
",",",",s,Generalization,0
all,all,s,Generalization,1
being,being,s,ReportingStates,0
combinde,combinde,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
lodged,lodged,s,SpaceRelation,0
in,in,s,SpaceRelation,1
ambush,ambush,s,Negative_Relation,0
ariv'd,ariv'd,s,UNRECOGNIZED,0
to,to,s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
mischief,mischief,n,StandardsNeg,0
By,by,s,Intensity,0
any,any,s,Intensity,1
means,means,s,Intensity,2
past,past,s,AbstractConcepts,0
fear,fear,s,Fear,0
of,of,s,Fear,1
law,law,c,AbstractConcepts,0
",",",",s,,0
or,or,s,,0
sovereign,sovereign,c,CommonAuthorities,0
.,.,nn,,0
I,i,s,FirstPer,0
wa^ke,wa^ke,s,UNRECOGNIZED,0
no,no,s,DenyDisclaim,0
desert,desert,c,SenseObject,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
go,go,s,ReportingEvents,0
armed,armed,s,SpaceRelation,0
with,with,s,SpaceRelation,1
that,that,c,,0
",",",",n,,0
That,that,s,ProjectAhead,0
would,would,s,ProjectAhead,1
give,give,s,,0
wildest,wildest,s,Intensity,0
beasts,beasts,s,Negativity,0
instincts,instincts,s,AbstractConcepts,0
to,to,s,,0
rescue,rescue,c,StandardsPos,0
