JO,jo,s,PersonProperty,0
",",",",n,,0
Immortal,immortal,c,StandardsPos,0
",",",",s,,0
like,like,s,Resemblances,0
the,the,s,Resemblances,1
power,power,s,AbstractConcepts,0
designed,designed,s,ReportingEvents,0
',',c,,0
em,em,s,SpaceRelation,0
so,so,c,Intensity,0
.,.,n,Intensity,1
Cut,cut,s,ReportingEvents,0
off,off,s,ReportingEvents,1
the,the,s,ReportingEvents,2
Serpent,serpent,s,SenseObject,0
which,which,s,,0
would,would,s,ProjectBack,0
blast,blast,s,Motions,0
its,its,s,,0
virtues,virtues,c,StandardsPos,0
",",",",n,,0
Would,would,s,ProjectBack,0
leave,leave,s,SceneShift,0
it,it,s,SceneShift,1
a,a,s,,0
corrupted,corrupted,s,StandardsNeg,0
Root,root,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
Lust,lust,c,Intensity,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
sins,sins,s,StandardsNeg,0
would,would,s,ProjectBack,0
multiply,multiply,s,Transformation,0
with,with,s,RecurringEvents,0
every,every,s,RecurringEvents,1
Thought,thought,c,PrivateThinking,0
.,.,nn,,0
Your,your,s,DirectAddress,0
mystic,mystic,s,Uncertainty,0
meaning,meaning,s,LangRef,0
yet,yet,s,Resistance,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
guess,guess,c,Uncertainty,0
;,;,n,Resistance,0
But,but,s,Resistance,1
if,if,s,Contingency,0
in,in,s,,0
me,me,s,FirstPer,0
There,there,s,ReportingStates,0
Is,is,s,ReportingStates,1
ought,ought,s,Insist,0
can,can,s,Contingency,0
make,make,s,Positivity,0
you,you,s,Positivity,1
happy,happy,c,Positivity,2
",",",",n,,0
By,by,s,Generalization,0
all,all,s,Generalization,1
our,our,s,Inclusive,0
Friendship,friendship,s,Inclusive,1
you,you,s,Insist,0
shall,shall,s,Insist,1
reap,reap,s,StandardsPos,0
the,the,s,StandardsPos,1
blessing,blessing,c,StandardsPos,0
.,.,nn,,0
Friendship,friendship,s,Positivity,0
be,be,s,ReportingStates,0
ever,ever,s,Biographical_Time,0
banished,banished,s,Resistance,0
from,from,s,Resistance,1
our,our,s,Inclusive,0
Hearts,hearts,c,SenseObject,0
",",",",n,,0
I,i,s,FirstPer,0
hate,hate,s,Negativity,0
thee,thee,s,DirectAddress,0
more,more,s,Comparison,0
then,then,s,,0
thou,thou,s,DirectAddress,0
can,can,s,Contingency,0
love,love,s,Positivity,0
thy,thy,s,DirectAddress,0
Comfort,comfort,c,Positivity,0
;,;,n,,0
Draw,draw,c,Motions,0
",",",",s,,0
or,or,s,,0
by,by,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
power,power,s,CommonAuthorities,2
which,which,s,,0
thus,thus,s,ReasonForward,0
distracts,distracts,s,Negativity,0
my,my,s,FirstPer,0
Temper,temper,c,AbstractConcepts,0
",",",",n,,0
I,i,s,FirstPer,0
Will,will,s,Fear,0
kill,kill,s,Fear,1
thee,thee,s,DirectAddress,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Slave,slave,s,PersonProperty,0
which,which,s,,0
wrongs,wrongs,s,StandardsNeg,0
Man's,man's,s,PersonProperty,0
Honor,honor,c,StandardsPos,0
;,;,n,,0
And,and,s,Sequence,0
then,then,s,Sequence,1
wants,wants,s,PrivateThinking,0
Courage,courage,s,StandardsPos,0
to,to,s,,0
redress,redress,s,StandardsPos,0
theaffront,theaffront,c,UNRECOGNIZED,0
.,.,nn,,0
Thou,thou,s,DirectAddress,0
know,know,s,Confidence,0
I,i,s,FirstPer,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
fear,fear,c,Fear,0
:,:,n,,0
But,but,c,Resistance,0
",",",",s,Resistance,1
for,for,s,,0
thy,thy,s,DirectAddress,0
Sisters,sisters,s,PersonProperty,0
sake,sake,s,SenseObject,0
whom,whom,s,Autobio,0
I,i,s,Autobio,1
have,have,s,Autobio,2
Loved,loved,c,Positivity,0
.,.,s,,0
--,--,nn,,0
Whom,whom,s,PersonPronoun,0
thou,thou,s,DirectAddress,0
have,have,s,,0
Loved,loved,c,Positivity,0
",",",",s,,0
--,--,s,,0
thy,thy,s,DirectAddress,0
Heart,heart,c,SenseObject,0
.,.,nnn,,0
Through,through,s,,0
it,it,s,,0
ungrateful,ungrateful,c,Negative_Relation,0
",",",",s,,0
have,have,s,Question,0
I,i,s,Question,1
nursed,nursed,s,StandardsPos,0
thy,thy,s,DirectAddress,0
Youth,youth,n,AbstractConcepts,0
With,with,s,Generalization,0
all,all,s,Generalization,1
the,the,s,SenseObject,0
tender,tender,s,SenseObject,1
Care,care,s,Positivity,0
of,of,s,Positivity,1
friendships,friendships,s,Positivity,0
Eye,eye,c,SenseObject,0
;,;,n,,0
And,and,s,,0
this,this,s,,0
my,my,s,FirstPer,0
Recompense,recompense,s,RecurringEvents,0
disclose,disclose,s,Disclosure,0
your,your,s,DirectAddress,0
heart,heart,c,SenseObject,0
:,:,n,,0
Lay,lay,s,ReportingEvents,0
forth,forth,s,SpaceRelation,0
the,the,s,,0
Troubles,troubles,s,Negativity,0
which,which,s,,0
afflict,afflict,s,Negativity,0
it,it,s,,0
thus,thus,c,ReasonForward,0
",",",",n,,0
Then,then,s,,0
if,if,s,Contingency,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
the,the,s,,0
Power,power,s,StandardsPos,0
to,to,s,StandardsPos,1
heal,heal,s,Positivity,0
your,your,s,DirectAddress,0
wrongs,wrongs,c,StandardsNeg,0
",",",",n,,0
And,and,s,,0
do,do,s,Intensity,0
refuse,refuse,c,Resistance,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
meet,meet,s,PredictedFuture,1
thy,thy,s,DirectAddress,0
Passion,passion,n,SubjectivePercept,0
As,as,s,,0
becomes,becomes,c,Transformation,0
",",",",s,,0
Rheusanes,rheusanes,c,UNRECOGNIZED,0
.,.,nn,,0
Thou,thou,s,DirectAddress,0
will,will,s,PredictedFuture,0
not,not,c,PredictedFuture,1
.,.,nnn,Imperative,0
Try,try,s,Imperative,1
me,me,c,FirstPer,0
",",",",s,,0
you,you,s,DirectAddress,0
never,never,s,DirectAddress,1
found,found,s,ReportingEvents,0
me,me,s,FirstPer,0
Faithless,faithless,s,StandardsNeg,0
yet,yet,c,SubjectiveTime,0
.,.,nnn,SubjectiveTime,1
Do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
Urge,urge,s,Intensity,0
me,me,c,FirstPer,0
.,.,nnn,,0
I,i,s,Insist,0
must,must,c,Insist,1
.,.,nnn,Imperative,0
Let,let,s,Imperative,1
thy,thy,s,DirectAddress,0
Sword,sword,s,SenseObject,0
rip,rip,s,Motions,0
my,my,s,FirstPer,0
Breast,breast,s,PersonProperty,0
up,up,c,,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
in,in,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Heart,heart,s,SelfDisclosure,2
thou,thou,s,DirectAddress,0
wilt,wilt,s,SenseProperty,0
find,find,s,,0
the,the,s,Disclosure,0
secret,secret,s,Disclosure,1
written,written,c,ReportingStates,0
",",",",nn,ReportingStates,1
Friendship,friendship,s,Positivity,0
forbid,forbid,s,Resistance,0
it,it,c,,0
;,;,n,,0
Delay,delay,s,Resistance,0
no,no,s,Updates,0
longer,longer,c,Updates,1
.,.,nn,,0
Oh,oh,c,OralCues,0
!,!,s,,0
I,i,s,Sad,0
am,am,s,Sad,1
lost,lost,c,Sad,2
.,.,nnn,,0
Thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
not,not,c,DenyDisclaim,0
",",",",s,,0
here,here,s,Immediacy,0
is,is,s,Immediacy,1
thy,thy,s,DirectAddress,0
Guide,guide,c,AbstractConcepts,0
.,.,nnn,,0
Oryala,oryala,c,UNRECOGNIZED,0
.,.,nnn,Question,0
What,what,s,Question,1
of,of,s,,0
her,her,c,PersonPronoun,0
?,?,nnn,Question,0
You,you,s,DirectAddress,0
Will,will,s,PredictedFuture,0
laugh,laugh,s,SubjectivePercept,0
at,at,s,SubjectivePercept,1
me,me,c,SubjectivePercept,2
.,.,nnn,,0
Hate,hate,s,Negativity,0
me,me,s,Negativity,1
then,then,s,,0
justly,justly,c,StandardsPos,0
",",",",nnn,,0
Do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
not,not,s,DenyDisclaim,0
love,love,s,Positivity,0
her,her,c,PersonPronoun,0
?,?,nnn,Question,0
No,no,c,DenyDisclaim,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
she,she,s,PersonPronoun,0
does,does,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nnn,Question,0
Is,is,s,Question,1
it,it,s,Question,2
my,my,s,Responsibility,0
fault,fault,c,Responsibility,1
",",",",s,,0
would,would,s,Request,0
you,you,s,Request,1
kill,kill,s,Negativity,0
me,me,s,Negativity,1
for,for,s,Specifiers,0
that,that,c,Specifiers,1
?,?,nnn,Question,0
No,no,c,OralCues,0
",",",",s,OralCues,1
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
now,now,c,DenyDisclaim,1
",",",",s,Resistance,0
but,but,s,Resistance,1
long,long,s,ProjectBack,0
since,since,s,ProjectBack,1
I,i,s,Contingency,0
could,could,c,Contingency,1
;,;,n,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
her,her,s,PersonPronoun,0
Friend,friend,c,StandardsPos,0
.,.,nn,,0
Thy,thy,s,DirectAddress,0
Friend,friend,s,StandardsPos,0
resigns,resigns,s,Negativity,0
her,her,s,Negativity,1
to,to,s,Negativity,2
thee,thee,c,DirectAddress,0
.,.,nnn,,0
Oh,oh,c,OralCues,0
!,!,s,,0
she,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
given,given,s,ReportingStates,0
Rheusanes,rheusanes,s,UNRECOGNIZED,0
all,all,s,Generalization,0
her,her,s,Generalization,1
heart,heart,c,SenseObject,0
;,;,n,,0
And,and,s,,0
for,for,s,,0
Dorenalus,dorenalus,s,UNRECOGNIZED,0
she,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
no,no,s,DenyDisclaim,0
room,room,c,SenseObject,0
.,.,nn,Imperative,0
Approach,approach,s,Imperative,1
her,her,c,PersonPronoun,0
",",",",s,,0
make,make,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
sufferings,sufferings,s,Sad,0
known,known,c,CommonAuthorities,0
",",",",n,,0
Who,who,s,Uncertainty,0
knows,knows,s,Uncertainty,1
but,but,s,Resistance,0
Heaven,heaven,s,Positivity,0
may,may,s,Contingency,0
plead,plead,s,SubjectivePercept,0
in,in,s,,0
thy,thy,s,DirectAddress,0
behalf,behalf,c,Positivity,0
",",",",n,,0
Or,or,c,,0
",",",",s,,0
she,she,s,PersonPronoun,0
when,when,s,,0
knowing,knowing,s,Confidence,0
how,how,s,Confidence,1
our,our,s,Inclusive,0
Loves,loves,s,Positivity,0
are,are,s,ReportingStates,0
crossed,crossed,c,ReportingStates,0
;,;,n,ReportingStates,1
May,may,s,Contingency,0
by,by,s,,0
they,they,s,,0
Tongue,tongue,s,SenseObject,0
be,be,s,ReportingStates,0
moved,moved,s,SceneShift,0
to,to,s,SceneShift,1
set,set,s,ReportingEvents,0
',',c,,0
em,em,s,SpaceRelation,0
right,right,c,,0
.,.,nn,,0
Ye,ye,s,OralCues,0
pitying,pitying,s,Sad,0
powers,powers,s,AbstractConcepts,0
befriend,befriend,s,StandardsPos,0
me,me,s,FirstPer,0
but,but,s,Resistance,0
in,in,s,,0
this,this,c,Immediacy,0
",",",",n,Immediacy,1
And,and,s,Generalization,0
all,all,s,Generalization,1
my,my,s,FirstPer,0
days,days,s,TimeDuration,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
sacrifice,sacrifice,s,StandardsPos,0
in,in,s,,0
Thanks,thanks,c,Acknowledge,0
.,.,n,,0
Can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
forgive,forgive,c,Reassure,0
?,?,nn,Question,0
What,what,c,Question,0
?,?,nnn,Question,1
The,the,s,,0
Unruly,unruly,s,StandardsNeg,0
Method,method,s,AbstractConcepts,0
which,which,s,,0
I,i,s,FirstPer,0
used,used,s,ReportingEvents,0
just,just,s,Immediacy,0
now,now,c,Immediacy,1
.,.,nnn,,0
Fogive,fogive,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,FirstPer,0
thank,thank,s,Acknowledge,0
the,the,s,,0
occasion,occasion,s,AbstractConcepts,0
which,which,s,,0
has,has,s,,0
set,set,s,ReportingEvents,0
us,us,s,Inclusive,0
right,right,c,,0
",",",",n,,0
And,and,s,,0
proved,proved,s,Confidence,0
how,how,s,Confidence,1
strong,strong,s,Intensity,0
my,my,s,FirstPer,0
Faith,faith,s,StandardsPos,0
is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
your,your,s,DirectAddress,0
Sister,sister,c,PersonProperty,0
.,.,n,,0
No,no,s,DenyDisclaim,0
more,more,c,DenyDisclaim,1
:,:,s,,0
have,have,s,Insist,0
to,to,s,Insist,1
the,the,s,,0
Princess,princess,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
relate,relate,s,ReportingEvents,0
your,your,s,DirectAddress,0
Passion,passion,c,SubjectivePercept,0
",",",",n,,0
May,may,s,Contingency,0
all,all,s,Generalization,0
the,the,s,Generalization,1
charms,charms,s,Positivity,0
of,of,s,StandardsPos,0
Love,love,s,StandardsPos,1
and,and,s,,0
Youth,youth,s,AbstractConcepts,0
wait,wait,s,SpaceRelation,0
on,on,s,SpaceRelation,1
thee,thee,c,DirectAddress,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
full,full,s,Intensity,0
power,power,s,Intensity,1
to,to,s,,0
work,work,s,GenericEvents,0
her,her,s,PersonPronoun,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
please,please,c,Positivity,0
.,.,nnn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
bless,bless,s,StandardsPos,0
the,the,s,StandardsPos,1
skill,skill,s,StandardsPos,0
that,that,s,,0
cures,cures,s,Positivity,0
my,my,s,FirstPer,0
Friends,friends,s,StandardsPos,0
Disease,disease,c,StandardsNeg,0
.,.,nnn,,0
OH,oh,c,OralCues,0
!,!,s,,0
Antelina,antelina,c,UNRECOGNIZED,0
",",",",s,,0
why,why,s,Question,0
this,this,s,,0
strange,strange,s,SubjectivePercept,0
disorder,disorder,c,StandardsNeg,0
?,?,n,Question,0
Why,why,c,Question,0
",",",",s,,0
are,are,s,ReportingStates,0
thy,thy,s,DirectAddress,0
Eyes,eyes,s,SenseObject,0
in,in,s,Specifiers,0
which,which,s,Specifiers,1
our,our,s,Inclusive,0
loves,loves,s,Positivity,0
have,have,s,,0
played,played,c,ReportingStates,0
",",",",n,ReportingStates,1
And,and,s,,0
moved,moved,s,ReportingEvents,0
with,with,s,Positivity,0
Pleasure,pleasure,s,Positivity,1
as,as,s,,0
thy,thy,s,DirectAddress,0
fancy,fancy,s,SubjectivePercept,0
taught,taught,s,ReportingEvents,0
',',c,,0
em,em,c,SpaceRelation,0
?,?,n,Question,0
Now,now,s,Immediacy,0
overcast,overcast,s,SpaceRelation,0
with,with,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,Specifiers,2
dismal,dismal,s,Negativity,0
change,change,c,Transformation,0
",",",",n,,0
As,as,s,,0
quite,quite,s,Intensity,0
confounds,confounds,s,Negativity,0
my,my,s,FirstPer,0
senses,senses,s,AbstractConcepts,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
wonder,wonder,c,Curiosity,0
.,.,nn,Curiosity,0
How,how,s,Curiosity,1
can,can,s,Curiosity,2
you,you,s,DirectAddress,0
ask,ask,s,Request,0
the,the,s,ReasonBackward,0
cause,cause,s,ReasonBackward,1
of,of,s,ReasonBackward,2
my,my,s,FirstPer,0
Affliction,affliction,c,Negativity,0
",",",",n,,0
When,when,s,DirectAddress,0
you,you,s,DirectAddress,1
the,the,s,Biographical_Time,0
Author,author,s,Biographical_Time,1
of,of,s,Biographical_Time,2
it,it,s,,0
know,know,s,Confidence,0
too,too,s,Confidence,1
well,well,c,Confidence,2
?,?,nn,Question,0
By,by,s,Generalization,0
all,all,s,Generalization,1
our,our,s,Inclusive,0
Vows,vows,s,Intensity,0
you,you,s,DirectAddress,0
tax,tax,s,AbstractConcepts,0
me,me,s,FirstPer,0
most,most,s,Comparison,0
unjustly,unjustly,c,StandardsNeg,0
",",",",n,,0
Oh,oh,c,OralCues,0
!,!,s,,0
may,may,s,Contingency,0
I,i,s,FirstPer,0
perish,perish,s,Negativity,0
when,when,s,Autobio,0
I,i,s,Autobio,1
wrong,wrong,s,StandardsNeg,0
my,my,s,Positivity,0
Love,love,c,Positivity,1
;,;,n,,0
Or,or,s,,0
never,never,s,Sad,0
more,more,s,Sad,1
be,be,s,ReportingStates,0
happy,happy,s,Positivity,0
in,in,s,,0
my,my,s,FirstPer,0
Wishes,wishes,c,SubjectivePercept,0
.,.,nn,,0
Oryala,oryala,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,,0
Princess,princess,c,PersonProperty,0
",",",",s,,0
Oh,oh,c,OralCues,0
!,!,s,,0
that,that,s,,0
mighty,mighty,s,Intensity,0
Name,name,c,LangRef,0
",",",",n,,0
Has,has,s,,0
canceled,canceled,s,,0
all,all,s,DirectAddress,0
your,your,s,DirectAddress,1
Promises,promises,s,Promise,0
to,to,s,Promise,1
me,me,c,FirstPer,0
;,;,n,,0
A,a,s,SenseObject,0
Crown,crown,c,SenseObject,1
",",",",s,,0
a,a,s,SenseObject,0
Crown,crown,s,SenseObject,1
Rheusanes,rheusanes,s,UNRECOGNIZED,0
is,is,s,DirectAddress,0
your,your,s,DirectAddress,1
Mistress,mistress,s,PersonProperty,0
now,now,c,Immediacy,0
.,.,nn,,0
Be,be,s,ReportingStates,0
witness,witness,s,PersonProperty,0
for,for,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
",",",",s,,0
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
made,made,s,Inclusive,0
us,us,s,Inclusive,1
love,love,c,Positivity,0
",",",",n,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
leave,leave,s,,0
thee,thee,s,DirectAddress,0
for,for,s,,0
an,an,s,,0
endless,endless,s,RecurringEvents,0
life,life,c,AbstractConcepts,0
;,;,n,,0
Of,of,s,,0
endless,endless,s,RecurringEvents,0
Youth,youth,c,AbstractConcepts,0
.,.,nn,,0
Oh,oh,c,OralCues,0
!,!,s,,0
you,you,s,DirectAddress,0
flatter,flatter,s,SubjectivePercept,0
me,me,c,FirstPer,0
.,.,nnn,,0
Unkind,unkind,s,StandardsNeg,0
suspector,suspector,c,UNRECOGNIZED,0
.,.,n,,0
Durst,durst,s,SubjectivePercept,0
my,my,s,FirstPer,0
Tongue,tongue,s,SenseObject,0
express,express,s,Citations,0
my,my,s,FirstPer,0
prompting,prompting,s,ProjectAhead,0
fancy,fancy,c,SubjectivePercept,0
",",",",n,,0
I,i,s,Fear,0
fear,fear,s,Fear,1
I,i,s,Insist,0
should,should,s,Insist,1
Blaspheme,blaspheme,s,StandardsNeg,0
in,in,s,,0
praising,praising,s,StandardsPos,0
You,you,c,DirectAddress,0
;,;,n,,0
So,so,s,Intensity,0
much,much,s,Intensity,1
above,above,s,Intensity,0
all,all,s,Intensity,1
things,things,s,Uncertainty,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
esteem,esteem,s,StandardsPos,0
you,you,c,DirectAddress,0
.,.,nn,,0
Oh,oh,c,OralCues,0
!,!,s,,0
for,for,s,,0
Rheusanes,rheusanes,s,UNRECOGNIZED,0
too,too,c,Metadiscourse,0
",",",",s,Metadiscourse,1
I,i,s,SelfDisclosure,0
Have,have,s,SelfDisclosure,1
that,that,s,,0
esteem,esteem,c,StandardsPos,0
:,:,n,,0
The,the,s,CommonAuthorities,0
original,original,s,CommonAuthorities,1
impression,impression,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
my,my,s,SelfDisclosure,0
heart,heart,c,SelfDisclosure,1
",",",",n,,0
Who,who,s,,0
first,first,s,Sequence,0
taught,taught,s,ReportingEvents,0
Fondness,fondness,s,Positivity,0
in,in,s,,0
my,my,s,FirstPer,0
tender,tender,s,Positivity,0
Soul,soul,c,Disclosure,0
;,;,n,,0
And,and,s,,0
linkt,linkt,s,UNRECOGNIZED,0
it,it,s,,0
to,to,s,,0
unspeakable,unspeakable,s,Negative_Relation,0
desire,desire,c,Positivity,0
:,:,n,,0
But,but,s,Resistance,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
have,have,s,PredictedFuture,2
the,the,s,,0
power,power,s,StandardsPos,0
to,to,s,StandardsPos,1
shun,shun,s,Negative_Relation,0
her,her,s,PersonPronoun,0
love,love,c,Positivity,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
such,such,s,Intensity,0
Temptation,temptation,s,Negativity,0
in,in,s,Specifiers,0
her,her,s,Specifiers,1
Face,face,c,SenseObject,0
;,;,n,,0
It,it,s,,0
might,might,s,Contingency,0
persuade,persuade,s,ReportingEvents,0
a,a,s,,0
second,second,s,Sequence,0
Angels,angels,s,SenseObject,0
fall,fall,c,,0
.,.,nn,,0
Not,not,s,DenyDisclaim,0
have,have,s,DenyDisclaim,1
the,the,s,,0
Power,power,c,AbstractConcepts,0
",",",",s,,0
Yes,yes,c,DirectAddress,0
?,?,n,Question,0
Were,were,s,Contingency,0
she,she,s,Contingency,1
bright,bright,s,Resemblances,0
as,as,s,Resemblances,1
the,the,s,,0
first,first,s,Sequence,0
Glorious,glorious,s,Positivity,0
Angel,angel,c,SenseObject,0
",",",",n,,0
Fair,fair,s,StandardsPos,0
as,as,s,,0
Imagination,imagination,s,PrivateThinking,0
could,could,s,Confidence,0
Present,present,s,Confidence,1
her,her,c,PersonPronoun,0
?,?,n,Question,0
Could,could,s,Contingency,0
tire,tire,s,SenseObject,0
fancy,fancy,s,SubjectivePercept,0
to,to,s,,0
relate,relate,s,ReportingEvents,0
her,her,s,ReportingEvents,1
Beauties,beauties,c,StandardsPos,0
",",",",n,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,SubjectivePercept,0
Soul,soul,s,SubjectivePercept,1
that,that,s,ProjectAhead,0
would,would,s,ProjectAhead,1
despise,despise,s,Negative_Relation,0
her,her,s,PersonPronoun,0
Charms,charms,c,Positivity,0
.,.,nn,,0
My,my,s,SelfDisclosure,0
Soul,soul,s,SelfDisclosure,1
disdains,disdains,s,Negative_Relation,0
a,a,s,,0
greater,greater,s,Comparison,0
then,then,s,,0
the,the,s,,0
Princes,princes,c,PersonProperty,0
;,;,n,,0
The,the,s,SenseObject,0
King,king,s,SenseObject,1
Rheusanes,rheusanes,s,UNRECOGNIZED,0
has,has,s,Citations,0
declared,declared,s,Citations,1
he,he,s,PersonPronoun,0
loves,loves,s,Positivity,0
me,me,c,FirstPer,0
:,:,n,,0
This,this,s,Immediacy,0
Night,night,s,Immediacy,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
Commanded,commanded,s,ReportingEvents,0
to,to,s,,0
receive,receive,s,ReportingEvents,0
him,him,c,PersonPronoun,0
;,;,n,,0
Nay,nay,c,OralCues,0
",",",",s,,0
ordered,ordered,s,CommonAuthorities,0
to,to,s,CommonAuthorities,1
approve,approve,s,CommonAuthorities,0
his,his,s,PersonPronoun,0
Royal,royal,s,CommonAuthorities,0
Offers,offers,c,ReportingEvents,0
.,.,nn,,0
By,by,s,,0
whom,whom,c,PersonPronoun,0
?,?,nnn,Question,0
My,my,s,Autobio,0
Father,father,s,Autobio,1
what,what,s,,0
he,he,s,PersonPronoun,0
intends,intends,c,ProjectAhead,0
",",",",s,,0
I,i,s,FirstPer,0
yet,yet,s,Resistance,0
am,am,s,FirstPer,0
ignorant,ignorant,c,StandardsNeg,0
;,;,n,Resistance,0
But,but,s,Resistance,1
I,i,s,Insist,0
must,must,s,Insist,1
meet,meet,s,SpaceRelation,0
him,him,c,SpaceRelation,1
.,.,nn,,0
Must,must,s,Insist,0
Antelina,antelina,c,UNRECOGNIZED,0
?,?,nnn,Question,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
I,i,s,Insist,0
must,must,c,Insist,1
",",",",s,,0
Rheusanes,rheusanes,c,UNRECOGNIZED,0
.,.,n,Resistance,0
Yet,yet,s,Resistance,1
though,though,s,Concessive,0
my,my,s,Autobio,0
Fathers,fathers,s,Autobio,1
Will,will,s,PredictedFuture,0
side,side,s,SubjectivePercept,0
with,with,s,SubjectivePercept,1
the,the,s,SenseObject,0
Kings,kings,c,SenseObject,1
",",",",n,,0
And,and,s,,0
the,the,s,SenseObject,0
King,king,s,SenseObject,1
thinks,thinks,s,PrivateThinking,0
he,he,s,PersonPronoun,0
may,may,s,Contingency,0
compel,compel,s,CommonAuthorities,0
through,through,s,,0
him,him,c,PersonPronoun,0
;,;,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
meet,meet,s,PredictedFuture,1
him,him,s,PersonPronoun,0
with,with,s,Specifiers,0
such,such,s,Specifiers,1
Faith,faith,s,StandardsPos,0
to,to,s,AbstractConcepts,0
what,what,s,AbstractConcepts,1
I,i,s,FirstPer,0
love,love,c,Positivity,0
",",",",n,,0
That,that,s,,0
he,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
never,never,s,DenyDisclaim,0
cherish,cherish,s,Positivity,0
hope,hope,s,ProjectAhead,0
in,in,s,ProjectAhead,1
me,me,c,FirstPer,0
.,.,nn,,0
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
the,the,s,,0
Purpose,purpose,s,ProjectAhead,0
now,now,s,Immediacy,0
of,of,s,,0
the,the,s,SenseObject,0
Kings,kings,s,SenseObject,1
kindness,kindness,c,StandardsPos,0
",",",",n,,0
And,and,s,,0
separating,separating,s,ReportingEvents,0
Mischiefs,mischiefs,s,StandardsNeg,0
are,are,s,ReportingStates,0
Contriving,contriving,c,SubjectivePercept,0
;,;,n,,0
Oh,oh,s,OralCues,0
Antelina,antelina,c,UNRECOGNIZED,0
!,!,s,,0
therefore,therefore,s,ReasonForward,0
hear,hear,s,SpaceRelation,0
me,me,s,FirstPer,0
swear,swear,c,Intensity,0
",",",",n,,0
If,if,s,Contingency,0
our,our,s,ProjectAhead,0
intentions,intentions,s,ProjectAhead,1
should,should,s,Insist,0
be,be,s,ReportingStates,0
frustrated,frustrated,c,ReportingStates,0
",",",",n,ReportingStates,1
By,by,s,,0
the,the,s,,0
designs,designs,s,AbstractConcepts,0
I,i,s,FirstPer,0
guess,guess,s,Uncertainty,0
in,in,s,,0
Agitation,agitation,c,Negative_Relation,0
;,;,n,,0
By,by,s,,0
that,that,s,,0
most,most,s,Comparison,0
glorious,glorious,s,Positivity,0
Ornament,ornament,s,SenseObject,0
of,of,s,CommonAuthorities,0
Heaven,heaven,c,CommonAuthorities,1
",",",",n,Aside,0
Which,which,s,Aside,1
beautifies,beautifies,s,StandardsPos,0
the,the,s,,0
Coeling,coeling,s,UNRECOGNIZED,0
of,of,s,,0
the,the,s,,0
World,world,c,AbstractConcepts,0
;,;,n,,0
The,the,s,TimeShift,0
Moment,moment,s,TimeShift,1
that,that,s,,0
I,i,s,FirstPer,0
loose,loose,s,AbstractConcepts,0
thee,thee,c,DirectAddress,0
",",",",n,,0
This,this,s,,0
