MOors,moors,c,SenseObject,0
you,you,s,DirectAddress,0
afterward,afterward,c,Sequence,0
:,:,s,,0
For,for,s,,0
one,one,s,Numbers,0
does,does,n,Uncertainty,0
not,not,s,Uncertainty,1
know,know,s,Uncertainty,2
how,how,s,,0
ones,ones,s,Numbers,0
mind,mind,s,SubjectivePercept,0
may,may,s,Contingency,0
change,change,s,Transformation,0
upon,upon,s,,0
hearing,hearing,s,SpaceRelation,0
--,--,s,,0
hearing,hearing,s,SpaceRelation,0
is,is,s,ReportingStates,0
one,one,s,Specifiers,0
of,of,s,Specifiers,1
the,the,s,Specifiers,2
Senses,senses,c,AbstractConcepts,0
",",",",n,,0
an^,an^,s,UNRECOGNIZED,0
all,all,s,Generalization,0
the,the,s,Generalization,1
Senses,senses,s,AbstractConcepts,0
are,are,s,ReportingStates,0
fallible,fallible,c,AbstractConcepts,0
;,;,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
trust,trust,s,Confidence,0
my,my,s,Intensity,0
Honor,honor,c,Intensity,1
",",",",s,,0
I,i,s,Reassure,0
assure,assure,s,Reassure,1
you,you,c,Reassure,2
;,;,s,,0
my,my,n,Intensity,0
Honor,honor,s,Intensity,1
is,is,s,ReportingStates,0
infallible,infallible,s,StandardsPos,0
and,and,s,,0
uncomatible,uncomatible,nnn,UNRECOGNIZED,0
For,for,s,Intensity,0
Heaven's,heaven's,s,Intensity,1
sake,sake,c,Intensity,2
",",",",s,,0
Madam,madam,c,PersonProperty,0
.,.,s,,0
--,--,nnn,,0
O,o,s,LangRef,0
name,name,s,LangRef,0
it,it,s,,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
--,--,s,,0
bless,bless,s,StandardsPos,0
me,me,c,FirstPer,0
",",",",s,,0
how,how,s,Curiosity,0
can,can,s,Curiosity,1
you,you,s,DirectAddress,0
talk,talk,s,Citations,0
of,of,s,Citations,1
Heaven,heaven,c,Positivity,0
!,!,s,,0
and,and,s,,0
have,have,s,,0
so,so,s,Intensity,0
much,much,n,Intensity,1
wickedness,wickedness,s,Negativity,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
Heart,heart,c,DirectAddress,2
?,?,s,Question,0
May,may,s,Contingency,0
be,be,s,Contingency,1
you,you,s,DirectAddress,0
don't,don't,s,DirectAddress,1
think,think,s,PrivateThinking,0
it,it,s,,0
a,a,s,,0
sin,sin,c,StandardsNeg,0
",",",",s,,0
--,--,s,,0
they,they,s,Citations,0
say,say,s,Citations,1
some,some,s,Specifiers,0
of,of,n,Specifiers,1
you,you,s,DirectAddress,0
Gentlemen,gentlemen,s,Positivity,0
don't,don't,s,DenyDisclaim,0
think,think,s,DenyDisclaim,1
it,it,s,,0
a,a,s,,0
sin,sin,c,StandardsNeg,0
",",",",s,,0
--,--,s,,0
may,may,s,Contingency,0
be,be,s,Contingency,1
it,it,s,,0
is,is,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
sin,sin,s,StandardsNeg,0
to,to,s,,0
them,them,s,,0
that,that,s,,0
don't,don't,n,DenyDisclaim,0
think,think,s,DenyDisclaim,1
it,it,s,,0
so,so,c,,0
;,;,s,,0
--,--,s,,0
indeed,indeed,c,Intensity,0
",",",",s,,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
think,think,s,PrivateThinking,0
it,it,s,,0
a,a,s,,0
sin,sin,c,StandardsNeg,0
",",",",s,,0
--,--,s,,0
but,but,s,Resistance,0
still,still,s,Resistance,1
my,my,s,Intensity,0
honor,honor,c,Intensity,1
",",",",s,,0
if,if,n,Contingency,0
it,it,s,Contingency,1
were,were,s,Contingency,2
no,no,s,DenyDisclaim,0
sin,sin,c,StandardsNeg,0
",",",",s,,0
--,--,s,,0
but,but,s,Resistance,0
then,then,c,Resistance,1
",",",",s,Resistance,2
to,to,s,,0
Marry,marry,s,Positivity,0
my,my,s,Autobio,0
Daughter,daughter,c,Autobio,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
the,the,s,StandardsPos,0
Convenience,convenience,s,StandardsPos,1
of,of,n,StandardsPos,2
frequent,frequent,s,RecurringEvents,0
Opportunities,opportunities,c,StandardsPos,0
",",",",s,,0
--,--,s,,0
I,i,s,Resistance,0
Will,will,s,Resistance,1
never,never,s,Resistance,2
consent,consent,s,CommonAuthorities,0
to,to,s,CommonAuthorities,1
that,that,c,,0
",",",",s,,0
as,as,s,Confidence,0
sure,sure,s,Confidence,1
as,as,s,Confidence,2
can,can,s,Contingency,0
be,be,c,Contingency,1
",",",",s,,0
I,i,s,FirstPer,0
Will,will,n,PredictedFuture,0
break,break,s,Negativity,0
the,the,s,Negativity,1
Match,match,nnn,SenseObject,0
Death,death,s,Negativity,0
and,and,s,,0
amazement,amazement,c,Intensity,0
",",",",s,,0
--,--,s,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
upon,upon,s,,0
my,my,s,FirstPer,0
knees,knees,c,SenseObject,0
.,.,s,,0
--,--,nnn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
nay,nay,c,OralCues,0
",",",",s,,0
rise,rise,s,Motions,0
up,up,c,Motions,1
",",",",s,,0
come,come,s,ReportingEvents,0
you,you,s,Insist,0
shall,shall,s,Insist,1
see,see,s,,0
my,my,s,FirstPer,0
good,good,s,StandardsPos,0
Nature,nature,c,StandardsPos,1
.,.,s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
Love,love,s,Positivity,0
is,is,s,ReportingStates,0
powerful,powerful,c,Positivity,0
",",",",n,,0
and,and,s,,0
no,no,s,DenyDisclaim,0
body,body,s,SenseObject,0
can,can,s,StandardsPos,0
help,help,s,StandardsPos,1
his,his,s,PersonPronoun,0
passion,passion,c,SubjectivePercept,0
:,:,s,,0
It,it,s,DenyDisclaim,0
Is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
your,your,s,Responsibility,0
fault,fault,c,Responsibility,1
;,;,s,Specifiers,0
nor,nor,s,Specifiers,1
I,i,s,Self_Promise,0
swear,swear,s,Self_Promise,1
it,it,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,n,DenyDisclaim,2
mine,mine,c,FirstPer,0
",",",",s,,0
--,--,s,,0
how,how,s,Curiosity,0
can,can,s,Curiosity,1
I,i,s,FirstPer,0
help,help,s,Positivity,0
it,it,c,,0
",",",",s,,0
if,if,s,Contingency,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
Charms,charms,c,Positivity,0
?,?,s,Question,0
And,and,s,,0
how,how,s,Curiosity,0
can,can,s,Curiosity,1
you,you,s,DirectAddress,0
help,help,s,Positivity,0
it,it,c,,0
",",",",s,,0
if,if,s,DirectAddress,0
you,you,n,DirectAddress,1
are,are,s,DirectAddress,2
made,made,s,ReportingEvents,0
a,a,s,,0
Captive,captive,c,SubjectivePercept,0
;,;,s,,0
I,i,s,Self_Promise,0
swear,swear,s,Self_Promise,1
it,it,s,,0
is,is,s,ReportingStates,0
pity,pity,s,Sad,0
it,it,s,Feedback,0
should,should,s,Feedback,1
be,be,s,Feedback,2
a,a,s,Feedback,3
fault,fault,c,StandardsNeg,0
",",",",s,,0
--,--,s,,0
but,but,s,Resistance,0
my,my,s,Intensity,0
honor,honor,s,Intensity,1
--,--,n,,0
well,well,c,OralCues,0
",",",",s,OralCues,1
but,but,s,Resistance,0
your,your,s,DirectAddress,0
honor,honor,s,StandardsPos,0
too,too,s,,0
--,--,s,,0
but,but,s,Resistance,0
the,the,s,,0
sin,sin,c,StandardsNeg,0
!,!,s,,0
--,--,s,,0
well,well,s,SenseObject,0
but,but,s,Resistance,0
the,the,s,CommonAuthorities,0
necessity,necessity,s,CommonAuthorities,1
--,--,s,,0
O,o,s,LangRef,0
Lord,lord,c,CommonAuthorities,0
",",",",n,,0
here,here,s,Updates,0
is,is,s,Updates,1
some,some,s,Updates,2
body,body,s,SenseObject,0
coming,coming,c,GenericEvents,0
",",",",s,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
stay,stay,c,TimeDuration,0
.,.,s,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
you,you,s,Insist,0
must,must,s,Insist,1
consider,consider,s,Curiosity,0
of,of,s,DirectAddress,0
your,your,n,DirectAddress,1
Crime,crime,c,StandardsNeg,0
;,;,s,,0
and,and,s,,0
strive,strive,s,ProjectAhead,0
as,as,s,Comparison,0
much,much,s,Comparison,1
as,as,s,Comparison,2
can,can,s,Contingency,0
be,be,s,Contingency,1
against,against,s,Resistance,0
it,it,c,Resistance,1
",",",",s,,0
--,--,s,,0
strive,strive,s,ProjectAhead,0
besure,besure,s,UNRECOGNIZED,0
--,--,s,,0
but,but,s,Resistance,0
don't,don't,n,DenyDisclaim,0
be,be,s,ReportingStates,0
melancholy,melancholy,c,Sad,0
",",",",s,,0
don't,don't,s,DenyDisclaim,0
despair,despair,c,Sad,0
",",",",s,,0
--,--,s,,0
but,but,s,Resistance,0
never,never,s,DenyDisclaim,0
think,think,s,PrivateThinking,0
that,that,s,PrivateThinking,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
grant,grant,s,CommonAuthorities,0
you,you,s,DirectAddress,0
any,any,n,Specifiers,0
thing,thing,c,Specifiers,1
;,;,s,,0
O,o,s,LangRef,0
Lord,lord,c,CommonAuthorities,0
",",",",s,,0
no,no,c,DenyDisclaim,0
;,;,s,,0
--,--,s,,0
but,but,s,Resistance,0
besure,besure,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
lay,lay,s,ReportingEvents,0
aside,aside,s,SpaceRelation,0
all,all,s,,0
thoughts,thoughts,s,PrivateThinking,0
of,of,s,PrivateThinking,1
the,the,s,,0
Marriage,marriage,c,CommonAuthorities,0
",",",",n,ReasonForward,0
for,for,s,ReasonForward,1
though,though,s,Concessive,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
you,you,s,DirectAddress,0
don't,don't,s,DirectAddress,1
Love,love,s,Positivity,0
Cynthia,cynthia,c,UNRECOGNIZED,0
",",",",s,,0
only,only,s,SubjectivePercept,0
as,as,s,,0
a,a,s,Negativity,0
blind,blind,s,Negativity,1
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
Passion,passion,s,SubjectivePercept,0
to,to,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
;,;,n,Resistance,0
yet,yet,s,Resistance,1
it,it,s,PredictedFuture,0
will,will,s,PredictedFuture,1
make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
jealous,jealous,c,Negative_Relation,0
",",",",s,,0
--,--,s,,0
O,o,s,LangRef,0
Lord,lord,c,CommonAuthorities,0
",",",",s,,0
what,what,s,Question,0
did,did,s,Question,1
I,i,s,FirstPer,0
say,say,c,Citations,0
?,?,s,Question,0
Jealous,jealous,c,Negative_Relation,0
!,!,s,,0
no,no,c,OralCues,0
",",",",s,OralCues,1
no,no,c,OralCues,0
",",",",s,OralCues,1
I,i,n,Insist,0
cannot,cannot,s,Insist,1
be,be,s,ReportingStates,0
jealous,jealous,c,Negative_Relation,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
I,i,s,ReasonForward,2
must,must,s,Insist,0
not,not,s,Insist,1
Love,love,s,OralCues,0
you,you,c,OralCues,1
",",",",s,,0
--,--,s,,0
therefore,therefore,s,ReasonForward,0
don't,don't,s,DenyDisclaim,0
hope,hope,c,Positivity,0
",",",",s,,0
--,--,s,,0
but,but,n,Resistance,0
don't,don't,s,DenyDisclaim,0
despair,despair,s,Sad,0
neither,neither,c,DenyDisclaim,0
",",",",s,,0
--,--,s,,0
O,o,c,LangRef,0
",",",",s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
coming,coming,c,GenericEvents,0
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
fly,fly,nnn,Motions,0
So,so,s,,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
--,--,s,,0
spite,spite,s,Negativity,0
of,of,s,Negativity,1
my,my,s,FirstPer,0
care,care,s,StandardsPos,0
and,and,s,,0
foresight,foresight,c,StandardsPos,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
caught,caught,c,ReportingStates,0
",",",",s,ReportingStates,1
caught,caught,s,ReportingEvents,0
in,in,s,ReportingEvents,1
my,my,n,FirstPer,0
security,security,c,StandardsPos,0
",",",",s,,0
--,--,s,,0
yet,yet,s,Resistance,0
this,this,s,ProjectBack,0
was,was,s,ProjectBack,1
but,but,s,Resistance,0
a,a,s,,0
shallow,shallow,s,SenseProperty,0
artifice,artifice,c,SubjectivePercept,0
",",",",s,,0
unworthy,unworthy,s,StandardsNeg,0
of,of,s,StandardsNeg,1
my,my,s,FirstPer,0
Matchiavilian,matchiavilian,n,UNRECOGNIZED,0
Aunt,aunt,c,PersonProperty,0
:,:,s,,0
There,there,s,Insist,0
must,must,s,Insist,1
be,be,s,Insist,2
more,more,s,Comparison,0
behind,behind,c,,0
",",",",s,,0
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
but,but,s,Resistance,0
the,the,s,,0
first,first,s,Sequence,0
flash,flash,c,SenseProperty,0
",",",",s,,0
the,the,s,,0
priming,priming,s,ProjectAhead,0
of,of,n,,0
her,her,s,PersonPronoun,0
Engine,engine,c,SenseObject,0
;,;,s,,0
destruction,destruction,s,Negativity,0
follows,follows,s,,0
hard,hard,c,,0
",",",",s,,0
if,if,s,Contingency,0
not,not,s,Contingency,1
most,most,s,Comparison,0
presently,presently,s,TimeShift,0
prevented,prevented,nn,Resistance,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),c,,0
",",",",s,,0
welcome,welcome,c,Positivity,0
",",",",s,,0
thy,thy,s,DirectAddress,0
presence,presence,s,AbstractConcepts,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
view,view,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
Land,land,c,AbstractConcepts,0
",",",",s,,0
ap^,ap^,s,UNRECOGNIZED,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Shipwrack'd,shipwrack'd,s,UNRECOGNIZED,0
hopes,hopes,c,Positivity,0
:,:,n,,0
The,the,s,,0
Witch,witch,s,PersonProperty,0
has,has,s,,0
raised,raised,s,ReportingEvents,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
Storm,storm,c,SenseObject,0
",",",",s,,0
and,and,s,,0
her,her,s,PersonPronoun,0
Ministers,ministers,s,CommonAuthorities,0
have,have,s,ReportingEvents,0
done,done,s,ReportingEvents,1
their,their,s,PersonPronoun,0
Work,work,c,GenericEvents,0
;,;,s,,0
you,you,n,DirectAddress,0
^,^,c,UNRECOGNIZED,0
ee,ee,s,UNRECOGNIZED,0
the,the,s,SenseObject,0
Vessels,vessels,s,SenseObject,1
are,are,s,ReportingStates,0
parted,parted,nnn,ReportingEvents,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
it,it,c,,0
;,;,s,,0
I,i,s,FirstPer,0
met,met,s,ReportingEvents,0
Sir,sir,s,PersonProperty,0
Paul,paul,s,,0
towing,towing,s,Motions,0
away,away,s,,0
Cynthia,cynthia,c,UNRECOGNIZED,0
:,:,s,,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
trouble,trouble,s,Negativity,0
not,not,s,DenyDisclaim,0
your,your,s,DirectAddress,0
head,head,c,SenseObject,0
",",",",n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
join,join,s,ReportingEvents,0
you,you,s,DirectAddress,0
together,together,s,Inclusive,0
e're,e're,s,SubjectivePercept,0
to,to,s,,0
Morrow,morrow,s,ProjectAhead,0
Morning,morning,c,,0
",",",",s,,0
or,or,s,,0
drown,drown,s,Negativity,0
between,between,s,,0
you,you,s,DirectAddress,0
in,in,s,,0
the,the,n,,0
attempt,attempt,nnn,ProjectAhead,0
There,there,s,ReportingStates,0
Is,is,s,ReportingStates,1
comfort,comfort,s,Positivity,0
in,in,s,SpaceRelation,0
a,a,s,SpaceRelation,1
hand,hand,s,SpaceRelation,2
stretched,stretched,s,SpaceRelation,0
out,out,c,SpaceRelation,1
",",",",s,,0
to,to,s,,0
one,one,s,Specifiers,0
that,that,s,Specifiers,1
is,is,s,ReportingStates,0
sinking,sinking,c,Motions,0
;,;,s,,0
though,though,s,Concessive,0
never,never,s,Intensity,0
so,so,n,Intensity,1
far,far,s,SpaceRelation,0
off,off,nnn,SpaceRelation,1
No,no,s,DenyDisclaim,0
sinking,sinking,c,Motions,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
no,no,s,DenyDisclaim,0
danger,danger,c,Fear,0
",",",",s,,0
--,--,s,,0
come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
cheer,cheer,s,Positivity,0
up,up,c,Positivity,1
;,;,s,,0
why,why,s,Question,0
you,you,s,DirectAddress,0
don't,don't,s,DirectAddress,1
know,know,c,Confidence,0
",",",",s,,0
that,that,s,,0
while,while,s,TimeDuration,0
I,i,n,Insist,0
plead,plead,s,Insist,1
for,for,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
your,your,s,DirectAddress,0
Aunt,aunt,s,PersonProperty,0
has,has,s,,0
given,given,s,ReportingStates,0
me,me,s,FirstPer,0
a,a,s,,0
retaining,retaining,s,AbstractConcepts,0
Fee,fee,c,AbstractConcepts,1
;,;,s,,0
--,--,s,,0
nay,nay,c,OralCues,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
your,your,n,DirectAddress,0
greatest,greatest,s,Comparison,0
Enemy,enemy,c,Negativity,0
",",",",s,,0
and,and,s,,0
she,she,s,PersonPronoun,0
does,does,s,ReportingEvents,0
but,but,s,Resistance,0
Journey-Work,journey-work,s,AbstractConcepts,0
under,under,s,,0
me,me,nnn,FirstPer,0
Ha,ha,c,OralCues,0
!,!,s,,0
how,how,s,Question,0
is,is,s,Question,1
this,this,c,,0
?,?,nnn,Question,0
What,what,s,OpenQuery,0
do,do,s,OpenQuery,1
you,you,s,OpenQuery,2
think,think,s,OpenQuery,3
of,of,s,,0
my,my,s,FirstPer,0
being,being,s,ReportingStates,0
employed,employed,s,ReportingEvents,0
in,in,s,ReportingEvents,1
the,the,s,ReportingEvents,2
execution,execution,s,Negative_Relation,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
her,her,s,PersonPronoun,0
Plots,plots,c,LangRef,0
?,?,s,Question,0
Ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",n,,0
ha,ha,c,OralCues,0
",",",",s,,0
by,by,s,,0
Heaven,heaven,s,Positivity,0
it,it,s,ConfirmedThght,0
is,is,s,ConfirmedThght,1
true,true,c,ConfirmedThght,2
;,;,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
undertaken,undertaken,s,ProjectAhead,0
to,to,s,,0
break,break,s,Negativity,0
the,the,s,Negativity,1
Match,match,c,SenseObject,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,n,SelfDisclosure,1
undertaken,undertaken,s,ProjectAhead,0
to,to,s,,0
make,make,s,DirectAddress,0
your,your,s,DirectAddress,1
Uncle,uncle,s,PersonProperty,0
Disinherit,disinherit,s,Negative_Relation,0
you,you,c,DirectAddress,0
",",",",s,,0
to,to,s,ProjectAhead,0
get,get,s,ProjectAhead,1
you,you,s,DirectAddress,0
turned,turned,s,Transformation,0
out,out,s,Transformation,1
of,of,s,Transformation,2
Doors,doors,c,Transformation,3
;,;,n,,0
and,and,s,,0
to,to,s,,0
--,--,s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
for,for,s,,0
Laughing,laughing,c,Positivity,0
",",",",s,,0
--,--,s,,0
oh,oh,s,OralCues,0
she,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
opened,opened,s,StandardsPos,0
her,her,n,StandardsPos,1
heart,heart,s,StandardsPos,2
to,to,s,StandardsPos,3
me,me,c,FirstPer,0
",",",",s,,0
--,--,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
to,to,s,,0
turn,turn,s,MoveBody,0
you,you,s,MoveBody,1
a,a,s,,0
Grazing,grazing,c,Motions,0
",",",",s,,0
and,and,s,,0
to,to,s,,0
--,--,s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
Marry,marry,s,Positivity,0
Cynthia,cynthia,n,UNRECOGNIZED,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
;,;,s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
Plot,plot,s,LangRef,0
for,for,s,DirectAddress,0
you,you,nnn,DirectAddress,1
Ha,ha,c,OralCues,0
!,!,s,,0
O,o,s,LangRef,0
I,i,s,FirstPer,0
see,see,c,,0
",",",",s,,0
I,i,s,FirstPer,0
see,see,s,,0
my,my,s,FirstPer,0
Rising,rising,s,Motions,0
Sun,sun,c,SenseObject,0
!,!,s,,0
Light,light,s,SenseProperty,0
breaks,breaks,s,Transformation,0
through,through,s,Transformation,1
Clouds,clouds,s,SenseObject,0
upon,upon,s,Immediacy,0
me,me,c,Immediacy,1
",",",",s,,0
and,and,s,,0
I,i,n,Metadiscourse,0
shall,shall,s,Metadiscourse,1
live,live,s,SpaceRelation,0
in,in,s,SpaceRelation,1
Day,day,s,TimeDuration,0
--,--,s,,0
O,o,s,LangRef,0
my,my,s,FirstPer,0
Maskwell,maskwell,c,UNRECOGNIZED,0
!,!,s,,0
how,how,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
thank,thank,s,Acknowledge,0
or,or,s,,0
praise,praise,s,StandardsPos,0
thee,thee,c,DirectAddress,0
;,;,s,,0
Thou,thou,s,DirectAddress,0
have,have,n,,0
outwitted,outwitted,s,Resistance,0
Woman,woman,c,PersonProperty,0
.,.,s,,0
--,--,s,,0
But,but,s,Resistance,0
tell,tell,s,Citations,0
me,me,c,Citations,1
",",",",s,,0
how,how,s,,0
could,could,s,Contingency,0
thou,thou,s,DirectAddress,0
thus,thus,s,ReasonForward,0
get,get,s,Transformation,0
into,into,s,Transformation,1
her,her,n,PersonPronoun,0
Confidence,confidence,c,StandardsPos,0
?,?,s,Question,0
--,--,s,,0
Ha,ha,c,OralCues,0
!,!,s,,0
How,how,c,Question,0
?,?,s,Question,1
But,but,s,Resistance,0
was,was,s,ProjectBack,0
it,it,s,,0
her,her,s,PersonPronoun,0
Contrivance,contrivance,s,SenseObject,0
to,to,s,,0
persuade,persuade,s,ReportingEvents,0
my,my,s,FirstPer,0
Lady,lady,s,PersonProperty,0
Plyant,plyant,n,UNRECOGNIZED,0
to,to,s,,0
this,this,s,,0
extravagant,extravagant,s,Negativity,0
belief,belief,nnn,PrivateThinking,0
It,it,s,ProjectBack,0
was,was,c,ProjectBack,1
",",",",s,,0
and,and,s,,0
to,to,s,,0
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
the,the,s,StandardsPos,0
truth,truth,c,StandardsPos,1
",",",",s,,0
I,i,s,FirstPer,0
encouraged,encouraged,s,Positivity,0
it,it,s,,0
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
diversion,diversion,c,SubjectivePercept,0
:,:,s,,0
Tho,tho,s,LangRef,0
it,it,n,SenseProperty,0
made,made,s,SenseProperty,1
you,you,s,DirectAddress,0
a,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
uneasy,uneasy,s,Negative_Relation,0
for,for,s,Positivity,0
the,the,s,Positivity,1
present,present,c,Positivity,2
",",",",s,Resistance,0
yet,yet,s,Resistance,1
the,the,s,SenseProperty,0
reflection,reflection,s,SenseProperty,1
of,of,s,SenseProperty,2
it,it,s,Insist,0
must,must,s,Insist,1
needs,needs,n,Insist,2
be,be,s,Insist,3
entertaining,entertaining,c,Positivity,0
.,.,s,,0
--,--,s,,0
I,i,s,FirstPer,0
warrant,warrant,s,CommonAuthorities,0
she,she,s,PersonPronoun,0
was,was,s,ProjectBack,0
very,very,s,Intensity,0
Violent,violent,s,StandardsNeg,0
at,at,s,Sequence,0
first,first,nnn,Sequence,1
Ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
I,i,c,FirstPer,0
",",",",s,,0
a,a,s,Intensity,0
very,very,s,Intensity,1
Fury,fury,c,Anger,0
;,;,s,Resistance,0
but,but,s,Resistance,1
I,i,s,Autobio,0
was,was,s,Autobio,1
most,most,s,Comparison,0
afraid,afraid,s,Fear,0
of,of,s,Fear,1
her,her,s,PersonPronoun,0
violence,violence,s,StandardsNeg,0
at,at,s,SubjectiveTime,0
last,last,c,SubjectiveTime,1
",",",",s,,0
--,--,n,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
had,had,s,DirectAddress,1
not,not,s,DenyDisclaim,0
come,come,s,DenyDisclaim,1
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
did,did,c,ReportingStates,0
;,;,s,ReportingStates,1
I,i,s,FirstPer,0
don't,don't,s,Uncertainty,0
know,know,s,Uncertainty,1
what,what,s,Uncertainty,2
she,she,s,PersonPronoun,0
might,might,s,Contingency,0
have,have,s,Contingency,1
attempted,attempted,nnn,ProjectAhead,0
Ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
her,her,s,PersonPronoun,0
temper,temper,c,AbstractConcepts,0
",",",",s,,0
--,--,s,,0
well,well,c,OralCues,0
",",",",s,OralCues,1
you,you,s,Insist,0
must,must,s,Insist,1
know,know,s,Insist,2
then,then,c,TimeShift,0
",",",",s,TimeShift,1
that,that,s,Generalization,0
all,all,s,Generalization,1
my,my,n,FirstPer,0
Contrivances,contrivances,s,SenseObject,0
were,were,s,ProjectBack,0
but,but,s,Resistance,0
Bubbles,bubbles,c,SenseObject,0
;,;,s,,0
till,till,s,AbstractConcepts,0
at,at,s,SubjectiveTime,0
last,last,s,SubjectiveTime,1
I,i,s,FirstPer,0
pretended,pretended,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
have,have,s,SubjectivePercept,2
been,been,s,ProjectBack,0
long,long,n,SenseProperty,0
Secretly,secretly,s,Disclosure,0
in,in,s,Positivity,0
Love,love,s,Positivity,1
with,with,s,Positivity,2
Cynthia,cynthia,c,UNRECOGNIZED,0
;,;,s,,0
that,that,s,,0
did,did,s,GenericEvents,0
my,my,s,GenericEvents,1
business,business,c,GenericEvents,2
;,;,s,,0
that,that,s,,0
convinced,convinced,s,Confidence,0
your,your,s,DirectAddress,0
Aunt,aunt,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
might,might,s,Contingency,0
be,be,s,Contingency,1
trusted,trusted,c,StandardsPos,0
;,;,s,StandardsPos,1
since,since,s,,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
as,as,s,Comparison,0
much,much,s,Comparison,1
my,my,s,SelfDisclosure,0
interest,interest,s,SelfDisclosure,1
as,as,s,,0
hers,hers,s,PersonPronoun,0
to,to,s,,0
break,break,s,Negativity,0
the,the,n,Negativity,1
Match,match,c,SenseObject,0
:,:,s,,0
Then,then,s,Sequence,0
she,she,s,Sequence,1
