TRuth,truth,s,StandardsPos,0
faith,faith,c,StandardsPos,0
;,;,s,,0
and,and,s,,0
thou,thou,s,DirectAddress,0
should,should,s,Insist,0
hope,hope,s,Positivity,0
otherwsse,otherwsse,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,Insist,0
should,should,s,Insist,1
repent,repent,s,Negative_Relation,0
me,me,c,FirstPer,0
:,:,s,,0
this,this,s,,0
Horn,horn,n,SenseObject,0
got,got,s,ReportingEvents,0
me,me,s,FirstPer,0
entrance,entrance,c,SpaceRelation,0
",",",",s,,0
kiss,kiss,s,Positivity,0
it,it,c,,0
.,.,s,,0
I,i,s,Autobio,0
had,had,s,Autobio,1
no,no,s,Exceptions,0
other,other,s,Exceptions,1
way,way,s,AbstractConcepts,0
to,to,s,ProjectAhead,0
get,get,s,ProjectAhead,1
in,in,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
by,by,s,,0
fayning,fayning,s,UNRECOGNIZED,0
to,to,s,GenericEvents,0
be,be,n,GenericEvents,1
a,a,s,SenseObject,0
Post,post,c,SenseObject,1
;,;,s,Resistance,0
but,but,s,Resistance,1
when,when,s,Resistance,2
I,i,s,FirstPer,0
got,got,s,ReportingEvents,0
in,in,s,ReportingEvents,1
once,once,c,TimeShift,0
",",",",s,,0
I,i,s,FirstPer,0
proved,proved,s,Confidence,0
none,none,c,DenyDisclaim,0
",",",",s,Resistance,0
but,but,s,Resistance,1
rather,rather,s,Resistance,0
the,the,s,Resistance,0
contrary,contrary,c,Resistance,1
",",",",s,,0
turned,turned,n,Transformation,0
him,him,s,Transformation,1
into,into,s,Transformation,2
a,a,s,SenseObject,0
Post,post,c,SenseObject,1
",",",",s,,0
or,or,s,,0
a,a,s,SenseObject,0
Stone,stone,c,SenseObject,1
",",",",s,,0
or,or,s,,0
what,what,s,Question,0
is,is,s,Question,1
stiffer,stiffer,c,Comparison,0
",",",",s,,0
with,with,s,,0
thundering,thundering,s,SenseProperty,0
into,into,s,,0
him,him,s,PersonPronoun,0
the,the,n,,0
incommodities,incommodities,s,StandardsNeg,0
of,of,s,,0
a,a,s,PersonProperty,0
Wife,wife,c,PersonProperty,1
",",",",s,,0
and,and,s,,0
the,the,s,,0
miseries,miseries,s,StandardsNeg,0
of,of,s,,0
Marriage,marriage,c,CommonAuthorities,0
.,.,s,,0
If,if,s,Contingency,0
ever,ever,s,Contingency,1
Gorgon,gorgon,s,SenseObject,0
were,were,n,ProjectBack,0
seen,seen,s,ReportingStates,0
in,in,s,ReportingStates,1
the,the,s,ReportingStates,2
shape,shape,s,SenseProperty,0
of,of,s,SenseProperty,1
a,a,s,SenseProperty,2
woman,woman,c,PersonProperty,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
seen,seen,s,SpaceRelation,0
her,her,s,PersonPronoun,0
in,in,s,,0
my,my,s,FirstPer,0
description,description,c,AbstractConcepts,0
.,.,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
put,put,n,Negativity,0
him,him,s,Negativity,1
off,off,s,Negativity,2
of,of,s,Specifiers,0
that,that,s,Specifiers,1
sent,sent,c,ReportingStates,0
",",",",s,ReportingStates,1
for,for,s,Intensity,0
ever,ever,c,Intensity,1
.,.,s,Question,0
Why,why,s,Question,1
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
not,not,s,DenyDisclaim,0
applaud,applaud,c,Positivity,0
",",",",s,,0
and,and,s,,0
adore,adore,s,Positivity,0
me,me,c,FirstPer,0
",",",",s,,0
Sirs,sirs,c,PersonProperty,0
?,?,n,Question,0
why,why,s,Question,0
stand,stand,s,AbstractConcepts,0
you,you,s,DirectAddress,0
mute,mute,c,SenseProperty,0
?,?,s,Question,0
Are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
stupid,stupid,c,Anger,0
?,?,s,Question,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
not,not,s,DenyDisclaim,0
worthy,worthy,s,StandardsPos,0
of,of,s,StandardsPos,1
the,the,s,StandardsPos,2
benefit,benefit,nnn,StandardsPos,0
Did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
I,i,s,FirstPer,0
tell,tell,s,DirectAddress,0
you,you,c,DirectAddress,1
?,?,s,Question,0
mischief,mischief,c,StandardsNeg,0
!,!,s,,0
--,--,nnn,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
you,you,s,DirectAddress,0
had,had,s,DirectAddress,1
placed,placed,s,ReportingEvents,0
this,this,s,,0
benefit,benefit,s,StandardsPos,0
somewhere,somewhere,s,SpaceRelation,0
else,else,c,SpaceRelation,1
.,.,nnn,Question,0
Why,why,s,Question,1
so,so,c,,0
?,?,nnn,Question,0
Slight,slight,s,Negativity,0
you,you,s,Negativity,1
have,have,s,ReportingEvents,0
done,done,s,ReportingEvents,1
the,the,s,Intensity,0
most,most,s,Intensity,1
inconsiderate,inconsiderate,c,StandardsNeg,0
",",",",s,,0
rash,rash,c,Negativity,0
",",",",s,,0
weak,weak,s,Negativity,0
thing,thing,c,Uncertainty,0
",",",",s,,0
that,that,s,,0
ever,ever,s,Biographical_Time,0
man,man,n,PersonProperty,0
did,did,s,Negativity,0
to,to,s,Negativity,1
his,his,s,Negativity,2
friend,friend,nnn,StandardsPos,0
Friend,friend,c,StandardsPos,0
!,!,s,,0
if,if,s,Contingency,0
the,the,s,Contingency,1
most,most,s,Comparison,0
malicious,malicious,s,StandardsNeg,0
enemy,enemy,s,Negativity,0
I,i,s,SelfDisclosure,0
have,have,c,SelfDisclosure,1
",",",",s,,0
had,had,s,ProjectBack,0
studied,studied,s,ProjectAhead,0
to,to,s,ProjectAhead,1
inflict,inflict,s,Negativity,0
an,an,s,,0
injury,injury,n,StandardsNeg,0
upon,upon,s,Immediacy,0
me,me,c,Immediacy,1
",",",",s,,0
it,it,s,Contingency,0
could,could,s,Contingency,1
not,not,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
a,a,s,DenyDisclaim,2
greater,greater,nnn,Comparison,0
Wherein,wherein,c,CommonAuthorities,0
?,?,s,Question,0
for,for,s,,0
gods,gods,s,CommonAuthorities,0
sake,sake,c,SenseObject,0
!,!,s,,0
Gent,gent,c,PersonProperty,0
",",",",s,,0
come,come,s,DirectAddress,0
to,to,s,DirectAddress,1
your,your,s,DirectAddress,2
selves,selves,s,SubjectivePercept,0
again,again,c,RecurringEvents,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
I,i,s,FirstPer,0
presaged,presaged,s,ProjectAhead,0
thus,thus,s,ReasonForward,0
much,much,s,Intensity,0
before,before,c,Sequence,0
",",",",s,,0
to,to,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nnn,Future_Question,0
Would,would,s,Future_Question,1
my,my,s,FirstPer,0
lips,lips,s,SenseObject,0
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
soldred,soldred,c,UNRECOGNIZED,0
",",",",s,Autobio,0
when,when,s,Autobio,1
I,i,s,Autobio,2
spoke,spoke,s,Citations,0
on,on,s,Citations,1
it,it,c,,0
.,.,s,,0
Slight,slight,c,SenseProperty,0
",",",",s,,0
what,what,s,,0
moved,moved,s,ReportingEvents,0
you,you,s,DirectAddress,0
to,to,n,GenericEvents,0
be,be,s,GenericEvents,1
thus,thus,s,ReasonForward,0
impertinent,impertinent,nnn,StandardsNeg,0
My,my,s,FirstPer,0
Masters,masters,c,StandardsPos,0
",",",",s,,0
do,do,s,Procedures,0
not,not,s,Procedures,1
put,put,s,Procedures,2
on,on,s,,0
this,this,s,,0
strange,strange,s,SubjectivePercept,0
face,face,s,SenseObject,0
to,to,s,,0
pay,pay,s,ReportingEvents,0
my,my,s,FirstPer,0
courtesic,courtesic,c,UNRECOGNIZED,0
:,:,s,,0
off,off,s,Negativity,0
with,with,n,Negativity,1
this,this,s,,0
Visor,visor,c,SenseObject,0
.,.,s,Question,0
Have,have,s,Question,1
good,good,s,StandardsPos,0
turns,turns,s,StandardsPos,1
done,done,s,ReportingStates,0
you,you,s,DirectAddress,0
and,and,s,,0
thank,thank,s,Acknowledge,0
',',c,,0
hem,hem,s,SenseObject,0
this,this,s,Immediacy,0
way,way,nnn,Immediacy,1
Fore,fore,s,Sequence,0
Heaven,heaven,c,Positivity,0
",",",",s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
undone,undone,s,Negativity,0
me,me,c,FirstPer,0
.,.,s,,0
That,that,c,,0
",",",",s,Aside,0
which,which,s,Aside,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
plotted,plotted,s,ReportingEvents,0
for,for,c,,0
",",",",s,,0
and,and,s,,0
been,been,n,ProjectBack,0
maturing,maturing,s,Transformation,0
now,now,s,Immediacy,0
these,these,s,Immediacy,0
four,four,s,TimeDuration,0
Months,months,c,TimeDuration,1
",",",",s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
blasted,blasted,s,Motions,0
in,in,s,TimeDuration,0
a,a,s,TimeDuration,1
minute,minute,c,TimeDuration,2
:,:,s,,0
now,now,s,Immediacy,0
I,i,s,Sad,0
am,am,s,Sad,1
lost,lost,c,Sad,2
",",",",n,,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
speak,speak,c,ReportingEvents,0
.,.,s,,0
This,this,s,,0
Gentlewoman,gentlewoman,s,PersonProperty,0
was,was,s,ProjectBack,0
lodged,lodged,s,ReportingEvents,0
here,here,s,SpaceRelation,0
by,by,s,Cause,0
me,me,s,Cause,1
of,of,s,,0
purpose,purpose,c,ProjectAhead,0
",",",",s,,0
and,and,c,,0
",",",",s,,0
to,to,s,GenericEvents,0
be,be,n,GenericEvents,1
put,put,s,Negativity,0
upon,upon,s,Negativity,1
my,my,s,FirstPer,0
Uncle,uncle,c,PersonProperty,0
",",",",s,,0
has,has,s,Citations,0
professed,professed,s,Citations,1
this,this,s,,0
obstinate,obstinate,s,Negativity,0
silence,silence,s,SenseProperty,0
for,for,s,,0
my,my,s,FirstPer,0
sake,sake,c,SenseObject,0
",",",",s,,0
being,being,s,ReportingStates,0
my,my,n,FirstPer,0
entyre,entyre,s,UNRECOGNIZED,0
friend,friend,c,StandardsPos,0
;,;,s,,0
and,and,s,,0
one,one,c,Numbers,0
",",",",s,,0
that,that,s,,0
for,for,s,,0
the,the,s,,0
requital,requital,s,RecurringEvents,0
of,of,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,Positivity,0
fortune,fortune,c,Positivity,1
",",",",s,,0
as,as,s,Specifiers,0
to,to,s,Specifiers,1
marry,marry,n,Positivity,0
him,him,c,PersonPronoun,0
",",",",s,,0
would,would,s,Contingency,0
have,have,s,Contingency,1
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
very,very,s,Intensity,0
ample,ample,s,StandardsPos,0
conditions,conditions,c,AbstractConcepts,0
:,:,s,Question,0
where,where,s,Question,1
now,now,c,Updates,0
",",",",s,Updates,1
all,all,s,Generalization,0
my,my,s,Generalization,1
hopes,hopes,s,Positivity,0
are,are,n,Intensity,0
utterly,utterly,s,Intensity,1
miscarryed,miscarryed,s,UNRECOGNIZED,0
by,by,s,,0
this,this,s,,0
unlucky,unlucky,s,Negativity,0
accident,accident,nnn,Contingency,0
Thus,thus,s,ReasonForward,0
it,it,s,,0
is,is,c,ReportingStates,0
",",",",s,,0
when,when,s,,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
ignorantly,ignorantly,s,StandardsNeg,0
officious,officious,c,Anger,0
;,;,s,,0
do,do,s,Intensity,0
services,services,c,StandardsPos,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
know,know,n,Confidence,0
his,his,s,PersonPronoun,0
why,why,c,Question,0
:,:,s,,0
I,i,s,FirstPer,0
wonder,wonder,s,Curiosity,0
what,what,s,Curiosity,1
courteous,courteous,s,Positivity,0
itch,itch,s,SubjectivePercept,0
possessed,possessed,s,ReportingEvents,0
you,you,c,DirectAddress,0
!,!,s,,0
you,you,s,DirectAddress,0
never,never,s,DirectAddress,1
did,did,s,ReportingEvents,0
absurder,absurder,s,UNRECOGNIZED,0
part,part,n,,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
life,life,c,AbstractConcepts,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
greater,greater,s,Comparison,0
trespass,trespass,s,StandardsNeg,0
to,to,s,,0
friendship,friendship,c,Positivity,0
",",",",s,,0
to,to,s,,0
humanity,humanity,nnn,CommonAuthorities,0
Faith,faith,c,StandardsPos,0
",",",",s,,0
you,you,s,DirectAddress,0
may,may,s,DirectAddress,1
forgive,forgive,s,Reassure,0
it,it,c,,0
",",",",s,,0
best,best,c,Comparison,0
:,:,s,,0
',',c,,0
twas,twas,s,ProjectBack,0
your,your,s,DirectAddress,0
cause,cause,s,Cause,0
principally,principally,c,Specifiers,0
.,.,nnn,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
it,it,c,,0
",",",",s,Future_Question,0
would,would,s,Future_Question,1
it,it,s,Future_Question,2
had,had,s,ProjectBack,0
not,not,c,ProjectBack,1
.,.,nnn,Question,0
How,how,s,Question,1
now,now,c,Updates,0
",",",",s,Updates,1
Cutberd,cutberd,c,UNRECOGNIZED,0
?,?,s,Question,0
what,what,s,,0
news,news,c,Updates,0
?,?,nnn,Question,0
The,the,s,Positivity,0
best,best,c,Positivity,1
",",",",s,,0
the,the,s,,0
happiest,happiest,s,Positivity,0
that,that,s,,0
ever,ever,s,Biographical_Time,0
was,was,c,Biographical_Time,1
",",",",s,,0
Sir,sir,c,PersonProperty,0
.,.,s,,0
There,there,s,ProjectBack,0
has,has,s,ProjectBack,1
been,been,s,ProjectBack,2
a,a,s,ProjectBack,3
mad,mad,s,Negativity,0
Gentleman,gentleman,n,Positivity,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
Uncle,uncle,c,PersonProperty,0
",",",",s,,0
this,this,s,Immediacy,0
morning,morning,c,Immediacy,1
",",",",s,,0
(,(,c,,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
this,this,s,SelfDisclosure,2
be,be,s,ReportingStates,0
the,the,s,ReportingStates,1
Gentleman,gentleman,c,Positivity,0
),),s,,0
that,that,s,,0
has,has,s,,0
almost,almost,n,SubjectivePercept,0
talked,talked,s,SubjectivePercept,0
him,him,s,SubjectivePercept,1
out,out,s,SubjectivePercept,2
of,of,s,SubjectivePercept,3
his,his,s,PersonPronoun,0
wits,wits,c,StandardsPos,0
",",",",s,,0
with,with,s,,0
threatening,threatening,s,Fear,0
him,him,s,PersonPronoun,0
from,from,s,,0
Marriage,marriage,s,CommonAuthorities,0
--,--,nnn,,0
On,on,c,,0
",",",",s,,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
thee,thee,c,DirectAddress,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
your,your,s,DirectAddress,0
Uncle,uncle,c,PersonProperty,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
he,he,s,PrivateThinking,0
thinks,thinks,s,PrivateThinking,1
',',c,,0
twas,twas,s,ProjectBack,0
done,done,s,ReportingStates,0
by,by,s,ReportingStates,1
your,your,s,DirectAddress,0
procurement,procurement,c,Transformation,0
;,;,s,,0
therefore,therefore,s,ReasonForward,0
he,he,n,PersonPronoun,0
will,will,s,PredictedFuture,0
see,see,s,,0
the,the,s,,0
party,party,c,GenericEvents,0
",",",",s,,0
you,you,s,DirectAddress,0
wot,wot,s,Confidence,0
of,of,c,Confidence,1
",",",",s,,0
presently,presently,c,TimeShift,0
:,:,s,,0
and,and,s,,0
if,if,s,Contingency,0
he,he,s,Contingency,1
like,like,s,SubjectivePercept,0
her,her,c,PersonPronoun,0
",",",",s,,0
he,he,s,Citations,0
says,says,c,Citations,1
",",",",s,,0
and,and,n,,0
that,that,s,,0
she,she,s,PersonPronoun,0
be,be,s,ReportingStates,0
so,so,s,,0
inclining,inclining,s,ProjectAhead,0
to,to,s,ProjectAhead,1
dombe,dombe,c,UNRECOGNIZED,0
",",",",s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
have,have,s,Citations,0
told,told,s,Citations,1
him,him,c,PersonPronoun,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
swears,swears,c,Neutral_Attribution,1
",",",",s,,0
he,he,s,PersonPronoun,0
will,will,n,PredictedFuture,0
marry,marry,s,Positivity,0
her,her,c,PersonPronoun,0
",",",",s,,0
to,to,s,,0
day,day,c,TimeDuration,0
",",",",s,,0
instantly,instantly,c,Immediacy,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
defer,defer,s,ReportingEvents,0
it,it,s,,0
a,a,s,TimeDuration,0
minute,minute,s,TimeDuration,1
longer,longer,nnn,Comparison,0
Excellent,excellent,c,StandardsPos,0
!,!,s,,0
beyond,beyond,s,,0
our,our,s,Inclusive,0
expectation,expectation,c,ProjectAhead,0
!,!,nnn,,0
Beyond,beyond,s,,0
your,your,s,DirectAddress,0
expectation,expectation,c,ProjectAhead,0
?,?,s,Question,0
by,by,s,,0
this,this,s,,0
light,light,c,SenseProperty,0
",",",",s,Metadiscourse,0
I,i,s,Metadiscourse,1
knew,knew,c,Metadiscourse,2
",",",",s,Metadiscourse,3
it,it,s,Contingency,0
would,would,s,Contingency,1
be,be,s,Contingency,2
thus,thus,c,ReasonForward,0
.,.,nnn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
sweet,sweet,s,SenseProperty,0
Tru-wit,tru-wit,c,UNRECOGNIZED,0
",",",",s,,0
forgive,forgive,s,Apology,0
me,me,c,Apology,1
.,.,nnn,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
I,i,s,Autobio,0
was,was,s,Autobio,1
ignorantly,ignorantly,s,StandardsNeg,0
officious,officious,c,Anger,0
",",",",s,,0
impertinent,impertinent,c,StandardsNeg,0
:,:,s,,0
this,this,s,ProjectBack,0
was,was,s,ProjectBack,1
the,the,s,SubjectivePercept,0
absurd,absurd,c,SubjectivePercept,1
",",",",s,,0
weak,weak,s,Negativity,0
part,part,c,AbstractConcepts,0
.,.,nnn,AbstractConcepts,1
Will,will,s,PredictedFuture,0
thou,thou,s,DirectAddress,0
ascribe,ascribe,s,ReportingEvents,0
that,that,s,ProjectAhead,0
to,to,s,ProjectAhead,1
merit,merit,c,StandardsPos,0
",",",",s,,0
now,now,c,Updates,0
",",",",s,Updates,1
was,was,s,ProjectBack,0
mere,mere,s,SubjectivePercept,0
fortune,fortune,c,ProjectAhead,0
?,?,nnn,Question,0
Fortune,fortune,c,ProjectAhead,0
?,?,s,Question,0
mere,mere,s,SubjectivePercept,0
Providence,providence,c,StandardsPos,0
.,.,s,,0
Fortune,fortune,s,ProjectAhead,0
had,had,s,ProjectBack,0
not,not,s,ProjectBack,1
a,a,s,,0
finger,finger,s,SenseObject,0
in,in,s,,0
it,it,c,,0
.,.,s,,0
I,i,s,FirstPer,0
saw,saw,s,PrivateThinking,0
it,it,s,PrivateThinking,1
must,must,n,Insist,0
necessarily,necessarily,s,CommonAuthorities,0
in,in,s,Specifiers,0
nature,nature,s,Specifiers,1
fall,fall,s,Motions,0
out,out,s,Motions,1
so,so,c,,0
:,:,s,,0
my,my,s,FirstPer,0
genius,genius,s,StandardsPos,0
is,is,s,Resistance,0
never,never,s,Resistance,1
false,false,s,StandardsNeg,0
to,to,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
in,in,s,,0
these,these,n,Immediacy,0
things,things,c,Uncertainty,0
.,.,s,Imperative,0
Show,show,s,Imperative,1
me,me,c,Imperative,2
",",",",s,,0
how,how,s,Question,0
it,it,s,Question,1
could,could,s,Contingency,0
be,be,s,Contingency,1
otherwise,otherwise,nnn,Contingency,0
Nay,nay,c,OralCues,0
",",",",s,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,,0
contend,contend,s,Resistance,0
not,not,c,DenyDisclaim,0
",",",",s,,0
it,it,s,,0
is,is,s,Positive_Attribution,0
well,well,s,Positive_Attribution,1
now,now,c,Immediacy,0
.,.,nnn,Metadiscourse,0
Alas,alas,c,Metadiscourse,1
",",",",s,Metadiscourse,2
I,i,s,SelfDisclosure,0
let,let,s,SelfDisclosure,1
him,him,s,SelfDisclosure,2
go,go,s,Sequence,0
on,on,s,Sequence,1
with,with,s,Sequence,2
inconsiderate,inconsiderate,c,StandardsNeg,0
",",",",s,,0
and,and,s,,0
rash,rash,c,Negativity,0
",",",",s,,0
and,and,s,TimeDuration,0
what,what,s,TimeDuration,1
he,he,s,TimeDuration,2
pleased,pleased,c,Positivity,0
.,.,nnn,,0
Away,away,s,,0
thou,thou,s,DirectAddress,0
strange,strange,s,SubjectivePercept,0
instifier,instifier,s,UNRECOGNIZED,0
of,of,s,,0
thy,thy,s,DirectAddress,0
self,self,c,SubjectivePercept,0
",",",",s,,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
wiser,wiser,s,StandardsPos,0
then,then,s,,0
thou,thou,s,DirectAddress,0
were,were,c,ProjectBack,0
",",",",s,,0
by,by,s,,0
the,the,n,,0
event,event,nnn,GenericEvents,0
Event,event,c,GenericEvents,0
!,!,s,,0
By,by,s,,0
this,this,s,,0
light,light,c,SenseProperty,0
",",",",s,,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
never,never,s,DenyDisclaim,0
persuade,persuade,s,ReportingEvents,0
me,me,c,FirstPer,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
foresaw,foresaw,s,ProjectAhead,0
it,it,c,,0
",",",",s,,0
as,as,s,Metadiscourse,0
well,well,n,Metadiscourse,1
as,as,s,Metadiscourse,2
the,the,s,Metadiscourse,3
Stars,stars,s,SenseObject,0
themselves,themselves,nnn,PersonPronoun,0
Nay,nay,c,OralCues,0
",",",",s,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,,0
it,it,s,,0
is,is,s,Positive_Attribution,0
well,well,s,Positive_Attribution,1
now,now,s,Immediacy,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
two,two,s,Numbers,0
entertain,entertain,s,Positivity,0
Sir,sir,s,PersonProperty,0
John,john,s,PersonProperty,0
Daw,daw,c,SenseObject,0
",",",",s,,0
with,with,n,,0
discourse,discourse,c,AbstractConcepts,0
",",",",s,,0
while,while,s,TimeDuration,0
I,i,s,FirstPer,0
send,send,s,ReportingEvents,0
her,her,s,PersonPronoun,0
away,away,s,,0
with,with,s,,0
instructions,instructions,nnn,AbstractConcepts,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
acquainted,acquainted,s,,0
with,with,s,,0
her,her,c,PersonPronoun,0
",",",",s,,0
first,first,c,Sequence,0
",",",",s,Sequence,1
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
favor,favor,c,Positivity,0
.,.,nnn,Imperative,0
Master,master,s,Imperative,1
Tru-wit,tru-wit,c,UNRECOGNIZED,0
",",",",s,,0
Lady,lady,c,PersonProperty,0
",",",",s,,0
a,a,s,Positivity,0
friend,friend,s,Positivity,1
of,of,s,Positivity,2
ours,ours,c,Inclusive,0
.,.,nnn,,0
I,i,s,Sad,0
am,am,s,Sad,1
sorry,sorry,c,Sad,2
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
not,not,s,Uncertainty,0
known,known,s,Uncertainty,1
you,you,s,DirectAddress,0
sooner,sooner,c,Comparison,0
",",",",s,,0
Lady,lady,c,PersonProperty,0
",",",",s,,0
to,to,s,Positivity,0
celebrate,celebrate,s,Positivity,1
this,this,s,,0
rare,rare,s,Exceptions,0
virtue,virtue,n,StandardsPos,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
silence,silence,nnn,SenseProperty,0
Faith,faith,c,StandardsPos,0
",",",",s,,0
an,an,c,,0
',',s,,0
you,you,s,DirectAddress,0
had,had,s,DirectAddress,1
come,come,s,ReportingEvents,0
sooner,sooner,c,Comparison,0
",",",",s,,0
you,you,s,ConfirmExperience,0
should,should,s,ConfirmExperience,1
have,have,s,ConfirmExperience,2
seen,seen,c,ConfirmExperience,3
",",",",s,,0
and,and,s,,0
heard,heard,s,Updates,0
her,her,s,PersonPronoun,0
well,well,n,SenseObject,0
celebrated,celebrated,s,Positivity,0
in,in,s,,0
Sir,sir,s,PersonProperty,0
John,john,s,PersonProperty,0
Daw's,daw's,s,UNRECOGNIZED,0
Madrigalls,madrigalls,nnn,UNRECOGNIZED,0
Jack,jack,s,AbstractConcepts,0
Daw,daw,c,SenseObject,0
",",",",s,,0
God,god,s,CommonAuthorities,0
save,save,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
when,when,s,,0
saw,saw,s,DirectAddress,0
you,you,s,DirectAddress,1
La-Foole,la-foole,c,UNRECOGNIZED,0
?,?,nnn,Question,0
Not,not,s,ReceivedPOV,0
since,since,s,ReceivedPOV,1
last,last,s,ProjectBack,0
night,night,c,ProjectBack,1
",",",",s,,0
Master,master,s,PersonProperty,0
Tru-wit,tru-wit,c,UNRECOGNIZED,0
.,.,nnn,,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
Miracle,miracle,c,Positivity,0
!,!,s,,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
you,you,s,DirectAddress,0
two,two,s,Numbers,0
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
inseparable,inseparable,c,AbstractConcepts,0
.,.,nnn,,0
He,he,s,Updates,0
Is,is,s,Updates,1
gone,gone,s,SceneShift,0
to,to,s,SceneShift,1
inuit,inuit,s,UNRECOGNIZED,0
his,his,s,PersonPronoun,0
Guests,guests,c,PersonProperty,0
.,.,nnn,,0
Gods,gods,s,CommonAuthorities,0
so,so,c,,0
!,!,s,,0
tls,tls,s,UNRECOGNIZED,0
true,true,c,StandardsPos,0
!,!,s,,0
what,what,s,,0
a,a,s,,0
false,false,s,Negativity,0
memory,memory,s,Negativity,1
have,have,s,Question,0
I,i,s,Question,1
toward,toward,s,,0
that,that,s,,0
man,man,c,PersonProperty,0
!,!,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
one,one,c,Numbers,0
:,:,s,,0
I,i,n,FirstPer,0
met,met,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
e'ne,e'ne,s,UNRECOGNIZED,0
now,now,c,Updates,0
",",",",s,Updates,1
upon,upon,s,,0
that,that,s,,0
he,he,s,PersonPronoun,0
calls,calls,s,ReportingEvents,0
his,his,s,PersonPronoun,0
delicate,delicate,s,SubjectivePercept,0
fine,fine,s,Positivity,0
black,black,s,SenseObject,0
Horse,horse,c,SenseObject,1
",",",",s,,0
rid,rid,s,Resistance,0
into,into,s,Transformation,0
a,a,n,Transformation,1
foame,foame,c,UNRECOGNIZED,0
",",",",s,,0
with,with,s,,0
posting,posting,s,ReportingEvents,0
from,from,s,SceneShift,0
place,place,s,SceneShift,1
to,to,s,SceneShift,2
place,place,c,SceneShift,3
",",",",s,,0
and,and,s,,0
person,person,s,PersonProperty,0
to,to,s,,0
person,person,c,PersonProperty,0
",",",",s,,0
to,to,s,,0
give,give,s,,0
hem,hem,s,ReportingEvents,0
the,the,n,ReportingEvents,1
cue,cue,s,SenseProperty,0
--,--,nnn,,0
Left,left,s,SceneShift,0
they,they,s,Insist,0
should,should,s,Insist,1
forget,forget,c,Negativity,0
?,?,nnn,Question,0
Yes,yes,c,DirectAddress,0
:,:,s,,0
there,there,s,ProjectBack,0
was,was,s,ProjectBack,1
never,never,s,DenyDisclaim,0
