BEfore,before,s,Sequence,0
but,but,s,Resistance,0
Rome,rome,s,,0
was,was,s,ProjectBack,0
ready,ready,n,ProjectAhead,0
To,to,s,ProjectAhead,1
answer,answer,s,Specifiers,0
us,us,c,Inclusive,0
.,.,nn,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
did,did,s,DirectAddress,0
you,you,s,DirectAddress,1
think,think,s,PrivateThinking,0
it,it,s,,0
folly,folly,c,StandardsNeg,0
",",",",n,,0
To,to,s,TimeDuration,0
keep,keep,s,TimeDuration,1
your,your,s,DirectAddress,0
great,great,s,Intensity,0
pretenses,pretenses,s,SubjectivePercept,0
vayl'd,vayl'd,c,UNRECOGNIZED,0
",",",",s,,0
till,till,s,AbstractConcepts,0
when,when,n,TimeShift,0
They,they,s,TimeShift,1
needs,needs,s,Insist,0
must,must,s,Insist,1
show,show,s,SubjectivePercept,0
themselves,themselves,c,SubjectivePercept,1
",",",",s,Aside,0
which,which,s,Aside,1
in,in,s,,0
the,the,s,,0
hatching,hatching,n,ReportingEvents,0
It,it,s,PrivateThinking,0
seemed,seemed,s,PrivateThinking,1
appeared,appeared,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
Rome,rome,c,,0
.,.,s,,0
By,by,s,,0
the,the,s,Innovations,0
discovery,discovery,c,Innovations,1
",",",",n,,0
We,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,ReportingStates,0
shortened,shortened,s,Transformation,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
aim,aim,c,ProjectAhead,0
",",",",s,Aside,0
which,which,s,Aside,1
was,was,n,ProjectBack,0
To,to,s,,0
take,take,s,ReportingEvents,0
in,in,s,ReportingEvents,1
many,many,s,,0
Towns,towns,c,SpaceRelation,0
",",",",s,,0
ere,ere,s,ProjectBack,0
(,(,c,,0
almost,almost,c,SubjectivePercept,0
),),s,,0
Rome,rome,n,,0
Should,should,s,Insist,0
know,know,s,Insist,1
we,we,s,,0
were,were,s,ProjectBack,0
a-foot,a-foot,c,UNRECOGNIZED,0
.,.,nn,,0
Noble,noble,s,StandardsPos,0
Auffidius,auffidius,c,UNRECOGNIZED,0
",",",",n,,0
Take,take,s,ReportingEvents,0
your,your,s,DirectAddress,0
Commission,commission,c,CommonAuthorities,0
",",",",s,,0
hye,hye,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Bands,bands,c,SenseObject,0
",",",",n,,0
Let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
alone,alone,s,SpaceRelation,0
to,to,s,,0
guard,guard,s,Resistance,0
Corioles,corioles,n,UNRECOGNIZED,0
If,if,s,Contingency,0
they,they,s,Contingency,1
set,set,s,ReportingEvents,0
down,down,s,ReportingEvents,1
before's,before's,c,UNRECOGNIZED,0
:,:,s,,0
for,for,s,,0
the,the,s,,0
remove,remove,n,ReportingEvents,0
Bring,bring,s,Transformation,0
up,up,s,Transformation,1
your,your,s,DirectAddress,0
Army,army,c,CommonAuthorities,0
:,:,s,,0
but,but,s,Resistance,0
(,(,c,,0
I,i,s,SelfDisclosure,0
think,think,c,SelfDisclosure,1
),),s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
find,find,n,,0
The,the,s,,0
have,have,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
prepared,prepared,s,ProjectAhead,0
for,for,s,ProjectAhead,1
us,us,c,Inclusive,0
.,.,nn,,0
O,o,s,LangRef,0
doubt,doubt,s,Uncertainty,0
not,not,s,Uncertainty,1
that,that,c,,0
",",",",n,,0
I,i,s,FirstPer,0
speak,speak,s,ReportingEvents,0
from,from,s,,0
Certainties,certainties,c,Confidence,0
.,.,s,,0
Nay,nay,s,OralCues,0
more,more,c,Comparison,0
",",",",n,,0
Some,some,s,Uncertainty,0
parcels,parcels,s,SenseObject,0
of,of,s,,0
their,their,s,PersonPronoun,0
Power,power,s,AbstractConcepts,0
are,are,s,ReportingStates,0
forth,forth,s,SpaceRelation,0
already,already,c,Updates,0
",",",",n,,0
And,and,s,,0
only,only,s,SubjectivePercept,0
hitherward,hitherward,c,SpaceRelation,0
.,.,s,,0
I,i,s,FirstPer,0
leave,leave,s,,0
your,your,s,DirectAddress,0
Honors,honors,c,StandardsPos,0
.,.,n,,0
If,if,s,Contingency,0
we,we,c,,0
",",",",s,,0
and,and,s,,0
Caius,caius,s,UNRECOGNIZED,0
Martius,martius,s,UNRECOGNIZED,0
chance,chance,s,Contingency,0
to,to,s,,0
meet,meet,c,ReportingEvents,0
",",",",n,,0
It,it,s,,0
Is,is,s,Intensity,0
sworn,sworn,s,Intensity,1
between,between,s,Inclusive,0
us,us,c,Inclusive,1
",",",",s,,0
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
ever,ever,s,Biographical_Time,0
strike,strike,n,Negativity,0
Till,till,s,AbstractConcepts,0
one,one,s,Numbers,0
can,can,s,Confidence,0
do,do,s,Confidence,1
no,no,s,DenyDisclaim,0
more,more,c,DenyDisclaim,1
.,.,nn,,0
The,the,s,,0
Gods,gods,s,CommonAuthorities,0
assist,assist,s,StandardsPos,0
you,you,c,DirectAddress,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
keep,keep,s,DirectAddress,0
your,your,s,DirectAddress,1
Honors,honors,s,StandardsPos,0
safe,safe,c,StandardsPos,0
.,.,nnn,,0
Farewell,farewell,c,SceneShift,0
.,.,nnn,,0
Farewell,farewell,c,SceneShift,0
.,.,nnn,,0
Farewell,farewell,c,SceneShift,0
.,.,nnn,,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
you,you,s,DirectAddress,0
daughter,daughter,s,PersonProperty,0
sing,sing,c,Motions,0
",",",",s,,0
or,or,s,,0
express,express,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,s,SubjectivePercept,0
in,in,s,,0
a,a,s,Comparison,0
more,more,s,Comparison,1
comfortable,comfortable,s,Positivity,0
sort,sort,c,AbstractConcepts,0
:,:,n,,0
If,if,s,Contingency,0
my,my,s,FirstPer,0
Son,son,s,PersonProperty,0
were,were,s,ProjectBack,0
my,my,s,FirstPer,0
Husband,husband,c,PersonProperty,0
",",",",s,,0
I,i,s,Insist,0
should,should,s,Insist,1
freelier,freelier,s,UNRECOGNIZED,0
rejoice,rejoice,s,Positivity,0
in,in,s,Positivity,1
that,that,s,,0
absence,absence,s,Negativity,0
wherein,wherein,n,CommonAuthorities,0
he,he,s,PersonPronoun,0
won,won,s,Positivity,0
Honor,honor,c,StandardsPos,0
",",",",s,,0
then,then,s,,0
in,in,s,,0
the,the,s,,0
embracements,embracements,s,UNRECOGNIZED,0
of,of,s,,0
his,his,s,PersonPronoun,0
Bed,bed,c,SenseObject,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
he,he,s,Biographical_Time,0
would,would,s,Biographical_Time,1
show,show,s,ReportingEvents,0
most,most,n,Comparison,0
love,love,c,Positivity,0
.,.,s,Question,0
When,when,s,Question,1
yet,yet,s,Resistance,0
he,he,s,PersonPronoun,0
was,was,s,ProjectBack,0
but,but,s,ProjectBack,1
tender-bodied,tender-bodied,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
the,the,s,Exceptions,0
only,only,s,Exceptions,1
Son,son,s,Exceptions,2
of,of,s,,0
my,my,s,FirstPer,0
womb,womb,c,SenseObject,0
;,;,s,,0
when,when,n,,0
youth,youth,s,AbstractConcepts,0
with,with,s,,0
comeliness,comeliness,s,Positivity,0
plucked,plucked,s,ReportingEvents,0
all,all,s,,0
gaze,gaze,s,Motions,0
his,his,s,SubjectivePercept,0
way,way,c,SubjectivePercept,1
;,;,s,,0
when,when,s,,0
for,for,s,TimeDuration,0
a,a,s,TimeDuration,1
day,day,s,TimeDuration,2
of,of,s,,0
Kings,kings,n,PersonProperty,0
entreaties,entreaties,c,Request,0
",",",",s,,0
a,a,s,PersonProperty,0
Mother,mother,s,PersonProperty,1
should,should,s,Insist,0
not,not,s,Insist,1
sell,sell,s,GenericEvents,0
him,him,s,PersonPronoun,0
an,an,s,TimeDuration,0
hour,hour,s,TimeDuration,1
from,from,s,,0
her,her,s,PersonPronoun,0
beholding,beholding,c,SpaceRelation,0
;,;,s,,0
I,i,n,FirstPer,0
considering,considering,s,Curiosity,0
how,how,s,,0
Honor,honor,s,StandardsPos,0
would,would,s,ProjectBack,0
become,become,s,Transformation,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
person,person,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
no,no,s,DenyDisclaim,0
better,better,s,DenyDisclaim,1
then,then,n,,0
Picture-like,picture-like,s,UNRECOGNIZED,0
to,to,s,,0
hang,hang,s,SpaceRelation,0
by,by,s,,0
the,the,s,SenseObject,0
wall,wall,c,SenseObject,1
",",",",s,,0
if,if,s,Contingency,0
renown,renown,s,StandardsPos,0
made,made,s,ReportingEvents,0
it,it,s,ReportingEvents,1
not,not,s,DenyDisclaim,0
stir,stir,c,DenyDisclaim,1
",",",",s,,0
was,was,s,ProjectBack,0
pleased,pleased,s,Positivity,0
to,to,n,Positivity,1
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
seek,seek,s,ProjectAhead,0
danger,danger,c,Fear,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
he,he,s,PersonPronoun,0
was,was,s,ProjectBack,0
like,like,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
find,find,s,,0
fame,fame,c,StandardsPos,0
:,:,s,,0
To,to,s,,0
a,a,s,Anger,0
cruel,cruel,s,Anger,1
War,war,s,GenericEvents,0
I,i,s,FirstPer,0
sent,sent,n,Narrative_Verbs,0
him,him,c,Narrative_Verbs,1
",",",",s,,0
from,from,s,OpenQuery,0
whence,whence,s,OpenQuery,1
he,he,s,Neutral_Attribution,0
returned,returned,c,Neutral_Attribution,1
",",",",s,,0
his,his,s,PersonPronoun,0
brows,brows,s,SenseObject,0
bound,bound,s,StandardsPos,0
with,with,s,StandardsPos,1
Oak,oak,c,SenseObject,0
.,.,s,,0
I,i,s,FirstPer,0
tell,tell,s,,0
thee,thee,s,DirectAddress,0
Daughter,daughter,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
sprang,sprang,s,Motions,0
not,not,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
in,in,s,,0
joy,joy,s,Positivity,0
at,at,s,Sequence,0
first,first,s,Sequence,1
hearing,hearing,s,SpaceRelation,0
he,he,s,Biographical_Time,0
was,was,s,Biographical_Time,1
a,a,s,Biographical_Time,2
Man-child,man-child,c,PersonProperty,0
",",",",s,,0
then,then,s,,0
now,now,s,Updates,0
in,in,s,Updates,1
first,first,n,Sequence,0
seeing,seeing,s,,0
he,he,s,ProjectBack,0
had,had,s,ProjectBack,1
proved,proved,s,Confidence,0
himself,himself,s,PersonPronoun,0
a,a,s,PersonProperty,0
man,man,nnn,PersonProperty,1
But,but,s,Resistance,0
had,had,s,Contingency,0
he,he,s,Contingency,1
died,died,s,Biographical_Time,0
in,in,s,Biographical_Time,1
the,the,s,,0
Business,business,s,AbstractConcepts,0
Madame,madame,c,PersonProperty,0
",",",",s,,0
how,how,s,Question,0
then,then,c,Question,1
?,?,nnn,Question,0
Then,then,s,,0
his,his,s,PersonPronoun,0
good,good,s,StandardsPos,0
report,report,s,StandardsPos,1
should,should,s,Insist,0
have,have,s,Insist,1
been,been,s,Insist,2
my,my,s,FirstPer,0
Son,son,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
therein,therein,s,CommonAuthorities,0
would,would,s,Contingency,0
have,have,s,Contingency,1
found,found,n,ReportingEvents,0
issue,issue,c,AbstractConcepts,0
.,.,s,Imperative,0
Hear,hear,s,Imperative,1
me,me,s,FirstPer,0
profess,profess,s,Citations,0
sincerely,sincerely,c,Disclosure,0
",",",",s,,0
had,had,s,Contingency,0
I,i,s,Contingency,1
a,a,s,,0
dozen,dozen,s,AbstractConcepts,0
sons,sons,s,PersonProperty,0
each,each,s,Specifiers,0
in,in,s,,0
my,my,s,Positivity,0
love,love,s,Positivity,1
alike,alike,c,Inclusive,0
",",",",n,,0
and,and,s,,0
none,none,s,DenyDisclaim,0
less,less,s,Comparison,0
dear,dear,s,Positivity,0
then,then,s,,0
thine,thine,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
good,good,s,,0
Martius,martius,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,SelfDisclosure,0
had,had,s,SelfDisclosure,1
rather,rather,s,SelfDisclosure,2
had,had,s,ProjectBack,0
eleven,eleven,n,Numbers,0
dye,dye,s,SenseObject,0
Nobly,nobly,s,StandardsPos,0
for,for,s,,0
their,their,s,PersonPronoun,0
Country,country,c,AbstractConcepts,0
",",",",s,,0
then,then,s,,0
one,one,s,Numbers,0
voluptuously,voluptuously,s,SenseProperty,0
surfeit,surfeit,s,StandardsNeg,0
out,out,s,Negativity,0
of,of,s,Negativity,1
Action,action,nnn,Negativity,2
Madam,madam,c,PersonProperty,0
",",",",s,,0
the,the,s,PersonProperty,0
Lady,lady,s,PersonProperty,1
Valeria,valeria,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
come,come,s,ReportingEvents,0
to,to,s,,0
visit,visit,s,SceneShift,0
you,you,c,DirectAddress,0
.,.,nnn,,0
Beseech,beseech,s,Intensity,0
you,you,s,Intensity,1
give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
leave,leave,s,SceneShift,0
to,to,s,SceneShift,1
retire,retire,s,ReportingEvents,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
.,.,nnn,,0
Indeed,indeed,s,Intensity,0
you,you,s,Insist,0
shall,shall,s,Insist,1
not,not,c,DenyDisclaim,0
:,:,n,,0
Me,me,s,FirstPer,0
thinks,thinks,c,PrivateThinking,0
",",",",s,,0
I,i,s,FirstPer,0
hear,hear,s,SpaceRelation,0
hither,hither,s,SpaceRelation,0
your,your,s,DirectAddress,0
Husbands,husbands,s,PersonProperty,0
Drum,drum,c,SenseObject,0
:,:,n,,0
See,see,s,SpaceRelation,0
him,him,s,SpaceRelation,1
pluck,pluck,s,StandardsPos,0
Auffidius,auffidius,s,UNRECOGNIZED,0
down,down,s,,0
by,by,s,,0
the,the,s,SenseObject,0
hair,hair,c,SenseObject,1
:,:,n,,0
(,(,c,Aside,0
As,as,s,Aside,1
children,children,s,PersonProperty,0
from,from,s,,0
a,a,s,SenseObject,0
Bear,bear,c,SenseObject,1
),),s,,0
the,the,s,,0
Volces,volces,s,UNRECOGNIZED,0
shunning,shunning,s,Negative_Relation,0
him,him,c,PersonPronoun,0
:,:,n,,0
Me,me,s,FirstPer,0
thinks,thinks,s,PrivateThinking,0
I,i,s,FirstPer,0
see,see,s,SpaceRelation,0
him,him,s,SpaceRelation,1
stamp,stamp,s,SenseObject,0
thus,thus,c,ReasonForward,0
",",",",s,,0
and,and,s,,0
call,call,s,ReportingEvents,0
thus,thus,c,ReasonForward,0
",",",",n,,0
Come,come,s,Transformation,0
on,on,s,Transformation,1
you,you,s,DirectAddress,0
Cowards,cowards,c,Anger,0
",",",",s,,0
you,you,s,DirectAddress,0
were,were,s,ProjectBack,0
got,got,s,ReportingEvents,0
in,in,s,ReportingEvents,1
fear,fear,n,Fear,0
Though,though,s,Concessive,0
you,you,s,DirectAddress,0
were,were,s,ProjectBack,0
borne,borne,s,ReportingEvents,0
in,in,s,,0
Rome,rome,c,,0
;,;,s,,0
his,his,s,PersonPronoun,0
bloody,bloody,s,Negativity,0
brow,brow,n,SenseObject,0
With,with,s,,0
his,his,s,PersonPronoun,0
mail'd,mail'd,s,UNRECOGNIZED,0
hand,hand,c,SenseObject,0
",",",",s,,0
then,then,s,Sequence,0
wiping,wiping,c,Sequence,1
",",",",s,,0
forth,forth,s,SpaceRelation,0
he,he,s,PersonPronoun,0
goes,goes,n,Resemblances,0
Like,like,s,Resemblances,1
to,to,s,,0
a,a,s,,0
Harvest,harvest,s,GenericEvents,0
man,man,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
task'd,task'd,s,UNRECOGNIZED,0
to,to,s,,0
mow,mow,n,Motions,0
Or,or,s,,0
all,all,c,,0
",",",",s,,0
or,or,s,,0
loose,loose,s,ReportingEvents,0
his,his,s,ReportingEvents,1
hyre,hyre,c,UNRECOGNIZED,0
.,.,nn,,0
His,his,s,PersonPronoun,0
bloody,bloody,s,Negativity,0
Brow,brow,c,SenseObject,0
?,?,s,Question,0
Oh,oh,s,OralCues,0
Jupiter,jupiter,c,UNRECOGNIZED,0
",",",",s,,0
no,no,s,DenyDisclaim,0
blood,blood,c,SenseObject,0
.,.,nnn,,0
Away,away,s,,0
you,you,s,DirectAddress,0
Fool,fool,c,Negativity,0
;,;,s,,0
it,it,s,,0
more,more,s,Comparison,0
becomes,becomes,s,Transformation,0
a,a,s,Transformation,1
man,man,n,PersonProperty,0
Then,then,s,,0
gilt,gilt,s,SenseProperty,0
his,his,s,PersonPronoun,0
Trophe,trophe,c,UNRECOGNIZED,0
.,.,s,,0
The,the,s,,0
breasts,breasts,s,SenseObject,0
of,of,s,,0
Hecuba,hecuba,n,UNRECOGNIZED,0
When,when,s,TimeShift,0
she,she,s,TimeShift,1
did,did,s,ReportingEvents,0
suckle,suckle,s,Motions,0
Hector,hector,c,Negativity,0
",",",",s,,0
looked,looked,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
louelier,louelier,n,UNRECOGNIZED,0
Then,then,s,,0
Hectors,hectors,s,Negativity,0
forhead,forhead,c,UNRECOGNIZED,0
",",",",s,,0
when,when,s,Question,0
it,it,s,Question,1
spit,spit,s,Motions,0
forth,forth,s,SpaceRelation,0
blood,blood,n,SenseObject,0
At,at,s,,0
Grecian,grecian,s,UNRECOGNIZED,0
sword,sword,c,SenseObject,0
.,.,s,,0
Contenning,contenning,c,UNRECOGNIZED,0
",",",",s,,0
tell,tell,s,,0
Valeria,valeria,n,UNRECOGNIZED,0
We,we,s,ReportingStates,0
are,are,s,ReportingStates,1
fit,fit,s,ProjectAhead,0
to,to,s,ProjectAhead,1
bid,bid,s,ReportingEvents,0
her,her,s,ReportingEvents,1
welcome,welcome,c,Positivity,0
.,.,nn,,0
Heavens,heavens,s,Positivity,0
bless,bless,s,StandardsPos,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
from,from,s,,0
fell,fell,s,ReportingEvents,0
Auffidius,auffidius,c,UNRECOGNIZED,0
.,.,nnn,,0
He,he,s,PersonPronoun,0
Will,will,s,PredictedFuture,0
beat,beat,s,Negativity,0
Auffidius,auffidius,s,UNRECOGNIZED,0
head,head,s,SenseObject,0
below,below,s,AbstractConcepts,0
his,his,s,PersonPronoun,0
knee,knee,c,SenseObject,0
",",",",n,,0
And,and,s,,0
tread,tread,s,Motions,0
upon,upon,s,Motions,1
his,his,s,PersonPronoun,0
neck,neck,c,SenseObject,0
.,.,nn,,0
My,my,s,FirstPer,0
Ladies,ladies,s,PersonProperty,0
both,both,s,,0
good,good,s,OralCues,0
day,day,s,OralCues,1
to,to,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nnn,,0
Sweet,sweet,s,SenseProperty,0
Madam,madam,c,PersonProperty,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
glad,glad,s,Positivity,0
to,to,s,Positivity,1
see,see,s,DirectAddress,0
your,your,s,DirectAddress,1
Ladyship,ladyship,c,CommonAuthorities,0
.,.,nnn,Question,0
How,how,s,Question,1
do,do,s,Question,2
you,you,s,DirectAddress,0
both,both,c,,0
?,?,s,Question,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
manifest,manifest,s,Confidence,0
housekeepers,housekeepers,c,PersonProperty,0
.,.,s,Question,0
What,what,s,Question,1
are,are,s,Question,2
you,you,s,DirectAddress,0
sowing,sowing,s,Motions,0
here,here,c,SpaceRelation,0
?,?,s,Question,0
A,a,n,Positivity,0
fine,fine,s,Positivity,1
spotte,spotte,s,UNRECOGNIZED,0
in,in,s,StandardsPos,0
good,good,s,StandardsPos,1
faith,faith,c,StandardsPos,2
.,.,s,Curiosity,0
How,how,s,Curiosity,1
does,does,s,Curiosity,2
your,your,s,DirectAddress,0
little,little,s,SenseProperty,0
Son,son,nnn,PersonProperty,0
I,i,s,Acknowledge,0
thank,thank,s,Acknowledge,1
your,your,s,Acknowledge,2
Lady-ship,lady-ship,c,UNRECOGNIZED,0
:,:,s,,0
Well,well,s,SenseObject,0
good,good,s,,0
Madam,madam,c,PersonProperty,0
.,.,nnn,,0
He,he,s,ProjectBack,0
had,had,s,ProjectBack,1
rather,rather,s,Resistance,0
see,see,s,,0
the,the,s,SenseObject,0
swords,swords,c,SenseObject,1
",",",",s,,0
and,and,s,,0
hear,hear,s,SenseProperty,0
a,a,s,SenseProperty,1
Drum,drum,c,SenseObject,0
",",",",s,,0
then,then,s,Sequence,0
look,look,s,Sequence,1
upon,upon,s,,0
his,his,n,PersonPronoun,0
Schoolmaster,schoolmaster,nnn,PersonProperty,0
A,a,s,,0
my,my,s,OralCues,0
word,word,s,OralCues,1
the,the,s,PersonProperty,0
Fathers,fathers,s,PersonProperty,1
Son,son,c,PersonProperty,0
:,:,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
swear,swear,s,Intensity,0
it,it,s,,0
is,is,s,Intensity,0
a,a,s,Intensity,1
very,very,s,Intensity,2
pretty,pretty,s,SubjectivePercept,0
boy,boy,c,PersonProperty,0
.,.,s,,0
A,a,s,,0
my,my,s,FirstPer,0
troth,troth,c,CommonAuthorities,0
",",",",s,,0
I,i,n,FirstPer,0
looked,looked,s,SubjectivePercept,0
upon,upon,s,SubjectivePercept,1
him,him,s,SubjectivePercept,2
a,a,s,,0
Wensday,wensday,s,UNRECOGNIZED,0
half,half,s,TimeDuration,0
an,an,s,TimeDuration,1
hour,hour,s,TimeDuration,2
together,together,c,Inclusive,0
:,:,s,,0
has,has,s,Intensity,0
such,such,s,Intensity,1
a,a,s,,0
confirmed,confirmed,n,Confidence,0
countenance,countenance,c,SenseObject,0
.,.,s,,0
I,i,s,FirstPer,0
saw,saw,s,,0
him,him,s,PersonPronoun,0
run,run,s,Motions,0
after,after,s,Motions,1
a,a,s,,0
gilded,gilded,s,SenseProperty,0
Butterfly,butterfly,c,SenseObject,0
",",",",s,TimeDuration,0
and,and,s,TimeDuration,1
when,when,s,TimeDuration,2
he,he,s,PersonPronoun,0
caught,caught,s,ReportingEvents,0
it,it,c,,0
",",",",s,,0
he,he,n,PersonPronoun,0
let,let,s,SubjectivePercept,0
it,it,s,SubjectivePercept,1
go,go,s,SubjectivePercept,2
again,again,c,RecurringEvents,0
",",",",s,,0
and,and,s,,0
after,after,s,Sequence,0
it,it,s,Sequence,1
again,again,c,RecurringEvents,0
",",",",s,,0
and,and,s,,0
over,over,s,SubjectiveTime,0
and,and,s,SubjectiveTime,1
over,over,s,SubjectiveTime,2
he,he,s,PersonPronoun,0
comes,comes,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
up,up,n,,0
again,again,c,RecurringEvents,0
:,:,s,,0
caught,caught,s,ReportingEvents,0
it,it,s,,0
again,again,c,RecurringEvents,0
:,:,s,,0
or,or,s,Contingency,0
whether,whether,s,Contingency,1
his,his,s,PersonPronoun,0
fall,fall,s,,0
enraged,enraged,s,Anger,0
him,him,c,PersonPronoun,0
",",",",s,,0
or,or,s,,0
how,how,s,,0
',',c,,0
twas,twas,c,ProjectBack,0
",",",",s,,0
he,he,s,Intensity,0
did,did,n,Intensity,1
so,so,s,,0
set,set,s,Motions,0
his,his,s,Motions,1
teeth,teeth,c,Motions,2
",",",",s,,0
and,and,s,,0
tear,tear,s,Negativity,0
it,it,c,,0
.,.,s,,0
Oh,oh,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
warrant,warrant,s,CommonAuthorities,0
how,how,s,,0
he,he,s,PersonPronoun,0
mammockt,mammockt,s,UNRECOGNIZED,0
it,it,nnn,,0
One,one,s,Numbers,0
on's,on's,s,UNRECOGNIZED,0
Fathers,fathers,s,PersonProperty,0
moods,moods,c,SubjectivePercept,0
.,.,nnn,,0
Indeed,indeed,s,Intensity,0
la,la,c,AbstractConcepts,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
Noble,noble,s,StandardsPos,0
child,child,c,PersonProperty,0
.,.,nnn,,0
A,a,s,,0
Crack,crack,s,SenseProperty,0
Madam,madam,c,PersonProperty,0
.,.,nnn,Imperative,0
Come,come,c,Imperative,1
",",",",s,,0
lay,lay,s,ReportingEvents,0
aside,aside,s,SpaceRelation,0
your,your,s,DirectAddress,0
stitchery,stitchery,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
have,have,s,Insist,2
you,you,s,DirectAddress,0
play,play,s,ReportingEvents,0
the,the,s,,0
idle,idle,s,SenseProperty,0
Huswife,huswife,s,UNRECOGNIZED,0
with,with,s,,0
me,me,n,FirstPer,0
this,this,s,Immediacy,0
afternoon,afternoon,nnn,Immediacy,1
No,no,s,DenyDisclaim,0
(,(,c,,0
good,good,s,,0
Madam,madam,c,PersonProperty,0
),),n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
out,out,s,SpaceRelation,0
of,of,s,SpaceRelation,1
doors,doors,c,SpaceRelation,2
.,.,nn,,0
Not,not,s,DenyDisclaim,0
out,out,s,SpaceRelation,0
of,of,s,SpaceRelation,1
doors,doors,c,SpaceRelation,2
?,?,nnn,Question,0
She,she,s,PersonPronoun,0
shall,shall,c,ProjectAhead,0
",",",",s,,0
she,she,s,PersonPronoun,0
shall,shall,c,ProjectAhead,0
.,.,nnn,,0
Indeed,indeed,s,Intensity,0
no,no,c,OralCues,0
",",",",s,OralCues,1
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
patience,patience,c,StandardsPos,0
;,;,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
over,over,s,SpaceRelation,0
the,the,s,SpaceRelation,1
threshold,threshold,c,AbstractConcepts,0
",",",",s,,0
till,till,s,AbstractConcepts,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
return,return,n,SceneShift,0
from,from,s,SceneShift,1
the,the,s,,0
Wars,wars,nnn,GenericEvents,0
Fie,fie,c,Negativity,0
",",",",s,,0
you,you,s,DirectAddress,0
confine,confine,s,StandardsNeg,0
your,your,s,DirectAddress,0
self,self,s,SubjectivePercept,0
most,most,s,Comparison,0
unreasonably,unreasonably,c,StandardsNeg,0
:,:,n,,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
you,you,s,Insist,0
must,must,s,Insist,1
go,go,s,ReportingEvents,0
visit,visit,s,SceneShift,0
the,the,s,SceneShift,1
good,good,s,,0
Lady,lady,s,PersonProperty,0
that,that,s,,0
lies,lies,s,ReportingEvents,0
in,in,c,ReportingEvents,1
.,.,nn,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
wish,wish,s,SubjectivePercept,0
her,her,s,PersonPronoun,0
speedy,speedy,s,SenseProperty,0
strength,strength,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
visit,visit,s,SceneShift,0
her,her,s,SceneShift,1
with,with,s,,0
my,my,s,FirstPer,0
prayers,prayers,c,CommonAuthorities,0
:,:,s,,0
but,but,s,Resistance,0
I,i,s,Insist,0
cannot,cannot,n,Insist,1
go,go,s,ReportingEvents,0
thither,thither,nnn,SpaceRelation,0
Why,why,s,Curiosity,0
