Drink,drink,s,Positivity,0
the,the,s,ReportingEvents,1
moytie,moytie,c,UNRECOGNIZED,0
.,.,nn,,0
I,i,s,FirstPer,0
embrace,embrace,s,Positivity,0
it,it,c,,0
.,.,nn,,0
Devide,devide,s,UNRECOGNIZED,0
me,me,s,FirstPer,0
first,first,c,Sequence,0
",",",",s,Sequence,1
or,or,s,,0
tear,tear,s,Negativity,0
me,me,s,FirstPer,0
limb,limb,s,SenseObject,0
by,by,s,,0
limb,limb,c,SenseObject,0
",",",",n,,0
And,and,s,,0
let,let,s,ReportingEvents,0
them,them,s,ReportingEvents,1
find,find,s,,0
as,as,s,,0
many,many,s,,0
several,several,s,Specifiers,0
graves,graves,n,SenseObject,0
As,as,s,Specifiers,0
there,there,s,Specifiers,1
are,are,s,Specifiers,2
villages,villages,s,SenseObject,0
in,in,s,,0
Normandy,normandy,c,UNRECOGNIZED,0
:,:,n,,0
And,and,s,ReportingStates,0
it,it,s,ReportingStates,1
is,is,s,ReportingStates,2
less,less,s,Comparison,0
sin,sin,s,StandardsNeg,0
than,than,s,Comparison,0
thus,thus,s,ReasonForward,0
to,to,s,ReasonForward,1
weaken,weaken,s,Negativity,0
it,it,c,,0
.,.,n,,0
To,to,s,,0
hear,hear,s,SpaceRelation,0
it,it,s,,0
mentiond,mentiond,s,UNRECOGNIZED,0
does,does,s,ReportingEvents,0
already,already,s,Updates,0
make,make,s,SelfDisclosure,0
me,me,n,SelfDisclosure,1
Envy,envy,s,Negative_Relation,0
my,my,s,FirstPer,0
dead,dead,s,Negativity,0
lord,lord,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
almost,almost,s,SubjectivePercept,0
blaspheme,blaspheme,n,StandardsNeg,0
Those,those,s,,0
powers,powers,s,AbstractConcepts,0
that,that,s,,0
heard,heard,s,Updates,0
my,my,s,FirstPer,0
prayer,prayer,s,CommonAuthorities,0
for,for,s,,0
fruitfullnesse,fruitfullnesse,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
with,with,s,,0
my,my,s,Autobio,0
first,first,s,Autobio,1
birth,birth,s,AbstractConcepts,0
close,close,s,Motions,0
my,my,s,FirstPer,0
womb,womb,c,SenseObject,0
:,:,n,,0
To,to,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
alone,alone,s,SpaceRelation,0
my,my,s,FirstPer,0
second,second,s,CommonAuthorities,0
blessing,blessing,s,CommonAuthorities,1
proves,proves,n,Confidence,0
My,my,s,Autobio,0
first,first,s,Autobio,1
of,of,s,,0
misery,misery,c,StandardsNeg,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
if,if,s,Contingency,0
that,that,s,Contingency,1
heaven,heaven,n,Positivity,0
Which,which,s,,0
gave,gave,s,ReportingEvents,0
me,me,s,ReportingEvents,1
Rollo,rollo,c,UNRECOGNIZED,0
",",",",s,,0
there,there,s,,0
had,had,s,ProjectBack,0
stayed,stayed,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
bounty,bounty,c,StandardsPos,0
",",",",n,,0
And,and,s,,0
Otto,otto,c,SenseObject,0
",",",",s,,0
my,my,s,Positivity,0
dear,dear,s,Positivity,1
Otto,otto,c,SenseObject,0
",",",",s,,0
never,never,s,Biographical_Time,0
had,had,s,Biographical_Time,1
been,been,c,ProjectBack,0
",",",",n,,0
Or,or,s,,0
being,being,c,ReportingStates,0
",",",",s,,0
had,had,s,ProjectBack,0
not,not,s,ProjectBack,1
been,been,s,ProjectBack,2
so,so,s,,0
worth,worth,s,Positivity,0
my,my,s,Positivity,1
love,love,c,Positivity,0
",",",",n,,0
The,the,s,SenseObject,0
stream,stream,s,SenseObject,1
of,of,s,,0
my,my,s,FirstPer,0
affection,affection,s,Positivity,0
had,had,s,ProjectBack,0
run,run,s,ReportingEvents,0
constant,constant,n,RecurringEvents,0
Iu,iu,s,UNRECOGNIZED,0
one,one,s,Numbers,0
fair,fair,s,StandardsPos,0
current,current,c,Immediacy,0
",",",",s,Generalization,0
all,all,s,Generalization,1
my,my,s,FirstPer,0
hopes,hopes,s,Positivity,0
had,had,s,ProjectBack,0
been,been,n,ProjectBack,1
Laid,laid,s,SpaceRelation,0
up,up,s,SpaceRelation,1
in,in,s,,0
one,one,c,Numbers,0
;,;,s,,0
and,and,s,,0
fruitful,fruitful,s,Positivity,0
Normandy,normandy,n,UNRECOGNIZED,0
In,in,s,,0
this,this,s,,0
division,division,s,AbstractConcepts,0
had,had,s,ProjectBack,0
not,not,s,ProjectBack,1
lost,lost,s,Negativity,0
her,her,s,Negativity,1
gloryes,gloryes,c,UNRECOGNIZED,0
:,:,n,,0
For,for,s,,0
as,as,s,ReasonBackward,0
it,it,s,ReasonBackward,1
is,is,s,ReasonBackward,2
now,now,c,Updates,0
",",",",s,Updates,1
it,it,s,,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
fair,fair,s,StandardsPos,0
diamond,diamond,c,SenseObject,0
",",",",n,Aside,0
Which,which,s,Aside,1
being,being,s,ReportingStates,0
preserved,preserved,s,ReportingEvents,0
entire,entire,c,Intensity,0
",",",",s,,0
exceeds,exceeds,s,Intensity,0
all,all,s,,0
value,value,c,StandardsPos,0
",",",",n,Resistance,0
But,but,s,Resistance,1
cut,cut,s,ReportingEvents,0
in,in,s,ReportingEvents,1
pieces,pieces,s,SenseObject,0
(,(,c,,0
though,though,s,Concessive,0
these,these,s,Immediacy,0
pieces,pieces,s,SenseObject,0
are,are,n,ReportingStates,0
Set,set,s,ReportingEvents,0
in,in,s,ReportingEvents,1
fine,fine,s,Positivity,0
gold,gold,s,SenseObject,0
by,by,s,,0
the,the,s,Positivity,0
best,best,s,Positivity,1
work-mans,work-mans,s,UNRECOGNIZED,0
cunning,cunning,c,Negativity,0
),),n,,0
Parts,parts,s,SceneShift,0
with,with,s,SceneShift,1
all,all,s,,0
estimation,estimation,c,Uncertainty,0
:,:,s,,0
So,so,s,,0
this,this,s,,0
Dukedom,dukedom,c,CommonAuthorities,0
",",",",n,,0
As,as,s,ReasonBackward,0
it,it,s,ReasonBackward,1
is,is,s,ReasonBackward,2
yet,yet,s,Resistance,0
whole,whole,c,,0
",",",",s,,0
the,the,s,,0
neighboring,neighboring,s,SpaceRelation,0
Kings,kings,s,PersonProperty,0
may,may,s,Contingency,0
covet,covet,c,SubjectivePercept,0
",",",",n,Resistance,0
But,but,s,Resistance,1
cannot,cannot,s,DenyDisclaim,0
compass,compass,c,SenseObject,0
;,;,s,,0
which,which,s,,0
divided,divided,c,ReportingStates,0
",",",",s,ReportingStates,1
will,will,n,PredictedFuture,0
Become,become,s,PredictedFuture,1
the,the,s,,0
spoil,spoil,s,Negativity,0
of,of,s,,0
every,every,s,Generalization,0
barbarous,barbarous,s,Negativity,0
foe,foe,n,Negative_Relation,0
That,that,s,PredictedFuture,0
will,will,s,PredictedFuture,1
invade,invade,s,Negativity,0
it,it,c,,0
.,.,nn,Question,0
How,how,s,Question,1
this,this,s,,0
works,works,s,ReportingEvents,0
in,in,s,ReportingEvents,1
both,both,c,,0
!,!,nn,,0
Prince,prince,s,PersonProperty,0
Rollos,rollos,s,UNRECOGNIZED,0
eyes,eyes,s,SenseObject,0
have,have,s,,0
lost,lost,s,Negativity,0
their,their,s,Negativity,1
fire,fire,c,SenseObject,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
anger,anger,c,Anger,0
",",",",s,,0
that,that,s,,0
but,but,s,Immediacy,0
now,now,s,Immediacy,1
wholly,wholly,s,Intensity,0
possessed,possessed,n,ReportingEvents,0
Good,good,s,,0
Otto,otto,c,SenseObject,0
",",",",s,,0
has,has,s,,0
given,given,s,ReportingStates,0
place,place,s,SpaceRelation,0
to,to,s,,0
pity,pity,c,Sad,0
.,.,nn,Imperative,0
End,end,s,Imperative,1
not,not,s,DenyDisclaim,0
thus,thus,s,ReasonForward,0
Madam,madam,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
perfect,perfect,s,StandardsPos,0
what,what,s,Question,0
is,is,s,Question,1
so,so,s,Intensity,0
well,well,s,Intensity,1
begun,begun,c,ProjectBack,0
.,.,nn,,0
I,i,s,FirstPer,0
see,see,s,SpaceRelation,0
in,in,s,SpaceRelation,1
both,both,c,,0
",",",",s,,0
fair,fair,s,StandardsPos,0
signs,signs,s,Support,0
of,of,s,Support,1
reconcilement,reconcilement,c,UNRECOGNIZED,0
",",",",n,,0
Make,make,s,ReportingEvents,0
them,them,s,,0
sure,sure,s,Confidence,0
proofs,proofs,s,Confidence,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
so,so,c,,0
:,:,s,,0
the,the,s,,0
Fates,fates,s,SubjectivePercept,0
offer,offer,n,ProjectAhead,0
To,to,s,ProjectAhead,1
your,your,s,DirectAddress,0
free,free,s,AbstractConcepts,0
choice,choice,c,AbstractConcepts,1
",",",",s,,0
either,either,s,ReasonForward,0
to,to,s,ReasonForward,1
live,live,s,,0
Examples,examples,n,Example,0
Of,of,s,Example,1
piety,piety,c,StandardsPos,0
",",",",s,,0
or,or,s,,0
wickedness,wickedness,c,Negativity,0
:,:,s,,0
if,if,s,Contingency,0
the,the,s,Contingency,1
later,later,n,TimeShift,0
Blinds,blinds,s,SenseObject,0
so,so,s,DirectAddress,0
your,your,s,DirectAddress,1
understanding,understanding,c,PrivateThinking,0
",",",",s,,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
cannot,cannot,n,DenyDisclaim,0
Pierce,pierce,s,Motions,0
through,through,s,,0
her,her,s,PersonPronoun,0
painted,painted,s,ReportingEvents,0
outside,outside,c,SpaceRelation,0
",",",",s,SpaceRelation,1
and,and,s,,0
discover,discover,n,Curiosity,0
That,that,s,Curiosity,1
she,she,s,Exceptions,0
is,is,s,Exceptions,1
all,all,s,Exceptions,2
deformity,deformity,s,StandardsNeg,0
within,within,c,,0
",",",",n,,0
Boldly,boldly,s,Confidence,0
transcend,transcend,s,ReportingEvents,0
all,all,s,,0
presidents,presidents,s,CommonAuthorities,0
of,of,s,,0
mischief,mischief,c,StandardsNeg,0
",",",",n,,0
And,and,s,,0
let,let,s,ReportingEvents,0
the,the,s,ReportingEvents,1
last,last,c,Sequence,0
",",",",s,,0
and,and,s,,0
the,the,s,Negativity,0
worst,worst,s,Negativity,1
end,end,s,TimeShift,0
of,of,s,TimeShift,1
tyrannies,tyrannies,c,UNRECOGNIZED,0
",",",",n,,0
The,the,s,,0
murder,murder,s,Negativity,0
of,of,s,,0
a,a,s,PersonProperty,0
mother,mother,c,PersonProperty,1
",",",",s,Resistance,0
but,but,s,Resistance,1
begin,begin,n,Sequence,0
The,the,s,Sequence,1
stain,stain,s,SenseObject,0
of,of,s,,0
blood,blood,s,SenseObject,0
you,you,s,DirectAddress,0
after,after,s,Sequence,0
are,are,s,ProjectAhead,0
to,to,s,ProjectAhead,1
heighten,heighten,c,Transformation,0
:,:,n,,0
But,but,s,Resistance,0
if,if,s,Contingency,0
that,that,s,Contingency,1
virtue,virtue,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
her,her,s,PersonPronoun,0
sure,sure,s,Confidence,0
rewards,rewards,c,Positivity,0
",",",",n,,0
Can,can,s,Contingency,0
win,win,s,ReportingEvents,0
you,you,s,DirectAddress,0
to,to,s,ProjectAhead,0
accept,accept,s,ProjectAhead,1
her,her,s,PersonPronoun,0
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
guide,guide,c,AbstractConcepts,0
",",",",n,,0
To,to,s,,0
lead,lead,s,SceneShift,0
you,you,s,SceneShift,1
up,up,s,SceneShift,2
to,to,s,SceneShift,3
heaven,heaven,c,Positivity,0
",",",",s,,0
and,and,s,,0
there,there,s,,0
fix,fix,s,ReportingEvents,0
you,you,n,DirectAddress,0
The,the,s,,0
fairest,fairest,s,Comparison,0
Stars,stars,s,ReportingEvents,0
in,in,s,ReportingEvents,1
the,the,s,SenseProperty,0
bright,bright,s,SenseProperty,1
Sphere,sphere,s,SenseObject,0
of,of,s,StandardsPos,0
Honor,honor,c,StandardsPos,1
;,;,n,,0
Make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
the,the,s,PersonProperty,0
parent,parent,s,PersonProperty,1
of,of,s,,0
an,an,s,,0
hundred,hundred,s,Numbers,0
sons,sons,c,PersonProperty,0
",",",",n,Generalization,0
All,all,s,Generalization,1
brought,brought,s,Cause,0
into,into,s,Cause,1
the,the,s,Cause,2
world,world,s,Cause,3
with,with,s,Positivity,0
joy,joy,c,Positivity,1
",",",",s,,0
not,not,s,DenyDisclaim,0
sorrow,sorrow,c,Sad,0
",",",",n,,0
And,and,s,,0
every,every,s,Generalization,0
one,one,s,Generalization,1
a,a,s,StandardsPos,0
father,father,s,StandardsPos,1
to,to,s,StandardsPos,2
his,his,s,PersonPronoun,0
country,country,c,AbstractConcepts,0
",",",",n,,0
In,in,s,ReportingStates,0
being,being,s,ReportingStates,1
now,now,s,Immediacy,0
made,made,s,ReportingEvents,0
mother,mother,s,PersonProperty,0
of,of,s,PersonProperty,1
your,your,s,DirectAddress,0
concord,concord,c,Positivity,0
.,.,nn,ReasonForward,0
Such,such,c,ReasonForward,1
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
so,so,s,ReasonForward,2
good,good,c,,0
",",",",s,,0
loud,loud,s,SenseProperty,0
fame,fame,s,StandardsPos,0
for,for,s,Intensity,0
ever,ever,s,Intensity,1
speak,speak,s,ReportingEvents,0
you,you,c,DirectAddress,0
.,.,nn,,0
I,i,c,FirstPer,0
",",",",s,,0
now,now,s,Immediacy,0
they,they,s,,0
meet,meet,s,ReportingEvents,0
like,like,s,SubjectivePercept,0
Brothers,brothers,c,PersonProperty,0
.,.,nn,,0
My,my,s,FirstPer,0
hearts,hearts,s,SenseObject,0
joy,joy,s,Positivity,0
flows,flows,s,Motions,0
through,through,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
eyes,eyes,c,SelfDisclosure,2
.,.,nn,Question,0
May,may,s,Question,1
never,never,s,DenyDisclaim,0
woman's,woman's,s,PersonProperty,0
tongue,tongue,n,SenseObject,0
Hereafter,hereafter,s,ProjectAhead,0
be,be,s,ReportingStates,0
accused,accused,c,ReportingStates,0
",",",",s,ReportingStates,1
for,for,s,,0
this,this,s,,0
ones,ones,s,Numbers,0
Goodness,goodness,c,StandardsPos,0
.,.,nn,,0
If,if,s,Contingency,0
we,we,s,Metadiscourse,0
contend,contend,c,Metadiscourse,1
",",",",s,,0
from,from,s,TimeShift,0
this,this,s,TimeShift,1
hour,hour,c,TimeShift,2
",",",",s,,0
it,it,s,ProjectAhead,0
shall,shall,s,ProjectAhead,1
be,be,n,ProjectAhead,2
How,how,s,Curiosity,0
to,to,s,Curiosity,1
overcome,overcome,s,StandardsPos,0
in,in,s,,0
brotherly,brotherly,s,Positivity,0
affection,affection,c,Positivity,0
.,.,nn,,0
Otto,otto,s,SenseObject,0
is,is,s,ReportingStates,0
Rollo,rollo,s,UNRECOGNIZED,0
now,now,c,Updates,0
",",",",s,Updates,1
and,and,s,,0
Rollo,rollo,c,UNRECOGNIZED,0
",",",",s,,0
Otto,otto,c,SenseObject,0
",",",",n,,0
Or,or,s,,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
have,have,s,Cause,0
one,one,s,Cause,1
mind,mind,c,SubjectivePercept,0
",",",",s,,0
rather,rather,s,Resistance,0
one,one,s,Numbers,0
name,name,c,LangRef,0
:,:,n,,0
From,from,s,,0
this,this,s,,0
atonement,atonement,s,CommonAuthorities,0
let,let,s,ReportingEvents,0
our,our,s,Biographical_Time,0
lives,lives,s,Biographical_Time,1
begin,begin,c,Sequence,0
",",",",n,,0
Be,be,s,ReportingStates,0
all,all,s,Specifiers,0
the,the,s,Specifiers,1
rest,rest,s,Specifiers,2
forgotten,forgotten,c,Negativity,0
.,.,nn,Imperative,0
Spoke,spoke,s,Imperative,1
like,like,s,SubjectivePercept,0
Rollo,rollo,c,UNRECOGNIZED,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
to,to,s,,0
the,the,s,,0
honor,honor,s,StandardsPos,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
reconcilement,reconcilement,c,UNRECOGNIZED,0
",",",",n,,0
We,we,s,Inclusive,0
all,all,s,Inclusive,1
this,this,s,Immediacy,0
night,night,s,Immediacy,1
will,will,s,PredictedFuture,0
at,at,s,SpaceRelation,0
a,a,s,SpaceRelation,1
public,public,s,CommonAuthorities,0
Feast,feast,n,SenseObject,0
With,with,s,,0
choice,choice,s,SubjectivePercept,0
wines,wines,s,SenseObject,0
drown,drown,s,Negativity,0
our,our,s,Inclusive,0
late,late,s,SubjectiveTime,0
fears,fears,c,Fear,0
",",",",s,,0
and,and,s,,0
with,with,s,,0
music,music,n,SenseProperty,0
Welcome,welcome,s,Positivity,0
our,our,s,Inclusive,0
comforts,comforts,c,Positivity,0
.,.,nn,,0
Sure,sure,s,Confidence,0
and,and,s,,0
certain,certain,s,Confidence,0
ones,ones,c,Numbers,0
.,.,nn,Question,0
Did,did,s,Question,1
ever,ever,s,Biographical_Time,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
hopeful,hopeful,s,Positivity,0
business,business,s,AbstractConcepts,0
end,end,s,AbstractConcepts,1
t^us,t^us,c,UNRECOGNIZED,0
?,?,nn,Question,0
It,it,s,,0
Is,is,s,ReportingStates,0
fatal,fatal,s,Negativity,0
to,to,s,Inclusive,0
us,us,s,Inclusive,1
all,all,c,Inclusive,2
",",",",s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
you,you,s,DirectAddress,0
Grandpree,grandpree,c,UNRECOGNIZED,0
",",",",n,,0
Have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
least,least,s,Comparison,0
cause,cause,s,Cause,0
to,to,s,Cause,1
fear,fear,c,Fear,0
.,.,nn,Question,0
Why,why,c,Question,1
;,;,s,,0
what,what,s,Question,0
is,is,s,Question,1
my,my,s,FirstPer,0
hope,hope,c,Positivity,0
?,?,nn,Question,0
The,the,s,,0
certainty,certainty,s,Confidence,0
that,that,s,Reluctance,0
you,you,s,Reluctance,1
have,have,s,Reluctance,2
to,to,s,Reluctance,3
be,be,s,ReportingStates,0
hang'd^,hang'd^,n,UNRECOGNIZED,0
You,you,s,DirectAddress,0
know,know,s,DirectAddress,1
the,the,s,,0
Chancellours,chancellours,s,UNRECOGNIZED,0
promise,promise,c,StandardsPos,0
.,.,nn,,0
Plague,plague,s,Negativity,0
upon,upon,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nn,Question,0
What,what,s,Question,1
think,think,s,PrivateThinking,0
you,you,s,DirectAddress,0
of,of,s,,0
a,a,s,,0
Bath,bath,s,Motions,0
and,and,s,,0
a,a,s,,0
Lords,lords,s,CommonAuthorities,0
daughter,daughter,n,PersonProperty,0
To,to,s,,0
entertain,entertain,s,Positivity,0
you,you,c,DirectAddress,0
?,?,nn,Question,0
Those,those,s,,0
desires,desires,s,Positivity,0
are,are,s,ReportingStates,0
off,off,c,AbstractConcepts,0
.,.,n,AbstractConcepts,1
Frail,frail,s,SenseProperty,0
thoughts,thoughts,c,PrivateThinking,0
",",",",s,Generalization,0
all,all,s,Generalization,1
friends,friends,c,StandardsPos,0
",",",",s,,0
no,no,s,DenyDisclaim,0
Rollians,rollians,s,UNRECOGNIZED,0
now,now,c,Updates,0
",",",",s,Updates,1
nor,nor,s,DenyDisclaim,0
Ottoes^,ottoes^,n,UNRECOGNIZED,0
The,the,s,,0
several,several,s,Specifiers,0
court^sies,court^sies,s,UNRECOGNIZED,0
of,of,s,Inclusive,0
our,our,s,Inclusive,1
swords,swords,s,SenseObject,0
and,and,s,,0
servants,servants,n,PersonProperty,0
Defer,defer,s,ReportingEvents,0
to,to,s,,0
after,after,s,Sequence,0
consequence,consequence,c,Consequence,0
;,;,s,,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
make,make,s,ReportingEvents,0
use,use,n,ReportingEvents,1
Of,of,s,ReportingEvents,2
this,this,s,Immediacy,0
nights,nights,s,Immediacy,1
freedom,freedom,c,StandardsPos,0
",",",",s,,0
a,a,s,,0
short,short,s,SenseProperty,0
Parliament,parliament,s,CommonAuthorities,0
to,to,s,Inclusive,0
us,us,c,Inclusive,1
",",",",n,,0
In,in,s,Specifiers,0
which,which,s,Specifiers,1
it,it,s,PredictedFuture,0
will,will,s,PredictedFuture,1
be,be,s,PredictedFuture,2
lawful,lawful,s,StandardsPos,0
to,to,s,,0
walk,walk,s,Motions,0
freely,freely,c,Disclosure,0
.,.,n,,0
Nay,nay,c,OralCues,0
",",",",s,,0
to,to,s,Inclusive,0
our,our,s,Inclusive,1
drink,drink,s,Motions,0
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
have,have,s,,0
meat,meat,s,SenseObject,0
too,too,c,Metadiscourse,0
",",",",s,Metadiscourse,1
that,that,s,Specifiers,0
is,is,n,Specifiers,1
No,no,s,DenyDisclaim,0
usual,usual,s,RecurringEvents,0
business,business,s,AbstractConcepts,0
to,to,s,,0
the,the,s,PersonProperty,0
men,men,s,PersonProperty,1
o'th'sword,o'th'sword,c,UNRECOGNIZED,0
.,.,n,Imperative,0
Drink,drink,s,Imperative,1
deep,deep,s,AbstractConcepts,0
with,with,s,,0
me,me,s,FirstPer,0
to,to,s,,0
night,night,c,,0
",",",",s,,0
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
to,to,s,,0
morrow,morrow,n,ProjectAhead,0
Or,or,s,,0
whip,whip,c,Motions,0
",",",",s,,0
or,or,s,,0
hang,hang,s,SpaceRelation,0
the,the,s,,0
merryer,merryer,c,UNRECOGNIZED,0
.,.,nn,Imperative,0
Lead,lead,s,Imperative,1
the,the,s,Specifiers,0
way,way,s,Specifiers,1
then,then,c,TimeShift,0
.,.,nn,TimeShift,1
Why,why,s,Question,0
should,should,s,Insist,0
this,this,s,,0
trouble,trouble,s,Negativity,0
you,you,c,Negativity,1
?,?,nn,Question,0
It,it,s,,0
does,does,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
must,must,s,Insist,0
do,do,s,Intensity,0
till,till,s,TimeShift,0
I,i,s,TimeShift,1
find,find,s,,0
ease,ease,c,Reassure,0
.,.,nn,DirectReasoning,0
Consider,consider,s,DirectReasoning,1
then,then,c,TimeShift,0
",",",",s,TimeShift,1
and,and,s,,0
quickly,quickly,c,SubjectiveTime,0
;,;,n,,0
And,and,s,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
wise,wise,s,StandardsPos,0
man,man,c,StandardsPos,1
",",",",s,,0
take,take,s,ReportingEvents,0
the,the,s,ReportingEvents,1
current,current,s,Immediacy,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",n,Aside,0
Which,which,s,Aside,1
once,once,s,TimeShift,0
turned,turned,s,ReportingEvents,0
head,head,c,SenseObject,0
",",",",s,,0
will,will,s,PredictedFuture,0
sink,sink,s,Motions,0
you,you,c,DirectAddress,0
;,;,s,,0
blessed,blessed,s,StandardsPos,0
occasion,occasion,n,AbstractConcepts,0
Offers,offers,s,ReportingEvents,0
her,her,s,ReportingEvents,1
self,self,s,SubjectivePercept,0
in,in,s,,0
thousand,thousand,s,Numbers,0
safeties,safeties,s,AbstractConcepts,0
to,to,s,DirectAddress,0
you,you,c,DirectAddress,1
;,;,n,,0
Time,time,s,,0
standing,standing,s,SpaceRelation,0
still,still,s,SpaceRelation,1
to,to,s,,0
point,point,s,AbstractConcepts,0
you,you,s,DirectAddress,0
out,out,s,DirectAddress,0
your,your,s,DirectAddress,1
purpose,purpose,c,ProjectAhead,0
",",",",n,,0
And,and,s,,0
resolution,resolution,s,StandardsPos,0
(,(,c,,0
the,the,s,Confidence,0
true,true,s,Confidence,1
child,child,s,PersonProperty,0
of,of,s,,0
Virtue,virtue,c,StandardsPos,0
),),n,,0
Ready,ready,s,ProjectAhead,0
to,to,s,ProjectAhead,1
execute,execute,c,ReportingEvents,0
:,:,s,Question,0
what,what,s,Question,1
dull,dull,s,SenseProperty,0
cold,cold,s,SenseProperty,0
weakness,weakness,n,Negativity,0
Has,has,s,,0
crept,crept,s,ReportingEvents,0
into,into,s,DirectAddress,0
your,your,s,DirectAddress,1
bosom,bosom,c,SenseProperty,0
",",",",s,,0
whose,whose,s,PersonPronoun,0
mere,mere,s,SubjectivePercept,0
thoughts,thoughts,n,PrivateThinking,0
Like,like,s,SubjectivePercept,0
tempests,tempests,c,Negativity,0
",",",",s,,0
plowing,plowing,s,Motions,0
up,up,s,,0
the,the,s,,0
sailing,sailing,s,Motions,0
Forests,forests,c,SenseObject,0
",",",",n,Resistance,0
Even,even,s,Resistance,1
with,with,s,Resistance,2
their,their,s,PersonPronoun,0
swing,swing,s,Motions,0
were,were,s,ProjectBack,0
wont,wont,s,SubjectivePercept,0
to,to,s,,0
shake,shake,s,Negativity,0
down,down,s,Negativity,1
hazards,hazards,c,Negativity,0
.,.,n,Curiosity,0
What,what,s,Curiosity,1
is,is,s,Curiosity,2
it,it,c,Curiosity,3
",",",",s,,0
your,your,s,DirectAddress,0
mothers,mothers,s,PersonProperty,0
tears,tears,c,Sad,0
?,?,nn,Question,0
Pry,pry,s,SubjectivePercept,0
thee,thee,s,DirectAddress,0
be,be,s,StandardsPos,0
patient,patient,c,StandardsPos,1
.,.,nn,,0
Her,her,s,SenseObject,0
hands,hands,s,SenseObject,1
held,held,s,ReportingEvents,0
up,up,c,ReportingEvents,1
?,?,s,Question,0
her,her,s,PersonPronoun,0
prayers,prayers,c,CommonAuthorities,0
",",",",s,,0
or,or,s,,0
her,her,s,PersonPronoun,0
curses,curses,c,Negativity,0
?,?,n,Question,0
Oh,oh,s,OralCues,0
power,power,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
paper,paper,s,,0
dropped,dropped,s,ReportingEvents,0
through,through,s,,0
by,by,s,,0
a,a,s,PersonProperty,0
woman,woman,c,PersonProperty,1
!,!,n,,0
Take,take,s,SubjectivePercept,0
heed,heed,s,SubjectivePercept,1
the,the,s,,0
^,^,c,UNRECOGNIZED,0
ouldiers,ouldiers,s,UNRECOGNIZED,0
see,see,s,PrivateThinking,0
it,it,s,PrivateThinking,1
not,not,c,DenyDisclaim,0
;,;,s,,0
it,it,s,,0
is,is,s,ReportingStates,0
miserable,miserable,c,StandardsNeg,0
",",",",n,,0
In,in,s,,0
Rollo,rollo,s,UNRECOGNIZED,0
below,below,s,AbstractConcepts,0
miserable,miserable,c,StandardsNeg,0
;,;,s,,0
take,take,s,SubjectivePercept,0
heed,heed,s,SubjectivePercept,1
your,your,s,DirectAddress,0
friends,friends,c,StandardsPos,0
",",",",n,,0
The,the,s,StandardsPos,0
sinews,sinews,s,StandardsPos,1
of,of,s,StandardsPos,2
your,your,s,DirectAddress,0
cause,cause,c,Cause,0
",",",",s,,0
the,the,s,,0
strength,strength,s,AbstractConcepts,0
you,you,s,DirectAddress,0
stir,stir,s,Motions,0
by,by,c,,0
",",",",n,,0
Take,take,s,SubjectivePercept,0
heed,heed,c,SubjectivePercept,1
",",",",s,,0
I,i,s,FirstPer,0
say,say,c,Citations,0
",",",",s,,0
they,they,s,,0
find,find,s,SubjectivePercept,0
it,it,s,SubjectivePercept,1
not,not,c,DenyDisclaim,0
:,:,s,,0
take,take,s,SubjectivePercept,0
heed,heed,n,SubjectivePercept,1
Your,your,s,DirectAddress,0
own,own,s,DirectAddress,1
repentance,repentance,s,Negative_Relation,0
(,(,c,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
passing,passing,s,SenseObject,0
bell,bell,c,SenseObject,1
),),n,,0
Too,too,s,Negativity,0
late,late,c,Negativity,1
