GRegory,gregory,c,UNRECOGNIZED,0
the,the,s,TimeDuration,1
year,year,c,TimeDuration,2
",",",",s,,0
upon,upon,s,,0
that,that,s,TimeShift,0
day,day,c,TimeShift,1
:,:,s,,0
for,for,s,,0
I,i,s,Autobio,0
had,had,s,Autobio,1
then,then,s,Sequence,0
laid,laid,n,Sequence,1
Worme-wood,worme-wood,s,UNRECOGNIZED,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Dug,dug,s,SenseObject,0
sitting,sitting,s,SpaceRelation,0
in,in,s,SpaceRelation,1
the,the,s,SpaceRelation,2
Sun,sun,s,SenseObject,0
under,under,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Douehouse,douehouse,s,UNRECOGNIZED,0
wall,wall,c,SenseObject,0
",",",",s,,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
and,and,n,,0
you,you,s,DirectAddress,0
were,were,s,Biographical_Time,0
then,then,s,Biographical_Time,1
at,at,s,,0
Mantua,mantua,c,SenseObject,0
",",",",s,,0
nay,nay,s,OralCues,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
bear,bear,s,SenseObject,0
a,a,s,,0
brain,brain,c,SenseObject,0
.,.,s,Resistance,0
But,but,s,Resistance,1
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
said,said,c,Citations,0
",",",",s,,0
when,when,s,Question,0
it,it,s,Question,1
did,did,n,ReportingEvents,0
taste,taste,s,SenseProperty,0
the,the,s,SenseProperty,1
Worme-wood,worme-wood,s,UNRECOGNIZED,0
on,on,s,,0
the,the,s,,0
nipple,nipple,s,SenseObject,0
of,of,s,,0
my,my,s,FirstPer,0
Dugge,dugge,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
felt,felt,s,SubjectivePercept,0
it,it,s,SubjectivePercept,1
bitter,bitter,c,Negativity,0
",",",",s,,0
pretty,pretty,n,SubjectivePercept,0
fool,fool,c,Negativity,0
",",",",s,,0
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
it,it,s,,0
teachie,teachie,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
fall,fall,s,Negativity,0
out,out,s,Negativity,1
with,with,s,Negativity,2
the,the,s,,0
Dugge,dugge,c,UNRECOGNIZED,0
",",",",s,,0
Shake,shake,s,Motions,0
quoth,quoth,s,Citations,0
the,the,n,,0
Doue-house,doue-house,c,UNRECOGNIZED,0
",",",",s,,0
',',c,,0
twas,twas,s,ProjectBack,0
no,no,s,DenyDisclaim,0
need,need,s,Insist,0
I,i,s,FirstPer,0
trow,trow,s,SenseObject,0
to,to,s,,0
bid,bid,s,ReportingEvents,0
me,me,s,FirstPer,0
trudge,trudge,c,Motions,0
:,:,s,,0
and,and,s,ReasonForward,0
since,since,s,ReasonForward,1
that,that,s,TimeShift,0
time,time,s,TimeShift,1
it,it,s,,0
is,is,n,ReportingStates,0
a,a,s,ReportingStates,1
eleven,eleven,s,TimeDuration,0
years,years,c,TimeDuration,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
then,then,s,Sequence,0
she,she,s,Sequence,1
could,could,s,Contingency,0
stand,stand,s,SubjectivePercept,0
alone,alone,c,SubjectivePercept,1
",",",",s,,0
nay,nay,s,OralCues,0
bi,bi,c,UNRECOGNIZED,0
',',s,,0
the,the,s,,0
roode,roode,s,UNRECOGNIZED,0
she,she,s,Contingency,0
could,could,n,Contingency,1
have,have,s,Contingency,2
run,run,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
wadled,wadled,s,UNRECOGNIZED,0
all,all,s,Generalization,0
about,about,c,Generalization,1
:,:,s,,0
for,for,s,,0
even,even,s,Intensity,0
the,the,s,Intensity,1
day,day,s,TimeDuration,0
before,before,s,Sequence,0
she,she,s,Sequence,1
broke,broke,s,Negativity,0
her,her,s,Negativity,1
brow,brow,c,SenseObject,0
",",",",n,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
my,my,s,FirstPer,0
Husband,husband,s,PersonProperty,0
God,god,s,CommonAuthorities,0
be,be,s,SpaceRelation,0
with,with,s,SpaceRelation,1
his,his,s,PersonPronoun,0
soul,soul,c,Disclosure,0
",",",",s,,0
a,a,s,,0
was,was,s,ProjectBack,0
a,a,s,ProjectBack,1
merry,merry,s,PersonProperty,0
man,man,c,PersonProperty,1
",",",",s,,0
took,took,s,Sequence,0
up,up,s,Sequence,1
the,the,n,PersonProperty,0
Child,child,c,PersonProperty,1
",",",",s,,0
yea,yea,s,OralCues,0
quoth,quoth,s,Citations,0
he,he,c,Citations,1
",",",",s,,0
do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
fall,fall,s,Contingency,0
upon,upon,s,Contingency,1
thy,thy,s,DirectAddress,0
face,face,c,SenseObject,0
?,?,s,Question,0
thou,thou,s,DirectAddress,0
will,will,s,PredictedFuture,0
fall,fall,s,,0
backward,backward,n,SpaceRelation,0
when,when,s,,0
thou,thou,s,DirectAddress,0
have,have,s,,0
more,more,s,Comparison,0
wit,wit,c,StandardsPos,0
",",",",s,,0
will,will,s,PredictedFuture,0
thou,thou,s,DirectAddress,0
not,not,s,DenyDisclaim,0
Iule,iule,c,UNRECOGNIZED,0
?,?,s,Question,0
And,and,s,,0
by,by,s,,0
my,my,s,FirstPer,0
holy-dam,holy-dam,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,SubjectivePercept,0
pretty,pretty,n,SubjectivePercept,1
wretch,wretch,s,Negativity,0
left,left,s,SceneShift,0
crying,crying,c,Motions,0
",",",",s,,0
and,and,s,,0
said,said,s,Citations,0
I,i,c,FirstPer,0
:,:,s,,0
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
now,now,s,Immediacy,0
how,how,s,,0
a,a,s,,0
Jest,jest,s,Positivity,0
shall,shall,s,ProjectAhead,0
come,come,s,ReportingEvents,0
about,about,c,ReportingEvents,1
.,.,s,,0
I,i,n,FirstPer,0
warrant,warrant,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
live,live,s,,0
a,a,s,,0
thousand,thousand,s,Numbers,0
years,years,c,TimeDuration,0
",",",",s,,0
I,i,s,Autobio,0
never,never,s,Autobio,1
should,should,s,Insist,0
forget,forget,s,Negativity,0
it,it,c,Negativity,1
:,:,s,,0
will,will,s,PredictedFuture,0
thou,thou,s,DirectAddress,0
not,not,s,DenyDisclaim,0
Iulet,iulet,s,UNRECOGNIZED,0
quoth,quoth,s,Citations,0
he,he,c,Citations,1
?,?,s,Question,0
and,and,s,,0
pretty,pretty,s,SubjectivePercept,0
fool,fool,s,Negativity,0
it,it,s,,0
stinted,stinted,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
said,said,s,Citations,0
I,i,nnn,FirstPer,0
Enough,enough,s,SubjectivePercept,0
of,of,s,Specifiers,0
this,this,c,Specifiers,1
",",",",s,,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
thee,thee,s,DirectAddress,0
hold,hold,s,,0
thy,thy,s,DirectAddress,0
peace,peace,c,StandardsPos,0
.,.,nnn,,0
Yes,yes,s,DirectAddress,0
Madam,madam,c,PersonProperty,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,Insist,0
cannot,cannot,s,Insist,1
choose,choose,s,ReportingEvents,0
but,but,s,Resistance,0
laugh,laugh,c,Positivity,0
",",",",s,,0
to,to,s,,0
think,think,s,PrivateThinking,0
it,it,s,Insist,0
should,should,s,Insist,1
leave,leave,s,,0
crying,crying,c,Motions,0
",",",",s,,0
and,and,n,,0
say,say,s,Citations,0
I,i,c,FirstPer,0
:,:,s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,FirstPer,0
warrant,warrant,s,CommonAuthorities,0
it,it,s,ProjectBack,0
had,had,s,ProjectBack,1
upon,upon,s,,0
it,it,s,,0
brow,brow,c,SenseObject,0
",",",",s,,0
a,a,s,,0
bumpe,bumpe,s,UNRECOGNIZED,0
as,as,s,,0
big,big,s,Resemblances,0
as,as,s,Resemblances,1
a,a,s,,0
young,young,n,SenseProperty,0
Cockrels,cockrels,s,UNRECOGNIZED,0
stone,stone,c,SenseObject,0
?,?,s,Question,0
A,a,s,,0
perilous,perilous,s,Negativity,0
knock,knock,c,Motions,0
",",",",s,,0
and,and,s,,0
it,it,s,,0
cried,cried,s,ReportingEvents,0
bitterly,bitterly,c,Negativity,0
.,.,s,,0
Yea,yea,s,OralCues,0
quoth,quoth,s,Citations,0
my,my,s,FirstPer,0
husband,husband,c,PersonProperty,0
",",",",n,,0
fall'st,fall'st,s,UNRECOGNIZED,0
upon,upon,s,,0
thy,thy,s,DirectAddress,0
face,face,c,SenseObject,0
",",",",s,,0
thou,thou,s,DirectAddress,0
will,will,s,PredictedFuture,0
fall,fall,s,,0
backward,backward,s,SpaceRelation,0
when,when,s,,0
thou,thou,s,DirectAddress,0
come,come,s,ReportingEvents,0
to,to,s,,0
age,age,c,Specifiers,0
:,:,s,,0
will,will,s,PredictedFuture,0
thou,thou,s,DirectAddress,0
not,not,s,DenyDisclaim,0
Iule,iule,c,UNRECOGNIZED,0
?,?,s,Question,0
It,it,s,,0
stinted,stinted,c,ReportingEvents,0
:,:,s,,0
and,and,s,,0
said,said,s,Citations,0
I,i,nnn,FirstPer,0
And,and,s,,0
stint,stint,s,TimeDuration,0
thou,thou,s,DirectAddress,0
too,too,c,Metadiscourse,0
.,.,s,Metadiscourse,1
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
thee,thee,s,DirectAddress,0
Nurse,nurse,c,PersonProperty,0
",",",",s,,0
say,say,s,Citations,0
I,i,c,FirstPer,0
.,.,nnn,,0
Peace,peace,s,StandardsPos,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
done,done,c,ReportingStates,0
:,:,s,,0
God,god,s,CommonAuthorities,0
mark,mark,s,AbstractConcepts,0
thee,thee,s,DirectAddress,0
too,too,s,,0
his,his,s,StandardsPos,0
grace,grace,s,StandardsPos,1
thou,thou,s,DirectAddress,0
wast,wast,s,DirectAddress,1
the,the,s,Positivity,0
prettiest,prettiest,s,Positivity,1
Babe,babe,n,SubjectivePercept,0
that,that,s,,0
ere,ere,s,ProjectBack,0
I,i,s,FirstPer,0
nursed,nursed,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
might,might,s,Contingency,0
live,live,s,,0
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
thee,thee,s,DirectAddress,0
married,married,s,Biographical_Time,0
once,once,c,TimeShift,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
my,my,s,FirstPer,0
wish,wish,nnn,SubjectivePercept,0
Marry,marry,s,Positivity,0
that,that,s,,0
marry,marry,s,Positivity,0
is,is,s,Intensity,0
the,the,s,Intensity,1
very,very,s,Intensity,2
theme,theme,n,LangRef,0
I,i,s,FirstPer,0
came,came,s,ReportingEvents,0
to,to,s,,0
talk,talk,s,Citations,0
of,of,c,Citations,1
",",",",s,,0
tell,tell,s,Citations,0
me,me,s,Citations,1
daughter,daughter,s,PersonProperty,0
Juliet,juliet,c,UNRECOGNIZED,0
",",",",n,,0
How,how,s,,0
stands,stands,s,,0
your,your,s,DirectAddress,0
disposition,disposition,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
be,be,s,ReportingStates,0
Married,married,c,Biographical_Time,0
?,?,nn,Question,0
It,it,s,,0
is,is,s,ReportingStates,0
an,an,s,ReportingStates,1
hour,hour,s,TimeDuration,0
that,that,s,,0
I,i,s,FirstPer,0
dream,dream,s,PrivateThinking,0
not,not,s,DenyDisclaim,0
of,of,c,,0
.,.,nnn,,0
An,an,s,TimeDuration,0
hour,hour,c,TimeDuration,1
",",",",s,,0
were,were,s,ProjectBack,0
not,not,s,DenyDisclaim,0
I,i,s,FirstPer,0
thine,thine,s,UNRECOGNIZED,0
only,only,s,SubjectivePercept,0
Nurse,nurse,c,PersonProperty,0
",",",",s,,0
I,i,s,Metadiscourse,0
would,would,s,Metadiscourse,1
say,say,s,Metadiscourse,2
thou,thou,s,DirectAddress,0
had,had,s,ProjectBack,0
sucked,sucked,s,ReportingEvents,0
wisdom,wisdom,n,StandardsPos,0
from,from,s,,0
thy,thy,s,DirectAddress,0
teat,teat,nnn,SenseObject,0
Well,well,s,SenseObject,0
think,think,s,PrivateThinking,0
of,of,s,PrivateThinking,1
marriage,marriage,s,CommonAuthorities,0
now,now,c,Updates,0
",",",",s,Updates,1
younger,younger,s,Comparison,0
then,then,s,Sequence,0
you,you,n,Sequence,1
Here,here,s,SpaceRelation,0
in,in,s,SpaceRelation,1
Verona,verona,c,UNRECOGNIZED,0
",",",",s,,0
Ladies,ladies,s,PersonProperty,0
of,of,s,,0
esteem,esteem,c,StandardsPos,0
",",",",n,,0
Are,are,s,ReportingStates,0
made,made,s,ReportingEvents,0
already,already,s,Updates,0
Mothers,mothers,c,PersonProperty,0
.,.,s,,0
By,by,s,,0
my,my,s,FirstPer,0
count,count,n,AbstractConcepts,0
I,i,s,Autobio,0
was,was,s,Autobio,1
your,your,s,DirectAddress,0
Mother,mother,c,PersonProperty,0
",",",",s,,0
much,much,s,Intensity,0
upon,upon,s,,0
these,these,s,Immediacy,0
years,years,n,Immediacy,1
That,that,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,Immediacy,0
now,now,s,Immediacy,1
a,a,s,Immediacy,2
Maid,maid,c,PersonProperty,0
",",",",s,,0
thus,thus,s,ReasonForward,0
then,then,s,,0
in,in,s,Specifiers,0
brief,brief,c,Specifiers,1
:,:,n,,0
The,the,s,,0
valiant,valiant,s,StandardsPos,0
Paris,paris,s,,0
seeks,seeks,s,ProjectAhead,0
you,you,s,DirectAddress,0
for,for,s,DirectAddress,1
his,his,s,PersonPronoun,0
love,love,c,Positivity,0
.,.,nn,,0
A,a,s,PersonProperty,0
man,man,s,PersonProperty,1
young,young,s,PersonProperty,0
Lady,lady,c,PersonProperty,1
",",",",s,,0
Lady,lady,c,PersonProperty,0
",",",",s,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
man,man,s,PersonProperty,0
as,as,s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
world,world,c,AbstractConcepts,0
.,.,s,Question,0
Why,why,s,Question,1
he,he,s,Neutral_Attribution,0
is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
man,man,s,SenseObject,0
of,of,s,SenseObject,1
wax,wax,c,SenseObject,2
.,.,nnn,,0
Veronas,veronas,s,UNRECOGNIZED,0
Summer,summer,s,TimeDuration,0
has,has,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
flower,flower,c,SenseObject,0
.,.,nnn,,0
Nay,nay,s,OralCues,0
he,he,s,Neutral_Attribution,0
is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
flower,flower,c,SenseObject,0
",",",",s,,0
infaith,infaith,s,UNRECOGNIZED,0
a,a,s,Intensity,0
very,very,s,Intensity,1
flower,flower,c,SenseObject,0
.,.,nnn,Question,0
What,what,s,Question,1
say,say,s,Citations,0
you,you,c,DirectAddress,0
",",",",s,,0
can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
love,love,s,Positivity,0
the,the,s,Positivity,1
Gentleman,gentleman,c,Positivity,0
?,?,n,Question,0
This,this,s,Immediacy,0
night,night,s,Immediacy,1
you,you,s,Insist,0
shall,shall,s,Insist,1
behold,behold,s,SpaceRelation,0
him,him,s,PersonPronoun,0
at,at,s,SpaceRelation,0
our,our,s,SpaceRelation,1
Feast,feast,c,SenseObject,0
",",",",n,,0
Read,read,s,ReportingEvents,0
ore,ore,s,SenseObject,0
the,the,s,,0
volume,volume,s,SenseObject,0
of,of,s,,0
young,young,s,SenseProperty,0
Paris,paris,s,,0
face,face,c,SenseObject,0
",",",",n,,0
And,and,s,,0
find,find,s,,0
delight,delight,c,Positivity,0
",",",",s,,0
writ,writ,s,CommonAuthorities,0
there,there,s,SpaceRelation,0
with,with,s,SpaceRelation,1
Beauties,beauties,s,StandardsPos,0
pen,pen,c,SenseObject,0
:,:,n,,0
Examine,examine,s,Curiosity,0
every,every,s,Generalization,0
several,several,s,Specifiers,0
liniament,liniament,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
see,see,s,Curiosity,0
how,how,s,Curiosity,1
one,one,s,Numbers,0
another,another,s,Numbers,1
lends,lends,s,ReportingEvents,0
content,content,c,AbstractConcepts,0
:,:,n,,0
And,and,s,,0
what,what,s,,0
obscured,obscured,s,StandardsNeg,0
in,in,s,,0
this,this,s,,0
fair,fair,s,StandardsPos,0
volume,volume,s,SenseObject,0
lies,lies,c,,0
",",",",n,,0
Find,find,s,,0
written,written,s,LangRef,0
in,in,s,LangRef,1
the,the,s,,0
Margent,margent,s,SpaceRelation,0
of,of,s,,0
his,his,s,PersonPronoun,0
eyes,eyes,c,SenseObject,0
*,*,n,,0
This,this,s,,0
precious,precious,s,StandardsPos,0
Book,book,s,,0
of,of,s,StandardsPos,0
Love,love,c,StandardsPos,1
",",",",s,,0
this,this,s,,0
unbound,unbound,s,Motions,0
Lover,lover,c,Positivity,0
",",",",n,,0
To,to,s,,0
Beautify,beautify,s,StandardsPos,0
him,him,c,PersonPronoun,0
",",",",s,,0
only,only,s,SubjectivePercept,0
lacks,lacks,s,Negativity,0
a,a,s,Negativity,1
Cover,cover,c,AbstractConcepts,0
.,.,n,,0
The,the,s,SenseObject,0
fish,fish,s,SenseObject,1
lives,lives,s,Biographical_Time,0
in,in,s,Biographical_Time,1
the,the,s,Biographical_Time,2
Sea,sea,c,SenseObject,0
",",",",s,,0
and,and,s,ReportingStates,0
it,it,s,ReportingStates,1
is,is,s,ReportingStates,2
much,much,s,Intensity,0
pride,pride,n,StandardsPos,0
For,for,s,,0
fair,fair,s,StandardsPos,0
without,without,c,Contingency,0
",",",",s,,0
the,the,s,Positivity,0
fair,fair,s,Positivity,1
within,within,s,,0
to,to,s,ProjectAhead,0
hide,hide,c,ProjectAhead,1
:,:,n,,0
That,that,s,,0
Book,book,s,ReportingEvents,0
in,in,s,ReportingEvents,1
manies,manies,s,UNRECOGNIZED,0
eyes,eyes,s,SenseObject,0
does,does,s,ReportingEvents,0
share,share,s,ReportingEvents,0
the,the,s,,0
glory,glory,c,StandardsPos,0
",",",",n,,0
That,that,s,,0
in,in,s,,0
Gold,gold,s,SenseObject,0
claspes,claspes,c,UNRECOGNIZED,0
",",",",s,,0
Locks,locks,s,ReportingEvents,0
in,in,s,,0
the,the,s,,0
Golden,golden,s,SenseProperty,0
story,story,c,LangRef,0
:,:,n,,0
So,so,s,Insist,0
shall,shall,s,Insist,1
you,you,s,DirectAddress,0
share,share,s,ReportingEvents,0
all,all,s,SubjectivePercept,0
that,that,s,SubjectivePercept,1
he,he,s,SubjectivePercept,2
does,does,s,ReportingEvents,0
possess,possess,c,ReportingEvents,0
",",",",n,,0
By,by,s,,0
having,having,s,Cause,0
him,him,c,Cause,1
",",",",s,,0
making,making,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,s,SubjectivePercept,0
no,no,s,Comparison,0
less,less,c,Comparison,1
.,.,nn,,0
No,no,s,Comparison,0
less,less,c,Comparison,1
",",",",s,,0
nay,nay,s,OralCues,0
bigger,bigger,c,Comparison,0
:,:,s,,0
women,women,s,PersonProperty,0
grow,grow,s,ReportingEvents,0
by,by,s,,0
men,men,c,PersonProperty,0
.,.,nnn,Imperative,0
Speak,speak,s,Imperative,1
briefly,briefly,c,SubjectiveTime,0
",",",",s,,0
can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
like,like,s,SubjectivePercept,0
of,of,s,,0
Paris,paris,s,,0
love,love,c,Positivity,0
?,?,nnn,Question,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
look,look,s,ProjectAhead,0
to,to,s,ProjectAhead,1
like,like,c,SubjectivePercept,0
",",",",s,,0
if,if,s,Contingency,0
looking,looking,s,ReportingEvents,0
liking,liking,s,Positivity,0
move,move,c,Motions,0
.,.,n,Resistance,0
But,but,s,Resistance,1
no,no,s,Resistance,2
more,more,s,Comparison,0
deep,deep,s,AbstractConcepts,0
will,will,s,PredictedFuture,0
I,i,s,FirstPer,0
endart,endart,s,UNRECOGNIZED,0
mine,mine,s,SelfDisclosure,0
eye,eye,c,SelfDisclosure,1
",",",",n,,0
Then,then,s,,0
your,your,s,DirectAddress,0
consent,consent,s,CommonAuthorities,0
gives,gives,s,,0
strength,strength,s,AbstractConcepts,0
to,to,s,,0
make,make,s,ReportingEvents,0
fly,fly,c,Motions,0
.,.,nn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
the,the,s,,0
guests,guests,s,PersonProperty,0
are,are,s,ReportingStates,0
come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
supper,supper,s,TimeDuration,0
served,served,s,Motions,0
up,up,c,Motions,1
",",",",s,,0
you,you,s,DirectAddress,0
called,called,c,ReportingStates,0
",",",",s,ReportingStates,1
my,my,s,FirstPer,0
young,young,s,PersonProperty,0
Lady,lady,s,PersonProperty,1
asked,asked,n,Request,0
for,for,c,Request,1
",",",",s,,0
the,the,s,PersonProperty,0
Nurse,nurse,s,PersonProperty,1
cur'st,cur'st,s,UNRECOGNIZED,0
in,in,s,,0
the,the,s,,0
Pantery,pantery,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
every,every,s,Generalization,0
thing,thing,s,Generalization,1
in,in,s,,0
extremity,extremity,c,SenseObject,0
:,:,s,,0
I,i,s,Insist,0
must,must,n,Insist,1
hence,hence,s,ReasonForward,0
to,to,s,,0
wait,wait,c,ProjectAhead,0
",",",",s,,0
I,i,s,Insist,0
beseech,beseech,s,Insist,1
you,you,s,DirectAddress,0
follow,follow,s,,0
straight,straight,nnn,AbstractConcepts,0
We,we,s,,0
follow,follow,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
Juliet,juliet,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,,0
County,county,s,AbstractConcepts,0
stays,stays,c,TimeDuration,0
.,.,nnn,Imperative,0
Go,go,s,Imperative,1
Gyrle,gyrle,c,UNRECOGNIZED,0
",",",",s,,0
seek,seek,s,ProjectAhead,0
happ^e,happ^e,s,UNRECOGNIZED,0
nights,nights,s,,0
to,to,s,,0
happy,happy,s,Positivity,0
days,days,c,TimeDuration,0
.,.,nnn,Question,0
What,what,s,Question,1
shall,shall,s,ProjectAhead,0
this,this,s,,0
speeh,speeh,s,UNRECOGNIZED,0
be,be,s,ReportingStates,0
spoke,spoke,s,CommonAuthorities,0
for,for,s,CommonAuthorities,1
our,our,s,Inclusive,0
excuse,excuse,c,StandardsPos,0
?,?,n,Question,0
Or,or,s,,0
shall,shall,s,Future_Question,0
we,we,s,Future_Question,1
on,on,s,,0
without,without,s,Contingency,0
Apology,apology,c,Apology,0
?,?,nn,Question,0
The,the,s,,0
date,date,s,,0
is,is,s,ReportingStates,0
out,out,s,,0
of,of,s,Specifiers,0
such,such,s,Specifiers,1
prolixitie,prolixitie,c,UNRECOGNIZED,0
",",",",n,,0
We,we,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
have,have,s,Metadiscourse,2
no,no,s,DenyDisclaim,0
Cupid,cupid,c,Positivity,0
",",",",s,,0
hood,hood,s,SenseObject,0
winkt,winkt,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
skarfe,skarfe,c,UNRECOGNIZED,0
",",",",n,,0
Bearing,bearing,s,AbstractConcepts,0
a,a,s,,0
Tartars,tartars,s,SenseObject,0
painted,painted,s,ReportingEvents,0
Bow,bow,s,SenseObject,0
of,of,s,,0
lath,lath,c,SenseObject,0
",",",",n,,0
Skaring,skaring,s,UNRECOGNIZED,0
the,the,s,PersonProperty,0
Ladies,ladies,s,PersonProperty,1
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Crow-keeper,crow-keeper,c,UNRECOGNIZED,0
.,.,n,Resistance,0
But,but,s,Resistance,1
let,let,s,ReportingEvents,0
them,them,s,ReportingEvents,1
measure,measure,s,AbstractConcepts,0
us,us,s,Inclusive,0
by,by,s,Uncertainty,0
what,what,s,Uncertainty,1
they,they,s,,0
will,will,c,PredictedFuture,0
",",",",n,,0
We,we,s,,0
Will,will,s,PredictedFuture,0
measure,measure,s,ReportingEvents,0
them,them,s,ReportingEvents,1
a,a,s,,0
Measure,measure,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
be,be,s,ReportingStates,0
gone,gone,c,ReportingStates,0
.,.,nn,ReportingStates,1
Give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
a,a,s,ReportingEvents,2
Torch,torch,c,SenseObject,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
for,for,s,,0
this,this,s,,0
ambling,ambling,c,Motions,0
.,.,n,ReportingStates,0
Being,being,s,ReportingStates,1
but,but,s,Resistance,0
heavy,heavy,s,SenseProperty,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
bear,bear,s,PredictedFuture,1
the,the,s,PredictedFuture,2
light,light,c,SenseProperty,0
.,.,nn,,0
Nay,nay,s,OralCues,0
gentle,gentle,s,Positivity,0
Romeo,romeo,c,UNRECOGNIZED,0
",",",",s,,0
we,we,s,Insist,0
must,must,s,Insist,1
have,have,s,Insist,2
you,you,s,DirectAddress,0
dance,dance,c,Motions,0
.,.,nnn,,0
Not,not,s,DenyDisclaim,0
I,i,s,SelfDisclosure,0
believe,believe,s,SelfDisclosure,1
me,me,c,FirstPer,0
",",",",s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
dancing,dancing,s,Motions,0
shoes,shoes,n,SenseObject,0
With,with,s,,0
nimble,nimble,s,Positivity,0
soles,soles,c,SenseObject,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,,0
soale,soale,s,UNRECOGNIZED,0
of,of,s,,0
Lead,lead,n,,0
So,so,s,,0
stakes,stakes,s,SenseObject,0
me,me,s,FirstPer,0
to,to,s,SpaceRelation,0
the,the,s,SpaceRelation,1
ground,ground,c,SpaceRelation,2
",",",",s,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
move,move,c,Motions,0
.,.,nn,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
a,a,s,DirectAddress,2
Lover,lover,c,Positivity,0
",",",",s,,0
borrow,borrow,s,ReportingEvents,0
Cupids,cupids,s,Positivity,0
wings,wings,c,SenseObject,0
",",",",n,,0
And,and,s,,0
soar,soar,s,Motions,0
with,with,s,,0
them,them,s,,0
above,above,s,SpaceRelation,0
a,a,s,SpaceRelation,1
common,common,s,AbstractConcepts,0
bound,bound,c,ReportingEvents,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
too,too,s,SelfDisclosure,2
sore,sore,s,Negativity,0
enpearced,enpearced,s,UNRECOGNIZED,0
with,with,s,,0
his,his,s,PersonPronoun,0
shaft,shaft,c,SenseObject,0
",",",",n,,0
To,to,s,,0
soar,soar,s,Motions,0
with,with,s,,0
his,his,s,PersonPronoun,0
light,light,s,SenseProperty,0
feathers,feathers,c,SenseObject,0
",",",",s,,0
and,and,s,,0
to,to,s,,0
bound,bound,c,ReportingEvents,0
:,:,n,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
bound,bound,s,ReportingEvents,0
a,a,s,ReportingEvents,1
pitch,pitch,s,Motions,0
above,above,s,Motions,1
dull,dull,s,SenseProperty,0
woe,woe,c,Sad,0
",",",",n,,0
