SInce,since,s,ReasonBackward,0
colors,colors,c,SenseProperty,0
;,;,s,,0
then,then,s,,0
his,his,s,PersonPronoun,0
band,band,n,SenseObject,0
May,may,s,Contingency,0
be,be,s,Contingency,1
disorderd,disorderd,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
transformed,transformed,s,Transformation,0
from,from,s,,0
Lace,lace,n,SenseObject,0
To,to,s,,0
Cutworke,cutworke,c,UNRECOGNIZED,0
",",",",s,,0
his,his,s,PersonPronoun,0
rich,rich,s,Positivity,0
clothes,clothes,s,SenseObject,0
be,be,s,ReportingStates,0
discomplexioned,discomplexioned,n,UNRECOGNIZED,0
With,with,s,,0
blood,blood,c,SenseObject,0
",",",",s,,0
beside,beside,s,SpaceRelation,0
the,the,s,SpaceRelation,1
infashionable,infashionable,s,UNRECOGNIZED,0
slashes,slashes,c,Motions,0
",",",",n,,0
And,and,s,,0
at,at,s,Sequence,0
the,the,s,Sequence,1
next,next,s,Sequence,2
festival,festival,s,Positivity,0
take,take,s,ReportingEvents,0
physic,physic,c,AbstractConcepts,0
",",",",n,,0
Or,or,s,,0
put,put,s,Transformation,0
on,on,s,Transformation,1
bla^ke,bla^ke,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
mourn,mourn,s,Sad,0
for,for,s,Sad,1
his,his,s,PersonPronoun,0
slain,slain,s,ReportingEvents,0
breeches,breeches,c,SenseObject,0
:,:,n,,0
His,his,s,SenseObject,0
hands,hands,s,SenseObject,1
cased,cased,s,Motions,0
up,up,s,SpaceRelation,0
in,in,s,SpaceRelation,1
gloves,gloves,s,SenseObject,0
all,all,s,TimeDuration,0
night,night,c,TimeDuration,1
",",",",s,,0
and,and,s,,0
sweat,sweat,n,SenseObject,0
Pomatum,pomatum,c,SenseObject,0
",",",",s,,0
the,the,s,Sequence,0
next,next,s,Sequence,1
day,day,s,TimeDuration,0
may,may,s,Contingency,0
be,be,s,Contingency,1
endangered,endangered,n,Fear,0
To,to,s,,0
blisters,blisters,s,SenseObject,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
sword,sword,c,SenseObject,0
",",",",s,,0
how,how,s,Curiosity,0
can,can,s,Curiosity,1
he,he,s,PersonPronoun,0
stand,stand,n,Confidence,0
Upon,upon,s,Confidence,1
his,his,s,PersonPronoun,0
guard,guard,c,Resistance,0
",",",",s,,0
who,who,s,Question,0
has,has,s,Question,1
fid^ers,fid^ers,s,UNRECOGNIZED,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
head,head,c,SenseObject,0
",",",",n,,0
To,to,s,,0
which,which,c,,0
",",",",s,,0
his,his,s,PersonPronoun,0
feet,feet,s,SenseObject,0
must,must,s,Insist,0
ever,ever,s,ReceivedPOV,0
be,be,s,ReceivedPOV,1
a,a,s,,0
dancing,dancing,c,Motions,0
.,.,n,,0
Beside,beside,s,SpaceRelation,0
a,a,s,SpaceRelation,1
fal^^fy,fal^^fy,s,UNRECOGNIZED,0
may,may,s,Contingency,0
spoil,spoil,s,Negativity,0
his,his,s,Negativity,1
cringe,cringe,c,Negativity,0
",",",",n,,0
Or,or,s,,0
making,making,s,Specifiers,0
of,of,s,Specifiers,1
a,a,s,SenseObject,0
leg,leg,c,SenseObject,1
",",",",s,,0
in,in,s,Specifiers,0
which,which,s,Specifiers,1
cons^sts,cons^sts,n,UNRECOGNIZED,0
Much,much,s,Intensity,0
of,of,s,,0
his,his,s,PersonPronoun,0
Court,court,s,AbstractConcepts,0
perfection,perfection,c,StandardsPos,0
.,.,nn,Question,0
Is,is,s,Question,1
this,this,s,Question,2
Character,character,n,LangRef,0
Bestowed,bestowed,s,StandardsPos,0
on,on,s,StandardsPos,1
him,him,c,PersonPronoun,0
?,?,nn,Question,0
It,it,s,,0
something,something,s,Uncertainty,0
may,may,s,Contingency,0
concern,concern,s,Specifiers,0
the,the,s,Specifiers,1
Gentleman,gentleman,c,Positivity,0
",",",",n,,0
Whom,whom,s,PersonPronoun,0
if,if,s,Request,0
you,you,s,Request,1
please,please,s,Request,2
to,to,s,,0
challenge,challenge,n,Resistance,0
To,to,s,,0
dance,dance,c,Motions,0
",",",",s,,0
play,play,s,ReportingEvents,0
on,on,s,ReportingEvents,1
the,the,s,,0
Lute,lute,c,SenseObject,0
",",",",s,,0
or,or,s,,0
sing,sing,c,LangRef,0
.,.,nn,LangRef,1
Some,some,s,Uncertainty,0
catch,catch,c,ReportingEvents,0
?,?,nnn,Question,0
He,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
want,want,s,ProjectAhead,0
those,those,s,,0
will,will,s,PredictedFuture,0
maintain,maintain,s,TimeDuration,0
him,him,n,TimeDuration,1
For,for,s,Specifiers,0
any,any,s,Specifiers,1
sum,sum,c,AbstractConcepts,0
.,.,nn,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
my,my,s,FirstPer,0
Sovereign,sovereign,c,CommonAuthorities,0
",",",",n,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
think,think,c,DenyDisclaim,1
",",",",s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,Insist,0
must,must,s,Insist,1
speak,speak,s,ReportingEvents,0
somewhat,somewhat,c,Uncertainty,0
",",",",n,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
burst,burst,s,Motions,0
else,else,c,Contingency,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
no,no,s,DenyDisclaim,0
skill,skill,s,StandardsPos,0
in,in,s,StandardsPos,1
jigges,jigges,c,UNRECOGNIZED,0
",",",",n,,0
Nor,nor,s,DenyDisclaim,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),c,,0
.,.,nn,Question,0
How,how,s,Question,1
sir,sir,c,PersonProperty,0
?,?,nnn,Question,0
Nor,nor,s,DenyDisclaim,0
was,was,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
borne,borne,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
Minstrell,minstrell,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
in,in,s,,0
this,this,s,,0
you,you,s,DirectAddress,0
have,have,n,DirectAddress,1
So,so,s,,0
infinitely,infinitely,s,Intensity,0
disgraced,disgraced,s,StandardsNeg,0
Arcadius,arcadius,c,UNRECOGNIZED,0
",",",",n,Resistance,0
But,but,s,Resistance,1
that,that,s,Resistance,2
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
heard,heard,s,Updates,0
another,another,s,Specifiers,0
Character,character,c,LangRef,0
",",",",n,,0
And,and,s,,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
royal,royal,s,CommonAuthorities,0
license,license,s,CommonAuthorities,0
do,do,s,Intensity,0
believe,believe,s,PrivateThinking,0
it,it,c,,0
",",",",n,,0
I,i,s,Insist,0
should,should,s,Insist,1
not,not,s,Insist,2
think,think,s,PrivateThinking,0
him,him,s,PersonPronoun,0
worth,worth,s,Positivity,0
my,my,s,Positivity,1
killing,killing,c,Negativity,0
.,.,nn,,0
Your,your,s,DirectAddress,0
killing,killing,c,Negativity,0
?,?,nnn,Question,0
Does,does,s,Question,0
she,she,s,Question,1
not,not,s,DenyDisclaim,0
jeere^,jeere^,s,UNRECOGNIZED,0
me,me,c,FirstPer,0
;,;,n,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
talk,talk,s,ReportingEvents,0
treason,treason,s,StandardsNeg,0
presently,presently,c,TimeShift,0
",",",",s,,0
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
it,it,n,,0
At,at,s,,0
my,my,s,FirstPer,0
tongues,tongues,s,SenseObject,0
end,end,s,Sequence,0
already,already,c,Updates,0
",",",",s,,0
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
an,an,n,,0
Affront,affront,c,Negative_Relation,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
leave,leave,s,SceneShift,0
her,her,c,SceneShift,1
.,.,nn,Imperative,0
Come,come,s,Imperative,1
back,back,c,,0
",",",",s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
know,know,s,DirectAddress,2
Arcadius,arcadius,c,UNRECOGNIZED,0
?,?,nnn,Question,0
I,i,s,FirstPer,0
ha,ha,s,OralCues,0
changd,changd,s,UNRECOGNIZED,0
but,but,s,Resistance,0
little,little,s,SenseProperty,0
breath,breath,s,SenseObject,0
with,with,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
our,our,s,Inclusive,0
persons,persons,n,PersonProperty,0
Admit,admit,s,Resistance,0
no,no,s,DenyDisclaim,0
familiarity,familiarity,c,PriorKnowledge,0
",",",",s,,0
we,we,s,,0
were,were,n,ProjectBack,0
Borne,borne,s,ReportingEvents,0
to,to,s,,0
live,live,s,,0
both,both,s,,0
at,at,s,,0
distance,distance,c,AbstractConcepts,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,FirstPer,0
ha,ha,s,OralCues,0
see^ne,see^ne,s,UNRECOGNIZED,0
him,him,n,PersonPronoun,0
Fight,fight,c,Resistance,0
",",",",s,,0
and,and,s,,0
fight,fight,s,Resistance,0
bravely,bravely,c,StandardsPos,0
.,.,nn,Question,0
When,when,s,Question,1
the,the,s,SubjectivePercept,0
spirit,spirit,s,SubjectivePercept,1
of,of,s,SenseProperty,0
Wine,wine,n,SenseProperty,1
Made,made,s,ReportingEvents,0
his,his,s,PersonPronoun,0
brain,brain,s,SenseObject,0
valliant,valliant,s,UNRECOGNIZED,0
he,he,s,PersonPronoun,0
fought,fought,s,Resistance,0
bravely,bravely,c,StandardsPos,0
.,.,nn,Concessive,0
Although,although,s,Concessive,1
he,he,s,PersonPronoun,0
be,be,s,ReportingStates,0
my,my,s,FirstPer,0
enemy,enemy,c,Negativity,0
",",",",s,Future_Question,0
should,should,s,Future_Question,1
any,any,n,Specifiers,0
Of,of,s,Specifiers,1
the,the,s,Specifiers,2
gay,gay,s,PersonProperty,0
flies,flies,s,Motions,0
that,that,s,,0
buzze,buzze,s,UNRECOGNIZED,0
about,about,s,,0
the,the,s,CommonAuthorities,0
Court,court,c,CommonAuthorities,1
",",",",n,,0
Sit,sit,s,SenseProperty,0
to,to,s,,0
catch,catch,s,ReportingEvents,0
trouts,trouts,s,,0
ith,ith,c,UNRECOGNIZED,0
*,*,s,,0
summer,summer,c,TimeDuration,0
",",",",s,,0
tell,tell,s,Citations,0
me,me,s,Citations,1
so,so,c,AbstractConcepts,0
",",",",n,AbstractConcepts,1
I,i,s,FirstPer,0
durst,durst,s,SubjectivePercept,0
in,in,s,,0
any,any,s,,0
presence,presence,s,AbstractConcepts,0
but,but,s,Resistance,0
your,your,s,DirectAddress,0
own,own,c,DirectAddress,1
.,.,nn,Question,0
What,what,c,Question,1
?,?,nnn,Question,0
Tell,tell,s,,0
him,him,s,PersonPronoun,0
he,he,s,PersonPronoun,0
were,were,s,ProjectBack,0
not,not,s,DenyDisclaim,0
honest,honest,c,StandardsPos,0
.,.,nnn,,0
I,i,s,FirstPer,0
see,see,s,,0
Seleucus,seleucus,s,UNRECOGNIZED,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
^,^,c,UNRECOGNIZED,0
esolute,esolute,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
I,i,s,FirstPer,0
but,but,s,Resistance,0
wronged,wronged,s,StandardsNeg,0
Arcadius,arcadius,c,UNRECOGNIZED,0
",",",",s,,0
your,your,s,DirectAddress,0
first,first,n,Sequence,0
Request,request,s,Request,0
is,is,s,ReportingStates,0
granted,granted,c,Concessive,0
",",",",s,Concessive,1
you,you,s,Insist,0
shall,shall,s,Insist,1
fight,fight,c,Resistance,0
",",",",s,,0
and,and,s,,0
he,he,n,CommonAuthorities,0
That,that,s,CommonAuthorities,1
conquers,conquers,s,ReportingEvents,0
be,be,s,ReportingStates,0
rewarded,rewarded,s,Positivity,0
to,to,s,ProjectAhead,0
confirm,confirm,n,ProjectAhead,1
First,first,s,StandardsPos,0
place,place,s,StandardsPos,1
and,and,s,,0
honor,honor,s,StandardsPos,0
to,to,s,,0
his,his,s,PersonPronoun,0
family,family,c,,0
:,:,n,,0
Is,is,s,Question,0
it,it,s,Question,1
not,not,s,DenyDisclaim,0
this,this,s,,0
you,you,s,DirectAddress,0
plead,plead,s,Intensity,0
for,for,c,Intensity,1
?,?,nn,Question,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
gracious,gracious,c,StandardsPos,0
.,.,nnn,,0
Lisimachus,lisimachus,c,UNRECOGNIZED,0
.,.,nnn,,0
Madam,madam,c,PersonProperty,0
.,.,nnn,,0
She,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
granted,granted,s,CommonAuthorities,0
then,then,c,,0
?,?,nnn,Question,0
With,with,s,,0
much,much,s,Intensity,0
ado^,ado^,c,UNRECOGNIZED,0
.,.,nnn,,0
I,i,s,FirstPer,0
wish,wish,s,SubjectivePercept,0
thy,thy,s,DirectAddress,0
sword,sword,s,SenseObject,0
may,may,s,Contingency,0
open,open,n,,0
His,his,s,PersonPronoun,0
wanton,wanton,s,StandardsNeg,0
veins,veins,c,SenseObject,0
",",",",s,,0
Macarius,macarius,s,UNRECOGNIZED,0
is,is,s,Negativity,0
too,too,s,Negativity,1
popular,popular,c,StandardsPos,0
",",",",n,,0
And,and,s,,0
has,has,s,,0
taught,taught,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
to,to,s,,0
in^uate,in^uate,c,UNRECOGNIZED,0
.,.,nn,,0
It,it,s,ProjectAhead,0
shall,shall,n,ProjectAhead,1
But,but,s,Resistance,0
haste,haste,s,Negativity,0
the,the,s,,0
confirmation,confirmation,s,Confidence,0
of,of,s,Confidence,1
our,our,s,Inclusive,0
loves,loves,c,Positivity,0
",",",",n,,0
And,and,s,,0
ripen,ripen,s,Transformation,0
the,the,s,,0
delights,delights,s,Positivity,0
of,of,s,,0
marriage,marriage,c,CommonAuthorities,0
",",",",s,,0
Seleucus,seleucus,c,UNRECOGNIZED,0
.,.,nn,,0
As,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
guest,guest,c,PersonProperty,0
",",",",n,,0
It,it,s,DenyDisclaim,0
cannot,cannot,s,DenyDisclaim,1
be,be,s,DenyDisclaim,2
too,too,s,Negativity,0
soon,soon,c,Negativity,1
.,.,nn,,0
To,to,s,,0
morrow,morrow,s,ProjectAhead,0
then,then,s,Sequence,0
we,we,s,Sequence,1
crown,crown,s,SenseObject,0
her,her,c,PersonPronoun,0
",",",",s,,0
and,and,s,,0
invest,invest,n,ReportingEvents,0
My,my,s,FirstPer,0
son,son,s,PersonProperty,0
with,with,s,,0
Majesty,majesty,c,CommonAuthorities,0
",",",",s,,0
it,it,s,,0
is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
my,my,s,FirstPer,0
wishes,wishes,c,SubjectivePercept,0
",",",",n,,0
Beget,beget,s,Consequence,0
a,a,s,Consequence,1
race,race,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
Princes,princes,s,PersonProperty,0
my,my,s,FirstPer,0
Lisimachus,lisimachus,c,UNRECOGNIZED,0
.,.,nn,Sequence,0
First,first,s,Sequence,1
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
marry,marry,s,Positivity,0
sir,sir,c,PersonProperty,0
.,.,nnn,,0
Thy,thy,s,DirectAddress,0
brow,brow,s,SenseObject,0
was,was,s,ProjectBack,0
made,made,n,ReportingEvents,0
To,to,s,ReportingEvents,1
wear,wear,s,SpaceRelation,0
a,a,s,SpaceRelation,1
golden,golden,s,SenseProperty,0
circle,circle,c,AbstractConcepts,0
",",",",s,,0
^,^,c,UNRECOGNIZED,0
',',c,,0
me,me,s,FirstPer,0
transported,transported,c,SceneShift,0
",",",",n,,0
Thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
rule,rule,s,AbstractConcepts,0
her,her,c,PersonPronoun,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
govern,govern,s,ReportingEvents,0
thee,thee,c,DirectAddress,0
.,.,nn,Concessive,0
Although,although,s,Concessive,1
you,you,s,DirectAddress,0
be,be,s,DirectAddress,1
my,my,s,Autobio,0
Father,father,c,Autobio,1
",",",",s,,0
that,that,s,PredictedFuture,0
will,will,s,PredictedFuture,1
not,not,n,DenyDisclaim,0
Concern,concern,s,DenyDisclaim,1
my,my,s,FirstPer,0
obedience,obedience,c,CommonAuthorities,0
",",",",s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
take,take,s,Responsibility,0
it,it,c,Responsibility,1
.,.,n,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",n,,0
Prepare,prepare,s,DirectAddress,0
your,your,s,DirectAddress,1
selves,selves,s,SubjectivePercept,0
for,for,s,,0
a,a,s,,0
solemnity,solemnity,n,CommonAuthorities,0
Will,will,s,PredictedFuture,0
turn,turn,s,,0
the,the,s,,0
Kingdom,kingdom,s,CommonAuthorities,0
into,into,s,,0
triumph,triumph,c,Positivity,0
",",",",s,,0
Epire,epire,n,UNRECOGNIZED,0
Look,look,s,ReportingEvents,0
fresh,fresh,s,SenseProperty,0
to,to,s,,0
morrow,morrow,c,ProjectAhead,0
",",",",s,,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
become,become,s,Transformation,0
your,your,s,DirectAddress,0
duties,duties,n,StandardsPos,0
In,in,s,Generalization,0
all,all,s,Generalization,1
your,your,s,DirectAddress,0
glory,glory,s,StandardsPos,0
to,to,s,,0
attend,attend,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Queen,queen,n,PersonProperty,0
At,at,s,,0
her,her,s,PersonPronoun,0
Coronation,coronation,c,CommonAuthorities,0
",",",",s,,0
she,she,s,Updates,0
is,is,s,Updates,1
pleased,pleased,s,Positivity,0
to,to,s,Positivity,1
make,make,n,ReportingEvents,0
The,the,s,Sequence,0
next,next,s,Sequence,1
day,day,s,TimeDuration,0
happy,happy,s,Positivity,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
Callender,callender,c,UNRECOGNIZED,0
",",",",n,,0
My,my,s,FirstPer,0
Office,office,s,SenseObject,0
does,does,s,ReportingEvents,0
expire,expire,c,TimeShift,0
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
old,old,s,SenseProperty,0
blood,blood,n,SenseObject,0
Renewes,renewes,s,UNRECOGNIZED,0
with,with,s,,0
thought,thought,s,PrivateThinking,0
on,on,s,SpaceRelation,0
it,it,c,SpaceRelation,1
.,.,nn,,0
Hows,hows,s,,0
this,this,c,,0
?,?,nnn,Question,0
Crowned,crowned,s,ReportingEvents,0
to,to,s,,0
morrow,morrow,c,ProjectAhead,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
he,he,s,PersonPronoun,0
so,so,s,,0
jo^full,jo^full,s,UNRECOGNIZED,0
to,to,s,,0
resign,resign,s,ReportingEvents,0
his,his,s,PersonPronoun,0
regency,regency,c,CommonAuthorities,0
",",",",n,,0
There,there,s,ReportingStates,0
Is,is,s,ReportingStates,1
some,some,s,Uncertainty,0
trick,trick,s,SubjectivePercept,0
in,in,s,,0
it,it,c,,0
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,Negative_Relation,0
not,not,s,Negative_Relation,1
like,like,s,Negative_Relation,2
these,these,s,Immediacy,0
hasty,hasty,n,SubjectiveTime,0
Proceedings,proceedings,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
whirles,whirles,s,UNRECOGNIZED,0
of,of,s,,0
state,state,c,,0
",",",",s,,0
they,they,s,,0
have,have,s,,0
commonly,commonly,n,ReceivedPOV,0
As,as,s,,0
strange,strange,s,SubjectivePercept,0
and,and,s,,0
violent,violent,s,StandardsNeg,0
effect^,effect^,c,UNRECOGNIZED,0
;,;,s,OralCues,0
well,well,c,OralCues,1
",",",",s,,0
heaven,heaven,c,Positivity,0
*,*,s,,0
save,save,s,StandardsPos,0
the,the,s,StandardsPos,1
Queen,queen,c,PersonProperty,0
.,.,nn,,0
Heaven,heaven,s,Positivity,0
save,save,s,StandardsPos,0
the,the,s,StandardsPos,1
Queen,queen,s,PersonProperty,0
say,say,s,Citations,0
I,i,c,FirstPer,0
",",",",s,,0
and,and,s,,0
send,send,s,ReportingEvents,0
her,her,s,PersonPronoun,0
a,a,s,,0
sprightly,sprightly,n,Positivity,0
Bedfellow,bedfellow,s,StandardsPos,0
for,for,s,,0
the,the,s,,0
Protector,protector,c,StandardsPos,0
",",",",s,,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
pray,pray,s,Intensity,0
for,for,n,Intensity,1
Himself,himself,c,PersonPronoun,0
",",",",s,,0
he,he,s,Updates,0
is,is,s,Updates,1
like,like,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
have,have,s,SubjectivePercept,2
no,no,s,DenyDisclaim,0
benefit,benefit,s,StandardsPos,0
of,of,s,,0
my,my,s,FirstPer,0
devotion,devotion,c,StandardsPos,0
.,.,nn,Resistance,0
But,but,s,Resistance,1
this,this,s,,0
does,does,s,ReportingEvents,0
quicken,quicken,s,Transformation,0
my,my,s,FirstPer,0
old,old,s,SenseProperty,0
heart,heart,s,SenseObject,0
Lisimachus,lisimachus,c,UNRECOGNIZED,0
",",",",n,,0
There,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
any,any,s,DenyDisclaim,3
step,step,s,ReportingEvents,0
into,into,s,ReportingEvents,1
her,her,s,PersonPronoun,0
throne,throne,c,SenseObject,0
",",",",n,Resistance,0
But,but,s,Resistance,1
is,is,s,Resistance,2
the,the,s,Comparison,0
same,same,s,Comparison,1
degree,degree,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
thy,thy,s,DirectAddress,0
own,own,s,ReportingEvents,0
state,state,c,,0
;,;,n,,0
Come,come,s,ReportingEvents,0
Gentlemen,gentlemen,c,Positivity,0
.,.,nn,,0
We,we,s,,0
attend,attend,s,SpaceRelation,0
your,your,s,SpaceRelation,1
grace,grace,c,StandardsPos,0
.,.,nnn,,0
Lisimachus,lisimachus,c,UNRECOGNIZED,0
.,.,nnn,Question,0
What,what,s,Question,1
heretofore,heretofore,s,ProjectBack,0
could,could,s,Contingency,0
happen,happen,s,Contingency,1
to,to,s,,0
mankind,mankind,n,AbstractConcepts,0
Was,was,s,ProjectBack,0
with,with,s,,0
much,much,s,Intensity,0
pain,pain,s,Negativity,0
to,to,s,,0
clime,clime,s,SenseProperty,0
to,to,s,,0
heaven,heaven,c,Positivity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
in,in,n,,0
Sophias,sophias,s,UNRECOGNIZED,0
marryage,marryage,s,UNRECOGNIZED,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
Queens,queens,s,PersonProperty,0
the,the,s,Positivity,0
best,best,c,Positivity,1
",",",",n,,0
Heaven,heaven,s,Positivity,0
will,will,s,PredictedFuture,0
come,come,s,PredictedFuture,1
down,down,s,StandardsPos,0
to,to,s,StandardsPos,1
earth,earth,c,StandardsPos,2
*,*,s,,0
to,to,s,,0
make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
blessed,blessed,c,StandardsPos,0
.,.,nn,,0
Indeed,indeed,s,Intensity,0
you,you,s,Insist,0
shall,shall,s,Insist,1
not,not,s,DenyDisclaim,0
go,go,c,ReportingEvents,0
.,.,nnn,,0
Whether,whether,c,Contingency,0
?,?,nnn,Question,0
To,to,s,,0
travel,travel,c,Motions,0
",",",",n,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
you,you,s,DirectAddress,0
see,see,s,DirectAddress,1
me,me,c,FirstPer,0
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,,0
take,take,s,DirectAddress,0
your,your,s,DirectAddress,1
leave,leave,c,DirectAddress,2
",",",",n,Resistance,0
But,but,s,Resistance,1
I,i,s,Insist,0
must,must,s,Insist,1
never,never,s,DenyDisclaim,0
yield,yield,s,ReportingEvents,0
to,to,s,ReportingEvents,1
such,such,s,Specifiers,0
an,an,s,Specifiers,1
absence,absence,c,Negativity,0
.,.,nn,,0
I,i,s,FirstPer,0
prithee,prithee,s,DirectAddress,0
leave,leave,s,,0
thy,thy,s,DirectAddress,0
fears,fears,c,Fear,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
commanded,commanded,n,ReportingEvents,0
Toth,toth,c,UNRECOGNIZED,0
',',s,,0
contrary,contrary,c,Resistance,0
",",",",s,,0
I,i,s,FirstPer,0
wonot,wonot,s,UNRECOGNIZED,0
leave,leave,s,,0
thee,thee,s,DirectAddress,0
now,now,c,Immediacy,0
.,.,nn,,0
Commanded,commanded,c,ReportingEvents,0
?,?,s,Question,0
by,by,s,,0
whom,whom,c,PersonPronoun,0
?,?,nnn,Question,0
The,the,s,,0
Queen,queen,c,PersonProperty,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
very,very,s,Intensity,0
glad,glad,c,Positivity,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
trust,trust,s,Confidence,0
me,me,c,FirstPer,0
",",",",s,,0
I,i,s,ReceivedPOV,0
could,could,s,ReceivedPOV,1
think,think,n,ReceivedPOV,2
Of,of,s,,0
thy,thy,s,DirectAddress,0
departure,departure,s,SceneShift,0
with,with,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
comfort,comfort,c,Positivity,0
",",",",s,,0
thou,thou,n,DirectAddress,0
Art,art,s,AbstractConcepts,0
all,all,s,Generalization,0
the,the,s,Generalization,1
joy,joy,s,Positivity,0
I,i,s,SelfDisclosure,0
have,have,c,SelfDisclosure,1
",",",",s,,0
half,half,s,Numbers,0
of,of,s,,0
my,my,s,SelfDisclosure,0
soul,soul,c,SelfDisclosure,1
;,;,n,Resistance,0
But,but,s,Resistance,1
I,i,s,Acknowledge,0
must,must,s,Acknowledge,1
thank,thank,s,Acknowledge,2
the,the,s,,0
Queen,queen,s,PersonProperty,0
now,now,s,Immediacy,0
for,for,s,,0
thy,thy,s,DirectAddress,0
company,company,c,AbstractConcepts,0
",",",",n,,0
I,i,s,FirstPer,0
prithee,prithee,s,DirectAddress,0
what,what,s,,0
could,could,s,Contingency,0
make,make,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
so,so,s,,0
desirous,desirous,n,Positivity,0
To,to,s,Positivity,1
be,be,s,ReportingStates,0
abroad,abroad,c,SceneShift,0
?,?,nn,Question,0
Only,only,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
get,get,s,,0
an,an,s,,0
appetite,appetite,n,SubjectivePercept,0
To,to,s,,0
thee,thee,s,DirectAddress,0
Polidora,polidora,c,UNRECOGNIZED,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
you,you,s,Insist,0
must,must,s,Insist,1
provoke,provoke,s,SubjectivePercept,0
it,it,c,,0
.,.,nnn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
prithee,prithee,s,DirectAddress,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
so,so,s,,0
mistake,mistake,s,Negativity,0
thy,thy,s,DirectAddress,0
servant,servant,c,PersonProperty,0
.,.,nnn,,0
Perhaps,perhaps,s,Uncertainty,0
you,you,s,DirectAddress,0
surfeit,surfeit,s,StandardsNeg,0
with,with,s,,0
my,my,s,Positivity,0
love,love,c,Positivity,1
.,.,nnn,,0
Thy,thy,s,DirectAddress,0
love,love,c,Positivity,0
?,?,nnn,Question,0
Although,although,s,Concessive,0
I,i,s,SelfDisclosure,0
