GAllants,gallants,c,SubjectivePercept,0
Boy,boy,s,PersonProperty,1
could,could,s,Contingency,0
entrance,entrance,s,SpaceRelation,0
get,get,c,,0
",",",",n,,0
And,and,s,,0
make,make,s,ReportingEvents,0
his,his,s,PersonPronoun,0
little,little,s,SenseProperty,0
Victory,victory,s,Positivity,0
complete,complete,c,Sequence,0
;,;,n,Resistance,0
But,but,s,Resistance,1
now,now,s,Immediacy,0
he'as,he'as,s,UNRECOGNIZED,0
got,got,s,SubjectivePercept,0
the,the,s,SubjectivePercept,1
knack,knack,s,SubjectivePercept,2
on,on,s,SpaceRelation,0
it,it,c,SpaceRelation,1
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
with,with,s,Confidence,0
ease,ease,c,Confidence,1
",",",",n,,0
He,he,s,PersonPronoun,0
domineers,domineers,s,Negativity,0
and,and,s,,0
enters,enters,s,ReportingEvents,0
when,when,s,TimeShift,0
he,he,s,TimeShift,1
please,please,c,Positivity,0
.,.,nn,,0
My,my,s,SelfDisclosure,0
heart,heart,c,SelfDisclosure,1
",",",",s,,0
Aminta,aminta,c,UNRECOGNIZED,0
",",",",s,,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
like,like,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
thine,thine,c,UNRECOGNIZED,0
.,.,nn,,0
Faith,faith,s,StandardsPos,0
Madam,madam,s,PersonProperty,0
try,try,c,ProjectAhead,0
;,;,s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
find,find,s,SubjectivePercept,0
it,it,s,SubjectivePercept,1
just,just,s,Comparison,0
like,like,s,Comparison,1
mine,mine,c,FirstPer,0
.,.,n,Sequence,0
The,the,s,Sequence,1
first,first,s,Sequence,2
I,i,s,FirstPer,0
loved,loved,s,Positivity,0
was,was,s,ProjectBack,0
Philocles,philocles,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,Sequence,0
then,then,n,Sequence,1
Made,made,s,ReportingEvents,0
Protestations,protestations,s,Resistance,0
never,never,s,Sad,0
to,to,s,Sad,1
love,love,s,Sad,2
again,again,c,Sad,3
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
after,after,s,Sequence,0
left,left,s,Negativity,0
him,him,s,Negativity,1
for,for,s,Negativity,2
a,a,s,,0
faithless,faithless,s,StandardsNeg,0
crime,crime,c,StandardsNeg,0
;,;,n,Resistance,0
But,but,s,Resistance,1
then,then,s,Sequence,0
I,i,s,Sequence,1
languisht,languisht,s,UNRECOGNIZED,0
even,even,s,SubjectivePercept,0
to,to,s,Negativity,0
death,death,s,Negativity,1
for,for,s,SubjectivePercept,0
him,him,c,SubjectivePercept,1
;,;,n,,0
--,--,s,,0
But,but,s,Resistance,0
Love,love,s,Positivity,0
who,who,s,,0
suffered,suffered,s,Negativity,0
me,me,s,FirstPer,0
to,to,s,,0
take,take,s,ReportingEvents,0
no,no,s,DenyDisclaim,0
rest,rest,c,,0
",",",",n,,0
New,new,s,,0
fireballs,fireballs,s,SenseObject,0
threw,threw,c,ReportingStates,0
",",",",s,ReportingStates,1
the,the,s,,0
old,old,s,SenseProperty,0
scarce,scarce,s,Negativity,0
dispossessed,dispossessed,c,ReportingStates,0
;,;,n,ReportingStates,1
And,and,s,,0
by,by,s,,0
the,the,s,,0
greater,greater,s,Comparison,0
flame,flame,s,SenseObject,0
the,the,s,,0
lesser,lesser,s,Comparison,0
light,light,c,SenseProperty,0
",",",",n,,0
Like,like,s,SubjectivePercept,0
Candles,candles,s,SenseObject,0
in,in,s,,0
the,the,s,SenseObject,0
Sun,sun,c,SenseObject,1
",",",",s,,0
extinguished,extinguished,s,Transformation,0
quite,quite,c,Intensity,0
",",",",n,,0
And,and,s,,0
left,left,s,SceneShift,0
no,no,s,DenyDisclaim,0
power,power,s,AbstractConcepts,0
Alcander,alcander,s,UNRECOGNIZED,0
to,to,s,,0
resist,resist,c,Resistance,0
",",",",n,,0
Who,who,s,,0
took,took,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
keeps,keeps,s,TimeDuration,0
possession,possession,s,AbstractConcepts,0
of,of,s,,0
my,my,s,FirstPer,0
breast,breast,c,PersonProperty,0
.,.,nn,,0
Art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
a,a,s,,0
Lover,lover,s,Positivity,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
and,and,s,,0
look,look,s,Resemblances,0
so,so,s,Resemblances,1
gay,gay,c,PersonProperty,0
",",",",n,Resistance,0
But,but,s,Resistance,1
thou,thou,s,DirectAddress,0
have,have,s,DenyDisclaim,0
never,never,s,DenyDisclaim,1
a,a,s,StandardsPos,0
father,father,s,StandardsPos,1
to,to,s,StandardsPos,2
obey,obey,c,CommonAuthorities,0
.,.,nn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
if,if,s,Contingency,0
I,i,s,Autobio,0
had,had,s,Autobio,1
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
obey,obey,s,CommonAuthorities,0
him,him,s,PersonPronoun,0
too,too,c,Metadiscourse,0
.,.,nn,Metadiscourse,1
And,and,s,,0
live,live,c,,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
live,live,c,,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
more,more,s,Comparison,0
then,then,s,Sequence,0
I,i,s,Sequence,1
can,can,s,Confidence,0
do,do,c,Confidence,1
.,.,n,,0
--,--,s,,0
Thy,thy,s,DirectAddress,0
Eyes,eyes,c,SenseObject,0
",",",",s,,0
Erminia,erminia,c,UNRECOGNIZED,0
",",",",s,,0
do,do,s,Intensity,0
declare,declare,s,Citations,0
thy,thy,s,DirectAddress,0
heart,heart,c,SenseObject,0
",",",",n,,0
Has,has,s,Intensity,0
nothing,nothing,s,Intensity,1
but,but,s,Intensity,2
despairs,despairs,s,Sad,0
and,and,s,,0
death,death,s,Negativity,0
t'impart,t'impart,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
I,i,c,FirstPer,0
",",",",s,,0
alas,alas,c,Negativity,0
",",",",s,,0
no,no,s,DenyDisclaim,0
comfort,comfort,s,Positivity,0
can,can,s,Contingency,0
apply,apply,c,ReportingEvents,0
",",",",n,Resistance,0
But,but,s,Resistance,1
I,i,c,FirstPer,0
",",",",s,,0
as,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
you,you,c,DirectAddress,0
",",",",s,,0
can,can,s,Contingency,0
weep,weep,s,Sad,0
and,and,s,,0
die,die,c,AbstractConcepts,0
.,.,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
reproach,reproach,s,Anger,0
my,my,s,FirstPer,0
fortune,fortune,c,ProjectAhead,0
",",",",s,ReasonForward,0
since,since,s,ReasonForward,1
in,in,s,DirectAddress,0
you,you,n,DirectAddress,1
Grief,grief,s,Sad,0
does,does,s,ReportingEvents,0
the,the,s,,0
noblest,noblest,s,StandardsPos,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
Sex,sex,s,AbstractConcepts,0
subdue,subdue,c,,0
;,;,n,,0
When,when,s,DirectAddress,0
your,your,s,DirectAddress,1
great,great,s,StandardsPos,0
soul,soul,s,StandardsPos,1
a,a,s,,0
sorrow,sorrow,s,Sad,0
can,can,s,Contingency,0
admit,admit,c,Resistance,0
:,:,n,,0
I,i,s,Insist,0
ought,ought,s,Insist,1
to,to,s,Insist,2
suffer,suffer,s,Negativity,0
from,from,s,Negativity,1
the,the,s,Specifiers,0
sense,sense,s,Specifiers,1
of,of,s,Specifiers,2
it,it,c,,0
;,;,n,,0
Your,your,s,DirectAddress,0
cause,cause,s,Cause,0
of,of,s,Cause,1
grief,grief,s,Sad,0
too,too,s,Negativity,0
much,much,s,Negativity,1
like,like,s,SubjectivePercept,0
mine,mine,s,FirstPer,0
appears,appears,c,SubjectivePercept,0
",",",",n,,0
Not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
oblige,oblige,s,Responsibility,0
my,my,s,FirstPer,0
eyes,eyes,s,SenseObject,0
to,to,s,,0
double,double,s,,0
tears,tears,c,Sad,0
;,;,n,,0
And,and,s,,0
had,had,s,ProjectBack,0
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
no,no,s,DenyDisclaim,0
sentiments,sentiments,s,Positivity,0
at,at,s,SpaceRelation,0
home,home,c,SpaceRelation,1
",",",",n,,0
My,my,s,FirstPer,0
part,part,s,,0
in,in,s,DirectAddress,0
yours,yours,s,DirectAddress,1
had,had,s,ProjectBack,0
doubtless,doubtless,s,Confidence,0
filled,filled,s,SpaceRelation,0
the,the,s,SpaceRelation,1
room,room,c,SpaceRelation,2
.,.,n,Resistance,0
But,but,s,Resistance,1
mine,mine,s,FirstPer,0
will,will,s,PredictedFuture,0
no,no,s,DenyDisclaim,0
addition,addition,s,AbstractConcepts,0
more,more,s,Comparison,0
receive,receive,c,ReportingEvents,0
",",",",n,,0
Fate,fate,s,SubjectivePercept,0
has,has,s,,0
bestowed,bestowed,s,StandardsPos,0
the,the,s,Negativity,0
worst,worst,s,Negativity,1
she,she,s,ProjectBack,0
had,had,s,ProjectBack,1
to,to,s,,0
give,give,c,,0
;,;,n,,0
Your,your,s,DirectAddress,0
mighty-soul,mighty-soul,s,UNRECOGNIZED,0
can,can,s,Generalization,0
all,all,s,Generalization,1
its,its,s,,0
rage,rage,s,Anger,0
oppose,oppose,c,Resistance,0
",",",",n,,0
Whilst,whilst,s,TimeDuration,0
mine,mine,s,FirstPer,0
must,must,s,Insist,0
perish,perish,s,Negativity,0
by,by,s,,0
more,more,s,Comparison,0
feeble,feeble,s,Negativity,0
blows,blows,c,Motions,0
.,.,nn,,0
Indeed,indeed,c,Intensity,0
",",",",s,,0
I,i,s,SelfDisclosure,0
dare,dare,s,SelfDisclosure,1
not,not,s,SelfDisclosure,2
say,say,s,SelfDisclosure,3
my,my,s,FirstPer,0
cause,cause,s,Cause,0
of,of,s,Cause,1
grief,grief,c,Sad,0
",",",",n,,0
Does,does,s,DirectAddress,0
yours,yours,s,DirectAddress,1
exceed,exceed,c,Intensity,0
",",",",s,ReasonForward,0
since,since,s,ReasonForward,1
both,both,s,,0
are,are,s,ProjectBack,0
past,past,s,ProjectBack,1
relief,relief,c,Reassure,0
;,;,n,Resistance,0
But,but,s,Resistance,1
if,if,s,Contingency,0
our,our,s,Inclusive,0
Fates,fates,s,SubjectivePercept,0
unequal,unequal,s,Comparison,0
do,do,s,Intensity,0
appear,appear,c,SubjectivePercept,0
",",",",n,,0
Erminia,erminia,c,UNRECOGNIZED,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
that,that,s,,0
odds,odds,s,Contingency,0
must,must,s,Insist,0
bear,bear,c,SenseObject,0
.,.,nn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
just,just,s,Intensity,0
I,i,s,Insist,0
should,should,s,Insist,1
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
resign,resign,c,ReportingEvents,0
",",",",n,Resistance,0
But,but,s,Resistance,1
here,here,s,DirectAddress,0
you,you,s,DirectAddress,1
challenge,challenge,s,Resistance,0
what,what,s,Question,0
is,is,s,Question,1
only,only,s,SubjectivePercept,0
mine,mine,c,FirstPer,0
:,:,n,,0
My,my,s,FirstPer,0
fate,fate,s,SubjectivePercept,0
so,so,s,Anger,0
cruel,cruel,s,Anger,1
is,is,c,ReportingStates,0
",",",",s,,0
it,it,s,PredictedFuture,0
will,will,s,PredictedFuture,1
not,not,s,DenyDisclaim,0
give,give,n,DenyDisclaim,1
Leave,leave,s,SceneShift,0
to,to,s,SceneShift,1
Phillander,phillander,s,UNRECOGNIZED,0
(,(,c,,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
di,di,c,AbstractConcepts,0
),),s,,0
to,to,s,,0
live,live,c,,0
:,:,n,Question,0
Might,might,s,Question,1
I,i,s,FirstPer,0
but,but,s,Resistance,0
suffer,suffer,s,Negativity,0
all,all,c,,0
",",",",s,,0
twere,twere,s,UNRECOGNIZED,0
some,some,s,Uncertainty,0
content,content,c,AbstractConcepts,0
",",",",n,Resistance,0
But,but,s,Resistance,1
who,who,s,,0
can,can,s,Contingency,0
live,live,s,Contingency,1
and,and,s,,0
see,see,s,,0
his,his,s,PersonPronoun,0
languishment,languishment,c,Negativity,0
",",",",n,,0
You,you,s,DirectAddress,0
Madam,madam,s,PersonProperty,0
do,do,s,Intensity,0
alone,alone,s,SpaceRelation,0
your,your,s,DirectAddress,0
sorrows,sorrows,s,Sad,0
^,^,c,UNRECOGNIZED,0
ear,ear,c,SenseObject,0
",",",",n,Aside,0
Which,which,s,Aside,1
would,would,s,Contingency,0
be,be,s,Contingency,1
less,less,s,Comparison,0
did,did,s,ReportingEvents,0
but,but,s,Resistance,0
Alcippus,alcippus,s,UNRECOGNIZED,0
share,share,c,ReportingEvents,0
",",",",n,,0
As,as,s,,0
Lovers,lovers,s,Positivity,0
we,we,s,ConfirmedThght,0
agree,agree,c,ConfirmedThght,1
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
deny,deny,n,Repair_Citation,0
But,but,s,Resistance,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
loved,loved,s,Positivity,0
again,again,c,RecurringEvents,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
am,am,s,FirstPer,0
not,not,s,DenyDisclaim,0
I,i,c,FirstPer,0
.,.,nn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
grief,grief,s,Sad,0
the,the,s,Positivity,0
better,better,s,Positivity,1
is,is,s,ReportingStates,0
sustained,sustained,c,ReportingStates,0
",",",",n,ReportingStates,1
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
for,for,s,,0
a,a,s,,0
loss,loss,s,Negativity,0
that,that,s,DenyDisclaim,0
never,never,s,DenyDisclaim,1
yet,yet,s,Resistance,0
was,was,s,ProjectBack,0
gained,gained,c,ReportingEvents,0
:,:,n,,0
You,you,s,DirectAddress,0
only,only,s,SubjectivePercept,0
lose,lose,s,Negativity,0
a,a,s,Negativity,1
man,man,s,PersonProperty,0
that,that,s,,0
does,does,s,Uncertainty,0
not,not,s,Uncertainty,1
know,know,n,Uncertainty,2
How,how,s,,0
great,great,s,Intensity,0
the,the,s,,0
Honor,honor,s,StandardsPos,0
is,is,s,ReportingStates,0
which,which,s,,0
you,you,s,DirectAddress,0
bestow,bestow,c,StandardsPos,0
:,:,n,Question,0
Who,who,s,Question,1
dares,dares,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
hope,hope,s,Positivity,0
you,you,s,DirectAddress,0
love,love,c,Positivity,0
",",",",s,,0
or,or,s,,0
if,if,s,Contingency,0
he,he,s,Contingency,1
did,did,c,ReportingStates,0
",",",",n,ReportingStates,1
Your,your,s,DirectAddress,0
greatness,greatness,s,StandardsPos,0
world,world,s,AbstractConcepts,0
his,his,s,PersonPronoun,0
just,just,s,Intensity,0
return,return,s,RecurringEvents,0
forbid,forbid,c,Resistance,0
;,;,n,,0
His,his,s,PersonPronoun,0
humbler,humbler,s,Comparison,0
thoughts,thoughts,s,PrivateThinking,0
du^st,du^st,s,UNRECOGNIZED,0
never,never,s,Biographical_Time,0
to,to,s,Biographical_Time,1
you,you,s,DirectAddress,0
aspire,aspire,c,ProjectAhead,0
",",",",n,,0
At,at,s,SubjectivePercept,0
most,most,s,SubjectivePercept,1
he,he,s,Biographical_Time,0
would,would,s,Biographical_Time,1
presume,presume,s,ReasonForward,0
but,but,s,Resistance,0
to,to,s,Resistance,1
admire,admire,c,StandardsPos,0
;,;,n,,0
Or,or,s,,0
if,if,s,Contingency,0
fit,fit,s,ReportingEvents,0
chanced,chanced,s,Contingency,0
he,he,s,PersonPronoun,0
durst,durst,s,SubjectivePercept,0
more,more,s,Comparison,0
da^ing,da^ing,s,UNRECOGNIZED,0
prove,prove,c,Confidence,0
",",",",n,,0
You,you,s,DirectAddress,0
still,still,s,Updates,0
must,must,s,Insist,0
languish,languish,s,Negativity,0
in,in,s,,0
concealed,concealed,s,ReportingEvents,0
love,love,c,Positivity,0
.,.,nn,,0
This,this,s,,0
which,which,s,,0
you,you,s,DirectAddress,0
argue,argue,s,Contested_Citation,0
lessens,lessens,s,Transformation,0
not,not,s,DenyDisclaim,0
my,my,s,FirstPer,0
pain,pain,c,Negativity,0
",",",",n,,0
My,my,s,FirstPer,0
grief's,grief's,s,UNRECOGNIZED,0
the,the,s,Comparison,0
same,same,c,Comparison,1
",",",",s,,0
were,were,s,Contingency,0
I,i,s,Contingency,1
beloved,beloved,s,StandardsPos,0
again,again,c,RecurringEvents,0
.,.,n,,0
The,the,s,SenseObject,0
King,king,s,SenseObject,1
my,my,s,Autobio,0
Father,father,s,Autobio,1
would,would,s,ProjectBack,0
his,his,s,PersonPronoun,0
Promise,promise,s,StandardsPos,0
keep,keep,c,TimeDuration,0
",",",",n,,0
And,and,s,,0
thou,thou,s,DirectAddress,0
must,must,s,Insist,0
him,him,s,PersonPronoun,0
enjoy,enjoy,s,Positivity,0
for,for,s,PersonProperty,0
whom,whom,s,PersonProperty,1
I,i,s,FirstPer,0
weep,weep,c,Sad,0
.,.,nn,,0
Ah,ah,s,OralCues,0
would,would,s,Future_Question,0
I,i,s,Future_Question,1
could,could,s,Contingency,0
that,that,s,,0
fatal,fatal,s,Negativity,0
gift,gift,s,Positivity,0
deny,deny,c,Repair_Citation,0
",",",",n,,0
Without,without,s,Contingency,0
him,him,s,Contingency,1
you,you,c,DirectAddress,0
;,;,s,,0
and,and,s,,0
with,with,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
die,die,c,AbstractConcepts,0
;,;,n,,0
My,my,s,SelfDisclosure,0
soul,soul,s,SelfDisclosure,1
your,your,s,DirectAddress,0
Royal,royal,s,CommonAuthorities,0
Brother,brother,s,PersonProperty,0
does,does,s,ReportingEvents,0
adore,adore,c,Positivity,0
",",",",n,,0
And,and,s,,0
I,i,c,FirstPer,0
",",",",s,Generalization,0
all,all,s,Generalization,1
kindness,kindness,s,StandardsPos,0
but,but,s,Resistance,0
from,from,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
abhor,abhor,c,Negativity,0
;,;,n,Resistance,0
But,but,s,Resistance,1
if,if,s,Contingency,0
I,i,s,Insist,0
must,must,s,Insist,1
th'unsuit,th'unsuit,s,UNRECOGNIZED,0
Alcippus,alcippus,s,UNRECOGNIZED,0
wed,wed,c,ReportingEvents,0
",",",",n,,0
I,i,s,Self_Promise,0
vow,vow,s,Self_Promise,1
he,he,s,Biographical_Time,0
never,never,s,Biographical_Time,1
shall,shall,s,ProjectAhead,0
come,come,s,ReportingEvents,0
into,into,s,ReportingEvents,1
my,my,s,FirstPer,0
Bed,bed,c,SenseObject,0
.,.,nn,,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
bravely,bravely,s,StandardsPos,0
vowed,vowed,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,Immediacy,0
now,now,s,Immediacy,1
I,i,s,FirstPer,0
love,love,s,Positivity,0
thee,thee,s,DirectAddress,0
more,more,c,Comparison,0
",",",",n,,0
Then,then,s,,0
e're,e're,s,SubjectivePercept,0
I,i,s,Autobio,0
was,was,s,Autobio,1
obliged,obliged,s,Responsibility,0
to,to,s,,0
do,do,s,Intensity,0
before,before,c,Sequence,0
;,;,n,,0
--,--,s,,0
But,but,s,Resistance,0
yet,yet,s,Resistance,0
Erminia,erminia,s,UNRECOGNIZED,0
guard,guard,s,Resistance,0
thee,thee,s,DirectAddress,0
from,from,s,,0
his,his,s,PersonPronoun,0
eyes,eyes,c,SenseObject,0
;,;,n,,0
Where,where,s,,0
so,so,s,Intensity,0
much,much,s,Intensity,1
love,love,c,Positivity,0
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
so,so,s,ReasonForward,2
much,much,s,Intensity,0
Beauty,beauty,s,StandardsPos,0
lies,lies,c,,0
:,:,n,,0
Those,those,s,,0
charms,charms,s,Positivity,0
may,may,s,Contingency,0
conquer,conquer,s,ReportingEvents,0
thee,thee,c,DirectAddress,0
",",",",s,Aside,0
which,which,s,Aside,1
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
bow,bow,c,SenseObject,0
",",",",n,,0
And,and,s,,0
make,make,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
love,love,s,Positivity,0
as,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
break,break,s,ReportingEvents,0
this,this,s,,0
Vow,vow,c,Intensity,0
.,.,nn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
unkind,unkind,c,StandardsNeg,0
",",",",s,Concessive,0
though,though,s,Concessive,1
but,but,s,Resistance,0
to,to,s,Resistance,1
fear,fear,c,Fear,0
",",",",n,,0
Ought,ought,s,Insist,0
but,but,s,Resistance,0
Phillander,phillander,s,UNRECOGNIZED,0
can,can,s,Contingency,0
inhabit,inhabit,s,SpaceRelation,0
here,here,c,SpaceRelation,0
.,.,nn,,0
Ah,ah,s,OralCues,0
that,that,s,,0
Alcippus,alcippus,s,UNRECOGNIZED,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
you,you,s,DirectAddress,0
approve,approve,c,CommonAuthorities,0
;,;,n,,0
We,we,s,Sequence,0
then,then,s,Sequence,1
might,might,s,Contingency,0
hope,hope,s,Positivity,0
these,these,s,Immediacy,0
mischiefs,mischiefs,s,StandardsNeg,0
to,to,s,,0
remove,remove,c,ReportingEvents,0
;,;,n,,0
The,the,s,SenseObject,0
King,king,s,SenseObject,1
my,my,s,Autobio,0
father,father,s,Autobio,1
might,might,s,Contingency,0
be,be,s,Contingency,1
moved,moved,s,ReportingEvents,0
by,by,s,,0
prayer,prayer,c,CommonAuthorities,0
",",",",n,,0
And,and,s,,0
my,my,s,FirstPer,0
too,too,s,Intensity,0
powerful,powerful,s,Intensity,1
Brothers,brothers,s,PersonProperty,0
sad,sad,s,Sad,0
despair,despair,c,Sad,0
",",",",n,,0
To,to,s,,0
break,break,s,StandardsNeg,0
his,his,s,StandardsNeg,1
word,word,c,StandardsNeg,2
",",",",s,Aside,0
which,which,s,Aside,1
kept,kept,s,TimeDuration,0
will,will,s,PredictedFuture,0
us,us,s,Inclusive,0
undo,undo,c,Transformation,0
:,:,n,,0
And,and,s,,0
he,he,s,Negativity,0
will,will,s,Negativity,1
lose,lose,s,Negativity,2
his,his,s,PersonPronoun,0
dear,dear,s,Positivity,0
Phillander,phillander,s,UNRECOGNIZED,0
too,too,c,Metadiscourse,0
",",",",n,Metadiscourse,1
Who,who,s,,0
dies,dies,s,,0
and,and,s,,0
can,can,s,Contingency,0
no,no,s,DenyDisclaim,0
remedies,remedies,s,Positivity,0
receive,receive,c,ReportingEvents,0
:,:,n,,0
But,but,s,Resistance,0
vows,vows,s,Intensity,0
it,it,s,DirectAddress,0
is,is,s,DirectAddress,1
for,for,s,DirectAddress,2
you,you,s,DirectAddress,3
alone,alone,s,SpaceRelation,0
he,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
live,live,c,PredictedFuture,1
.,.,nn,,0
Ah,ah,s,OralCues,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
tell,tell,s,Citations,0
me,me,s,Citations,1
how,how,s,,0
he,he,s,PersonPronoun,0
dies,dies,c,,0
",",",",n,,0
I,i,s,SelfDisclosure,0
Have,have,s,SelfDisclosure,1
seen,seen,s,SpaceRelation,0
too,too,s,Negativity,0
much,much,s,Negativity,1
already,already,s,Updates,0
in,in,s,SpaceRelation,0
his,his,s,SpaceRelation,1
eyes,eyes,c,SpaceRelation,2
;,;,n,,0
They,they,s,Intensity,0
did,did,s,Intensity,1
the,the,s,,0
sorrows,sorrows,s,Sad,0
of,of,s,Sad,1
his,his,s,PersonPronoun,0
soul,soul,s,Disclosure,0
betray,betray,c,Negative_Relation,0
",",",",n,Aside,0
Which,which,s,Aside,1
need,need,s,Insist,0
not,not,s,Insist,1
be,be,s,Insist,2
expressed,expressed,s,ReportingEvents,0
another,another,s,Comparison,0
way,way,c,Comparison,1
:,:,n,,0
',',c,,0
Twas,twas,s,ProjectBack,0
there,there,s,,0
I,i,s,FirstPer,0
found,found,s,Curiosity,0
what,what,s,Curiosity,1
my,my,s,FirstPer,0
misfortune,misfortune,s,StandardsNeg,0
was,was,c,ProjectBack,0
",",",",n,Specifiers,0
Too,too,s,Specifiers,1
sadly,sadly,s,Sad,0
written,written,s,LangRef,0
in,in,s,LangRef,1
his,his,s,PersonPronoun,0
lovely,lovely,s,Positivity,0
face,face,c,SenseObject,0
.,.,n,Resistance,0
But,but,s,Resistance,1
see,see,c,,0
",",",",s,,0
my,my,s,Autobio,0
father,father,s,Autobio,1
comes,comes,c,ReportingEvents,0
:,:,s,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
withdraw,withdraw,s,ReportingEvents,0
a,a,s,ReportingEvents,1
while,while,c,TimeDuration,0
",",",",n,,0
And,and,s,,0
once,once,s,RecurringEvents,0
again,again,s,RecurringEvents,1
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
try,try,s,Metadiscourse,2
my,my,s,SelfDisclosure,0
interest,interest,s,SelfDisclosure,1
with,with,s,,0
him,him,c,PersonPronoun,0
.,.,nn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
does,does,s,DirectAddress,0
your,your,s,DirectAddress,1
fatal,fatal,s,Negativity,0
resolution,resolution,s,StandardsPos,0
hold,hold,c,,0
?,?,nn,Question,0
Away,away,c,,0
",",",",s,,0
away,away,c,,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
a,a,s,DirectAddress,2
foolish,foolish,s,Negativity,0
Girl,girl,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
look,look,s,ReportingEvents,0
with,with,s,,0
too,too,s,Negativity,0
much,much,s,Negativity,1
pride,pride,s,StandardsPos,0
upon,upon,s,DirectAddress,0
your,your,s,DirectAddress,1
Beauty,beauty,c,StandardsPos,0
;,;,n,,0
Which,which,s,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
gaudy,gaudy,s,Negativity,0
flower,flower,s,SenseObject,0
that,that,s,,0
springs,springs,s,Motions,0
too,too,s,Negativity,0
soon,soon,c,Negativity,1
",",",",n,,0
Withers,withers,s,SenseProperty,0
e're,e're,s,SubjectivePercept,0
fully,fully,s,MatureProcess,0
blown,blown,c,ReportingStates,0
.,.,n,ReportingStates,1
Your,your,s,DirectAddress,0
very,very,s,Intensity,0
tears,tears,s,Sad,0
already,already,s,Updates,0
have,have,s,Updates,1
betrayed,betrayed,n,Anger,0
Its,its,s,,0
weak,weak,s,Negativity,0
inconstant,inconstant,s,StandardsNeg,0
nature,nature,c,AbstractConcepts,0
;,;,n,,0
Alcippus,alcippus,c,UNRECOGNIZED,0
",",",",s,Future_Question,0
should,should,s,Future_Question,1
he,he,s,PersonPronoun,0
look,look,s,SubjectivePercept,0
upon,upon,s,SubjectivePercept,1
thee,thee,s,DirectAddress,0
now,now,c,Updates,0
",",",",n,Updates,1
Would,would,s,ProjectBack,0
swear,swear,s,Intensity,0
thou,thou,s,DirectAddress,0
were,were,s,ProjectBack,0
not,not,s,DenyDisclaim,0
that,that,s,DenyDisclaim,1
