TEll,tell,s,Citations,0
sovereign,sovereign,s,CommonAuthorities,1
title,title,n,LangRef,0
Showed,showed,s,ReportingEvents,0
my,my,s,FirstPer,0
respect,respect,c,StandardsPos,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
my,my,s,FirstPer,0
cruelty,cruelty,c,Anger,0
",",",",n,,0
Don,don,s,PersonProperty,0
Sancho,sancho,s,UNRECOGNIZED,0
perhaps,perhaps,s,Uncertainty,0
might,might,s,Contingency,0
be,be,s,Contingency,1
displeased,displeased,c,Negativity,0
",",",",n,Resistance,0
But,but,s,Resistance,1
his,his,s,PersonPronoun,0
discourse,discourse,s,AbstractConcepts,0
moved,moved,s,ReportingEvents,0
me,me,s,FirstPer,0
to,to,s,AbstractConcepts,0
what,what,s,AbstractConcepts,1
I,i,s,FirstPer,0
said,said,c,Citations,0
",",",",n,ReasonForward,0
Since,since,s,ReasonForward,1
he,he,s,ReasonForward,2
durst,durst,s,SubjectivePercept,0
call,call,s,PrivateThinking,0
to,to,s,PrivateThinking,1
mind,mind,s,PrivateThinking,2
my,my,s,Autobio,0
fathers,fathers,s,Autobio,1
murder,murder,n,Negativity,0
(,(,c,,0
A,a,s,,0
wound,wound,s,Negativity,0
still,still,s,Updates,0
bleeding,bleeding,s,SenseProperty,0
in,in,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
memory,memory,c,SelfDisclosure,2
.,.,c,,0
),),nn,,0
If,if,s,Contingency,0
thou,thou,s,DirectAddress,0
have,have,s,Updates,0
yet,yet,s,Updates,1
a,a,s,,0
feeling,feeling,s,PrivateThinking,0
of,of,s,PrivateThinking,1
this,this,s,,0
grief,grief,n,Sad,0
Both,both,s,,0
for,for,s,,0
thy,thy,s,DirectAddress,0
honor,honor,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
content,content,s,AbstractConcepts,0
Cimena,cimena,n,UNRECOGNIZED,0
It,it,s,,0
Is,is,s,Positive_Attribution,0
fit,fit,s,Positive_Attribution,1
thou,thou,s,DirectAddress,0
banish,banish,s,Resistance,0
from,from,s,Resistance,1
thy,thy,s,DirectAddress,0
kinder,kinder,s,Comparison,0
thoughts,thoughts,n,PrivateThinking,0
The,the,s,Biographical_Time,0
Author,author,s,Biographical_Time,1
of,of,s,Biographical_Time,2
it,it,c,,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
does,does,s,Question,0
he,he,s,Question,1
now,now,s,Immediacy,0
bear,bear,n,SenseObject,0
The,the,s,Comparison,0
same,same,s,Comparison,1
affection,affection,s,Positivity,0
to,to,s,,0
thee,thee,s,DirectAddress,0
which,which,s,,0
he,he,s,Intensity,0
did,did,c,Intensity,1
;,;,n,,0
When,when,s,TimeShift,0
he,he,s,TimeShift,1
left,left,s,SceneShift,0
thee,thee,s,DirectAddress,0
he,he,s,PersonPronoun,0
left,left,s,SceneShift,0
his,his,s,SceneShift,1
first,first,s,SubjectivePercept,0
intentions,intentions,n,SubjectivePercept,1
And,and,s,,0
having,having,s,ReportingEvents,0
changed,changed,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
climate,climate,c,SpaceRelation,0
",",",",s,,0
changed,changed,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
love,love,c,Positivity,0
",",",",n,,0
Seriffas,seriffas,s,UNRECOGNIZED,0
beauty,beauty,s,StandardsPos,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
mark,mark,s,AbstractConcepts,0
he,he,s,PersonPronoun,0
aims,aims,s,ProjectAhead,0
at,at,c,ProjectAhead,1
",",",",n,,0
Who,who,s,,0
once,once,s,TimeShift,0
thy,thy,s,DirectAddress,0
enemy,enemy,c,Negativity,0
",",",",s,,0
is,is,s,Immediacy,0
now,now,s,Immediacy,1
thy,thy,s,DirectAddress,0
rival,rival,c,Resistance,0
.,.,n,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
sure,sure,s,Confidence,0
he,he,s,Updates,0
is,is,s,Updates,1
much,much,s,Intensity,0
engaged,engaged,s,ReportingEvents,0
to,to,s,,0
this,this,s,,0
Jnfanta,jnfanta,c,UNRECOGNIZED,0
",",",",n,Resistance,0
But,but,s,Resistance,1
if,if,s,Contingency,0
he,he,s,Contingency,1
were,were,s,Contingency,2
not,not,c,DenyDisclaim,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
the,the,s,,0
services,services,n,StandardsPos,0
My,my,s,Autobio,0
father,father,s,Autobio,1
had,had,s,ProjectBack,0
from,from,s,Generalization,0
all,all,s,Generalization,1
his,his,s,PersonPronoun,0
Family,family,n,,0
Design,design,s,AbstractConcepts,0
for,for,s,SubjectivePercept,0
him,him,s,SubjectivePercept,1
the,the,s,,0
Infanta,infanta,s,CommonAuthorities,0
of,of,s,,0
Castile,castile,c,AbstractConcepts,0
.,.,nn,,0
SIr,sir,c,PersonProperty,0
.,.,nn,Curiosity,0
What,what,s,Curiosity,1
would,would,s,Curiosity,2
thou,thou,c,DirectAddress,0
?,?,nn,Question,0
Roderigo,roderigo,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
without,without,c,Contingency,0
.,.,nn,Imperative,0
Admit,admit,s,Imperative,1
him,him,s,PersonPronoun,0
then,then,c,,0
:,:,s,,0
now,now,s,Immediacy,0
you,you,s,Insist,0
shall,shall,s,Insist,1
see,see,s,,0
Cimena,cimena,n,UNRECOGNIZED,0
This,this,s,,0
glorious,glorious,s,Positivity,0
Conqueror,conqueror,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
hele,hele,s,SenseObject,0
come,come,n,ReportingEvents,0
Triumphantly,triumphantly,c,Positivity,0
",",",",s,,0
leading,leading,s,,0
his,his,s,PersonPronoun,0
Mistress,mistress,s,PersonProperty,0
with,with,s,,0
him,him,c,PersonPronoun,0
",",",",n,,0
You,you,s,DirectAddress,0
Will,will,s,PredictedFuture,0
easily,easily,s,Confidence,0
perceive,perceive,s,PrivateThinking,0
in,in,s,,0
this,this,s,,0
encounter,encounter,n,SceneShift,0
Either,either,s,Metadiscourse,0
his,his,s,PersonPronoun,0
love,love,s,Positivity,0
or,or,s,,0
his,his,s,PersonPronoun,0
ingratitude,ingratitude,c,StandardsNeg,0
.,.,n,DirectAddress,0
Make,make,s,DirectAddress,1
your,your,s,DirectAddress,2
best,best,s,Comparison,0
use,use,s,ReportingEvents,0
then,then,s,,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
time,time,c,,0
",",",",s,,0
compare,compare,n,Comparison,0
Your,your,s,DirectAddress,0
Graces,graces,s,StandardsPos,0
with,with,s,StandardsPos,1
your,your,s,DirectAddress,0
Rivals,rivals,c,Resistance,0
",",",",s,,0
and,and,s,,0
by,by,s,,0
them,them,n,,0
Guess,guess,s,Uncertainty,0
what,what,s,DirectAddress,0
your,your,s,DirectAddress,1
fortune's,fortune's,s,,0
like,like,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
be,be,c,ReportingStates,0
.,.,nn,,0
Oh,oh,s,OralCues,0
Heavens,heavens,c,Positivity,0
!,!,n,,0
With,with,s,,0
what,what,s,,0
eyes,eyes,s,SenseObject,0
can,can,s,Contingency,0
I,i,s,FirstPer,0
see,see,s,,0
this,this,s,,0
his,his,s,PersonPronoun,0
approach,approach,c,AbstractConcepts,0
?,?,nn,Question,0
GReat,great,s,Intensity,0
King,king,c,PersonProperty,0
",",",",s,,0
then,then,s,,0
whom,whom,s,PersonProperty,0
the,the,s,PersonProperty,1
Sun,sun,s,SenseObject,0
sees,sees,s,DenyDisclaim,0
nothing,nothing,s,DenyDisclaim,1
happier,happier,c,Positivity,0
",",",",n,,0
(,(,c,,0
Joy,joy,s,Positivity,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
subjects,subjects,s,LangRef,0
terror,terror,s,Fear,0
of,of,s,Fear,1
your,your,s,DirectAddress,0
foes,foes,c,Negative_Relation,0
),),n,,0
At,at,s,SubjectiveTime,0
length,length,s,SubjectiveTime,1
the,the,s,,0
war,war,s,GenericEvents,0
respiring,respiring,c,Motions,0
",",",",s,,0
gives,gives,s,ReportingEvents,0
me,me,s,ReportingEvents,1
leave,leave,n,SceneShift,0
To,to,s,SceneShift,1
have,have,s,StandardsPos,0
the,the,s,StandardsPos,1
honor,honor,s,StandardsPos,2
to,to,s,,0
kneel,kneel,s,Motions,0
here,here,s,SpaceRelation,0
before,before,s,Sequence,0
you,you,c,DirectAddress,0
",",",",n,Resistance,0
But,but,s,Resistance,1
as,as,s,,0
unto,unto,s,CommonAuthorities,0
the,the,s,CommonAuthorities,0
Deity,deity,c,CommonAuthorities,1
*,*,s,,0
of,of,s,Specifiers,0
which,which,n,Specifiers,1
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
the,the,s,DirectAddress,2
Image,image,c,SenseProperty,0
",",",",s,,0
none,none,s,DenyDisclaim,0
should,should,s,Insist,0
dare,dare,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
come,come,n,ReportingEvents,0
Without,without,s,Contingency,0
an,an,s,Contingency,1
offering,offering,c,Positivity,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
nor,nor,s,DenyDisclaim,0
could,could,s,Contingency,0
I,i,n,SelfDisclosure,0
Hope,hope,s,SelfDisclosure,1
to,to,s,SelfDisclosure,2
deserve,deserve,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
happiness,happiness,s,Positivity,0
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
you,you,n,DirectAddress,0
Without,without,s,Contingency,0
a,a,s,Contingency,1
present,present,c,,0
:,:,s,,0
Then,then,s,,0
be,be,s,ReportingStates,0
pleased,pleased,c,Positivity,0
",",",",s,,0
great,great,s,Intensity,0
sir,sir,c,PersonProperty,0
",",",",n,,0
T'accept,t'accept,s,UNRECOGNIZED,0
from,from,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
hand,hand,s,SenseObject,0
what,what,s,,0
Heavens,heavens,s,Positivity,0
bounty,bounty,s,StandardsPos,0
gives,gives,s,DirectAddress,0
you,you,n,DirectAddress,1
This,this,s,,0
Crown,crown,c,SenseObject,0
",",",",s,,0
and,and,s,,0
these,these,s,Immediacy,0
two,two,s,Numbers,0
Princes,princes,c,PersonProperty,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
far,far,s,SpaceRelation,0
happy,happy,n,Positivity,0
That,that,s,Positivity,1
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
fallen,fallen,s,ReportingEvents,0
your,your,s,DirectAddress,0
prisoners,prisoners,c,Negativity,0
",",",",s,,0
under,under,s,,0
whom,whom,n,PersonPronoun,0
To,to,s,GenericEvents,0
be,be,s,GenericEvents,1
commanded,commanded,s,ReportingEvents,0
is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
live,live,s,Biographical_Time,0
with,with,s,Biographical_Time,1
freedom,freedom,c,StandardsPos,0
:,:,n,,0
This,this,s,ProjectBack,0
was,was,s,ProjectBack,1
the,the,s,SenseObject,0
King,king,s,SenseObject,1
of,of,s,,0
Corduba,corduba,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
this,this,n,,0
The,the,s,PersonProperty,0
heir,heir,s,PersonProperty,1
apparent,apparent,s,Confidence,0
of,of,s,,0
Toledos,toledos,s,UNRECOGNIZED,0
Kingdom,kingdom,c,CommonAuthorities,0
.,.,nn,,0
He,he,s,PersonPronoun,0
hear,hear,s,SpaceRelation,0
thy,thy,s,DirectAddress,0
full,full,s,,0
relation,relation,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,s,Resistance,1
before,before,s,Sequence,0
it,it,n,Sequence,1
Let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
embrace,embrace,s,Positivity,0
thee,thee,c,DirectAddress,0
",",",",s,,0
and,and,s,,0
behold,behold,s,SpaceRelation,0
this,this,s,,0
forehead,forehead,n,SenseObject,0
Where,where,s,,0
Love,love,s,Positivity,0
and,and,s,,0
Mars,mars,s,SenseObject,0
do,do,s,Intensity,0
sit,sit,s,SenseProperty,0
enthroned,enthroned,c,Transformation,0
",",",",s,,0
and,and,s,,0
make,make,s,ReportingEvents,0
thee,thee,n,DirectAddress,0
Victorious,victorious,s,Positivity,0
in,in,s,,0
either,either,s,Metadiscourse,0
of,of,s,,0
their,their,s,PersonPronoun,0
wars,wars,c,GenericEvents,0
.,.,nn,,0
Oh,oh,s,OralCues,0
sir,sir,c,PersonProperty,0
",",",",s,,0
how,how,s,Curiosity,0
can,can,s,Curiosity,1
I,i,s,FirstPer,0
answer,answer,s,Specifiers,0
this,this,s,,0
discourse,discourse,n,AbstractConcepts,0
To,to,s,ProjectAhead,0
spare,spare,s,ProjectAhead,1
my,my,s,FirstPer,0
modesty,modesty,c,SubjectivePercept,0
",",",",s,,0
sir,sir,c,PersonProperty,0
",",",",s,,0
spare,spare,s,SenseProperty,0
your,your,s,DirectAddress,0
favors,favors,n,Positivity,0
And,and,s,,0
share,share,s,ReportingEvents,0
the,the,s,,0
honors,honors,c,StandardsPos,0
",",",",s,,0
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
have,have,s,ReportingEvents,0
done,done,s,ReportingEvents,1
the,the,s,,0
labors,labors,n,Negativity,0
Your,your,s,DirectAddress,0
soldiers,soldiers,s,PersonProperty,0
as,as,s,Metadiscourse,0
much,much,s,Metadiscourse,1
as,as,s,Metadiscourse,2
I,i,s,Metadiscourse,3
procured,procured,n,,0
This,this,s,,0
victory,victory,c,Positivity,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
just,just,s,Intensity,0
they,they,s,Insist,0
should,should,s,Insist,1
receive,receive,n,ReportingEvents,0
Part,part,s,Specifiers,0
of,of,s,Specifiers,1
the,the,s,Specifiers,2
honor,honor,s,StandardsPos,0
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
Majesty,majesty,n,CommonAuthorities,0
Both,both,s,,0
for,for,s,,0
their,their,s,PersonPronoun,0
valor,valor,s,StandardsPos,0
and,and,s,,0
fidelity,fidelity,c,StandardsPos,0
.,.,nn,,0
Their,their,s,PersonPronoun,0
merit,merit,s,StandardsPos,0
can,can,s,Contingency,0
be,be,s,Contingency,1
easily,easily,s,Confidence,0
satisfied,satisfied,n,StandardsPos,0
But,but,s,Exceptions,0
for,for,s,Exceptions,1
thy,thy,s,DirectAddress,0
deeds,deeds,s,AbstractConcepts,0
there,there,s,Contingency,0
can,can,s,Contingency,1
be,be,s,Contingency,2
no,no,s,DenyDisclaim,0
rewards,rewards,c,Positivity,0
:,:,n,,0
Sure,sure,s,Confidence,0
thou,thou,s,DirectAddress,0
were,were,s,ProjectBack,0
born,born,s,ProjectBack,0
to,to,s,ProjectBack,1
make,make,s,ReportingEvents,0
all,all,s,,0
men,men,s,PersonProperty,0
ungrateful,ungrateful,c,Negative_Relation,0
",",",",n,,0
Thy,thy,s,DirectAddress,0
tongue's,tongue's,s,UNRECOGNIZED,0
no,no,s,Comparison,0
less,less,s,Comparison,1
a,a,s,,0
conqueror,conqueror,s,PersonProperty,0
then,then,s,,0
thine,thine,s,UNRECOGNIZED,0
arm,arm,c,SenseObject,0
",",",",n,Resistance,0
But,but,s,Resistance,1
for,for,s,,0
my,my,s,FirstPer,0
sake,sake,s,SenseObject,0
spare,spare,s,SenseProperty,0
thy,thy,s,DirectAddress,0
sweet,sweet,s,SenseProperty,0
eloquence,eloquence,c,StandardsPos,0
",",",",n,,0
Else,else,s,Contingency,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,ReportingStates,0
thy,thy,s,DirectAddress,0
captive,captive,s,SubjectivePercept,0
as,as,s,Comparison,0
are,are,s,Comparison,1
these,these,n,Immediacy,0
But,but,s,Immediacy,0
now,now,s,Immediacy,1
recite,recite,s,Citations,0
the,the,s,Positivity,0
fortune,fortune,s,Positivity,1
of,of,s,,0
thy,thy,s,DirectAddress,0
arms,arms,c,SenseObject,0
;,;,n,,0
No,no,s,DenyDisclaim,0
entertainment,entertainment,s,Positivity,0
can,can,s,Contingency,0
be,be,s,Contingency,1
half,half,s,Numbers,0
so,so,s,,0
pleasant,pleasant,c,Positivity,0
.,.,nn,,0
Sir,sir,s,PersonProperty,0
(,(,c,,0
what,what,s,,0
soere,soere,s,UNRECOGNIZED,0
it,it,s,Contingency,0
be,be,c,Contingency,1
),),s,,0
since,since,s,,0
you,you,s,DirectAddress,0
command,command,s,CommonAuthorities,0
it,it,c,,0
",",",",n,,0
T,t,s,AbstractConcepts,0
is,is,s,Positive_Attribution,0
fit,fit,s,Positive_Attribution,1
that,that,s,,0
I,i,s,FirstPer,0
obey,obey,c,CommonAuthorities,0
:,:,s,,0
Your,your,s,DirectAddress,0
rebels,rebels,s,Resistance,0
slain,slain,n,ReportingEvents,0
Or,or,s,,0
taken,taken,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
those,those,s,,0
Darers,darers,s,PersonProperty,0
that,that,s,,0
opposed,opposed,n,Resistance,0
The,the,s,Immediacy,0
current,current,s,Immediacy,1
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
fortune,fortune,s,ProjectAhead,0
quite,quite,s,Intensity,0
defeated,defeated,n,ReportingEvents,0
To,to,s,,0
make,make,s,StandardsPos,0
your,your,s,StandardsPos,1
name,name,s,StandardsPos,2
more,more,s,Comparison,0
glorious,glorious,c,Positivity,0
",",",",s,,0
I,i,s,FirstPer,0
advanced,advanced,n,ReportingEvents,0
My,my,s,FirstPer,0
Army,army,s,CommonAuthorities,0
toward,toward,s,,0
Corduba,corduba,c,UNRECOGNIZED,0
",",",",s,Aside,0
which,which,s,Aside,1
even,even,s,SubjectivePercept,0
then,then,n,Sequence,0
I,i,s,Sequence,1
had,had,s,ProjectBack,0
made,made,s,ReportingEvents,0
sure,sure,s,ReportingEvents,1
of,of,c,ReportingEvents,2
",",",",s,,0
if,if,s,Contingency,0
some,some,s,Uncertainty,0
timely,timely,s,StandardsPos,0
succors,succors,n,Positivity,0
Had,had,s,ProjectBack,0
not,not,s,ProjectBack,1
prevented,prevented,s,Resistance,0
me,me,c,Resistance,1
.,.,s,,0
This,this,s,,0
noble,noble,s,StandardsPos,0
Prince,prince,n,PersonProperty,0
Seeing,seeing,s,PrivateThinking,0
it,it,s,PrivateThinking,1
beleaguerd,beleaguerd,s,UNRECOGNIZED,0
straightly,straightly,c,AbstractConcepts,0
;,;,s,,0
by,by,s,,0
his,his,s,PersonPronoun,0
forces,forces,n,,0
Thought,thought,s,ProjectAhead,0
to,to,s,ProjectAhead,1
relieve,relieve,s,Reassure,0
it,it,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
that,that,s,Resistance,2
hope,hope,s,Positivity,0
being,being,s,ReportingStates,0
vain,vain,n,Negativity,0
He,he,s,PersonPronoun,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
wise,wise,s,StandardsPos,0
Commander,commander,s,PersonProperty,0
changed,changed,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
purpose,purpose,c,ProjectAhead,0
",",",",n,,0
And,and,s,,0
meant,meant,s,ProjectAhead,0
to,to,s,ProjectAhead,1
try,try,s,ProjectAhead,0
no,no,s,DenyDisclaim,0
valor,valor,s,StandardsPos,0
but,but,s,Resistance,0
his,his,s,SubjectivePercept,0
own,own,c,SubjectivePercept,1
:,:,n,,0
Then,then,s,Sequence,0
by,by,s,Sequence,1
a,a,s,PersonProperty,0
Herald,herald,s,PersonProperty,1
sent,sent,s,ReportingEvents,0
he,he,s,PersonPronoun,0
me,me,s,FirstPer,0
a,a,s,,0
challenge,challenge,n,Resistance,0
Which,which,s,,0
easily,easily,s,Confidence,0
my,my,s,FirstPer,0
spirit,spirit,s,SubjectivePercept,0
gave,gave,s,SubjectivePercept,0
consent,consent,s,SubjectivePercept,1
to,to,n,,0
I,i,s,FirstPer,0
named,named,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
place,place,c,SpaceRelation,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
when,when,s,,0
we,we,s,Inclusive,0
both,both,s,Inclusive,1
were,were,s,ProjectBack,0
m^t,m^t,c,UNRECOGNIZED,0
",",",",n,,0
Many,many,s,,0
fierce,fierce,s,Resistance,0
blows,blows,s,Motions,0
were,were,s,ProjectBack,0
dealt,dealt,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
sure,sure,s,Confidence,0
the,the,s,,0
heavens,heavens,n,Positivity,0
Looked,looked,s,ReportingEvents,0
pale,pale,s,SenseProperty,0
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
the,the,s,,0
storms,storms,s,SenseProperty,0
our,our,s,Anger,0
anger,anger,s,Anger,1
made,made,c,ReportingStates,0
",",",",n,ReportingStates,1
Shine,shine,s,SenseProperty,0
more,more,s,Comparison,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
wild,wild,s,Intensity,0
looks,looks,s,ReportingEvents,0
than,than,s,Comparison,0
in,in,s,Specifiers,0
their,their,s,Specifiers,1
lightning,lightning,n,SenseObject,0
Whilst,whilst,s,TimeDuration,0
men,men,s,PersonProperty,0
durst,durst,s,SubjectivePercept,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
that,that,s,Specifiers,0
which,which,s,Specifiers,1
they,they,s,,0
durst,durst,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
see,see,n,DenyDisclaim,1
T,t,s,AbstractConcepts,0
was,was,s,ProjectBack,0
equally,equally,s,Comparison,0
between,between,s,Inclusive,0
us,us,s,Inclusive,1
fought,fought,c,ReportingStates,0
",",",",s,ReportingStates,1
until,until,n,TimeDuration,0
At,at,s,SubjectiveTime,0
length,length,s,SubjectiveTime,1
your,your,s,DirectAddress,0
fortune,fortune,s,ProjectAhead,0
gave,gave,s,ReportingEvents,0
me,me,s,ReportingEvents,1
the,the,s,ReportingEvents,2
advantage,advantage,c,StandardsPos,0
",",",",nn,,0
Here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
sir,sir,c,PersonProperty,0
",",",",s,,0
your,your,s,DirectAddress,0
modesty,modesty,s,SubjectivePercept,0
betrays,betrays,s,Negative_Relation,0
your,your,s,DirectAddress,0
valor,valor,c,StandardsPos,0
",",",",n,,0
I,i,s,FirstPer,0
suffered,suffered,s,Negativity,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
strength,strength,s,AbstractConcepts,0
not,not,s,DenyDisclaim,0
my,my,s,FirstPer,0
mishap,mishap,c,StandardsNeg,0
",",",",n,,0
You,you,s,DirectAddress,0
may,may,s,DirectAddress,1
vaunt,vaunt,s,SubjectivePercept,0
freely,freely,s,Disclosure,0
what,what,s,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
deny,deny,c,Repair_Citation,0
.,.,nn,,0
This,this,s,ProjectBack,0
was,was,s,ProjectBack,1
the,the,s,,0
blow,blow,s,Motions,0
made,made,s,ReportingEvents,0
Corduba,corduba,s,UNRECOGNIZED,0
to,to,s,,0
fall,fall,c,,0
",",",",n,,0
After,after,s,Sequence,0
this,this,s,Sequence,1
Princes,princes,s,PersonProperty,0
yielding,yielding,s,ReportingEvents,0
their,their,s,PersonPronoun,0
great,great,s,Intensity,0
thoughts,thoughts,n,PrivateThinking,0
A,a,s,,0
bated,bated,s,Motions,0
of,of,s,,0
their,their,s,PersonPronoun,0
pride,pride,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
this,this,s,,0
fair,fair,s,StandardsPos,0
Princess,princess,n,PersonProperty,0
To,to,s,PersonProperty,0
whom,whom,s,PersonProperty,1
I,i,s,SelfDisclosure,0
owe,owe,s,SelfDisclosure,1
for,for,s,SubjectivePercept,0
her,her,s,SubjectivePercept,1
intelligence,intelligence,c,AbstractConcepts,0
",",",",n,,0
Made,made,s,ReportingEvents,0
the,the,s,,0
Town,town,s,SpaceRelation,0
yours,yours,s,DirectAddress,0
almost,almost,s,Intensity,0
without,without,s,Intensity,1
resistance,resistance,c,Intensity,0
",",",",nn,,0
T,t,s,AbstractConcepts,0
is,is,s,Confidence,0
true,true,s,Confidence,1
great,great,s,Intensity,0
King,king,c,PersonProperty,0
",",",",s,,0
this,this,s,,0
woman,woman,c,PersonProperty,0
",",",",s,,0
Natures,natures,s,AbstractConcepts,0
monster,monster,c,Negativity,0
",",",",n,,0
By,by,s,,0
her,her,s,PersonPronoun,0
base,base,s,AbstractConcepts,0
treachery,treachery,s,Anger,0
betrayed,betrayed,s,Anger,0
my,my,s,FirstPer,0
state,state,c,,0
",",",",n,,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
my,my,s,FirstPer,0
goods,goods,c,AbstractConcepts,0
",",",",s,,0
my,my,s,FirstPer,0
scepter,scepter,s,SenseObject,0
and,and,s,,0
my,my,s,FirstPer,0
person,person,c,PersonProperty,0
;,;,n,Resistance,0
But,but,s,Resistance,1
look,look,c,DirectAddress,0
",",",",s,DirectAddress,1
sir,sir,c,PersonProperty,0
",",",",s,,0
who,who,s,Curiosity,0
it,it,s,Curiosity,1
is,is,s,Curiosity,2
that,that,s,Curiosity,3
gives,gives,s,,0
them,them,s,,0
you,you,c,DirectAddress,0
",",",",n,,0
See,see,s,,0
from,from,s,OpenQuery,0
what,what,s,OpenQuery,1
hand,hand,s,DirectAddress,0
you,you,s,DirectAddress,1
do,do,s,Intensity,0
receive,receive,s,ReportingEvents,0
these,these,s,Immediacy,0
presents,presents,c,,0
",",",",n,,0
The,the,s,Comparison,0
same,same,s,Comparison,1
put,put,s,Narrative_Verbs,0
her,her,s,Narrative_Verbs,1
brother,brother,s,PersonProperty,0
in,in,s,,0
these,these,s,Immediacy,0
fetters,fetters,c,Negativity,0
",",",",n,,0
It,it,s,,0
is,is,s,ReportingStates,0
my,my,s,FirstPer,0
sister,sister,c,PersonProperty,0
",",",",s,,0
or,or,s,,0
some,some,s,Uncertainty,0
Devil,devil,s,AbstractConcepts,0
rather,rather,c,Resistance,0
",",",",n,Resistance,1
That,that,s,,0
took,took,s,Responsibility,0
that,that,s,Responsibility,1
name,name,s,LangRef,0
upon,upon,s,Immediacy,0
her,her,s,Immediacy,1
to,to,s,,0
betray,betray,s,Anger,0
me,me,c,Anger,1
.,.,nn,Imperative,0
Leave,leave,s,Imperative,1
to,to,s,,0
upbraid,upbraid,s,Negative_Relation,0
me,me,s,FirstPer,0
thus,thus,c,ReasonForward,0
",",",",s,,0
that,that,s,,0
name,name,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
sister,sister,n,PersonProperty,0
Has,has,s,,0
bin,bin,s,SenseObject,0
the,the,s,Intensity,0
greatest,greatest,s,Intensity,1
stain,stain,s,SenseObject,0
upon,upon,s,,0
my,my,s,Autobio,0
life,life,c,Autobio,1
:,:,n,,0
But,but,s,Resistance,0
you,you,s,DirectAddress,0
that,that,s,,0
stand,stand,s,AbstractConcepts,0
so,so,s,,0
on,on,s,ProjectAhead,0
the,the,s,ProjectAhead,1
point,point,s,ProjectAhead,2
of,of,s,ProjectAhead,3
honor,honor,n,StandardsPos,0
Was,was,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
used,used,s,GenericEvents,0
as,as,s,GenericEvents,1
a,a,s,GenericEvents,2
sister,sister,s,PersonProperty,0
by,by,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
rather,rather,n,Resistance,0
Was,was,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
treated,treated,s,ReportingEvents,0
as,as,s,,0
a,a,s,,0
slave,slave,c,PersonProperty,0
?,?,s,Question,0
the,the,s,,0
name,name,n,LangRef,0
Away,away,c,,0
",",",",s,,0
I,i,s,SelfDisclosure,0
