Among,among,s,,0
Prince,prince,s,PersonProperty,0
read,read,s,Motions,0
over,over,s,Motions,1
thy,thy,s,DirectAddress,0
life,life,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
not,not,s,DenyDisclaim,0
omit,omit,s,Negativity,0
this,this,s,,0
part,part,s,,0
of,of,s,,0
it,it,c,,0
",",",",n,,0
In,in,s,Specifiers,0
which,which,s,Specifiers,1
he,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
find,find,s,,0
the,the,s,StandardsPos,0
just,just,s,StandardsPos,1
revenge,revenge,s,Resistance,0
I,i,s,FirstPer,0
take,take,n,ReportingEvents,0
Of,of,s,Specifiers,0
this,this,s,Specifiers,1
thine,thine,s,UNRECOGNIZED,0
insolence,insolence,c,StandardsNeg,0
",",",",s,,0
a,a,s,Positivity,0
fair,fair,s,Positivity,1
example,example,c,AbstractConcepts,0
.,.,nn,Request,0
Will,will,s,Request,1
you,you,s,Request,2
then,then,s,,0
spare,spare,s,SenseProperty,0
my,my,s,Autobio,0
life,life,c,Autobio,1
?,?,nn,Question,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
satisfied,satisfied,c,ReportingStates,0
;,;,n,ReportingStates,1
Mine,mine,s,SelfDisclosure,0
eyes,eyes,s,SelfDisclosure,1
cry,cry,s,Motions,0
shame,shame,s,StandardsNeg,0
unto,unto,s,CommonAuthorities,0
mine,mine,s,FirstPer,0
hands,hands,s,SenseObject,0
for,for,s,,0
this,this,c,Immediacy,0
.,.,nn,Immediacy,1
Then,then,s,Sequence,0
you,you,s,Sequence,1
do,do,s,Intensity,0
scorn,scorn,s,Negative_Relation,0
to,to,s,Negative_Relation,1
take,take,s,Responsibility,0
it,it,c,Responsibility,1
.,.,nn,,0
If,if,s,Contingency,0
I,i,s,Insist,0
should,should,c,Insist,1
",",",",n,,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
but,but,s,Resistance,0
cut,cut,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
thread,thread,s,SenseObject,0
of,of,s,,0
three,three,s,Numbers,0
days,days,s,TimeDuration,0
lasting,lasting,c,TimeDuration,0
.,.,nn,,0
Rage,rage,s,Anger,0
and,and,s,,0
despair,despair,c,Sad,0
!,!,s,,0
must,must,s,Insist,0
I,i,s,Insist,0
needs,needs,s,Insist,1
live,live,s,,0
thus,thus,s,ReasonForward,0
long,long,c,SenseProperty,0
",",",",n,,0
To,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
this,this,c,Immediacy,0
",",",",s,Immediacy,1
one,one,s,TimeShift,0
day,day,s,TimeShift,1
of,of,s,,0
my,my,s,FirstPer,0
infamy,infamy,n,StandardsNeg,0
Blast,blast,s,Motions,0
all,all,s,Generalization,0
the,the,s,Generalization,1
Trophies,trophies,s,StandardsPos,0
of,of,s,,0
my,my,s,FirstPer,0
former,former,s,ProjectBack,0
years,years,c,TimeDuration,0
",",",",n,,0
O,o,s,LangRef,0
fatal,fatal,s,Negativity,0
dignity,dignity,c,StandardsPos,0
!,!,s,,0
which,which,s,,0
art,art,s,AbstractConcepts,0
to,to,s,SelfDisclosure,0
me,me,n,SelfDisclosure,1
No,no,s,Comparison,0
other,other,s,Comparison,1
than,than,s,Comparison,2
a,a,s,Comparison,3
precipice,precipice,c,SenseObject,0
",",",",s,,0
from,from,s,OpenQuery,0
whence,whence,n,OpenQuery,1
Mine,mine,s,FirstPer,0
honor,honor,s,StandardsPos,0
headlong,headlong,s,Motions,0
falls,falls,s,,0
unto,unto,s,CommonAuthorities,0
the,the,s,SpaceRelation,0
earth,earth,c,SpaceRelation,1
",",",",n,,0
Let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
that,that,s,,0
has,has,s,,0
disarmed,disarmed,s,SubjectivePercept,0
me,me,s,SubjectivePercept,1
take,take,s,Substitution,0
the,the,s,Substitution,1
place,place,n,Substitution,2
Of,of,s,Substitution,3
Governor,governor,s,PersonProperty,0
to,to,s,,0
the,the,s,,0
Prince,prince,c,PersonProperty,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
I,i,s,ReasonForward,2
that,that,s,,0
am,am,n,FirstPer,0
A,a,s,PersonProperty,0
man,man,s,PersonProperty,1
dishonored,dishonored,c,StandardsNeg,0
",",",",s,,0
am,am,s,FirstPer,0
not,not,s,StandardsNeg,0
fit,fit,s,StandardsNeg,1
for,for,s,StandardsNeg,2
it,it,c,,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
thou,thou,s,DirectAddress,0
my,my,s,FirstPer,0
sword,sword,c,SenseObject,0
",",",",s,,0
that,that,s,,0
hang'st,hang'st,s,UNRECOGNIZED,0
here,here,s,SpaceRelation,0
for,for,s,,0
a,a,s,SenseObject,0
show,show,c,SenseObject,1
",",",",n,,0
The,the,s,,0
glorious,glorious,s,Positivity,0
instrument,instrument,s,AbstractConcepts,0
of,of,s,,0
my,my,s,FirstPer,0
actions,actions,s,GenericEvents,0
past,past,c,AbstractConcepts,0
",",",",n,Resistance,0
But,but,s,Resistance,1
now,now,s,Updates,0
the,the,s,Updates,1
idle,idle,s,SenseProperty,0
ornament,ornament,s,SenseObject,0
of,of,s,,0
my,my,s,FirstPer,0
age,age,c,Specifiers,0
",",",",n,,0
Go,go,s,ReportingEvents,0
to,to,s,,0
his,his,s,SenseObject,0
hands,hands,s,SenseObject,1
that,that,s,Contingency,0
can,can,s,Contingency,1
tell,tell,s,,0
how,how,s,Curiosity,0
to,to,s,Curiosity,1
use,use,s,ReportingEvents,0
thee,thee,c,DirectAddress,0
",",",",n,,0
Be,be,s,ReportingStates,0
then,then,s,,0
my,my,s,FirstPer,0
sons,sons,c,PersonProperty,0
",",",",s,,0
who,who,c,,0
",",",",s,,0
if,if,s,Contingency,0
he,he,s,Contingency,1
be,be,s,ReportingStates,0
my,my,s,SelfDisclosure,0
own,own,c,SelfDisclosure,1
",",",",n,,0
Cannot,cannot,s,DenyDisclaim,0
but,but,s,Resistance,0
have,have,s,Resistance,1
a,a,s,Resistance,2
sense,sense,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
my,my,s,FirstPer,0
dishonor,dishonor,c,StandardsNeg,0
",",",",n,,0
And,and,s,,0
though,though,s,Concessive,0
he,he,s,PersonPronoun,0
love,love,s,Positivity,0
Cimena,cimena,c,UNRECOGNIZED,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
it,it,s,,0
is,is,s,Positive_Attribution,0
fit,fit,n,Positive_Attribution,1
His,his,s,PersonPronoun,0
love,love,s,Positivity,0
give,give,s,SubjectivePercept,0
place,place,s,SubjectivePercept,1
to,to,s,SubjectivePercept,2
the,the,s,Comparison,0
more,more,s,Comparison,1
ardent,ardent,s,Intensity,0
fire,fire,n,SenseObject,0
Of,of,s,,0
valor,valor,c,StandardsPos,0
",",",",s,,0
animated,animated,s,Motions,0
by,by,s,,0
an,an,s,,0
affront,affront,c,Negative_Relation,0
",",",",n,Aside,0
Which,which,c,Aside,1
",",",",s,Concessive,0
though,though,s,Concessive,1
it,it,s,,0
fell,fell,s,Motions,0
on,on,s,Motions,1
me,me,c,FirstPer,0
",",",",s,,0
did,did,s,ReportingEvents,0
yet,yet,s,Resistance,0
result,result,n,Curiosity,0
On,on,s,Curiosity,1
him,him,c,PersonPronoun,0
:,:,s,,0
and,and,s,,0
see,see,c,,0
",",",",s,,0
he,he,s,Updates,0
is,is,s,Updates,1
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
Roderigo,roderigo,s,UNRECOGNIZED,0
tell,tell,s,Citations,0
me,me,c,Citations,1
",",",",n,,0
Have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
any,any,s,,0
courage,courage,c,StandardsPos,0
?,?,nn,Question,0
ANy,any,s,,0
man,man,s,PersonProperty,0
but,but,s,Resistance,0
my,my,s,Autobio,0
father,father,n,Autobio,1
Should,should,s,Insist,0
quickly,quickly,s,SubjectiveTime,0
find,find,s,,0
I,i,s,SelfDisclosure,0
have,have,c,SelfDisclosure,1
.,.,nn,OralCues,0
Well,well,s,OralCues,1
said,said,c,Citations,0
",",",",s,,0
my,my,s,Positivity,0
boy,boy,c,Positivity,1
",",",",n,,0
I,i,s,FirstPer,0
now,now,s,Immediacy,0
perceive,perceive,s,PrivateThinking,0
my,my,s,FirstPer,0
blood,blood,s,SenseObject,0
runs,runs,s,Motions,0
in,in,s,Motions,1
thy,thy,s,DirectAddress,0
veins,veins,c,SenseObject,0
",",",",n,,0
This,this,s,,0
noble,noble,s,StandardsPos,0
anger,anger,s,Anger,0
says,says,s,Citations,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
my,my,s,FirstPer,0
son,son,c,PersonProperty,0
;,;,n,,0
My,my,s,Autobio,0
youth,youth,s,Autobio,1
revives,revives,s,StandardsPos,0
in,in,s,,0
me,me,s,FirstPer,0
from,from,s,,0
this,this,s,,0
thy,thy,s,DirectAddress,0
heat,heat,c,SenseObject,0
.,.,n,,0
Thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
revenge,revenge,s,Resistance,0
me,me,s,FirstPer,0
son,son,c,PersonProperty,0
.,.,nn,,0
Of,of,s,Curiosity,0
what,what,c,Curiosity,1
",",",",s,,0
or,or,s,,0
whom,whom,c,PersonPronoun,0
?,?,nn,Question,0
Of,of,s,,0
an,an,s,,0
affront,affront,s,Negative_Relation,0
so,so,s,Anger,0
cruel,cruel,c,Anger,1
",",",",s,,0
that,that,s,,0
our,our,s,Inclusive,0
honors,honors,n,StandardsPos,0
Suffer,suffer,s,Negativity,0
together,together,s,Inclusive,0
in,in,s,,0
it,it,c,,0
.,.,s,,0
',',c,,0
Twas,twas,c,ProjectBack,0
",",",",s,,0
Roderigo,roderigo,c,UNRECOGNIZED,0
",",",",n,,0
A,a,s,SenseObject,0
box,box,s,SenseObject,1
o'th,o'th,s,UNRECOGNIZED,0
ear,ear,c,SenseObject,0
",",",",s,Aside,0
which,which,s,Aside,1
on,on,s,,0
th'insolent,th'insolent,s,UNRECOGNIZED,0
giver,giver,n,PersonProperty,0
I,i,s,Autobio,0
had,had,s,Autobio,1
revenged,revenged,c,ReportingStates,0
",",",",s,ReportingStates,1
but,but,s,Resistance,0
that,that,s,Resistance,1
my,my,s,FirstPer,0
feeble,feeble,s,Negativity,0
age,age,n,Specifiers,0
Failed,failed,s,StandardsNeg,0
my,my,s,FirstPer,0
strong,strong,s,Intensity,0
heart,heart,c,SenseObject,0
.,.,s,,0
This,this,s,,0
sword,sword,s,SenseObject,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
which,which,s,,0
my,my,s,FirstPer,0
arm,arm,n,SenseObject,0
Knew,knew,s,Uncertainty,0
not,not,s,Uncertainty,1
to,to,s,,0
weild,weild,c,UNRECOGNIZED,0
",",",",s,,0
take,take,s,ReportingEvents,0
thou,thou,c,DirectAddress,0
",",",",s,,0
and,and,s,,0
with,with,s,AbstractConcepts,0
it,it,s,AbstractConcepts,1
punish,punish,n,Negativity,0
The,the,s,,0
arrogant,arrogant,s,Negative_Relation,0
that,that,s,,0
wronged,wronged,s,StandardsNeg,0
me,me,c,FirstPer,0
",",",",s,,0
and,and,s,,0
be,be,s,Confidence,0
sure,sure,n,Confidence,1
Thou,thou,s,DirectAddress,0
kill,kill,c,Negativity,0
",",",",s,,0
or,or,s,,0
die,die,c,AbstractConcepts,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
stain,stain,s,SenseObject,0
as,as,s,Comparison,0
this,this,n,Comparison,1
Is,is,s,Comparison,2
never,never,s,DenyDisclaim,0
washed,washed,c,ReportingStates,0
",",",",s,ReportingStates,1
but,but,s,Resistance,0
in,in,s,,0
the,the,s,,0
offenders,offenders,s,Anger,0
blood,blood,c,SenseObject,0
.,.,n,Resistance,0
But,but,s,Resistance,1
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
tell,tell,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
send,send,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
now,now,n,Immediacy,0
To,to,s,,0
combat,combat,s,Resistance,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
man,man,s,PersonProperty,0
whom,whom,s,Autobio,0
I,i,s,Autobio,1
have,have,s,Autobio,2
seen,seen,n,SpaceRelation,0
All,all,s,Intensity,0
on,on,s,Intensity,1
a,a,s,,0
goare,goare,c,UNRECOGNIZED,0
",",",",s,,0
in,in,s,,0
midst,midst,s,SenseProperty,0
of,of,s,SenseProperty,1
a,a,s,,0
fought,fought,s,Resistance,0
battle,battle,c,Resistance,0
",",",",n,,0
Making,making,s,SubjectivePercept,0
himself,himself,s,SubjectivePercept,1
a,a,s,,0
Rampire,rampire,s,UNRECOGNIZED,0
of,of,s,,0
slain,slain,s,ReportingEvents,0
men,men,c,PersonProperty,0
.,.,nn,Imperative,0
Pray,pray,s,Imperative,1
Sir,sir,s,PersonProperty,0
his,his,s,PersonPronoun,0
Name,name,c,LangRef,0
",",",",s,,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
be,be,s,ReportingStates,0
what,what,s,PredictedFuture,0
he,he,s,PredictedFuture,1
will,will,c,PredictedFuture,2
.,.,nn,,0
To,to,s,,0
tell,tell,s,,0
thee,thee,s,DirectAddress,0
more,more,s,Comparison,0
then,then,c,,0
;,;,s,,0
besides,besides,s,Specifiers,0
that,that,s,,0
he,he,s,Updates,0
is,is,n,Updates,1
The,the,s,,0
bravest,bravest,s,Comparison,0
soldier,soldier,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
the,the,s,Positivity,0
best,best,s,Positivity,1
Commander,commander,n,PersonProperty,0
That,that,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
seen,seen,c,ReportingStates,0
;,;,s,ReportingStates,1
he,he,s,Updates,0
is,is,s,Updates,1
--,--,nn,,0
For,for,s,,0
heavens,heavens,s,Positivity,0
sake,sake,s,SenseObject,0
what,what,c,Question,0
?,?,nn,Question,1
The,the,s,StandardsPos,0
father,father,s,StandardsPos,1
to,to,s,StandardsPos,2
Cimena,cimena,c,UNRECOGNIZED,0
.,.,nn,,0
The,the,c,,0
?,?,nn,Question,0
Reply,reply,s,Repair_Citation,0
not,not,c,DenyDisclaim,0
",",",",n,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
thy,thy,s,DirectAddress,0
love,love,c,Positivity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
yet,yet,s,Resistance,0
remember,remember,s,ProjectBack,0
son,son,c,PersonProperty,0
",",",",n,,0
He,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
can,can,s,Contingency,0
live,live,s,Contingency,1
contemned,contemned,c,Negativity,0
",",",",s,,0
does,does,s,Anger,0
not,not,s,Anger,1
deserve,deserve,n,Anger,2
To,to,s,,0
breath,breath,s,SenseObject,0
an,an,s,TimeDuration,0
hour,hour,c,TimeDuration,1
;,;,s,,0
thou,thou,s,DirectAddress,0
know,know,s,Confidence,0
the,the,s,Confidence,1
affront,affront,s,Negative_Relation,0
was,was,s,ProjectBack,0
given,given,n,SubjectivePercept,0
To,to,s,SubjectivePercept,1
me,me,c,FirstPer,0
",",",",s,,0
to,to,s,,0
thee,thee,s,DirectAddress,0
I,i,s,SceneShift,0
leave,leave,s,SceneShift,1
the,the,s,SceneShift,2
just,just,s,Intensity,0
revenge,revenge,c,Resistance,0
;,;,n,,0
The,the,s,Specifiers,0
sense,sense,s,Specifiers,1
of,of,s,Specifiers,2
honor,honor,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
the,the,s,SenseObject,0
fire,fire,s,SenseObject,1
that,that,s,,0
springs,springs,n,ReportingEvents,0
From,from,s,ReportingEvents,1
thence,thence,c,ProjectAhead,0
",",",",s,Future_Question,0
should,should,s,Future_Question,1
put,put,s,Transformation,0
out,out,s,Transformation,1
the,the,s,Transformation,2
less,less,s,Comparison,0
heat,heat,s,SenseObject,0
of,of,s,StandardsPos,0
love,love,c,StandardsPos,1
;,;,n,,0
Revenge,revenge,s,Resistance,0
me,me,c,FirstPer,0
",",",",s,,0
and,and,s,,0
thy,thy,s,DirectAddress,0
self,self,c,SubjectivePercept,0
",",",",s,,0
show,show,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
self,self,s,SubjectivePercept,0
worthy,worthy,n,StandardsPos,0
Of,of,s,StandardsPos,1
me,me,s,FirstPer,0
thy,thy,s,DirectAddress,0
father,father,c,PersonProperty,0
",",",",s,,0
now,now,s,Immediacy,0
o're-borne,o're-borne,s,UNRECOGNIZED,0
with,with,s,,0
miseries,miseries,c,StandardsNeg,0
",",",",n,Aside,0
Which,which,s,Aside,1
whilst,whilst,s,TimeDuration,0
I,i,s,SceneShift,0
go,go,s,SceneShift,1
to,to,s,SceneShift,2
moan,moan,c,SenseProperty,0
",",",",s,,0
haste,haste,s,Negativity,0
thou,thou,s,DirectAddress,0
to,to,s,,0
punish,punish,c,Negativity,0
.,.,nn,Imperative,0
Struck,struck,s,Imperative,1
to,to,s,,0
the,the,s,Intensity,0
very,very,s,Intensity,1
heart,heart,c,SenseObject,0
",",",",s,,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
blow,blow,s,Motions,0
as,as,s,,0
fatal,fatal,n,Negativity,0
As,as,s,,0
un-foreseene,un-foreseene,c,UNRECOGNIZED,0
;,;,s,,0
what,what,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
do,do,c,Intensity,0
?,?,s,Question,0
I,i,s,Insist,0
must,must,n,Insist,1
Revenge,revenge,s,Resistance,0
my,my,s,Autobio,0
father,father,c,Autobio,1
",",",",s,,0
and,and,s,,0
provoke,provoke,s,SubjectivePercept,0
my,my,s,FirstPer,0
mistress,mistress,c,PersonProperty,0
",",",",n,,0
Either,either,s,Metadiscourse,0
betray,betray,s,Negative_Relation,0
my,my,s,Intensity,0
honor,honor,c,Intensity,1
",",",",s,,0
or,or,s,,0
my,my,s,Positivity,0
love,love,c,Positivity,1
",",",",n,,0
It,it,s,,0
were,were,s,ProjectBack,0
a,a,s,Positivity,0
better,better,s,Positivity,1
choice,choice,s,SubjectivePercept,0
for,for,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
to,to,s,ProjectAhead,0
die,die,n,ProjectAhead,1
Than,than,s,Comparison,0
to,to,s,Comparison,1
do,do,s,Intensity,0
either,either,c,Metadiscourse,0
:,:,n,,0
If,if,s,Contingency,0
I,i,s,FirstPer,0
revenge,revenge,s,Resistance,0
my,my,s,Autobio,0
father,father,c,Autobio,1
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
lose,lose,n,Sad,0
My,my,s,Sad,1
love,love,c,Positivity,0
;,;,s,,0
if,if,s,Contingency,0
not,not,c,Contingency,1
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
live,live,s,,0
infamous,infamous,c,StandardsNeg,0
;,;,n,,0
How,how,s,Curiosity,0
can,can,s,Curiosity,1
I,i,s,SelfDisclosure,0
live,live,c,SelfDisclosure,1
",",",",s,,0
having,having,s,ReportingEvents,0
lost,lost,s,Negativity,0
all,all,s,,0
I,i,s,SelfDisclosure,0
live,live,s,SelfDisclosure,1
for,for,c,,0
?,?,n,Question,0
But,but,s,Resistance,0
infamy,infamy,s,StandardsNeg,0
pursues,pursues,s,ProjectAhead,0
me,me,s,FirstPer,0
after,after,s,Sequence,0
death,death,c,Sequence,1
.,.,n,,0
On,on,s,,0
then,then,s,,0
my,my,s,SelfDisclosure,0
soul,soul,c,SelfDisclosure,1
",",",",s,,0
and,and,s,,0
rather,rather,s,Resistance,0
choose,choose,s,ProjectAhead,0
to,to,s,ProjectAhead,1
die,die,n,AbstractConcepts,0
Losing,losing,s,Negativity,0
thy,thy,s,DirectAddress,0
love,love,c,Positivity,0
",",",",s,,0
than,than,s,Comparison,0
live,live,s,,0
ingloriously,ingloriously,c,StandardsNeg,0
",",",",n,,0
And,and,s,Sequence,0
start,start,s,Sequence,1
not,not,s,DenyDisclaim,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
name,name,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
the,the,s,,0
offender,offender,c,Anger,0
",",",",n,,0
Because,because,s,ReasonBackward,0
he,he,s,Updates,0
is,is,s,Updates,1
the,the,s,PersonProperty,0
father,father,s,PersonProperty,1
of,of,s,PersonProperty,2
thy,thy,s,DirectAddress,0
mistress,mistress,c,PersonProperty,0
",",",",n,Resistance,0
But,but,s,Resistance,1
rather,rather,s,Resistance,0
think,think,s,PrivateThinking,0
thine,thine,s,UNRECOGNIZED,0
own,own,s,ReportingEvents,0
received,received,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
offense,offense,c,SubjectivePercept,0
",",",",n,,0
And,and,s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
bound,bound,s,AbstractConcepts,0
to,to,s,AbstractConcepts,1
give,give,s,ReportingEvents,0
the,the,s,ReportingEvents,1
recompense,recompense,c,RecurringEvents,0
.,.,nn,,0
I,i,s,Insist,0
Must,must,s,Insist,1
needs,needs,s,Insist,0
say,say,c,Citations,0
",",",",s,Autobio,0
when,when,s,Autobio,1
I,i,s,Autobio,2
did,did,s,ReportingEvents,0
give,give,s,ReportingEvents,0
the,the,s,ReportingEvents,1
affront,affront,n,Negative_Relation,0
My,my,s,FirstPer,0
blood,blood,s,SenseObject,0
was,was,s,ProjectBack,0
overheated,overheated,c,Negativity,0
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
hand,hand,n,SenseObject,0
Somewhat,somewhat,s,Uncertainty,0
too,too,s,,0
ready,ready,c,ProjectAhead,0
",",",",s,Resistance,0
but,but,s,Resistance,1
now,now,s,Immediacy,0
who,who,s,,0
can,can,s,StandardsPos,0
help,help,s,StandardsPos,1
it,it,c,,0
?,?,n,Question,0
Since,since,s,ReasonBackward,0
it,it,s,ReasonBackward,1
is,is,s,ReasonBackward,2
done,done,c,ReportingStates,0
",",",",s,ReportingStates,1
it,it,s,DenyDisclaim,0
cannot,cannot,s,DenyDisclaim,1
be,be,s,DenyDisclaim,2
recalled,recalled,c,ProjectBack,0
.,.,nn,,0
Faith,faith,c,StandardsPos,0
",",",",s,,0
Let,let,s,ReportingEvents,0
your,your,s,DirectAddress,0
courage,courage,s,StandardsPos,0
stoop,stoop,s,Negativity,0
to,to,s,Negativity,1
the,the,s,SenseObject,0
Kings,kings,s,SenseObject,1
will,will,c,PredictedFuture,0
",",",",n,,0
He,he,s,Neutral_Attribution,0
takes,takes,s,Neutral_Attribution,1
the,the,s,,0
business,business,s,AbstractConcepts,0
much,much,s,Intensity,0
to,to,s,,0
heart,heart,c,SenseObject,0
",",",",s,,0
and,and,s,,0
being,being,n,ReportingStates,0
So,so,s,,0
highly,highly,s,Intensity,0
incensed,incensed,c,ReportingStates,0
",",",",s,ReportingStates,1
believe,believe,s,PrivateThinking,0
it,it,s,,0
he,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
proceed,proceed,n,Sequence,0
With,with,s,Sequence,1
his,his,s,PersonPronoun,0
full,full,s,Intensity,0
power,power,c,Intensity,1
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
what,what,s,,0
defense,defense,n,AbstractConcepts,0
Can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
make,make,s,ReportingEvents,0
for,for,s,ReportingEvents,1
your,your,s,DirectAddress,0
self,self,c,SubjectivePercept,0
",",",",s,,0
when,when,s,,0
the,the,s,,0
affront,affront,c,Negative_Relation,0
",",",",n,,0
And,and,s,ReportingStates,0
it,it,s,ReportingStates,1
is,is,s,ReportingStates,2
high,high,s,StandardsPos,0
quality,quality,s,StandardsPos,1
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
aggravated,aggravated,n,Negativity,0
By,by,s,,0
the,the,s,PersonProperty,0
person,person,s,PersonProperty,1
of,of,s,PersonProperty,2
the,the,s,,0
offended,offended,c,Anger,0
",",",",s,,0
and,and,s,,0
the,the,s,SpaceRelation,0
place,place,c,SpaceRelation,1
.,.,n,,0
These,these,s,PredictedFuture,0
will,will,s,PredictedFuture,1
require,require,s,CommonAuthorities,0
of,of,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
submissions,submissions,n,AbstractConcepts,0
Beyond,beyond,s,,0
all,all,s,,0
ordinary,ordinary,s,PriorKnowledge,0
satisfaction,satisfaction,c,StandardsPos,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
take,take,s,ReportingEvents,0
my,my,s,Autobio,0
life,life,c,Autobio,1
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
power,power,c,Specifiers,2
.,.,nn,,0
Abate,abate,s,ReportingEvents,0
some,some,s,Specifiers,0
of,of,s,Specifiers,1
your,your,s,DirectAddress,0
heat,heat,c,SenseObject,0
",",",",s,,0
and,and,s,,0
hear,hear,s,SpaceRelation,0
what,what,s,Question,0
is,is,s,Question,1
reason,reason,c,StandardsPos,0
",",",",n,,0
Will,will,s,PredictedFuture,0
you,you,s,DirectAddress,0
not,not,s,DenyDisclaim,0
seek,seek,s,ProjectAhead,0
to,to,s,ProjectAhead,1
appease,appease,s,Negative_Relation,0
a,a,s,,0
Prince,prince,s,PersonProperty,0
that,that,s,,0
loves,loves,s,Positivity,0
you,you,n,DirectAddress,0
He,he,s,Citations,0
says,says,c,Citations,1
",",",",s,,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
have,have,s,Metadiscourse,2
this,this,s,,0
done,done,c,ReportingStates,0
",",",",s,ReportingStates,1
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
it,it,c,,0
?,?,nn,Question,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
to,to,s,ProjectAhead,0
preserve,preserve,s,ProjectAhead,1
my,my,s,Intensity,0
honor,honor,c,Intensity,1
",",",",s,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
think,think,n,PrivateThinking,0
It,it,s,ReportingStates,0
Is,is,s,ReportingStates,1
such,such,s,ReportingStates,2
a,a,s,,0
crime,crime,c,StandardsNeg,0
",",",",s,,0
somewhat,somewhat,s,Uncertainty,0
to,to,s,,0
disobey,disobey,c,Negative_Relation,0
",",",",n,Resistance,0
But,but,s,Resistance,1
were,were,s,Contingency,0
it,it,s,Contingency,1
greater,greater,c,Comparison,0
",",",",s,Autobio,0
what,what,s,Autobio,1
I,i,s,Autobio,2
Have,have,s,ProjectBack,0
done,done,s,ProjectBack,1
for,for,s,ProjectBack,2
him,him,c,PersonPronoun,0
",",",",n,,0
Would,would,s,Contingency,0
be,be,s,Contingency,1
more,more,s,StandardsPos,0
than,than,s,StandardsPos,1
enough,enough,s,StandardsPos,2
to,to,s,,0
make,make,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
excuse,excuse,c,StandardsPos,0
.,.,nn,DirectReasoning,0
Suppose,suppose,s,DirectReasoning,1
you,you,s,DirectReasoning,2
have,have,s,ReportingEvents,0
done,done,s,ReportingEvents,1
all,all,s,Generalization,0
that,that,s,Generalization,1
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
can,can,s,Contingency,0
think,think,n,PrivateThinking,0
In,in,s,PrivateThinking,1
the,the,s,SenseObject,0
